COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,GRDTYPE,CFLALTED,CNTYNAME,CFLCHART,PAIRNAME
092,07,'09 - 12, ,092904001,092904,PINE TREE H S,PINE TREE ISD,S,N,GREGG,N, 
092,07,'07 - 08, ,092904041,092904,PINE TREE J H,PINE TREE ISD,M,N,GREGG,N, 
092,07,'05 - 06, ,092904043,092904,PINE TREE MIDDLE,PINE TREE ISD,M,N,GREGG,N, 
092,07,'EE - KG,'092904000,092904103,092904,PINE TREE PRI,PINE TREE ISD,E,N,GREGG,N,PINE TREE ISD
092,07,'01 - 04, ,092904104,092904,BIRCH EL,PINE TREE ISD,E,N,GREGG,N, 
092,07,'01 - 04, ,092904105,092904,PARKWAY EL,PINE TREE ISD,E,N,GREGG,N, 
092,07,'09 - 12, ,092906002,092906,SABINE H S,SABINE ISD,S,N,GREGG,N, 
092,07,'06 - 08, ,092906041,092906,SABINE MIDDLE,SABINE ISD,M,N,GREGG,N, 
092,07,'EE - 05, ,092906102,092906,SABINE EL,SABINE ISD,E,N,GREGG,N, 
092,07,'09 - 12, ,092907001,092907,SPRING HILL H S,SPRING HILL ISD,S,N,GREGG,N, 
092,07,'06 - 08, ,092907042,092907,SPRING HILL J H,SPRING HILL ISD,M,N,GREGG,N, 
092,07,'03 - 05, ,092907101,092907,SPRING HILL INT,SPRING HILL ISD,E,N,GREGG,N, 
092,07,'EE - 02,'092907101,092907103,092907,SPRING HILL PRI,SPRING HILL ISD,E,N,GREGG,N,SPRING HILL INT
092,07,'09 - 12, ,092908001,092908,WHITE OAK H S,WHITE OAK ISD,S,N,GREGG,N, 
092,07,'06 - 08, ,092908041,092908,WHITE OAK MIDDLE,WHITE OAK ISD,M,N,GREGG,N, 
092,07,'EE - 02,'092908103,092908102,092908,WHITE OAK PRI,WHITE OAK ISD,E,N,GREGG,N,WHITE OAK INT
092,07,'03 - 05, ,092908103,092908,WHITE OAK INT,WHITE OAK ISD,E,N,GREGG,N, 
092,07,'PK - PK,'092908103,092908104,092908,WHITE OAK EARLY CHILDHOOD CENTER,WHITE OAK ISD,E,N,GREGG,N,WHITE OAK INT
093,06,'06 - 12, ,093901001,093901,ANDERSON-SHIRO JR/SR H S,ANDERSON-SHIRO CISD,B,N,GRIMES,N, 
093,06,'PK - 05, ,093901101,093901,ANDERSON-SHIRO EL,ANDERSON-SHIRO CISD,E,N,GRIMES,N, 
093,06,'06 - 12, ,093903001,093903,IOLA H S,IOLA ISD,B,N,GRIMES,N, 
093,06,'PK - 05, ,093903101,093903,IOLA EL,IOLA ISD,E,N,GRIMES,N, 
093,06,'09 - 12, ,093904002,093904,NAVASOTA H S,NAVASOTA ISD,S,N,GRIMES,N, 
093,06,'09 - 12, ,093904005,093904,W B BIZZELL ACADEMY,NAVASOTA ISD,S,Y,GRIMES,N, 
093,06,'06 - 08, ,093904042,093904,NAVASOTA J H,NAVASOTA ISD,M,N,GRIMES,N, 
093,06,'EE - 05, ,093904104,093904,JOHN C WEBB EL,NAVASOTA ISD,E,N,GRIMES,N, 
093,06,'EE - 05, ,093904106,093904,HIGH POINT EL,NAVASOTA ISD,E,N,GRIMES,N, 
093,06,'PK - 05, ,093904107,093904,BRULE EL,NAVASOTA ISD,E,N,GRIMES,N, 
093,06,'PK - 12, ,093905001,093905,RICHARDS H S,RICHARDS ISD,B,N,GRIMES,N, 
094,20,'09 - 12, ,094901001,094901,SEGUIN H S,SEGUIN ISD,S,N,GUADALUPE,N, 
094,20,'09 - 12, ,094901002,094901,MERCER & BLUMBERG LRN CTR,SEGUIN ISD,S,Y,GUADALUPE,N, 
094,20,'06 - 08, ,094901041,094901,JIM BARNES MIDDLE,SEGUIN ISD,M,N,GUADALUPE,N, 
094,20,'06 - 08, ,094901042,094901,BRIESEMEISTER MIDDLE,SEGUIN ISD,M,N,GUADALUPE,N, 
094,20,'EE - PK,'094901109,094901101,094901,BALL EARLY CHILDHOOD CENTER,SEGUIN ISD,E,N,GUADALUPE,N,KOENNECKE EL
094,20,'KG - 05, ,094901103,094901,JEFFERSON AVE EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'KG - 05, ,094901104,094901,ORALIA R RODRIGUEZ EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'KG - 05, ,094901105,094901,WEINERT EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'KG - 05, ,094901106,094901,MCQUEENEY EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'KG - 05, ,094901108,094901,PATLAN EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'KG - 05, ,094901109,094901,KOENNECKE EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'KG - 05, ,094901110,094901,VOGEL EL,SEGUIN ISD,E,N,GUADALUPE,N, 
094,20,'05 - 11, ,094901111,094901,DISCIPLINE ALTERNATIVE SCHOOL AT SAEGERT,SEGUIN ISD,B,N,GUADALUPE,N, 
094,20,'06 - 10, ,094901112,094901,JUVENILE DETENTION CENTER,SEGUIN ISD,B,N,GUADALUPE,N, 
094,20,'09 - 12, ,094902001,094902,SAMUEL CLEMENS H S,SCHERTZ-CIBOLO-U CITY ISD,S,N,GUADALUPE,N, 
094,20,'09 - 12, ,094902002,094902,ALLISON L STEELE E L C,SCHERTZ-CIBOLO-U CITY ISD,S,Y,GUADALUPE,N, 
094,20,'09 - 12, ,094902003,094902,BYRON P STEELE II H S,SCHERTZ-CIBOLO-U CITY ISD,S,N,GUADALUPE,N, 
094,20,'07 - 08, ,094902041,094902,RAY D CORBETT J H,SCHERTZ-CIBOLO-U CITY ISD,M,N,GUADALUPE,N, 
094,20,'07 - 08, ,094902042,094902,DOBIE J H,SCHERTZ-CIBOLO-U CITY ISD,M,N,GUADALUPE,N, 
094,20,'PK - 04, ,094902101,094902,WIEDERSTEIN EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902102,094902,ROSE GARDEN EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902103,094902,SCHERTZ EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'05 - 06, ,094902108,094902,LAURA INGALLS WILDER INT,SCHERTZ-CIBOLO-U CITY ISD,M,N,GUADALUPE,N, 
094,20,'05 - 06, ,094902109,094902,BARBARA JORDAN INT,SCHERTZ-CIBOLO-U CITY ISD,M,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902110,094902,WATTS EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902111,094902,NORMA J PASCHAL EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902112,094902,GREEN VALLEY EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902113,094902,JOHN A SIPPEL EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'05 - 06, ,094902114,094902,ELAINE S SCHLATHER INT,SCHERTZ-CIBOLO-U CITY ISD,M,N,GUADALUPE,N, 
094,20,'EE - 04, ,094902115,094902,CIBOLO VALLEY EL,SCHERTZ-CIBOLO-U CITY ISD,E,N,GUADALUPE,N, 
094,20,'09 - 12, ,094903001,094903,NAVARRO H S,NAVARRO ISD,S,N,GUADALUPE,N, 
094,20,'07 - 08, ,094903041,094903,NAVARRO J H,NAVARRO ISD,M,N,GUADALUPE,N, 
094,20,'EE - 03, ,094903101,094903,NAVARRO EL,NAVARRO ISD,E,N,GUADALUPE,N, 
094,20,'04 - 06, ,094903102,094903,NAVARRO INT,NAVARRO ISD,E,N,GUADALUPE,N, 
094,20,'09 - 12, ,094904001,094904,MARION H S,MARION ISD,S,N,GUADALUPE,N, 
094,20,'06 - 12, ,094904003,094904,MARION ALTERNATIVE CENTER,MARION ISD,B,N,GUADALUPE,N, 
094,20,'06 - 08, ,094904041,094904,MARION MIDDLE,MARION ISD,M,N,GUADALUPE,N, 
094,20,'EE - 02,'094904102,094904101,094904,NORMA KRUEGER EL,MARION ISD,E,N,GUADALUPE,N,NORMA KRUEGER EL/BERT KARRER CAMPUS
094,20,'03 - 05, ,094904102,094904,NORMA KRUEGER EL/BERT KARRER CAMPUS,MARION ISD,E,N,GUADALUPE,N, 
095,17,'09 - 12, ,095901001,095901,ABERNATHY H S,ABERNATHY ISD,S,N,HALE,N, 
095,17,'08 - 08, ,095901003,095901,ABERNATHY DAEP,ABERNATHY ISD,M,N,HALE,N, 
095,17,'06 - 08, ,095901041,095901,ABERNATHY MIDDLE,ABERNATHY ISD,M,N,HALE,N, 
095,17,'PK - 05, ,095901101,095901,ABERNATHY EL,ABERNATHY ISD,E,N,HALE,N, 
095,17,'EE - 12, ,095902001,095902,COTTON CENTER SCHOOL,COTTON CENTER ISD,B,N,HALE,N, 
095,17,'09 - 12, ,095903001,095903,HALE CENTER H S,HALE CENTER ISD,S,N,HALE,N, 
095,17,'PK - 04, ,095903102,095903,AKIN EL,HALE CENTER ISD,E,N,HALE,N, 
095,17,'05 - 08, ,095903103,095903,CARR MIDDLE,HALE CENTER ISD,M,N,HALE,N, 
095,17,'PK - 12, ,095904001,095904,PETERSBURG SCHOOL,PETERSBURG ISD,B,N,HALE,N, 
095,17,'09 - 12, ,095905001,095905,PLAINVIEW H S,PLAINVIEW ISD,S,N,HALE,N, 
095,17,'07 - 11, ,095905004,095905,HALE COUNTY JJAEP,PLAINVIEW ISD,S,N,HALE,N, 
095,17,'07 - 08, ,095905121,095905,PLAINVIEW J H,PLAINVIEW ISD,M,N,HALE,N, 
095,17,'05 - 06, ,095905122,095905,PLAINVIEW INT,PLAINVIEW ISD,M,N,HALE,N, 
095,17,'PK - 04, ,095905123,095905,NORTH EL,PLAINVIEW ISD,E,N,HALE,N, 
095,17,'EE - 04, ,095905124,095905,CENTRAL EL,PLAINVIEW ISD,E,N,HALE,N, 
095,17,'KG - 04, ,095905125,095905,SOUTH EL,PLAINVIEW ISD,E,N,HALE,N, 
096,16,'09 - 12, ,096904001,096904,MEMPHIS H S,MEMPHIS ISD,S,N,HALL,N, 
096,16,'06 - 08, ,096904041,096904,MEMPHIS MIDDLE,MEMPHIS ISD,M,N,HALL,N, 
096,16,'01 - 05, ,096904101,096904,AUSTIN EL,MEMPHIS ISD,E,N,HALL,N, 
096,16,'PK - KG,'096904101,096904103,096904,TRAVIS EL,MEMPHIS ISD,E,N,HALL,N,AUSTIN EL
096,16,'PK - 12, ,096905001,096905,VALLEY SCHOOL,TURKEY-QUITAQUE ISD,B,N,HALL,N, 
097,12,'09 - 12, ,097902001,097902,HAMILTON H S,HAMILTON ISD,S,N,HAMILTON,N, 
097,12,'06 - 08, ,097902041,097902,HAMILTON J H,HAMILTON ISD,M,N,HAMILTON,N, 
097,12,'PK - 05, ,097902102,097902,ANN WHITNEY EL,HAMILTON ISD,E,N,HAMILTON,N, 
097,12,'06 - 12, ,097903001,097903,HICO H S,HICO ISD,B,N,HAMILTON,N, 
097,12,'PK - 05, ,097903101,097903,HICO EL,HICO ISD,E,N,HAMILTON,N, 
098,16,'09 - 12, ,098901001,098901,GRUVER H S,GRUVER ISD,S,N,HANSFORD,N, 
098,16,'05 - 08, ,098901041,098901,GRUVER J H,GRUVER ISD,M,N,HANSFORD,N, 
098,16,'EE - 04, ,098901101,098901,GRUVER EL,GRUVER ISD,E,N,HANSFORD,N, 
098,16,'PK - 11, ,098903101,098903,PRINGLE-MORSE SCHOOLS,PRINGLE-MORSE CISD,B,N,HANSFORD,N, 
098,16,'09 - 12, ,098904001,098904,SPEARMAN H S,SPEARMAN ISD,S,N,HANSFORD,N, 
098,16,'06 - 08, ,098904041,098904,SPEARMAN J H,SPEARMAN ISD,M,N,HANSFORD,N, 
098,16,'PK - 05, ,098904101,098904,GUS BIRDWELL EL,SPEARMAN ISD,E,N,HANSFORD,N, 
099,09,'PK - 12, ,099902001,099902,CHILLICOTHE SCHOOL,CHILLICOTHE ISD,B,N,HARDEMAN,N, 
099,09,'09 - 12, ,099903001,099903,QUANAH H S,QUANAH ISD,S,N,HARDEMAN,N, 
099,09,'06 - 08, ,099903041,099903,TRAVIS MIDDLE,QUANAH ISD,M,N,HARDEMAN,N, 
099,09,'PK - 05, ,099903102,099903,REAGAN EL,QUANAH ISD,E,N,HARDEMAN,N, 
100,05,'09 - 12, ,100903002,100903,KOUNTZE H S,KOUNTZE ISD,S,N,HARDIN,N, 
100,05,'08 - 08, ,100903003,100903,HARDIN CO ALTER ED,KOUNTZE ISD,M,N,HARDIN,N, 
100,05,'06 - 08, ,100903041,100903,KOUNTZE MIDDLE,KOUNTZE ISD,M,N,HARDIN,N, 
100,05,'03 - 05, ,100903042,100903,KOUNTZE INT,KOUNTZE ISD,E,N,HARDIN,N, 
100,05,'EE - 02,'100903000,100903101,100903,KOUNTZE EL,KOUNTZE ISD,E,N,HARDIN,N,KOUNTZE ISD
100,05,'09 - 12, ,100904001,100904,SILSBEE H S,SILSBEE ISD,S,N,HARDIN,N, 
100,05,'06 - 08, ,100904041,100904,EDWARDS-JOHNSON MEMORIAL MIDDLE,SILSBEE ISD,M,N,HARDIN,N, 
100,05,'EE - KG,'100904106,100904105,100904,LAURA REEVES PRI,SILSBEE ISD,E,N,HARDIN,N,SILSBEE EL
100,05,'01 - 05, ,100904106,100904,SILSBEE EL,SILSBEE ISD,E,N,HARDIN,N, 
100,05,'09 - 12, ,100905001,100905,HARDIN-JEFFERSON H S,HARDIN-JEFFERSON ISD,S,N,HARDIN,N, 
100,05,'12 - 12, ,100905005,100905,NEW AE,HARDIN-JEFFERSON ISD,S,N,HARDIN,N, 
100,05,'06 - 08, ,100905041,100905,HENDERSON MIDDLE,HARDIN-JEFFERSON ISD,M,N,HARDIN,N, 
100,05,'EE - 05, ,100905102,100905,CHINA EL,HARDIN-JEFFERSON ISD,E,N,HARDIN,N, 
100,05,'EE - 05, ,100905105,100905,SOUR LAKE EL,HARDIN-JEFFERSON ISD,E,N,HARDIN,N, 
100,05,'09 - 12, ,100907001,100907,LUMBERTON H S,LUMBERTON ISD,S,N,HARDIN,N, 
100,05,'08 - 08, ,100907003,100907,HARDIN CO ALTER ED,LUMBERTON ISD,M,N,HARDIN,N, 
100,05,'06 - 08, ,100907041,100907,LUMBERTON MIDDLE,LUMBERTON ISD,M,N,HARDIN,N, 
100,05,'01 - 03, ,100907101,100907,LUMBERTON PRI,LUMBERTON ISD,E,N,HARDIN,N, 
100,05,'EE - KG,'100907101,100907102,100907,LUMBERTON EARLY CHILDHOOD SCH,LUMBERTON ISD,E,N,HARDIN,N,LUMBERTON PRI
100,05,'04 - 05, ,100907103,100907,LUMBERTON INT,LUMBERTON ISD,E,N,HARDIN,N, 
100,05,'07 - 12, ,100908001,100908,WEST HARDIN H S,WEST HARDIN COUNTY CISD,S,N,HARDIN,N, 
100,05,'11 - 11, ,100908003,100908,HARDIN CO ALTERNATIVE AEP,WEST HARDIN COUNTY CISD,S,Y,HARDIN,N, 
100,05,'PK - 06, ,100908101,100908,WEST HARDIN EL,WEST HARDIN COUNTY CISD,E,N,HARDIN,N, 
101,04,'09 - 09, ,101802001,101802,SER-NINOS CHARTER HIGH,SER-NINOS CHARTER SCHOOL,S,N,HARRIS,Y, 
101,04,'06 - 08, ,101802041,101802,SER-NINOS CHARTER MIDDLE,SER-NINOS CHARTER SCHOOL,M,N,HARRIS,Y, 
101,04,'PK - 05, ,101802101,101802,SER-NINOS CHARTER EL,SER-NINOS CHARTER SCHOOL,E,N,HARRIS,Y, 
101,04,'PK - 05, ,101802102,101802,SER-NINOS CHARTER EL II,SER-NINOS CHARTER SCHOOL,E,N,HARRIS,Y, 
101,04,'05 - 12, ,101803001,101803,ARISTOI CLASSICAL UPPER SCHOOL,ARISTOI CLASSICAL ACADEMY,B,N,HARRIS,Y, 
101,04,'KG - 07, ,101803002,101803,ARISTOI CLASSICAL ACADEMY,ARISTOI CLASSICAL ACADEMY,E,N,HARRIS,Y, 
101,04,'KG - 04, ,101803041,101803,ARISTOI CLASSICAL ACADEMY,ARISTOI CLASSICAL ACADEMY,E,N,HARRIS,Y, 
101,04,'PK - 12, ,101804001,101804,GEORGE I SANCHEZ CHARTER,GEORGE I SANCHEZ CHARTER,B,Y,HARRIS,Y, 
101,04,'06 - 12, ,101804004,101804,GEORGE I SANCHEZ NORTH,GEORGE I SANCHEZ CHARTER,B,Y,HARRIS,Y, 
101,04,'09 - 12, ,101806001,101806,EARLY COLLEGE T-STEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,S,N,HARRIS,Y, 
101,04,'06 - 08, ,101806042,101806,EARLY COLLEGE STEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,M,N,HARRIS,Y, 
101,04,'06 - 07, ,101806043,101806,NORTH EAST STEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,M,N,HARRIS,Y, 
101,04,'PK - 08, ,101806101,101806,BRYSS ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,E,N,HARRIS,Y, 
101,04,'PK - 05, ,101806102,101806,PSTEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,E,N,HARRIS,Y, 
101,04,'PK - KG, ,101806103,101806,LEONEL CASTILLO EARLY CHILDHOOD STEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,E,N,HARRIS,Y, 
101,04,'PK - 08, ,101810002,101810,ACADEMY OF ACCELERATED LEARNING,ACADEMY OF ACCELERATED LEARNING INC,E,N,HARRIS,Y, 
101,04,'07 - 12, ,101811001,101811,HARRIS COUNTY JUVENILE DETENTION CENTER,EXCEL ACADEMY,S,Y,HARRIS,Y, 
101,04,'06 - 11, ,101811004,101811,HARRIS COUNTY YOUTH VILLAGE,EXCEL ACADEMY,B,Y,HARRIS,Y, 
101,04,'08 - 11, ,101811006,101811,LEADERSHIP ACADEMY,EXCEL ACADEMY,S,Y,HARRIS,Y, 
101,04,'09 - 11, ,101811008,101811,EXCEL ACADEMY EDUCATION TRANSITION CENTER,EXCEL ACADEMY,S,Y,HARRIS,Y, 
101,04,'PK - 08, ,101814101,101814,VARNETT CHARTER SCHOOL,THE VARNETT PUBLIC SCHOOL,E,N,HARRIS,Y, 
101,04,'PK - 08, ,101814102,101814,THE VARNETT SCHOOL - NORTHEAST,THE VARNETT PUBLIC SCHOOL,E,N,HARRIS,Y, 
101,04,'PK - 06, ,101814103,101814,THE VARNETT SCHOOL - EAST,THE VARNETT PUBLIC SCHOOL,E,N,HARRIS,Y, 
101,04,'PK - 08, ,101815101,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,ALIEF MONTESSORI COMMUNITY SCHOOL,E,N,HARRIS,Y, 
101,04,'PK - 05, ,101819001,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,E,N,HARRIS,Y, 
101,04,'06 - 08, ,101819002,101819,FRIENDS FOR LIFE MIDDLE,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,M,N,HARRIS,Y, 
101,04,'09 - 12, ,101821001,101821,HOUSTON HEIGHTS CHARTER SCHOOL,HOUSTON HEIGHTS HIGH SCHOOL,S,Y,HARRIS,Y, 
101,04,'PK - 12, ,101828001,101828,HOUSTON GATEWAY ACADEMY - CORAL CAMPUS,HOUSTON GATEWAY ACADEMY INC,B,N,HARRIS,Y, 
101,04,'PK - 08, ,101828002,101828,HOUSTON GATEWAY ACADEMY INC ELITE COLLEGE PREP,HOUSTON GATEWAY ACADEMY INC,E,N,HARRIS,Y, 
101,04,'PK - 08, ,101828101,101828,HOUSTON GATEWAY ACADEMY,HOUSTON GATEWAY ACADEMY INC,E,N,HARRIS,Y, 
101,04,'09 - 12, ,101837001,101837,CALVIN NELMS H S,CALVIN NELMS CHARTER SCHOOLS,S,N,HARRIS,Y, 
101,04,'06 - 08, ,101837041,101837,CALVIN NELMS MIDDLE,CALVIN NELMS CHARTER SCHOOLS,M,N,HARRIS,Y, 
101,04,'09 - 12, ,101838001,101838,EMPOWERMENT H S,SOUTHWEST PUBLIC SCHOOLS,S,Y,HARRIS,Y, 
101,04,'07 - 12, ,101838004,101838,PHOENIX SCHOOL AT SOUTHWEST SCHOOLS,SOUTHWEST PUBLIC SCHOOLS,S,Y,HARRIS,Y, 
101,04,'06 - 08, ,101838041,101838,DISCOVERY MIDDLE,SOUTHWEST PUBLIC SCHOOLS,M,Y,HARRIS,Y, 
101,04,'PK - 05, ,101838102,101838,SOUTHWEST SCHOOLS BISSONNET EL CAMPUS,SOUTHWEST PUBLIC SCHOOLS,E,N,HARRIS,Y, 
101,04,'KG - 05, ,101838104,101838,SOUTHWEST SCHOOLS MANGUM EL CAMPUS,SOUTHWEST PUBLIC SCHOOLS,E,N,HARRIS,Y, 
101,04,'PK - 05, ,101840101,101840,TWO DIMENSIONS PREPARATORY ACADEMY,TWO DIMENSIONS PREPARATORY ACADEMY,E,N,HARRIS,Y, 
101,04,'PK - 01, ,101840102,101840,TWO DIMENSIONS AT CORSICANA,TWO DIMENSIONS PREPARATORY ACADEMY,E,N,HARRIS,Y, 
101,04,'PK - 05, ,101840103,101840,TWO DIMENSIONS/VICKERY,TWO DIMENSIONS PREPARATORY ACADEMY,E,N,HARRIS,Y, 
101,04,'01 - 12, ,101842001,101842,COMQUEST ACADEMY,COMQUEST ACADEMY,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845001,101845,YES PREP - SOUTHEAST,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845002,101845,YES PREP - SOUTHWEST,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845003,101845,YES PREP - EAST END,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845004,101845,YES PREP - GULFTON,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845005,101845,YES PREP - WEST,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845006,101845,YES PREP - BRAYS OAKS,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845007,101845,YES PREP - NORTHSIDE,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845008,101845,YES PREP - 5TH WARD,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845009,101845,YES PREP - WHITE OAK,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845010,101845,YES PREP NORTH FOREST,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 12, ,101845011,101845,YES PREP - SOUTHSIDE,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 11, ,101845012,101845,YES PREP - NORTHLINE,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 10, ,101845013,101845,YES PREP - NORTHWEST,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'06 - 09, ,101845014,101845,YES PREP - HOBBY,YES PREP PUBLIC SCHOOLS INC,M,N,HARRIS,Y, 
101,04,'06 - 12, ,101845101,101845,YES PREP - NORTH CENTRAL,YES PREP PUBLIC SCHOOLS INC,B,N,HARRIS,Y, 
101,04,'PK - 04, ,101845102,101845,SOUTHEAST EL,YES PREP PUBLIC SCHOOLS INC,E,N,HARRIS,Y, 
101,04,'PK - 04, ,101845103,101845,NORTH CENTRAL EL,YES PREP PUBLIC SCHOOLS INC,E,N,HARRIS,Y, 
101,04,'PK - 03, ,101845104,101845,NORTH FOREST EL,YES PREP PUBLIC SCHOOLS INC,E,N,HARRIS,Y, 
101,04,'PK - 03, ,101845105,101845,SOUTHSIDE EL,YES PREP PUBLIC SCHOOLS INC,E,N,HARRIS,Y, 
101,04,'PK - 02, ,101845106,101845,YES PREP EAST END EL,YES PREP PUBLIC SCHOOLS INC,E,N,HARRIS,Y, 
101,04,'PK - 02, ,101845107,101845,YES PREP AIRLINE EL,YES PREP PUBLIC SCHOOLS INC,E,N,HARRIS,Y, 
101,04,'09 - 12, ,101846001,101846,HARMONY SCIENCE ACADEMY-HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,S,N,HARRIS,Y, 
101,04,'06 - 08, ,101846002,101846,HARMONY SCHOOL OF INNOVATION - HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,M,N,HARRIS,Y, 
101,04,'06 - 12, ,101846003,101846,HARMONY SCHOOL OF INGENUITY-HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,B,N,HARRIS,Y, 
101,04,'KG - 08, ,101846006,101846,HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY-HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,E,N,HARRIS,Y, 
101,04,'KG - 12, ,101846008,101846,HARMONY VIRTUAL ACADEMY,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,B,N,HARRIS,Y, 
101,04,'PK - 05, ,101846102,101846,HARMONY SCHOOL OF EXPLORATION- HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,E,N,HARRIS,Y, 
101,04,'KG - 08, ,101847101,101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,E,N,HARRIS,Y, 
101,04,'07 - 07, ,101849041,101849,ACCELERATED INT CHARTER SCHOOL,ACCELERATED INTERMEDIATE ACADEMY,M,N,HARRIS,Y, 
101,04,'PK - 06, ,101849101,101849,ACCELERATED INTERDISCIPLINARY ACAD,ACCELERATED INTERMEDIATE ACADEMY,E,N,HARRIS,Y, 
101,04,'06 - 08, ,101853042,101853,RIPLEY HOUSE MIDDLE CAMPUS,BAKERRIPLEY COMMUNITY SCHOOLS,M,N,HARRIS,Y, 
101,04,'PK - 05, ,101853101,101853,RIPLEY HOUSE CHARTER SCHOOL,BAKERRIPLEY COMMUNITY SCHOOLS,E,N,HARRIS,Y, 
101,04,'PK - PK, ,101853104,101853,NCI CHARTER SCHOOL WITHOUT WALLS,BAKERRIPLEY COMMUNITY SCHOOLS,E,N,HARRIS,Y, 
101,04,'PK - 06, ,101853106,101853,BAKER-RIPLEY CHARTER SCHOOL,BAKERRIPLEY COMMUNITY SCHOOLS,E,N,HARRIS,Y, 
101,04,'PK - PK, ,101853108,101853,NEW NEIGHBOR CAMPUS,BAKERRIPLEY COMMUNITY SCHOOLS,E,N,HARRIS,Y, 
101,04,'PK - 06, ,101855101,101855,MEYERPARK EL,MEYERPARK ELEMENTARY,E,N,HARRIS,Y, 
101,04,'PK - 08, ,101856101,101856,DRAW ACADEMY,DRAW ACADEMY,E,N,HARRIS,Y, 
101,04,'KG - 09, ,101858001,101858,HARMONY SCHOOL OF EXCELLENCE-HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,B,N,HARRIS,Y, 
101,04,'KG - 08, ,101858002,101858,HARMONY SCHOOL OF ENDEAVOR-HOUSTON,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,E,N,HARRIS,Y, 
