Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
2,Corpus Christi,4,ARANSAS,White,180,164,0.91,148,0.82,10,0.06,134,0.74,50,0.28,53,0.29,103,0.57,5,0.03,37,0.21
2,Corpus Christi,4,ARANSAS,Other Ethnicities,15,15,1.00,14,0.93, -   ,0.00,12,0.80,4,0.27,7,0.47,11,0.73,1,0.07,4,0.27
2,Corpus Christi,13,BEE,Hispanic,276,264,0.96,202,0.73,56,0.20,208,0.75,26,0.09,125,0.45,151,0.55,11,0.04,45,0.16
2,Corpus Christi,13,BEE,White,120,112,0.93,102,0.85,8,0.07,92,0.77,16,0.13,53,0.44,69,0.58,6,0.05,32,0.27
2,Corpus Christi,13,BEE,Other Ethnicities,15,13,0.87,13,0.87,1,0.07,13,0.87,3,0.20,10,0.67,13,0.87, -   ,0.00,3,0.20
2,Corpus Christi,24,BROOKS,All Ethnicities,144,141,0.98,112,0.78,25,0.17,99,0.69,26,0.18,41,0.28,67,0.47,5,0.03,19,0.13
2,Corpus Christi,66,DUVAL,Hispanic,197,186,0.94,166,0.84,15,0.08,147,0.75,40,0.20,60,0.30,100,0.51,5,0.03,37,0.19
2,Corpus Christi,66,DUVAL,White,11,11,1.00,9,0.82, -   ,0.00,8,0.73,2,0.18,4,0.36,6,0.55, -   ,0.00,2,0.18
2,Corpus Christi,125,JIM WELLS,Hispanic,578,555,0.96,435,0.75,118,0.20,396,0.69,122,0.21,163,0.28,285,0.49,18,0.03,74,0.13
2,Corpus Christi,125,JIM WELLS,Other Ethnicities,95,94,0.99,89,0.94,5,0.05,78,0.82,30,0.32,34,0.36,64,0.67,5,0.05,27,0.28
2,Corpus Christi,137,KLEBERG,Hispanic,333,317,0.95,224,0.67,86,0.26,229,0.69,97,0.29,79,0.24,176,0.53,13,0.04,59,0.18
2,Corpus Christi,137,KLEBERG,White,81,70,0.86,63,0.78,6,0.07,61,0.75,36,0.44,15,0.19,51,0.63,4,0.05,24,0.30
2,Corpus Christi,137,KLEBERG,Other Ethnicities,19,18,0.95,13,0.68,5,0.26,16,0.84,6,0.32,3,0.16,9,0.47, -   ,0.00,4,0.21
2,Corpus Christi,149,LIVE OAK,White,90,87,0.97,83,0.92,1,0.01,71,0.79,23,0.26,28,0.31,51,0.57,5,0.06,16,0.18
2,Corpus Christi,149,LIVE OAK,Other Ethnicities,65,64,0.98,56,0.86,5,0.08,51,0.78,8,0.12,27,0.42,35,0.54, -   ,0.00,15,0.23
2,Corpus Christi,162,MCMULLEN,Hispanic,7,7,1.00,7,1.00, -   ,0.00,6,0.86,2,0.29,3,0.43,5,0.71, -   ,0.00,4,0.57
2,Corpus Christi,162,MCMULLEN,White,10,10,1.00,10,1.00, -   ,0.00,10,1.00,5,0.50,3,0.30,8,0.80, -   ,0.00,4,0.40
2,Corpus Christi,178,NUECES,African American,208,177,0.85,151,0.73,27,0.13,125,0.60,44,0.21,60,0.29,104,0.50,16,0.08,21,0.10
2,Corpus Christi,178,NUECES,Hispanic,3133,2896,0.92,2345,0.75,495,0.16,2157,0.69,509,0.16,1022,0.33,1531,0.49,142,0.05,427,0.14
2,Corpus Christi,178,NUECES,White,1222,1128,0.92,1000,0.82,107,0.09,939,0.77,370,0.30,380,0.31,750,0.61,51,0.04,329,0.27
2,Corpus Christi,178,NUECES,Others,80,74,0.93,69,0.86,2,0.03,66,0.83,36,0.45,16,0.20,52,0.65,3,0.04,23,0.29
2,Corpus Christi,205,SAN PATRICIO,African American,36,27,0.75,26,0.72,2,0.06,21,0.58,4,0.11,10,0.28,14,0.39, -   ,0.00,4,0.11
2,Corpus Christi,205,SAN PATRICIO,Hispanic,718,672,0.94,551,0.77,107,0.15,534,0.74,127,0.18,189,0.26,316,0.44,17,0.02,86,0.12
2,Corpus Christi,205,SAN PATRICIO,White,432,394,0.91,352,0.81,31,0.07,324,0.75,121,0.28,112,0.26,233,0.54,11,0.03,100,0.23
2,Corpus Christi,205,SAN PATRICIO,Others,15,11,0.73,10,0.67,1,0.07,10,0.67,4,0.27,4,0.27,8,0.53,2,0.13,3,0.20
3,Victoria,29,CALHOUN,Hispanic,187,177,0.95,155,0.83,15,0.08,140,0.75,18,0.10,68,0.36,86,0.46,3,0.02,24,0.13
3,Victoria,29,CALHOUN,White,136,132,0.97,123,0.90,8,0.06,118,0.87,19,0.14,55,0.40,74,0.54,3,0.02,32,0.24
3,Victoria,29,CALHOUN,Other Ethnicities,19,18,0.95,18,0.95, -   ,0.00,16,0.84,7,0.37,3,0.16,10,0.53, -   ,0.00,8,0.42
3,Victoria,45,COLORADO,Hispanic,86,78,0.91,63,0.73,14,0.16,57,0.66,8,0.09,17,0.20,25,0.29,2,0.02,9,0.10
3,Victoria,45,COLORADO,White,161,156,0.97,145,0.90,8,0.05,142,0.88,30,0.19,74,0.46,104,0.65,2,0.01,67,0.42
3,Victoria,45,COLORADO,Other Ethnicities,39,37,0.95,32,0.82,4,0.10,32,0.82,7,0.18,18,0.46,25,0.64, -   ,0.00,8,0.21
3,Victoria,62,DE WITT,African American,33,33,1.00,27,0.82,6,0.18,24,0.73,4,0.12,12,0.36,16,0.48, -   ,0.00,1,0.03
3,Victoria,62,DE WITT,Hispanic,120,116,0.97,82,0.68,23,0.19,79,0.66,15,0.13,22,0.18,37,0.31,2,0.02,11,0.09
3,Victoria,62,DE WITT,White,196,192,0.98,164,0.84,13,0.07,154,0.79,53,0.27,77,0.39,130,0.66,11,0.06,73,0.37
3,Victoria,88,GOLIAD,All Ethnicities,115,111,0.97,101,0.88,10,0.09,97,0.84,23,0.20,44,0.38,67,0.58,3,0.03,31,0.27
3,Victoria,120,JACKSON,Hispanic,79,79,1.00,73,0.92,1,0.01,63,0.80,10,0.13,22,0.28,32,0.41,1,0.01,13,0.16
3,Victoria,120,JACKSON,White,152,145,0.95,136,0.89,5,0.03,124,0.82,33,0.22,68,0.45,101,0.66,4,0.03,49,0.32
3,Victoria,120,JACKSON,Other Ethnicities,19,17,0.89,13,0.68, -   ,0.00,12,0.63,3,0.16,4,0.21,7,0.37, -   ,0.00,1,0.05
3,Victoria,128,KARNES,All Ethnicities,160,157,0.98,142,0.89,13,0.08,126,0.79,26,0.16,57,0.36,83,0.52,3,0.02,33,0.21
3,Victoria,143,LAVACA,African American,21,21,1.00,19,0.90,1,0.05,18,0.86,4,0.19,9,0.43,13,0.62,1,0.05,5,0.24
3,Victoria,143,LAVACA,Hispanic,12,11,0.92,11,0.92,1,0.08,7,0.58,2,0.17,3,0.25,5,0.42,1,0.08,2,0.17
3,Victoria,143,LAVACA,White,132,124,0.94,120,0.91,4,0.03,109,0.83,35,0.27,56,0.42,91,0.69,12,0.09,60,0.45
3,Victoria,158,MATAGORDA,African American,88,81,0.92,68,0.77,11,0.13,65,0.74,18,0.20,33,0.38,51,0.58,2,0.02,12,0.14
3,Victoria,158,MATAGORDA,Hispanic,249,240,0.96,209,0.84,24,0.10,191,0.77,28,0.11,82,0.33,110,0.44,1,0.00,57,0.23
3,Victoria,158,MATAGORDA,White,226,216,0.96,201,0.89,9,0.04,190,0.84,39,0.17,95,0.42,134,0.59,2,0.01,76,0.34
3,Victoria,158,MATAGORDA,Others,21,19,0.90,18,0.86, -   ,0.00,17,0.81,9,0.43,5,0.24,14,0.67,1,0.05,6,0.29
3,Victoria,196,REFUGIO,African American,6,6,1.00,6,1.00, -   ,0.00,5,0.83,1,0.17,4,0.67,5,0.83,1,0.17,1,0.17
3,Victoria,196,REFUGIO,Hispanic,60,57,0.95,52,0.87,5,0.08,50,0.83,1,0.02,27,0.45,28,0.47,1,0.02,5,0.08
3,Victoria,196,REFUGIO,White,52,49,0.94,49,0.94,1,0.02,46,0.88,11,0.21,25,0.48,36,0.69,1,0.02,20,0.38
3,Victoria,235,VICTORIA,African American,96,87,0.91,73,0.76,12,0.13,59,0.61,8,0.08,32,0.33,40,0.42,3,0.03,7,0.07
3,Victoria,235,VICTORIA,Hispanic,622,567,0.91,442,0.71,110,0.18,354,0.57,30,0.05,182,0.29,212,0.34,27,0.04,48,0.08
3,Victoria,235,VICTORIA,White,371,339,0.91,297,0.80,27,0.07,279,0.75,59,0.16,178,0.48,237,0.64,26,0.07,102,0.27
3,Victoria,235,VICTORIA,Others,7,7,1.00,6,0.86,1,0.14,6,0.86,2,0.29,3,0.43,5,0.71, -   ,0.00,2,0.29
3,Victoria,241,WHARTON,Hispanic,270,262,0.97,236,0.87,18,0.07,210,0.78,18,0.07,107,0.40,125,0.46,2,0.01,52,0.19
3,Victoria,241,WHARTON,White,211,205,0.97,193,0.91,8,0.04,183,0.87,30,0.14,135,0.64,165,0.78,7,0.03,94,0.45
3,Victoria,241,WHARTON,Other Ethnicities,122,112,0.92,99,0.81,14,0.11,92,0.75,22,0.18,46,0.38,68,0.56,3,0.02,20,0.16
4,Houston,20,BRAZORIA,African American,524,488,0.93,427,0.81,51,0.10,416,0.79,165,0.31,160,0.31,325,0.62,18,0.03,108,0.21
4,Houston,20,BRAZORIA,Hispanic,1320,1270,0.96,1070,0.81,174,0.13,980,0.74,125,0.09,550,0.42,675,0.51,47,0.04,228,0.17
4,Houston,20,BRAZORIA,White,2141,2038,0.95,1841,0.86,157,0.07,1709,0.80,426,0.20,932,0.44,1358,0.63,91,0.04,673,0.31
4,Houston,20,BRAZORIA,Others,161,151,0.94,144,0.89,4,0.02,137,0.85,59,0.37,53,0.33,112,0.70,7,0.04,70,0.43
4,Houston,36,CHAMBERS,Hispanic,72,69,0.96,61,0.85,6,0.08,56,0.78,2,0.03,35,0.49,37,0.51,5,0.07,13,0.18
4,Houston,36,CHAMBERS,White,379,357,0.94,342,0.90,11,0.03,324,0.85,108,0.29,168,0.44,276,0.73,9,0.02,135,0.36
4,Houston,36,CHAMBERS,Other Ethnicities,57,47,0.82,38,0.67,9,0.16,36,0.63,7,0.12,17,0.30,24,0.42, -   ,0.00,8,0.14
4,Houston,79,FORT BEND,African American,2133,1971,0.92,1671,0.78,312,0.15,1623,0.76,658,0.31,737,0.35,1395,0.65,128,0.06,433,0.20
4,Houston,79,FORT BEND,Hispanic,1851,1713,0.93,1358,0.73,363,0.20,1301,0.70,250,0.14,635,0.34,885,0.48,66,0.04,290,0.16
4,Houston,79,FORT BEND,White,2089,1962,0.94,1804,0.86,129,0.06,1729,0.83,804,0.38,722,0.35,1526,0.73,131,0.06,925,0.44
4,Houston,79,FORT BEND,Others,1080,1041,0.96,1014,0.94,20,0.02,986,0.91,614,0.57,250,0.23,864,0.80,36,0.03,608,0.56
4,Houston,84,GALVESTON,African American,950,865,0.91,681,0.72,157,0.17,637,0.67,188,0.20,365,0.38,553,0.58,61,0.06,155,0.16
4,Houston,84,GALVESTON,Hispanic,1160,1090,0.94,864,0.74,179,0.15,865,0.75,114,0.10,535,0.46,649,0.56,47,0.04,214,0.18
4,Houston,84,GALVESTON,White,3264,3075,0.94,2759,0.85,259,0.08,2625,0.80,894,0.27,1380,0.42,2274,0.70,190,0.06,1196,0.37
4,Houston,84,GALVESTON,Others,335,315,0.94,300,0.90,10,0.03,295,0.88,155,0.46,89,0.27,244,0.73,12,0.04,165,0.49
4,Houston,101,HARRIS,African American,13313,11745,0.88,9054,0.68,2444,0.18,8488,0.64,2787,0.21,4200,0.32,6987,0.52,915,0.07,1542,0.12
4,Houston,101,HARRIS,Hispanic,23897,22079,0.92,16851,0.71,4732,0.20,16084,0.67,2385,0.10,7567,0.32,9952,0.42,839,0.04,3093,0.13
4,Houston,101,HARRIS,White,14944,14035,0.94,12889,0.86,828,0.06,12121,0.81,4246,0.28,5629,0.38,9875,0.66,738,0.05,4886,0.33
4,Houston,101,HARRIS,Others,2633,2451,0.93,2320,0.88,95,0.04,2235,0.85,1050,0.40,750,0.28,1800,0.68,86,0.03,1105,0.42
4,Houston,146,LIBERTY,Hispanic,187,170,0.91,139,0.74,35,0.19,135,0.72,12,0.06,55,0.29,67,0.36,3,0.02,24,0.13
4,Houston,146,LIBERTY,White,841,749,0.89,637,0.76,104,0.12,606,0.72,125,0.15,260,0.31,385,0.46,24,0.03,130,0.15
4,Houston,146,LIBERTY,Other Ethnicities,140,128,0.91,111,0.79,16,0.11,107,0.76,24,0.17,47,0.34,71,0.51,5,0.04,16,0.11
4,Houston,237,WALLER,Hispanic,229,218,0.95,170,0.74,44,0.19,162,0.71,22,0.10,57,0.25,79,0.35,1,0.00,18,0.08
4,Houston,237,WALLER,White,259,249,0.96,210,0.81,33,0.13,203,0.78,37,0.14,109,0.42,146,0.56,9,0.03,52,0.20
4,Houston,237,WALLER,Other Ethnicities,144,142,0.99,110,0.76,28,0.19,110,0.76,54,0.38,34,0.24,88,0.61,6,0.04,20,0.14
5,Beaumont,84,GALVESTON,All Ethnicities,23,20,0.87,19,0.83,1,0.04,17,0.74,6,0.26,7,0.30,13,0.57,1,0.04,3,0.13
5,Beaumont,100,HARDIN,African American,86,80,0.93,71,0.83,10,0.12,70,0.81,18,0.21,30,0.35,48,0.56,3,0.03,15,0.17
5,Beaumont,100,HARDIN,White,695,654,0.94,581,0.84,53,0.08,531,0.76,227,0.33,153,0.22,380,0.55,22,0.03,170,0.24
5,Beaumont,100,HARDIN,Other Ethnicities,28,27,0.96,26,0.93,1,0.04,26,0.93,7,0.25,8,0.29,15,0.54, -   ,0.00,7,0.25
5,Beaumont,121,JASPER,African American,108,107,0.99,99,0.92,7,0.06,82,0.76,37,0.34,33,0.31,70,0.65,4,0.04,14,0.13
5,Beaumont,121,JASPER,White,358,340,0.95,313,0.87,14,0.04,269,0.75,69,0.19,111,0.31,180,0.50,12,0.03,70,0.20
5,Beaumont,121,JASPER,Other Ethnicities,26,25,0.96,20,0.77,1,0.04,18,0.69,6,0.23,4,0.15,10,0.38,1,0.04,7,0.27
5,Beaumont,123,JEFFERSON,African American,1427,1333,0.93,1156,0.81,155,0.11,1001,0.70,348,0.24,409,0.29,757,0.53,68,0.05,180,0.13
5,Beaumont,123,JEFFERSON,Hispanic,425,402,0.95,323,0.76,55,0.13,287,0.68,58,0.14,109,0.26,167,0.39,12,0.03,71,0.17
5,Beaumont,123,JEFFERSON,White,1130,1076,0.95,935,0.83,104,0.09,858,0.76,397,0.35,323,0.29,720,0.64,67,0.06,375,0.33
5,Beaumont,123,JEFFERSON,Others,125,117,0.94,114,0.91,1,0.01,107,0.86,57,0.46,34,0.27,91,0.73,2,0.02,57,0.46
5,Beaumont,176,NEWTON,All Ethnicities,182,168,0.92,137,0.75,28,0.15,125,0.69,28,0.15,48,0.26,76,0.42,8,0.04,25,0.14
5,Beaumont,181,ORANGE,African American,157,131,0.83,109,0.69,20,0.13,97,0.62,29,0.18,51,0.32,80,0.51,5,0.03,14,0.09
5,Beaumont,181,ORANGE,Hispanic,60,56,0.93,46,0.77,8,0.13,47,0.78,6,0.10,24,0.40,30,0.50,2,0.03,11,0.18
5,Beaumont,181,ORANGE,White,994,923,0.93,825,0.83,80,0.08,753,0.76,152,0.15,400,0.40,552,0.56,44,0.04,206,0.21
5,Beaumont,181,ORANGE,Others,15,14,0.93,13,0.87, -   ,0.00,13,0.87,9,0.60,2,0.13,11,0.73,1,0.07,6,0.40
5,Beaumont,229,TYLER,African American,37,36,0.97,29,0.78,5,0.14,33,0.89,6,0.16,16,0.43,22,0.59, -   ,0.00,6,0.16
5,Beaumont,229,TYLER,White,252,241,0.96,214,0.85,27,0.11,191,0.76,37,0.15,67,0.27,104,0.41,3,0.01,36,0.14
5,Beaumont,229,TYLER,Other Ethnicities,12,11,0.92,9,0.75,2,0.17,9,0.75,1,0.08,5,0.42,6,0.50, -   ,0.00,1,0.08
6,Huntsville,8,AUSTIN,Hispanic,117,112,0.96,89,0.76,21,0.18,92,0.79,7,0.06,35,0.30,42,0.36,2,0.02,11,0.09
6,Huntsville,8,AUSTIN,White,237,224,0.95,207,0.87,14,0.06,199,0.84,59,0.25,96,0.41,155,0.65,6,0.03,90,0.38
6,Huntsville,8,AUSTIN,Other Ethnicities,70,69,0.99,56,0.80,13,0.19,59,0.84,15,0.21,26,0.37,41,0.59,1,0.01,8,0.11
6,Huntsville,21,BRAZOS,African American,403,373,0.93,289,0.72,69,0.17,239,0.59,53,0.13,115,0.29,168,0.42,12,0.03,34,0.08
6,Huntsville,21,BRAZOS,Hispanic,493,457,0.93,368,0.75,79,0.16,323,0.66,36,0.07,139,0.28,175,0.36,13,0.03,48,0.10
6,Huntsville,21,BRAZOS,White,797,743,0.93,673,0.84,49,0.06,661,0.83,213,0.27,341,0.43,554,0.70,31,0.04,261,0.33
6,Huntsville,21,BRAZOS,Others,65,57,0.88,55,0.85,2,0.03,51,0.78,16,0.25,14,0.22,30,0.46,2,0.03,18,0.28
6,Huntsville,26,BURLESON,African American,39,38,0.97,28,0.72,11,0.28,31,0.79,2,0.05,27,0.69,29,0.74,3,0.08,5,0.13
6,Huntsville,26,BURLESON,Hispanic,47,46,0.98,41,0.87,2,0.04,37,0.79,2,0.04,11,0.23,13,0.28, -   ,0.00,3,0.06
6,Huntsville,26,BURLESON,White,147,142,0.97,123,0.84,15,0.10,121,0.82,23,0.16,59,0.40,82,0.56,1,0.01,40,0.27
6,Huntsville,93,GRIMES,African American,90,86,0.96,76,0.84,7,0.08,60,0.67,19,0.21,21,0.23,40,0.44,2,0.02,8,0.09
6,Huntsville,93,GRIMES,White,185,177,0.96,165,0.89,6,0.03,142,0.77,29,0.16,61,0.33,90,0.49,4,0.02,45,0.24
6,Huntsville,93,GRIMES,Other Ethnicities,80,77,0.96,71,0.89,5,0.06,56,0.70,5,0.06,21,0.26,26,0.33,2,0.03,4,0.05
6,Huntsville,113,HOUSTON,African American,106,96,0.91,83,0.78,17,0.16,86,0.81,13,0.12,40,0.38,53,0.50,1,0.01,14,0.13
6,Huntsville,113,HOUSTON,White,154,148,0.96,136,0.88,9,0.06,129,0.84,37,0.24,60,0.39,97,0.63,4,0.03,50,0.32
6,Huntsville,113,HOUSTON,Other Ethnicities,25,24,0.96,23,0.92,2,0.08,21,0.84,3,0.12,5,0.20,8,0.32, -   ,0.00,7,0.28
6,Huntsville,145,LEON,African American,28,27,0.96,23,0.82,4,0.14,19,0.68,2,0.07,15,0.54,17,0.61,3,0.11,3,0.11
6,Huntsville,145,LEON,Hispanic,38,36,0.95,34,0.89,1,0.03,30,0.79,4,0.11,16,0.42,20,0.53,2,0.05,11,0.29
6,Huntsville,145,LEON,White,189,185,0.98,177,0.94,4,0.02,159,0.84,34,0.18,75,0.40,109,0.58,5,0.03,39,0.21
6,Huntsville,154,MADISON,African American,34,34,1.00,34,1.00, -   ,0.00,34,1.00,9,0.26,13,0.38,22,0.65, -   ,0.00,4,0.12
6,Huntsville,154,MADISON,Hispanic,40,38,0.95,37,0.93, -   ,0.00,34,0.85,8,0.20,11,0.28,19,0.48,1,0.03,8,0.20
6,Huntsville,154,MADISON,White,126,117,0.93,112,0.89,5,0.04,98,0.78,28,0.22,25,0.20,53,0.42,1,0.01,24,0.19
6,Huntsville,166,MILAM,African American,58,54,0.93,44,0.76,10,0.17,45,0.78,14,0.24,14,0.24,28,0.48,1,0.02,8,0.14
6,Huntsville,166,MILAM,Hispanic,93,85,0.91,71,0.76,14,0.15,62,0.67,6,0.06,22,0.24,28,0.30,1,0.01,11,0.12
6,Huntsville,166,MILAM,White,192,184,0.96,170,0.89,11,0.06,157,0.82,47,0.24,77,0.40,124,0.65,7,0.04,56,0.29
6,Huntsville,170,MONTGOMERY,African American,348,309,0.89,247,0.71,46,0.13,233,0.67,62,0.18,117,0.34,179,0.51,15,0.04,43,0.12
6,Huntsville,170,MONTGOMERY,Hispanic,1176,1107,0.94,870,0.74,200,0.17,853,0.73,113,0.10,379,0.32,492,0.42,27,0.02,154,0.13
6,Huntsville,170,MONTGOMERY,White,4225,3931,0.93,3407,0.81,440,0.10,3252,0.77,953,0.23,1507,0.36,2460,0.58,150,0.04,1087,0.26
6,Huntsville,170,MONTGOMERY,Others,97,93,0.96,83,0.86,5,0.05,77,0.79,38,0.39,21,0.22,59,0.61,4,0.04,31,0.32
6,Huntsville,187,POLK,African American,81,78,0.96,73,0.90,5,0.06,65,0.80,12,0.15,33,0.41,45,0.56,2,0.02,12,0.15
6,Huntsville,187,POLK,Hispanic,88,86,0.98,73,0.83,8,0.09,66,0.75,11,0.13,21,0.24,32,0.36,2,0.02,16,0.18
6,Huntsville,187,POLK,White,385,351,0.91,296,0.77,40,0.10,247,0.64,54,0.14,122,0.32,176,0.46,19,0.05,52,0.14
6,Huntsville,187,POLK,Others,16,12,0.75,11,0.69,2,0.13,8,0.50, -   ,0.00,5,0.31,5,0.31,2,0.13,2,0.13
6,Huntsville,198,ROBERTSON,African American,80,78,0.98,71,0.89,5,0.06,65,0.81,11,0.14,36,0.45,47,0.59,1,0.01,10,0.13
6,Huntsville,198,ROBERTSON,White,118,111,0.94,104,0.88,6,0.05,93,0.79,21,0.18,55,0.47,76,0.64,3,0.03,33,0.28
6,Huntsville,198,ROBERTSON,Other Ethnicities,55,48,0.87,43,0.78,4,0.07,39,0.71,4,0.07,13,0.24,17,0.31,1,0.02,5,0.09
6,Huntsville,204,SAN JACINTO,African American,44,42,0.95,35,0.80,4,0.09,28,0.64,7,0.16,12,0.27,19,0.43,2,0.05,4,0.09
6,Huntsville,204,SAN JACINTO,White,213,194,0.91,166,0.78,18,0.08,144,0.68,31,0.15,53,0.25,84,0.39,4,0.02,35,0.16
6,Huntsville,204,SAN JACINTO,Other Ethnicities,25,20,0.80,18,0.72,3,0.12,16,0.64,2,0.08,3,0.12,5,0.20, -   ,0.00,2,0.08
6,Huntsville,228,TRINITY,Hispanic,13,13,1.00,11,0.85, -   ,0.00,9,0.69,2,0.15,3,0.23,5,0.38, -   ,0.00,4,0.31
6,Huntsville,228,TRINITY,White,121,116,0.96,104,0.86,9,0.07,81,0.67,17,0.14,42,0.35,59,0.49,5,0.04,19,0.16
6,Huntsville,228,TRINITY,Other Ethnicities,28,27,0.96,28,1.00, -   ,0.00,21,0.75,2,0.07,11,0.39,13,0.46,1,0.04,5,0.18
6,Huntsville,236,WALKER,African American,172,167,0.97,127,0.74,37,0.22,122,0.71,40,0.23,52,0.30,92,0.53,4,0.02,20,0.12
6,Huntsville,236,WALKER,Hispanic,102,98,0.96,79,0.77,19,0.19,81,0.79,16,0.16,23,0.23,39,0.38,2,0.02,11,0.11
6,Huntsville,236,WALKER,White,322,312,0.97,275,0.85,25,0.08,249,0.77,112,0.35,79,0.25,191,0.59,5,0.02,79,0.25
6,Huntsville,236,WALKER,Others,9,8,0.89,8,0.89, -   ,0.00,8,0.89,4,0.44,1,0.11,5,0.56, -   ,0.00,4,0.44
6,Huntsville,239,WASHINGTON,African American,107,102,0.95,82,0.77,16,0.15,71,0.66,9,0.08,40,0.37,49,0.46,2,0.02,8,0.07
6,Huntsville,239,WASHINGTON,Hispanic,69,68,0.99,53,0.77,11,0.16,40,0.58,3,0.04,17,0.25,20,0.29,1,0.01,6,0.09
6,Huntsville,239,WASHINGTON,White,210,205,0.98,191,0.91,6,0.03,177,0.84,42,0.20,94,0.45,136,0.65,4,0.02,84,0.40
6,Huntsville,239,WASHINGTON,Others,8,8,1.00,8,1.00, -   ,0.00,7,0.88,3,0.38,4,0.50,7,0.88, -   ,0.00,5,0.63
7,Kilgore,1,ANDERSON,African American,133,128,0.96,111,0.83,17,0.13,109,0.82,14,0.11,53,0.40,67,0.50,5,0.04,22,0.17
7,Kilgore,1,ANDERSON,White,425,400,0.94,371,0.87,26,0.06,331,0.78,61,0.14,172,0.40,233,0.55,16,0.04,102,0.24
7,Kilgore,1,ANDERSON,Other Ethnicities,100,92,0.92,78,0.78,15,0.15,81,0.81,3,0.03,34,0.34,37,0.37, -   ,0.00,16,0.16
7,Kilgore,3,ANGELINA,African American,220,214,0.97,190,0.86,20,0.09,183,0.83,31,0.14,101,0.46,132,0.60,5,0.02,30,0.14
7,Kilgore,3,ANGELINA,Hispanic,279,267,0.96,223,0.80,34,0.12,210,0.75,13,0.05,105,0.38,118,0.42,7,0.03,26,0.09
7,Kilgore,3,ANGELINA,White,680,648,0.95,588,0.86,45,0.07,555,0.82,117,0.17,293,0.43,410,0.60,21,0.03,182,0.27
7,Kilgore,3,ANGELINA,Others,11,11,1.00,11,1.00, -   ,0.00,9,0.82,5,0.45,5,0.45,10,0.91,1,0.09,4,0.36
