Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
11,Fort Worth,,,,33091,30741,0.93,25632,0.77,4295,0.13,23197,0.70,6757,0.20,10849,0.33,18,0.00,17624,0.53,1646,0.05,6792,0.21
12,Waco,,,,10131,9277,0.92,7701,0.76,1286,0.13,6963,0.69,1527,0.15,4127,0.41,7,0.00,5661,0.56,634,0.06,2049,0.20
13,Austin,,,,21299,19789,0.93,17015,0.80,2379,0.11,15194,0.71,5417,0.25,5677,0.27,15,0.00,11109,0.52,1038,0.05,4504,0.21
14,Abilene,,,,3508,3301,0.94,2861,0.82,360,0.10,2535,0.72,843,0.24,1069,0.30,2,0.00,1914,0.55,145,0.04,845,0.24
15,San Angelo,,,,3923,3704,0.94,3282,0.84,330,0.08,2787,0.71,1051,0.27,909,0.23,0,0.00,1960,0.50,128,0.03,751,0.19
16,Amarillo,,,,5963,5567,0.93,4901,0.82,498,0.08,4242,0.71,1127,0.19,2088,0.35,2,0.00,3217,0.54,309,0.05,1275,0.21
17,Lubbock,,,,5736,5462,0.95,5022,0.88,303,0.05,4324,0.75,1051,0.18,1717,0.30,1,0.00,2769,0.48,132,0.02,1048,0.18
18,Midland,,,,5886,5545,0.94,4936,0.84,507,0.09,3913,0.66,906,0.15,1839,0.31,2,0.00,2747,0.47,264,0.04,1015,0.17
19,El Paso,,,,11660,10772,0.92,8746,0.75,1819,0.16,7840,0.67,2311,0.20,3867,0.33,15,0.00,6193,0.53,645,0.06,1848,0.16
20,San Antonio,,,,25270,23541,0.93,19496,0.77,3448,0.14,16872,0.67,4522,0.18,8160,0.32,12,0.00,12694,0.50,1184,0.05,4238,0.17
,,,,,310702,289235,0.93,241864,0.78,40929,0.13,214559,0.69,61114,0.20,99107,0.32,152,0.00,160373,0.52,15414,0.05,60230,0.19
,,Female,,,150817,141111,0.94,121523,0.81,16056,0.11,107563,0.71,33108,0.22,51395,0.34,117,0.00,84620,0.56,8098,0.05,35115,0.23
,,Male,,,159885,148124,0.93,120341,0.75,24873,0.16,106996,0.67,28006,0.18,47712,0.30,35,0.00,75753,0.47,7316,0.05,25115,0.16
1,Edinburg,,,Not Economically Disadvantaged,3476,3278,0.94,2881,0.83,353,0.10,2760,0.79,1393,0.40,1097,0.32,3,0.00,2493,0.72,175,0.05,1117,0.32
1,Edinburg,,,Economically Disadvantaged,18516,17313,0.94,13263,0.72,3743,0.20,11759,0.64,2947,0.16,6024,0.33,4,0.00,8975,0.48,936,0.05,2831,0.15
2,Corpus Christi,,,Not Economically Disadvantaged,3873,3611,0.93,3202,0.83,335,0.09,2959,0.76,1201,0.31,1310,0.34,2,0.00,2513,0.65,177,0.05,1068,0.28
2,Corpus Christi,,,Economically Disadvantaged,4396,4029,0.92,3134,0.71,818,0.19,2661,0.61,478,0.11,1192,0.27,0,0.00,1670,0.38,182,0.04,366,0.08
3,Victoria,,,Not Economically Disadvantaged,2182,2099,0.96,1967,0.90,97,0.04,1811,0.83,474,0.22,1083,0.50,0,0.00,1557,0.71,103,0.05,803,0.37
3,Victoria,,,Economically Disadvantaged,2038,1909,0.94,1553,0.76,300,0.15,1243,0.61,95,0.05,605,0.30,1,0.00,701,0.34,83,0.04,162,0.08
4,Houston,,,Not Economically Disadvantaged,37240,35073,0.94,30929,0.83,3543,0.10,28802,0.77,10890,0.29,13375,0.36,22,0.00,24287,0.65,2239,0.06,10916,0.29
4,Houston,,,Economically Disadvantaged,29132,26604,0.91,18995,0.65,6977,0.24,16503,0.57,3082,0.11,7122,0.24,9,0.00,10213,0.35,1460,0.05,2374,0.08
5,Beaumont,,,Not Economically Disadvantaged,3658,3488,0.95,3156,0.86,257,0.07,2855,0.78,1203,0.33,1107,0.30,0,0.00,2310,0.63,173,0.05,1052,0.29
5,Beaumont,,,Economically Disadvantaged,2685,2475,0.92,1979,0.74,464,0.17,1546,0.58,369,0.14,605,0.23,0,0.00,974,0.36,147,0.05,253,0.09
6,Huntsville,,,Not Economically Disadvantaged,6864,6465,0.94,5854,0.85,480,0.07,5397,0.79,1879,0.27,2451,0.36,4,0.00,4334,0.63,327,0.05,2052,0.30
6,Huntsville,,,Economically Disadvantaged,4072,3747,0.92,2963,0.73,662,0.16,2397,0.59,291,0.07,915,0.22,0,0.00,1206,0.30,144,0.04,243,0.06
7,Kilgore,,,Not Economically Disadvantaged,6992,6668,0.95,6128,0.88,421,0.06,5519,0.79,1389,0.20,3032,0.43,2,0.00,4423,0.63,325,0.05,2012,0.29
7,Kilgore,,,Economically Disadvantaged,5407,5009,0.93,4092,0.76,785,0.15,3349,0.62,361,0.07,1580,0.29,0,0.00,1941,0.36,210,0.04,476,0.09
8,Mt. Pleasant,,,Not Economically Disadvantaged,2451,2336,0.95,2179,0.89,116,0.05,1970,0.80,367,0.15,1199,0.49,3,0.00,1569,0.64,105,0.04,679,0.28
8,Mt. Pleasant,,,Economically Disadvantaged,1843,1690,0.92,1417,0.77,226,0.12,1214,0.66,105,0.06,595,0.32,0,0.00,700,0.38,79,0.04,179,0.10
9,Wichita Falls,,,Not Economically Disadvantaged,1935,1829,0.95,1682,0.87,75,0.04,1568,0.81,669,0.35,541,0.28,2,0.00,1212,0.63,73,0.04,576,0.30
9,Wichita Falls,,,Economically Disadvantaged,1166,1076,0.92,869,0.75,145,0.12,747,0.64,115,0.10,250,0.21,0,0.00,365,0.31,32,0.03,93,0.08
10,Richardson,,,Not Economically Disadvantaged,27648,25994,0.94,23250,0.84,2174,0.08,21104,0.76,6904,0.25,10067,0.36,23,0.00,16994,0.61,1481,0.05,7223,0.26
10,Richardson,,,Economically Disadvantaged,18661,16843,0.90,12779,0.68,3733,0.20,10528,0.56,1390,0.07,4655,0.25,3,0.00,6048,0.32,838,0.04,1390,0.07
11,Fort Worth,,,Not Economically Disadvantaged,22980,21573,0.94,18925,0.82,2171,0.09,17553,0.76,5993,0.26,8285,0.36,15,0.00,14293,0.62,1184,0.05,6001,0.26
11,Fort Worth,,,Economically Disadvantaged,10111,9168,0.91,6707,0.66,2124,0.21,5644,0.56,764,0.08,2564,0.25,3,0.00,3331,0.33,462,0.05,791,0.08
12,Waco,,,Not Economically Disadvantaged,5756,5348,0.93,4707,0.82,475,0.08,4384,0.76,1252,0.22,2539,0.44,3,0.00,3794,0.66,343,0.06,1643,0.29
12,Waco,,,Economically Disadvantaged,4375,3929,0.90,2994,0.68,811,0.19,2579,0.59,275,0.06,1588,0.36,4,0.00,1867,0.43,291,0.07,406,0.09
13,Austin,,,Not Economically Disadvantaged,14140,13313,0.94,12132,0.86,935,0.07,11216,0.79,4784,0.34,4238,0.30,14,0.00,9036,0.64,725,0.05,4088,0.29
13,Austin,,,Economically Disadvantaged,7159,6476,0.90,4883,0.68,1444,0.20,3978,0.56,633,0.09,1439,0.20,1,0.00,2073,0.29,313,0.04,416,0.06
14,Abilene,,,Not Economically Disadvantaged,1930,1849,0.96,1716,0.89,100,0.05,1603,0.83,682,0.35,684,0.35,2,0.00,1368,0.71,71,0.04,702,0.36
14,Abilene,,,Economically Disadvantaged,1578,1452,0.92,1145,0.73,260,0.16,932,0.59,161,0.10,385,0.24,0,0.00,546,0.35,74,0.05,143,0.09
15,San Angelo,,,Not Economically Disadvantaged,1832,1753,0.96,1651,0.90,67,0.04,1516,0.83,789,0.43,446,0.24,0,0.00,1235,0.67,58,0.03,575,0.31
15,San Angelo,,,Economically Disadvantaged,2091,1951,0.93,1631,0.78,263,0.13,1271,0.61,262,0.13,463,0.22,0,0.00,725,0.35,70,0.03,176,0.08
16,Amarillo,,,Not Economically Disadvantaged,3196,3048,0.95,2848,0.89,144,0.05,2638,0.83,908,0.28,1294,0.40,1,0.00,2203,0.69,149,0.05,1039,0.33
16,Amarillo,,,Economically Disadvantaged,2767,2519,0.91,2053,0.74,354,0.13,1604,0.58,219,0.08,794,0.29,1,0.00,1014,0.37,160,0.06,236,0.09
17,Lubbock,,,Not Economically Disadvantaged,2765,2674,0.97,2568,0.93,73,0.03,2366,0.86,844,0.31,986,0.36,1,0.00,1831,0.66,79,0.03,858,0.31
17,Lubbock,,,Economically Disadvantaged,2971,2788,0.94,2454,0.83,230,0.08,1958,0.66,207,0.07,731,0.25,0,0.00,938,0.32,53,0.02,190,0.06
18,Midland,,,Not Economically Disadvantaged,3046,2921,0.96,2702,0.89,174,0.06,2301,0.76,684,0.22,1092,0.36,1,0.00,1777,0.58,144,0.05,796,0.26
18,Midland,,,Economically Disadvantaged,2840,2624,0.92,2234,0.79,333,0.12,1612,0.57,222,0.08,747,0.26,1,0.00,970,0.34,120,0.04,219,0.08
19,El Paso,,,Not Economically Disadvantaged,3288,3013,0.92,2636,0.80,326,0.10,2460,0.75,1030,0.31,1098,0.33,4,0.00,2132,0.65,195,0.06,800,0.24
19,El Paso,,,Economically Disadvantaged,8372,7759,0.93,6110,0.73,1493,0.18,5380,0.64,1281,0.15,2769,0.33,11,0.00,4061,0.49,450,0.05,1048,0.13
20,San Antonio,,,Not Economically Disadvantaged,10695,9996,0.93,9031,0.84,744,0.07,8284,0.77,3276,0.31,3719,0.35,9,0.00,7004,0.65,528,0.05,2989,0.28
20,San Antonio,,,Economically Disadvantaged,14575,13545,0.93,10465,0.72,2704,0.19,8588,0.59,1246,0.09,4441,0.30,3,0.00,5690,0.39,656,0.05,1249,0.09
1,Edinburg,Female,African American,,18,18,1.00,18,1.00,0,0.00,16,0.89,7,0.39,3,0.17,0,0.00,10,0.56,0,0.00,6,0.33
1,Edinburg,Female,Hispanic,,10202,9573,0.94,7796,0.76,1598,0.16,6876,0.67,2119,0.21,3499,0.34,3,0.00,5621,0.55,550,0.05,2152,0.21
1,Edinburg,Female,White,,433,405,0.94,372,0.86,32,0.07,351,0.81,203,0.47,107,0.25,3,0.01,313,0.72,30,0.07,166,0.38
1,Edinburg,Female,Others,,41,36,0.88,32,0.78,1,0.02,29,0.71,21,0.51,4,0.10,0,0.00,25,0.61,3,0.07,19,0.46
1,Edinburg,Male,African American,,14,13,0.93,11,0.79,2,0.14,12,0.86,3,0.21,5,0.36,0,0.00,8,0.57,0,0.00,2,0.14
1,Edinburg,Male,Hispanic,,10780,10081,0.94,7530,0.70,2404,0.22,6862,0.64,1801,0.17,3366,0.31,1,0.00,5168,0.48,503,0.05,1481,0.14
1,Edinburg,Male,White,,460,423,0.92,346,0.75,59,0.13,338,0.73,165,0.36,131,0.28,0,0.00,296,0.64,25,0.05,106,0.23
1,Edinburg,Male,Others,,44,42,0.95,39,0.89,0,0.00,35,0.80,21,0.48,6,0.14,0,0.00,27,0.61,0,0.00,16,0.36
2,Corpus Christi,Female,African American,,151,133,0.88,108,0.72,17,0.11,97,0.64,32,0.21,51,0.34,1,0.01,84,0.56,8,0.05,28,0.19
2,Corpus Christi,Female,Hispanic,,2696,2507,0.93,2049,0.76,423,0.16,1734,0.64,464,0.17,902,0.33,0,0.00,1366,0.51,152,0.06,418,0.16
2,Corpus Christi,Female,White,,1199,1110,0.93,1003,0.84,74,0.06,913,0.76,371,0.31,409,0.34,1,0.00,781,0.65,60,0.05,384,0.32
2,Corpus Christi,Female,Others,,49,43,0.88,42,0.86,0,0.00,37,0.76,26,0.53,12,0.24,0,0.00,38,0.78,4,0.08,27,0.55
2,Corpus Christi,Male,African American,,153,123,0.80,103,0.67,28,0.18,85,0.56,28,0.18,29,0.19,0,0.00,57,0.37,6,0.04,10,0.07
2,Corpus Christi,Male,Hispanic,,2645,2452,0.93,1934,0.73,483,0.18,1750,0.66,361,0.14,727,0.27,0,0.00,1088,0.41,85,0.03,254,0.10
2,Corpus Christi,Male,White,,1322,1225,0.93,1052,0.80,126,0.10,962,0.73,380,0.29,357,0.27,0,0.00,737,0.56,43,0.03,297,0.22
2,Corpus Christi,Male,Others,,54,47,0.87,45,0.83,2,0.04,42,0.78,17,0.31,15,0.28,0,0.00,32,0.59,1,0.02,16,0.30
3,Victoria,Female,African American,,215,209,0.97,167,0.78,32,0.15,155,0.72,22,0.10,92,0.43,0,0.00,114,0.53,13,0.06,24,0.11
3,Victoria,Female,Hispanic,,880,825,0.94,716,0.81,91,0.10,557,0.63,48,0.05,309,0.35,1,0.00,358,0.41,40,0.05,94,0.11
3,Victoria,Female,White,,911,879,0.96,820,0.90,38,0.04,754,0.83,209,0.23,465,0.51,0,0.00,674,0.74,45,0.05,376,0.41
3,Victoria,Female,Others,,30,30,1.00,29,0.97,1,0.03,27,0.90,12,0.40,9,0.30,0,0.00,21,0.70,0,0.00,14,0.47
3,Victoria,Male,African American,,249,240,0.96,200,0.80,31,0.12,173,0.69,28,0.11,68,0.27,0,0.00,96,0.39,8,0.03,28,0.11
3,Victoria,Male,Hispanic,,886,823,0.93,666,0.75,141,0.16,549,0.62,41,0.05,265,0.30,0,0.00,306,0.35,30,0.03,82,0.09
3,Victoria,Male,White,,1021,977,0.96,897,0.88,62,0.06,816,0.80,196,0.19,472,0.46,0,0.00,668,0.65,49,0.05,333,0.33
3,Victoria,Male,Others,,28,25,0.89,25,0.89,1,0.04,23,0.82,13,0.46,8,0.29,0,0.00,21,0.75,1,0.04,14,0.50
4,Houston,Female,African American,,6998,6575,0.94,5400,0.77,1131,0.16,4962,0.71,2026,0.29,1975,0.28,6,0.00,4007,0.57,490,0.07,1142,0.16
4,Houston,Female,Hispanic,,11372,10485,0.92,7984,0.70,2200,0.19,7081,0.62,1102,0.10,3413,0.30,2,0.00,4517,0.40,542,0.05,1432,0.13
4,Houston,Female,White,,12317,11646,0.95,10481,0.85,865,0.07,9672,0.79,3681,0.30,4769,0.39,14,0.00,8464,0.69,733,0.06,4416,0.36
4,Houston,Female,Others,,1743,1662,0.95,1585,0.91,59,0.03,1495,0.86,825,0.47,437,0.25,2,0.00,1264,0.73,77,0.04,817,0.47
4,Houston,Male,African American,,7201,6603,0.92,4886,0.68,1688,0.23,4383,0.61,1384,0.19,1686,0.23,0,0.00,3070,0.43,421,0.06,579,0.08
4,Houston,Male,Hispanic,,11941,10867,0.91,7482,0.63,3127,0.26,6562,0.55,828,0.07,3036,0.25,1,0.00,3865,0.32,523,0.04,877,0.07
4,Houston,Male,White,,12891,12028,0.93,10421,0.81,1354,0.11,9563,0.74,3315,0.26,4657,0.36,4,0.00,7976,0.62,816,0.06,3345,0.26
4,Houston,Male,Others,,1909,1811,0.95,1685,0.88,96,0.05,1587,0.83,811,0.42,524,0.27,2,0.00,1337,0.70,97,0.05,682,0.36
5,Beaumont,Female,African American,,896,837,0.93,687,0.77,138,0.15,571,0.64,225,0.25,256,0.29,0,0.00,481,0.54,82,0.09,134,0.15
5,Beaumont,Female,Hispanic,,206,188,0.91,159,0.77,17,0.08,125,0.61,27,0.13,51,0.25,0,0.00,78,0.38,4,0.02,35,0.17
5,Beaumont,Female,White,,1879,1780,0.95,1613,0.86,119,0.06,1416,0.75,589,0.31,553,0.29,0,0.00,1142,0.61,90,0.05,561,0.30
5,Beaumont,Female,Others,,82,78,0.95,72,0.88,4,0.05,63,0.77,34,0.41,29,0.35,0,0.00,63,0.77,6,0.07,35,0.43
5,Beaumont,Male,African American,,994,929,0.93,743,0.75,189,0.19,598,0.60,166,0.17,233,0.23,0,0.00,399,0.40,70,0.07,73,0.07
5,Beaumont,Male,Hispanic,,245,235,0.96,198,0.81,29,0.12,143,0.58,31,0.13,53,0.22,0,0.00,84,0.34,8,0.03,23,0.09
5,Beaumont,Male,White,,1967,1848,0.94,1597,0.81,224,0.11,1426,0.72,471,0.24,521,0.26,0,0.00,992,0.50,58,0.03,420,0.21
5,Beaumont,Male,Others,,74,68,0.92,66,0.89,1,0.01,59,0.80,29,0.39,16,0.22,0,0.00,45,0.61,2,0.03,24,0.32
6,Huntsville,Female,African American,,727,695,0.96,631,0.87,61,0.08,494,0.68,135,0.19,219,0.30,0,0.00,354,0.49,42,0.06,76,0.10
6,Huntsville,Female,Hispanic,,894,837,0.94,702,0.79,104,0.12,563,0.63,75,0.08,263,0.29,0,0.00,338,0.38,40,0.04,116,0.13
6,Huntsville,Female,White,,3544,3329,0.94,3000,0.85,225,0.06,2719,0.77,923,0.26,1287,0.36,1,0.00,2211,0.62,171,0.05,1106,0.31
6,Huntsville,Female,Others,,66,58,0.88,54,0.82,0,0.00,46,0.70,17,0.26,11,0.17,0,0.00,28,0.42,3,0.05,17,0.26
6,Huntsville,Male,African American,,814,766,0.94,622,0.76,136,0.17,520,0.64,108,0.13,186,0.23,0,0.00,294,0.36,32,0.04,60,0.07
6,Huntsville,Male,Hispanic,,938,867,0.92,670,0.71,181,0.19,577,0.62,53,0.06,200,0.21,0,0.00,253,0.27,22,0.02,67,0.07
6,Huntsville,Male,White,,3864,3579,0.93,3067,0.79,428,0.11,2808,0.73,826,0.21,1184,0.31,3,0.00,2013,0.52,160,0.04,825,0.21
6,Huntsville,Male,Others,,89,81,0.91,71,0.80,7,0.08,67,0.75,33,0.37,16,0.18,0,0.00,49,0.55,1,0.01,28,0.31
7,Kilgore,Female,African American,,1352,1303,0.96,1124,0.83,171,0.13,974,0.72,172,0.13,590,0.44,0,0.00,762,0.56,60,0.04,217,0.16
7,Kilgore,Female,Hispanic,,816,752,0.92,620,0.76,102,0.13,492,0.60,43,0.05,228,0.28,1,0.00,272,0.33,34,0.04,90,0.11
7,Kilgore,Female,White,,3818,3599,0.94,3274,0.86,205,0.05,2847,0.75,709,0.19,1694,0.44,1,0.00,2404,0.63,213,0.06,1131,0.30
7,Kilgore,Female,Others,,43,41,0.95,35,0.81,1,0.02,34,0.79,11,0.26,17,0.40,0,0.00,28,0.65,3,0.07,18,0.42
7,Kilgore,Male,African American,,1311,1246,0.95,1019,0.78,226,0.17,875,0.67,170,0.13,396,0.30,0,0.00,566,0.43,38,0.03,115,0.09
7,Kilgore,Male,Hispanic,,828,772,0.93,596,0.72,164,0.20,484,0.58,27,0.03,209,0.25,0,0.00,236,0.29,24,0.03,80,0.10
7,Kilgore,Male,White,,4182,3921,0.94,3511,0.84,336,0.08,3126,0.75,605,0.14,1456,0.35,0,0.00,2061,0.49,158,0.04,819,0.20
7,Kilgore,Male,Others,,49,43,0.88,41,0.84,1,0.02,36,0.73,13,0.27,22,0.45,0,0.00,35,0.71,5,0.10,18,0.37
8,Mt. Pleasant,Female,African American,,469,441,0.94,396,0.84,41,0.09,343,0.73,64,0.14,177,0.38,0,0.00,241,0.51,19,0.04,61,0.13
8,Mt. Pleasant,Female,Hispanic,,179,167,0.93,139,0.78,26,0.15,127,0.71,2,0.01,67,0.37,0,0.00,69,0.39,8,0.04,28,0.16
8,Mt. Pleasant,Female,White,,1475,1380,0.94,1270,0.86,71,0.05,1112,0.75,195,0.13,750,0.51,3,0.00,948,0.64,85,0.06,428,0.29
8,Mt. Pleasant,Female,Others,,23,21,0.91,21,0.91,0,0.00,15,0.65,1,0.04,15,0.65,0,0.00,16,0.70,4,0.17,7,0.30
8,Mt. Pleasant,Male,African American,,467,437,0.94,364,0.78,67,0.14,331,0.71,38,0.08,144,0.31,0,0.00,182,0.39,17,0.04,36,0.08
8,Mt. Pleasant,Male,Hispanic,,181,162,0.90,130,0.72,29,0.16,118,0.65,2,0.01,43,0.24,0,0.00,45,0.25,6,0.03,14,0.08
8,Mt. Pleasant,Male,White,,1479,1399,0.95,1259,0.85,106,0.07,1122,0.76,168,0.11,589,0.40,0,0.00,757,0.51,44,0.03,279,0.19
8,Mt. Pleasant,Male,Others,,21,19,0.90,17,0.81,2,0.10,16,0.76,2,0.10,9,0.43,0,0.00,11,0.52,1,0.05,5,0.24
9,Wichita Falls,Female,African American,,109,102,0.94,87,0.80,7,0.06,71,0.65,18,0.17,35,0.32,0,0.00,53,0.49,4,0.04,15,0.14
9,Wichita Falls,Female,Hispanic,,237,224,0.95,184,0.78,27,0.11,162,0.68,31,0.13,61,0.26,0,0.00,92,0.39,12,0.05,25,0.11
9,Wichita Falls,Female,White,,1107,1035,0.93,933,0.84,46,0.04,844,0.76,343,0.31,312,0.28,2,0.00,657,0.59,51,0.05,335,0.30
9,Wichita Falls,Female,Others,,41,35,0.85,33,0.80,3,0.07,30,0.73,15,0.37,6,0.15,0,0.00,21,0.51,0,0.00,12,0.29
9,Wichita Falls,Male,African American,,124,117,0.94,93,0.75,23,0.19,85,0.69,16,0.13,25,0.20,0,0.00,41,0.33,5,0.04,5,0.04
9,Wichita Falls,Male,Hispanic,,245,227,0.93,180,0.73,41,0.17,165,0.67,24,0.10,61,0.25,0,0.00,85,0.35,7,0.03,23,0.09
9,Wichita Falls,Male,White,,1200,1131,0.94,1010,0.84,73,0.06,930,0.78,321,0.27,284,0.24,0,0.00,605,0.50,25,0.02,244,0.20
9,Wichita Falls,Male,Others,,38,34,0.89,31,0.82,0,0.00,28,0.74,16,0.42,7,0.18,0,0.00,23,0.61,1,0.03,10,0.26
10,Richardson,Female,African American,,4837,4497,0.93,3830,0.79,658,0.14,3241,0.67,1024,0.21,1589,0.33,2,0.00,2615,0.54,396,0.08,698,0.14
10,Richardson,Female,Hispanic,,6303,5724,0.91,4603,0.73,974,0.15,3849,0.61,395,0.06,1733,0.27,1,0.00,2129,0.34,227,0.04,595,0.09
10,Richardson,Female,White,,10106,9535,0.94,8762,0.87,479,0.05,7974,0.79,2705,0.27,3849,0.38,14,0.00,6568,0.65,498,0.05,3245,0.32
10,Richardson,Female,Others,,1114,1048,0.94,979,0.88,26,0.02,896,0.80,377,0.34,334,0.30,2,0.00,713,0.64,48,0.04,437,0.39
10,Richardson,Male,African American,,5118,4656,0.91,3530,0.69,1107,0.22,3001,0.59,779,0.15,1406,0.27,0,0.00,2185,0.43,353,0.07,388,0.08
10,Richardson,Male,Hispanic,,6974,6261,0.90,4421,0.63,1736,0.25,3683,0.53,302,0.04,1524,0.22,0,0.00,1826,0.26,205,0.03,417,0.06
10,Richardson,Male,White,,10683,10015,0.94,8890,0.83,874,0.08,8060,0.75,2341,0.22,3899,0.36,7,0.00,6247,0.58,532,0.05,2447,0.23
10,Richardson,Male,Others,,1174,1101,0.94,1014,0.86,53,0.05,928,0.79,371,0.32,388,0.33,0,0.00,759,0.65,60,0.05,386,0.33
11,Fort Worth,Female,African American,,2113,1950,0.92,1600,0.76,302,0.14,1422,0.67,442,0.21,733,0.35,0,0.00,1175,0.56,155,0.07,309,0.15
11,Fort Worth,Female,Hispanic,,3392,3131,0.92,2440,0.72,600,0.18,2156,0.64,295,0.09,993,0.29,1,0.00,1289,0.38,122,0.04,394,0.12
11,Fort Worth,Female,White,,9947,9340,0.94,8321,0.84,749,0.08,7572,0.76,2709,0.27,3637,0.37,10,0.00,6356,0.64,528,0.05,3083,0.31
11,Fort Worth,Female,Others,,650,610,0.94,550,0.85,34,0.05,509,0.78,234,0.36,198,0.30,1,0.00,433,0.67,36,0.06,236,0.36
11,Fort Worth,Male,African American,,2296,2093,0.91,1535,0.67,517,0.23,1388,0.60,343,0.15,658,0.29,1,0.00,1002,0.44,135,0.06,158,0.07
11,Fort Worth,Male,Hispanic,,3475,3157,0.91,2202,0.63,838,0.24,1915,0.55,217,0.06,840,0.24,1,0.00,1058,0.30,127,0.04,228,0.07
11,Fort Worth,Male,White,,10544,9827,0.93,8415,0.80,1208,0.11,7719,0.73,2322,0.22,3561,0.34,4,0.00,5887,0.56,509,0.05,2191,0.21
11,Fort Worth,Male,Others,,674,633,0.94,569,0.84,47,0.07,516,0.77,195,0.29,229,0.34,0,0.00,424,0.63,34,0.05,193,0.29
