Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
2,Corpus Christi,149,LIVE OAK,Other Ethnicities,66,63,95%,60,91%,4,6%,61,92%,21,32%,21,32%,42,64%,1,2%,21,32%
2,Corpus Christi,162,MCMULLEN,All Ethnicities,12,12,100%,11,92%,,0%,11,92%,7,58%,3,25%,10,83%,,0%,7,58%
2,Corpus Christi,178,NUECES,African American,227,206,91%,183,81%,18,8%,164,72%,52,23%,59,26%,111,49%,6,3%,26,11%
2,Corpus Christi,178,NUECES,Hispanic,3264,3069,94%,2692,82%,339,10%,2522,77%,595,18%,984,30%,1579,48%,75,2%,541,17%
2,Corpus Christi,178,NUECES,White,1021,956,94%,868,85%,61,6%,808,79%,320,31%,287,28%,607,59%,32,3%,265,26%
2,Corpus Christi,178,NUECES,Others,80,73,91%,66,83%,5,6%,59,74%,22,28%,20,25%,42,53%,4,5%,25,31%
2,Corpus Christi,205,SAN PATRICIO,African American,26,20,77%,20,77%,1,4%,17,65%,4,15%,6,23%,10,38%,1,4%,1,4%
2,Corpus Christi,205,SAN PATRICIO,Hispanic,670,621,93%,564,84%,56,8%,508,76%,111,17%,171,26%,282,42%,12,2%,93,14%
2,Corpus Christi,205,SAN PATRICIO,White,394,365,93%,351,89%,16,4%,327,83%,126,32%,98,25%,224,57%,6,2%,111,28%
2,Corpus Christi,205,SAN PATRICIO,Others,12,10,83%,9,75%,,0%,8,67%,5,42%,3,25%,8,67%,1,8%,4,33%
3,Victoria,29,CALHOUN,Hispanic,160,151,94%,138,86%,13,8%,132,83%,11,7%,55,34%,66,41%,2,1%,20,13%
3,Victoria,29,CALHOUN,White,109,106,97%,97,89%,1,1%,92,84%,15,14%,36,33%,51,47%,,0%,23,21%
3,Victoria,29,CALHOUN,Other Ethnicities,24,22,92%,20,83%,2,8%,19,79%,4,17%,5,21%,9,38%,,0%,3,13%
3,Victoria,45,COLORADO,Hispanic,87,83,95%,81,93%,2,2%,75,86%,4,5%,31,36%,35,40%,1,1%,17,20%
3,Victoria,45,COLORADO,White,125,123,98%,115,92%,4,3%,107,86%,31,25%,48,38%,79,63%,1,1%,46,37%
3,Victoria,45,COLORADO,Other Ethnicities,52,49,94%,47,90%,2,4%,45,87%,14,27%,20,38%,34,65%,,0%,7,13%
3,Victoria,62,DE WITT,Hispanic,120,115,96%,91,76%,20,17%,81,68%,13,11%,28,23%,41,34%,3,3%,13,11%
3,Victoria,62,DE WITT,White,169,160,95%,152,90%,10,6%,139,82%,40,24%,62,37%,102,60%,3,2%,48,28%
3,Victoria,62,DE WITT,Other Ethnicities,29,26,90%,22,76%,6,21%,20,69%,2,7%,12,41%,14,48%,2,7%,1,3%
3,Victoria,88,GOLIAD,All Ethnicities,103,99,96%,97,94%,2,2%,78,76%,24,23%,41,40%,65,63%,7,7%,36,35%
3,Victoria,120,JACKSON,Hispanic,67,66,99%,65,97%,1,1%,61,91%,10,15%,23,34%,33,49%,2,3%,15,22%
3,Victoria,120,JACKSON,White,126,123,98%,117,93%,1,1%,110,87%,30,24%,57,45%,87,69%,4,3%,49,39%
3,Victoria,120,JACKSON,Other Ethnicities,27,26,96%,25,93%,,0%,21,78%,5,19%,8,30%,13,48%,1,4%,4,15%
3,Victoria,128,KARNES,Hispanic,95,94,99%,86,91%,6,6%,78,82%,16,17%,30,32%,46,48%,,0%,18,19%
3,Victoria,128,KARNES,Other Ethnicities,74,72,97%,73,99%,,0%,69,93%,38,51%,23,31%,61,82%,1,1%,37,50%
3,Victoria,143,LAVACA,African American,21,20,95%,16,76%,5,24%,18,86%,3,14%,5,24%,8,38%,1,5%,2,10%
3,Victoria,143,LAVACA,Hispanic,19,18,95%,16,84%,,0%,17,89%,3,16%,8,42%,11,58%,,0%,3,16%
3,Victoria,143,LAVACA,White,116,110,95%,104,90%,5,4%,99,85%,26,22%,45,39%,71,61%,4,3%,49,42%
3,Victoria,158,MATAGORDA,African American,62,61,98%,53,85%,4,6%,52,84%,12,19%,19,31%,31,50%,,0%,12,19%
3,Victoria,158,MATAGORDA,Hispanic,260,249,96%,223,86%,22,8%,197,76%,25,10%,90,35%,115,44%,8,3%,54,21%
3,Victoria,158,MATAGORDA,White,192,185,96%,175,91%,7,4%,161,84%,45,23%,75,39%,120,63%,2,1%,70,36%
3,Victoria,158,MATAGORDA,Others,23,21,91%,21,91%,1,4%,22,96%,7,30%,12,52%,19,83%,1,4%,7,30%
3,Victoria,196,REFUGIO,Hispanic,52,51,98%,47,90%,,0%,45,87%,6,12%,17,33%,23,44%,,0%,11,21%
3,Victoria,196,REFUGIO,Other Ethnicities,55,53,96%,47,85%,6,11%,41,75%,11,20%,23,42%,34,62%,3,5%,20,36%
3,Victoria,235,VICTORIA,African American,118,113,96%,105,89%,4,3%,81,69%,16,14%,43,36%,59,50%,5,4%,17,14%
3,Victoria,235,VICTORIA,Hispanic,620,564,91%,509,82%,49,8%,395,64%,33,5%,223,36%,256,41%,29,5%,68,11%
3,Victoria,235,VICTORIA,White,338,312,92%,292,86%,20,6%,254,75%,61,18%,136,40%,197,58%,22,7%,93,28%
3,Victoria,235,VICTORIA,Others,9,7,78%,7,78%,,0%,6,67%,3,33%,3,33%,6,67%,,0%,3,33%
3,Victoria,241,WHARTON,Hispanic,242,223,92%,182,75%,42,17%,185,76%,8,3%,89,37%,97,40%,6,2%,37,15%
3,Victoria,241,WHARTON,White,198,191,96%,186,94%,5,3%,167,84%,38,19%,100,51%,138,70%,6,3%,94,47%
3,Victoria,241,WHARTON,Other Ethnicities,103,101,98%,83,81%,17,17%,87,84%,19,18%,36,35%,55,53%,2,2%,20,19%
4,Houston,20,BRAZORIA,African American,648,627,97%,576,89%,48,7%,550,85%,186,29%,236,36%,422,65%,14,2%,155,24%
4,Houston,20,BRAZORIA,Hispanic,1454,1408,97%,1200,83%,186,13%,1168,80%,144,10%,608,42%,752,52%,34,2%,326,22%
4,Houston,20,BRAZORIA,White,2020,1934,96%,1758,87%,129,6%,1665,82%,421,21%,851,42%,1272,63%,62,3%,699,35%
4,Houston,20,BRAZORIA,Others,219,210,96%,202,92%,6,3%,202,92%,105,48%,58,26%,163,74%,3,1%,104,47%
4,Houston,36,CHAMBERS,Hispanic,107,106,99%,93,87%,5,5%,85,79%,5,5%,37,35%,42,39%,2,2%,16,15%
4,Houston,36,CHAMBERS,White,381,367,96%,346,91%,11,3%,317,83%,91,24%,152,40%,243,64%,7,2%,134,35%
4,Houston,36,CHAMBERS,Other Ethnicities,46,44,96%,37,80%,5,11%,37,80%,10,22%,16,35%,26,57%,2,4%,7,15%
4,Houston,79,FORT BEND,African American,2130,2007,94%,1741,82%,260,12%,1716,81%,640,30%,704,33%,1344,63%,84,4%,474,22%
4,Houston,79,FORT BEND,Hispanic,2119,1995,94%,1653,78%,315,15%,1556,73%,251,12%,750,35%,1001,47%,57,3%,374,18%
4,Houston,79,FORT BEND,White,1912,1813,95%,1673,88%,108,6%,1631,85%,677,35%,682,36%,1359,71%,84,4%,807,42%
4,Houston,79,FORT BEND,Others,1272,1226,96%,1167,92%,41,3%,1156,91%,646,51%,331,26%,977,77%,32,3%,703,55%
4,Houston,84,GALVESTON,African American,783,740,95%,618,79%,114,15%,614,78%,137,18%,326,42%,463,59%,17,2%,120,15%
4,Houston,84,GALVESTON,Hispanic,1355,1288,95%,1101,81%,164,12%,1084,80%,168,12%,548,40%,716,53%,29,2%,327,24%
4,Houston,84,GALVESTON,White,3021,2913,96%,2711,90%,140,5%,2539,84%,859,28%,1193,39%,2052,68%,95,3%,1154,38%
4,Houston,84,GALVESTON,Others,374,364,97%,343,92%,8,2%,340,91%,173,46%,110,29%,283,76%,8,2%,195,52%
4,Houston,101,HARRIS,African American,12465,11714,94%,9747,78%,1680,13%,9019,72%,2647,21%,3992,32%,6639,53%,567,5%,1737,14%
4,Houston,101,HARRIS,Hispanic,27127,25720,95%,21961,81%,3239,12%,20275,75%,3026,11%,8744,32%,11770,43%,586,2%,4393,16%
4,Houston,101,HARRIS,White,13398,12711,95%,11790,88%,644,5%,11096,83%,3715,28%,4876,36%,8591,64%,550,4%,4684,35%
4,Houston,101,HARRIS,Others,2913,2778,95%,2659,91%,86,3%,2592,89%,1157,40%,828,28%,1985,68%,65,2%,1297,45%
4,Houston,146,LIBERTY,Hispanic,224,212,95%,192,86%,15,7%,169,75%,18,8%,68,30%,86,38%,3,1%,37,17%
4,Houston,146,LIBERTY,White,782,738,94%,650,83%,63,8%,558,71%,95,12%,236,30%,331,42%,22,3%,157,20%
4,Houston,146,LIBERTY,Other Ethnicities,123,119,97%,108,88%,9,7%,90,73%,19,15%,36,29%,55,45%,7,6%,12,10%
4,Houston,237,WALLER,African American,120,110,92%,91,76%,23,19%,90,75%,29,24%,29,24%,58,48%,2,2%,19,16%
4,Houston,237,WALLER,Hispanic,241,221,92%,177,73%,49,20%,183,76%,17,7%,64,27%,81,34%,5,2%,35,15%
4,Houston,237,WALLER,White,249,236,95%,208,84%,26,10%,214,86%,49,20%,82,33%,131,53%,7,3%,66,27%
4,Houston,237,WALLER,Others,9,9,100%,9,100%,,0%,8,89%,3,33%,2,22%,5,56%,,0%,2,22%
5,Beaumont,84,GALVESTON,All Ethnicities,11,11,100%,11,100%,,0%,11,100%,4,36%,3,27%,7,64%,,0%,1,9%
5,Beaumont,100,HARDIN,African American,85,82,96%,77,91%,4,5%,73,86%,20,24%,26,31%,46,54%,,0%,9,11%
5,Beaumont,100,HARDIN,White,666,623,94%,584,88%,26,4%,519,78%,202,30%,160,24%,362,54%,26,4%,176,26%
5,Beaumont,100,HARDIN,Other Ethnicities,21,19,90%,18,86%,2,10%,17,81%,7,33%,3,14%,10,48%,,0%,3,14%
5,Beaumont,121,JASPER,African American,121,115,95%,102,84%,8,7%,97,80%,21,17%,45,37%,66,55%,3,2%,17,14%
5,Beaumont,121,JASPER,White,344,330,96%,314,91%,15,4%,263,76%,79,23%,82,24%,161,47%,8,2%,82,24%
5,Beaumont,121,JASPER,Other Ethnicities,28,26,93%,26,93%,1,4%,25,89%,6,21%,5,18%,11,39%,,0%,5,18%
5,Beaumont,123,JEFFERSON,African American,1321,1264,96%,1092,83%,156,12%,1008,76%,277,21%,362,27%,639,48%,27,2%,165,12%
5,Beaumont,123,JEFFERSON,Hispanic,527,486,92%,431,82%,35,7%,374,71%,67,13%,129,24%,196,37%,14,3%,92,17%
5,Beaumont,123,JEFFERSON,White,988,960,97%,891,90%,46,5%,818,83%,335,34%,275,28%,610,62%,34,3%,324,33%
5,Beaumont,123,JEFFERSON,Others,135,126,93%,117,87%,7,5%,112,83%,58,43%,34,25%,92,68%,5,4%,55,41%
5,Beaumont,176,NEWTON,All Ethnicities,177,157,89%,138,78%,22,12%,127,72%,26,15%,50,28%,76,43%,4,2%,26,15%
5,Beaumont,181,ORANGE,African American,169,151,89%,128,76%,14,8%,116,69%,39,23%,48,28%,87,51%,7,4%,23,14%
5,Beaumont,181,ORANGE,Hispanic,52,47,90%,47,90%,2,4%,40,77%,4,8%,21,40%,25,48%,3,6%,14,27%
5,Beaumont,181,ORANGE,White,933,885,95%,819,88%,47,5%,746,80%,178,19%,347,37%,525,56%,28,3%,244,26%
5,Beaumont,181,ORANGE,Others,24,23,96%,19,79%,2,8%,19,79%,8,33%,6,25%,14,58%,,0%,8,33%
5,Beaumont,229,TYLER,African American,36,35,97%,33,92%,2,6%,29,81%,5,14%,8,22%,13,36%,1,3%,2,6%
5,Beaumont,229,TYLER,White,251,237,94%,225,90%,10,4%,184,73%,45,18%,62,25%,107,43%,4,2%,51,20%
5,Beaumont,229,TYLER,Other Ethnicities,19,15,79%,12,63%,3,16%,13,68%,3,16%,4,21%,7,37%,1,5%,4,21%
6,Huntsville,8,AUSTIN,African American,63,63,100%,58,92%,5,8%,56,89%,17,27%,19,30%,36,57%,1,2%,15,24%
6,Huntsville,8,AUSTIN,Hispanic,126,124,98%,118,94%,1,1%,110,87%,13,10%,39,31%,52,41%,2,2%,31,25%
6,Huntsville,8,AUSTIN,White,246,240,98%,236,96%,2,1%,221,90%,70,28%,87,35%,157,64%,1,0%,93,38%
6,Huntsville,21,BRAZOS,African American,359,335,93%,269,75%,57,16%,232,65%,36,10%,88,25%,124,35%,6,2%,30,8%
6,Huntsville,21,BRAZOS,Hispanic,658,618,94%,498,76%,97,15%,457,69%,52,8%,163,25%,215,33%,7,1%,70,11%
6,Huntsville,21,BRAZOS,White,812,779,96%,732,90%,29,4%,683,84%,233,29%,299,37%,532,66%,23,3%,299,37%
6,Huntsville,21,BRAZOS,Others,83,74,89%,71,86%,1,1%,62,75%,28,34%,16,19%,44,53%,3,4%,33,40%
6,Huntsville,26,BURLESON,Hispanic,56,51,91%,48,86%,5,9%,46,82%,4,7%,11,20%,15,27%,,0%,4,7%
6,Huntsville,26,BURLESON,White,129,123,95%,116,90%,5,4%,101,78%,24,19%,37,29%,61,47%,2,2%,31,24%
6,Huntsville,26,BURLESON,Other Ethnicities,34,34,100%,31,91%,1,3%,32,94%,,0%,20,59%,20,59%,,0%,5,15%
6,Huntsville,93,GRIMES,Hispanic,90,82,91%,67,74%,14,16%,66,73%,5,6%,17,19%,22,24%,,0%,6,7%
6,Huntsville,93,GRIMES,White,159,149,94%,139,87%,9,6%,122,77%,29,18%,47,30%,76,48%,5,3%,29,18%
6,Huntsville,93,GRIMES,Other Ethnicities,73,71,97%,64,88%,6,8%,59,81%,14,19%,25,34%,39,53%,1,1%,9,12%
6,Huntsville,113,HOUSTON,African American,73,69,95%,56,77%,10,14%,56,77%,10,14%,24,33%,34,47%,1,1%,5,7%
6,Huntsville,113,HOUSTON,White,156,146,94%,132,85%,6,4%,119,76%,25,16%,49,31%,74,47%,1,1%,41,26%
6,Huntsville,113,HOUSTON,Other Ethnicities,31,29,94%,21,68%,7,23%,25,81%,2,6%,11,35%,13,42%,,0%,5,16%
6,Huntsville,145,LEON,Hispanic,46,45,98%,43,93%,,0%,39,85%,,0%,14,30%,14,30%,1,2%,5,11%
6,Huntsville,145,LEON,White,165,156,95%,148,90%,7,4%,133,81%,32,19%,57,35%,89,54%,2,1%,42,25%
6,Huntsville,145,LEON,Other Ethnicities,33,32,97%,31,94%,1,3%,27,82%,5,15%,15,45%,20,61%,1,3%,6,18%
6,Huntsville,154,MADISON,Hispanic,48,47,98%,45,94%,,0%,44,92%,8,17%,12,25%,20,42%,,0%,10,21%
6,Huntsville,154,MADISON,White,101,95,94%,95,94%,2,2%,83,82%,26,26%,19,19%,45,45%,1,1%,26,26%
6,Huntsville,154,MADISON,Other Ethnicities,34,34,100%,32,94%,,0%,27,79%,9,26%,11,32%,20,59%,1,3%,6,18%
6,Huntsville,166,MILAM,Hispanic,102,98,96%,89,87%,9,9%,82,80%,13,13%,34,33%,47,46%,3,3%,12,12%
6,Huntsville,166,MILAM,White,134,131,98%,119,89%,8,6%,116,87%,31,23%,53,40%,84,63%,3,2%,40,30%
6,Huntsville,166,MILAM,Other Ethnicities,44,43,98%,38,86%,4,9%,37,84%,3,7%,23,52%,26,59%,,0%,5,11%
6,Huntsville,170,MONTGOMERY,African American,346,335,97%,285,82%,38,11%,260,75%,56,16%,117,34%,173,50%,10,3%,47,14%
6,Huntsville,170,MONTGOMERY,Hispanic,1666,1555,93%,1344,81%,191,11%,1266,76%,146,9%,520,31%,666,40%,37,2%,245,15%
6,Huntsville,170,MONTGOMERY,White,4257,4061,95%,3704,87%,267,6%,3391,80%,937,22%,1409,33%,2346,55%,159,4%,1107,26%
6,Huntsville,170,MONTGOMERY,Others,161,150,93%,144,89%,2,1%,135,84%,52,32%,45,28%,97,60%,5,3%,53,33%
6,Huntsville,187,POLK,African American,79,78,99%,72,91%,6,8%,62,78%,16,20%,20,25%,36,46%,2,3%,7,9%
6,Huntsville,187,POLK,Hispanic,91,87,96%,80,88%,7,8%,74,81%,10,11%,28,31%,38,42%,,0%,15,16%
6,Huntsville,187,POLK,White,357,319,89%,299,84%,19,5%,252,71%,60,17%,98,27%,158,44%,11,3%,69,19%
6,Huntsville,187,POLK,Others,18,17,94%,16,89%,1,6%,15,83%,3,17%,4,22%,7,39%,,0%,2,11%
6,Huntsville,198,ROBERTSON,African American,81,80,99%,70,86%,9,11%,62,77%,10,12%,21,26%,31,38%,2,2%,10,12%
6,Huntsville,198,ROBERTSON,White,95,93,98%,88,93%,3,3%,76,80%,16,17%,36,38%,52,55%,2,2%,24,25%
6,Huntsville,198,ROBERTSON,Other Ethnicities,62,58,94%,49,79%,10,16%,44,71%,7,11%,13,21%,20,32%,1,2%,10,16%
6,Huntsville,204,SAN JACINTO,African American,39,38,97%,35,90%,3,8%,30,77%,6,15%,14,36%,20,51%,1,3%,5,13%
6,Huntsville,204,SAN JACINTO,White,230,217,94%,185,80%,21,9%,160,70%,23,10%,54,23%,77,33%,5,2%,32,14%
6,Huntsville,204,SAN JACINTO,Other Ethnicities,37,35,95%,31,84%,5,14%,28,76%,5,14%,3,8%,8,22%,,0%,6,16%
6,Huntsville,228,TRINITY,African American,18,17,94%,18,100%,,0%,18,100%,1,6%,7,39%,8,44%,,0%,2,11%
6,Huntsville,228,TRINITY,Hispanic,20,19,95%,18,90%,2,10%,17,85%,1,5%,4,20%,5,25%,,0%,2,10%
6,Huntsville,228,TRINITY,White,122,115,94%,102,84%,7,6%,88,72%,18,15%,39,32%,57,47%,2,2%,21,17%
6,Huntsville,236,WALKER,Hispanic,126,121,96%,103,82%,14,11%,105,83%,18,14%,25,20%,43,34%,2,2%,14,11%
6,Huntsville,236,WALKER,White,260,253,97%,221,85%,26,10%,210,81%,73,28%,67,26%,140,54%,8,3%,77,30%
6,Huntsville,236,WALKER,Other Ethnicities,126,120,95%,105,83%,19,15%,107,85%,29,23%,30,24%,59,47%,1,1%,26,21%
6,Huntsville,239,WASHINGTON,African American,93,90,97%,73,78%,15,16%,63,68%,9,10%,30,32%,39,42%,5,5%,10,11%
6,Huntsville,239,WASHINGTON,Hispanic,59,57,97%,50,85%,7,12%,42,71%,5,8%,15,25%,20,34%,2,3%,8,14%
6,Huntsville,239,WASHINGTON,White,215,208,97%,198,92%,8,4%,181,84%,43,20%,97,45%,140,65%,4,2%,95,44%
6,Huntsville,239,WASHINGTON,Others,6,6,100%,6,100%,,0%,6,100%,4,67%,2,33%,6,100%,,0%,3,50%
7,Kilgore,1,ANDERSON,African American,131,124,95%,118,90%,7,5%,109,83%,6,5%,58,44%,64,49%,2,2%,16,12%
7,Kilgore,1,ANDERSON,White,392,372,95%,348,89%,24,6%,314,80%,61,16%,150,38%,211,54%,18,5%,96,24%
7,Kilgore,1,ANDERSON,Other Ethnicities,118,110,93%,105,89%,4,3%,93,79%,9,8%,39,33%,48,41%,1,1%,24,20%
7,Kilgore,3,ANGELINA,African American,185,179,97%,159,86%,17,9%,159,86%,25,14%,77,42%,102,55%,2,1%,31,17%
7,Kilgore,3,ANGELINA,Hispanic,266,253,95%,234,88%,14,5%,221,83%,13,5%,112,42%,125,47%,5,2%,47,18%
7,Kilgore,3,ANGELINA,White,718,707,98%,664,92%,29,4%,616,86%,131,18%,297,41%,428,60%,14,2%,196,27%
7,Kilgore,3,ANGELINA,Others,18,16,89%,16,89%,,0%,14,78%,8,44%,3,17%,11,61%,,0%,8,44%
7,Kilgore,37,CHEROKEE,Hispanic,170,158,93%,143,84%,6,4%,128,75%,7,4%,45,26%,52,31%,1,1%,23,14%
7,Kilgore,37,CHEROKEE,White,288,267,93%,250,87%,17,6%,209,73%,30,10%,105,36%,135,47%,13,5%,72,25%
7,Kilgore,37,CHEROKEE,Other Ethnicities,106,103,97%,92,87%,10,9%,89,84%,10,9%,32,30%,42,40%,1,1%,13,12%
7,Kilgore,92,GREGG,African American,445,430,97%,396,89%,24,5%,352,79%,69,16%,166,37%,235,53%,13,3%,62,14%
7,Kilgore,92,GREGG,Hispanic,326,305,94%,278,85%,19,6%,251,77%,7,2%,127,39%,134,41%,5,2%,52,16%
7,Kilgore,92,GREGG,White,863,825,96%,775,90%,37,4%,719,83%,164,19%,343,40%,507,59%,20,2%,276,32%
7,Kilgore,92,GREGG,Others,30,29,97%,26,87%,1,3%,20,67%,7,23%,7,23%,14,47%,,0%,12,40%
7,Kilgore,102,HARRISON,African American,209,201,96%,189,90%,11,5%,168,80%,29,14%,86,41%,115,55%,3,1%,36,17%
7,Kilgore,102,HARRISON,White,540,510,94%,475,88%,19,4%,421,78%,105,19%,193,36%,298,55%,18,3%,133,25%
7,Kilgore,102,HARRISON,Other Ethnicities,131,130,99%,112,86%,5,4%,97,74%,19,15%,34,26%,53,40%,3,2%,27,21%
7,Kilgore,107,HENDERSON,Hispanic,151,142,94%,135,89%,9,6%,127,84%,8,5%,47,31%,55,36%,1,1%,25,17%
7,Kilgore,107,HENDERSON,White,492,461,94%,431,88%,24,5%,388,79%,70,14%,186,38%,256,52%,18,4%,128,26%
7,Kilgore,107,HENDERSON,Other Ethnicities,78,69,88%,69,88%,4,5%,64,82%,9,12%,38,49%,47,60%,1,1%,14,18%
7,Kilgore,174,NACOGDOCHES,African American,171,160,94%,141,82%,11,6%,112,66%,20,12%,52,30%,72,42%,3,2%,21,12%
7,Kilgore,174,NACOGDOCHES,Hispanic,211,202,96%,190,90%,9,4%,158,75%,25,12%,57,27%,82,39%,2,1%,29,14%
7,Kilgore,174,NACOGDOCHES,White,366,346,95%,328,90%,16,4%,298,81%,103,28%,107,29%,210,57%,8,2%,124,34%
7,Kilgore,174,NACOGDOCHES,Others,17,15,88%,15,88%,1,6%,13,76%,10,59%,2,12%,12,71%,2,12%,10,59%
7,Kilgore,183,PANOLA,African American,55,53,96%,52,95%,,0%,46,84%,4,7%,27,49%,31,56%,2,4%,10,18%
7,Kilgore,183,PANOLA,White,201,193,96%,185,92%,7,3%,162,81%,19,9%,90,45%,109,54%,5,2%,39,19%
7,Kilgore,183,PANOLA,Other Ethnicities,33,31,94%,28,85%,4,12%,24,73%,2,6%,9,27%,11,33%,1,3%,4,12%
7,Kilgore,190,RAINS,White,88,81,92%,78,89%,4,5%,72,82%,13,15%,34,39%,47,53%,1,1%,23,26%
7,Kilgore,190,RAINS,Other Ethnicities,19,19,100%,17,89%,1,5%,18,95%,2,11%,9,47%,11,58%,,0%,7,37%
7,Kilgore,201,RUSK,Hispanic,108,101,94%,96,89%,6,6%,88,81%,8,7%,30,28%,38,35%,1,1%,17,16%
7,Kilgore,201,RUSK,White,325,304,94%,285,88%,14,4%,263,81%,46,14%,143,44%,189,58%,7,2%,84,26%
7,Kilgore,201,RUSK,Other Ethnicities,94,89,95%,82,87%,7,7%,77,82%,7,7%,38,40%,45,48%,2,2%,14,15%
7,Kilgore,202,SABINE,White,96,88,92%,80,83%,2,2%,70,73%,20,21%,19,20%,39,41%,4,4%,20,21%
