Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
3,Victoria,120,JACKSON,Economically Disadvantaged,93,92,99%,89,96%,,0%,79,85%,9,10%,28,30%,37,40%,1,1%,14,15%
3,Victoria,128,KARNES,Not Economically Disadvantaged,87,86,99%,83,95%,3,3%,79,91%,42,48%,27,31%,69,79%,1,1%,44,51%
3,Victoria,128,KARNES,Economically Disadvantaged,82,80,98%,76,93%,3,4%,68,83%,12,15%,26,32%,38,46%,,0%,11,13%
3,Victoria,143,LAVACA,Not Economically Disadvantaged,96,93,97%,89,93%,3,3%,84,88%,25,26%,39,41%,64,67%,4,4%,45,47%
3,Victoria,143,LAVACA,Economically Disadvantaged,60,55,92%,47,78%,7,12%,50,83%,7,12%,19,32%,26,43%,1,2%,9,15%
3,Victoria,158,MATAGORDA,Not Economically Disadvantaged,253,242,96%,234,92%,6,2%,217,86%,66,26%,112,44%,178,70%,5,2%,106,42%
3,Victoria,158,MATAGORDA,Economically Disadvantaged,284,274,96%,238,84%,28,10%,215,76%,23,8%,84,30%,107,38%,6,2%,37,13%
3,Victoria,196,REFUGIO,Not Economically Disadvantaged,58,56,97%,51,88%,3,5%,50,86%,15,26%,20,34%,35,60%,2,3%,26,45%
3,Victoria,196,REFUGIO,Economically Disadvantaged,49,48,98%,43,88%,3,6%,36,73%,2,4%,20,41%,22,45%,1,2%,5,10%
3,Victoria,235,VICTORIA,Not Economically Disadvantaged,441,404,92%,385,87%,21,5%,322,73%,89,20%,195,44%,284,64%,32,7%,133,30%
3,Victoria,235,VICTORIA,Economically Disadvantaged,644,592,92%,528,82%,52,8%,414,64%,24,4%,210,33%,234,36%,24,4%,48,7%
3,Victoria,241,WHARTON,Not Economically Disadvantaged,224,217,97%,209,93%,6,3%,201,90%,44,20%,123,55%,167,75%,7,3%,110,49%
3,Victoria,241,WHARTON,Economically Disadvantaged,319,298,93%,242,76%,58,18%,238,75%,21,7%,102,32%,123,39%,7,2%,41,13%
4,Houston,20,BRAZORIA,Not Economically Disadvantaged,2546,2471,97%,2316,91%,102,4%,2242,88%,701,28%,1119,44%,1820,71%,70,3%,1019,40%
4,Houston,20,BRAZORIA,Economically Disadvantaged,1795,1708,95%,1420,79%,267,15%,1343,75%,155,9%,634,35%,789,44%,43,2%,265,15%
4,Houston,36,CHAMBERS,Not Economically Disadvantaged,358,351,98%,333,93%,12,3%,309,86%,96,27%,152,42%,248,69%,8,2%,134,37%
4,Houston,36,CHAMBERS,Economically Disadvantaged,176,166,94%,143,81%,9,5%,130,74%,10,6%,53,30%,63,36%,3,2%,23,13%
4,Houston,79,FORT BEND,Not Economically Disadvantaged,4884,4659,95%,4257,87%,343,7%,4206,86%,1800,37%,1627,33%,3427,70%,173,4%,1935,40%
4,Houston,79,FORT BEND,Economically Disadvantaged,2549,2382,93%,1977,78%,381,15%,1853,73%,414,16%,840,33%,1254,49%,84,3%,423,17%
4,Houston,84,GALVESTON,Not Economically Disadvantaged,3614,3507,97%,3293,91%,152,4%,3157,87%,1128,31%,1478,41%,2606,72%,102,3%,1476,41%
4,Houston,84,GALVESTON,Economically Disadvantaged,1919,1798,94%,1480,77%,274,14%,1420,74%,209,11%,699,36%,908,47%,47,2%,320,17%
4,Houston,101,HARRIS,Not Economically Disadvantaged,22399,21276,95%,19674,88%,1213,5%,18771,84%,6366,28%,8102,36%,14468,65%,801,4%,7443,33%
4,Houston,101,HARRIS,Economically Disadvantaged,33504,31647,94%,26483,79%,4436,13%,24211,72%,4179,12%,10338,31%,14517,43%,967,3%,4668,14%
4,Houston,146,LIBERTY,Not Economically Disadvantaged,581,558,96%,516,89%,27,5%,460,79%,92,16%,212,36%,304,52%,17,3%,151,26%
4,Houston,146,LIBERTY,Economically Disadvantaged,548,511,93%,434,79%,60,11%,357,65%,40,7%,128,23%,168,31%,15,3%,55,10%
4,Houston,237,WALLER,Not Economically Disadvantaged,259,243,94%,220,85%,24,9%,220,85%,57,22%,92,36%,149,58%,8,3%,77,30%
4,Houston,237,WALLER,Economically Disadvantaged,360,333,93%,265,74%,74,21%,275,76%,41,11%,85,24%,126,35%,6,2%,45,13%
5,Beaumont,84,GALVESTON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,84,GALVESTON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,100,HARDIN,Not Economically Disadvantaged,484,452,93%,430,89%,21,4%,402,83%,179,37%,126,26%,305,63%,21,4%,156,32%
5,Beaumont,100,HARDIN,Economically Disadvantaged,288,272,94%,249,86%,11,4%,207,72%,50,17%,63,22%,113,39%,5,2%,32,11%
5,Beaumont,121,JASPER,Not Economically Disadvantaged,259,250,97%,245,95%,6,2%,213,82%,73,28%,78,30%,151,58%,8,3%,77,30%
5,Beaumont,121,JASPER,Economically Disadvantaged,234,221,94%,197,84%,18,8%,172,74%,33,14%,54,23%,87,37%,3,1%,27,12%
5,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1180,1136,96%,1069,91%,46,4%,1002,85%,448,38%,348,29%,796,67%,47,4%,409,35%
5,Beaumont,123,JEFFERSON,Economically Disadvantaged,1791,1700,95%,1462,82%,198,11%,1310,73%,289,16%,452,25%,741,41%,33,2%,227,13%
5,Beaumont,176,NEWTON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,176,NEWTON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,181,ORANGE,Not Economically Disadvantaged,579,555,96%,521,90%,24,4%,481,83%,149,26%,229,40%,378,65%,19,3%,189,33%
5,Beaumont,181,ORANGE,Economically Disadvantaged,599,551,92%,492,82%,41,7%,440,73%,80,13%,193,32%,273,46%,19,3%,100,17%
5,Beaumont,229,TYLER,Not Economically Disadvantaged,165,160,97%,155,94%,4,2%,136,82%,42,25%,52,32%,94,57%,3,2%,47,28%
5,Beaumont,229,TYLER,Economically Disadvantaged,141,127,90%,115,82%,11,8%,90,64%,11,8%,22,16%,33,23%,3,2%,10,7%
6,Huntsville,8,AUSTIN,Not Economically Disadvantaged,267,260,97%,254,95%,3,1%,240,90%,81,30%,96,36%,177,66%,3,1%,110,41%
6,Huntsville,8,AUSTIN,Economically Disadvantaged,168,167,99%,158,94%,5,3%,147,88%,19,11%,49,29%,68,40%,1,1%,29,17%
6,Huntsville,21,BRAZOS,Not Economically Disadvantaged,901,867,96%,822,91%,29,3%,773,86%,282,31%,320,36%,602,67%,24,3%,356,40%
6,Huntsville,21,BRAZOS,Economically Disadvantaged,1011,939,93%,748,74%,155,15%,661,65%,67,7%,246,24%,313,31%,15,1%,76,8%
6,Huntsville,26,BURLESON,Not Economically Disadvantaged,114,109,96%,104,91%,5,4%,96,84%,20,18%,41,36%,61,54%,2,2%,28,25%
6,Huntsville,26,BURLESON,Economically Disadvantaged,105,99,94%,91,87%,6,6%,83,79%,8,8%,27,26%,35,33%,,0%,12,11%
6,Huntsville,93,GRIMES,Not Economically Disadvantaged,120,112,93%,105,88%,6,5%,97,81%,30,25%,33,28%,63,53%,2,2%,29,24%
6,Huntsville,93,GRIMES,Economically Disadvantaged,202,190,94%,165,82%,23,11%,150,74%,18,9%,56,28%,74,37%,4,2%,15,7%
6,Huntsville,113,HOUSTON,Not Economically Disadvantaged,119,114,96%,110,92%,3,3%,103,87%,24,20%,44,37%,68,57%,1,1%,41,34%
6,Huntsville,113,HOUSTON,Economically Disadvantaged,141,130,92%,99,70%,20,14%,97,69%,13,9%,40,28%,53,38%,1,1%,10,7%
6,Huntsville,145,LEON,Not Economically Disadvantaged,123,120,98%,117,95%,1,1%,107,87%,28,23%,54,44%,82,67%,3,2%,43,35%
6,Huntsville,145,LEON,Economically Disadvantaged,121,113,93%,105,87%,7,6%,92,76%,9,7%,32,26%,41,34%,1,1%,10,8%
6,Huntsville,154,MADISON,Not Economically Disadvantaged,83,81,98%,81,98%,,0%,74,89%,27,33%,18,22%,45,54%,1,1%,30,36%
6,Huntsville,154,MADISON,Economically Disadvantaged,100,95,95%,91,91%,2,2%,80,80%,16,16%,24,24%,40,40%,1,1%,12,12%
6,Huntsville,166,MILAM,Not Economically Disadvantaged,107,105,98%,97,91%,6,6%,97,91%,31,29%,46,43%,77,72%,2,2%,38,36%
6,Huntsville,166,MILAM,Economically Disadvantaged,173,167,97%,149,86%,15,9%,138,80%,16,9%,64,37%,80,46%,4,2%,19,11%
6,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,4130,3960,96%,3683,89%,184,4%,3447,83%,1034,25%,1445,35%,2479,60%,143,3%,1242,30%
6,Huntsville,170,MONTGOMERY,Economically Disadvantaged,2300,2141,93%,1794,78%,314,14%,1605,70%,157,7%,646,28%,803,35%,68,3%,210,9%
6,Huntsville,187,POLK,Not Economically Disadvantaged,214,195,91%,191,89%,10,5%,171,80%,59,28%,71,33%,130,61%,10,5%,59,28%
6,Huntsville,187,POLK,Economically Disadvantaged,331,306,92%,276,83%,23,7%,232,70%,30,9%,79,24%,109,33%,3,1%,34,10%
6,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,90,90,100%,82,91%,6,7%,77,86%,17,19%,37,41%,54,60%,1,1%,27,30%
6,Huntsville,198,ROBERTSON,Economically Disadvantaged,148,141,95%,125,84%,16,11%,105,71%,16,11%,33,22%,49,33%,4,3%,17,11%
6,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,119,117,98%,105,88%,9,8%,99,83%,26,22%,30,25%,56,47%,2,2%,26,22%
6,Huntsville,204,SAN JACINTO,Economically Disadvantaged,187,173,93%,146,78%,20,11%,119,64%,8,4%,41,22%,49,26%,4,2%,17,9%
6,Huntsville,228,TRINITY,Not Economically Disadvantaged,53,52,98%,47,89%,2,4%,40,75%,10,19%,17,32%,27,51%,,0%,12,23%
6,Huntsville,228,TRINITY,Economically Disadvantaged,107,99,93%,91,85%,7,7%,83,78%,10,9%,33,31%,43,40%,2,2%,13,12%
6,Huntsville,236,WALKER,Not Economically Disadvantaged,251,247,98%,222,88%,17,7%,221,88%,87,35%,62,25%,149,59%,6,2%,86,34%
6,Huntsville,236,WALKER,Economically Disadvantaged,261,247,95%,207,79%,42,16%,201,77%,33,13%,60,23%,93,36%,5,2%,31,12%
6,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,224,217,97%,206,92%,10,4%,190,85%,50,22%,99,44%,149,67%,5,2%,100,45%
6,Huntsville,239,WASHINGTON,Economically Disadvantaged,149,144,97%,121,81%,20,13%,102,68%,11,7%,45,30%,56,38%,6,4%,16,11%
7,Kilgore,1,ANDERSON,Not Economically Disadvantaged,303,295,97%,283,93%,10,3%,262,86%,63,21%,121,40%,184,61%,9,3%,95,31%
7,Kilgore,1,ANDERSON,Economically Disadvantaged,338,311,92%,288,85%,25,7%,254,75%,13,4%,126,37%,139,41%,12,4%,41,12%
7,Kilgore,3,ANGELINA,Not Economically Disadvantaged,515,505,98%,486,94%,11,2%,466,90%,126,24%,249,48%,375,73%,12,2%,190,37%
7,Kilgore,3,ANGELINA,Economically Disadvantaged,672,650,97%,587,87%,49,7%,544,81%,51,8%,240,36%,291,43%,9,1%,92,14%
7,Kilgore,37,CHEROKEE,Not Economically Disadvantaged,197,187,95%,184,93%,5,3%,159,81%,31,16%,87,44%,118,60%,9,5%,64,32%
7,Kilgore,37,CHEROKEE,Economically Disadvantaged,367,341,93%,301,82%,28,8%,267,73%,16,4%,95,26%,111,30%,6,2%,44,12%
7,Kilgore,92,GREGG,Not Economically Disadvantaged,841,812,97%,778,93%,23,3%,734,87%,198,24%,366,44%,564,67%,21,3%,306,36%
7,Kilgore,92,GREGG,Economically Disadvantaged,823,777,94%,697,85%,58,7%,608,74%,49,6%,277,34%,326,40%,17,2%,96,12%
7,Kilgore,102,HARRISON,Not Economically Disadvantaged,467,450,96%,423,91%,8,2%,392,84%,116,25%,180,39%,296,63%,9,2%,132,28%
7,Kilgore,102,HARRISON,Economically Disadvantaged,413,391,95%,353,85%,27,7%,294,71%,37,9%,133,32%,170,41%,15,4%,64,16%
7,Kilgore,107,HENDERSON,Not Economically Disadvantaged,308,295,96%,288,94%,4,1%,271,88%,61,20%,135,44%,196,64%,8,3%,114,37%
7,Kilgore,107,HENDERSON,Economically Disadvantaged,413,377,91%,347,84%,33,8%,308,75%,26,6%,136,33%,162,39%,12,3%,53,13%
7,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,307,293,95%,289,94%,6,2%,268,87%,117,38%,98,32%,215,70%,8,3%,131,43%
7,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,458,430,94%,385,84%,31,7%,313,68%,41,9%,120,26%,161,35%,7,2%,53,12%
7,Kilgore,183,PANOLA,Not Economically Disadvantaged,165,161,98%,156,95%,6,4%,138,84%,20,12%,82,50%,102,62%,5,3%,42,25%
7,Kilgore,183,PANOLA,Economically Disadvantaged,124,116,94%,109,88%,5,4%,94,76%,5,4%,44,35%,49,40%,3,2%,11,9%
7,Kilgore,190,RAINS,Not Economically Disadvantaged,55,54,98%,50,91%,3,5%,50,91%,13,24%,25,45%,38,69%,1,2%,18,33%
7,Kilgore,190,RAINS,Economically Disadvantaged,52,46,88%,45,87%,2,4%,40,77%,2,4%,18,35%,20,38%,,0%,12,23%
7,Kilgore,201,RUSK,Not Economically Disadvantaged,257,246,96%,230,89%,14,5%,225,88%,45,18%,118,46%,163,63%,3,1%,77,30%
7,Kilgore,201,RUSK,Economically Disadvantaged,270,248,92%,233,86%,13,5%,203,75%,16,6%,93,34%,109,40%,7,3%,38,14%
7,Kilgore,202,SABINE,Not Economically Disadvantaged,36,31,86%,28,78%,1,3%,25,69%,8,22%,13,36%,21,58%,3,8%,9,25%
7,Kilgore,202,SABINE,Economically Disadvantaged,80,74,93%,69,86%,2,3%,60,75%,14,18%,11,14%,25,31%,2,3%,14,18%
7,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,27,26,96%,26,96%,,0%,24,89%,8,30%,8,30%,16,59%,1,4%,8,30%
7,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,66,64,97%,60,91%,3,5%,53,80%,5,8%,22,33%,27,41%,,0%,12,18%
7,Kilgore,210,SHELBY,Not Economically Disadvantaged,158,155,98%,146,92%,4,3%,138,87%,35,22%,71,45%,106,67%,5,3%,58,37%
7,Kilgore,210,SHELBY,Economically Disadvantaged,184,171,93%,152,83%,13,7%,132,72%,16,9%,54,29%,70,38%,1,1%,17,9%
7,Kilgore,212,SMITH,Not Economically Disadvantaged,1225,1179,96%,1077,88%,77,6%,1008,82%,297,24%,548,45%,845,69%,62,5%,456,37%
7,Kilgore,212,SMITH,Economically Disadvantaged,1297,1205,93%,960,74%,207,16%,899,69%,82,6%,501,39%,583,45%,47,4%,163,13%
7,Kilgore,230,UPSHUR,Not Economically Disadvantaged,323,312,97%,299,93%,4,1%,283,88%,51,16%,153,47%,204,63%,6,2%,109,34%
7,Kilgore,230,UPSHUR,Economically Disadvantaged,208,194,93%,179,86%,11,5%,161,77%,16,8%,67,32%,83,40%,5,2%,27,13%
7,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,222,212,96%,207,93%,3,1%,187,84%,40,18%,104,47%,144,65%,4,2%,82,37%
7,Kilgore,234,VAN ZANDT,Economically Disadvantaged,145,130,90%,118,81%,7,5%,103,71%,10,7%,39,27%,49,34%,4,3%,20,14%
7,Kilgore,250,WOOD,Not Economically Disadvantaged,262,255,97%,246,94%,4,2%,237,90%,74,28%,94,36%,168,64%,4,2%,90,34%
7,Kilgore,250,WOOD,Economically Disadvantaged,221,206,93%,190,86%,14,6%,182,82%,21,10%,74,33%,95,43%,4,2%,33,15%
8,Mt. Pleasant,19,BOWIE,Not Economically Disadvantaged,680,648,95%,621,91%,9,1%,580,85%,154,23%,240,35%,394,58%,24,4%,176,26%
8,Mt. Pleasant,19,BOWIE,Economically Disadvantaged,600,551,92%,508,85%,23,4%,438,73%,49,8%,191,32%,240,40%,23,4%,76,13%
8,Mt. Pleasant,32,CAMP,Not Economically Disadvantaged,69,69,100%,68,99%,,0%,64,93%,17,25%,41,59%,58,84%,2,3%,33,48%
8,Mt. Pleasant,32,CAMP,Economically Disadvantaged,107,101,94%,97,91%,6,6%,91,85%,5,5%,47,44%,52,49%,1,1%,12,11%
8,Mt. Pleasant,34,CASS,Not Economically Disadvantaged,210,206,98%,201,96%,2,1%,184,88%,58,28%,71,34%,129,61%,1,0%,69,33%
8,Mt. Pleasant,34,CASS,Economically Disadvantaged,242,232,96%,217,90%,6,2%,189,78%,29,12%,75,31%,104,43%,6,2%,43,18%
8,Mt. Pleasant,60,DELTA,Not Economically Disadvantaged,31,28,90%,28,90%,1,3%,29,94%,8,26%,12,39%,20,65%,,0%,12,39%
8,Mt. Pleasant,60,DELTA,Economically Disadvantaged,46,40,87%,39,85%,4,9%,38,83%,4,9%,20,43%,24,52%,,0%,8,17%
8,Mt. Pleasant,80,FRANKLIN,Not Economically Disadvantaged,58,57,98%,52,90%,1,2%,46,79%,8,14%,26,45%,34,59%,4,7%,16,28%
8,Mt. Pleasant,80,FRANKLIN,Economically Disadvantaged,52,50,96%,45,87%,1,2%,38,73%,4,8%,24,46%,28,54%,2,4%,8,15%
8,Mt. Pleasant,112,HOPKINS,Not Economically Disadvantaged,258,250,97%,236,91%,12,5%,223,86%,72,28%,108,42%,180,70%,10,4%,95,37%
8,Mt. Pleasant,112,HOPKINS,Economically Disadvantaged,250,232,93%,208,83%,24,10%,186,74%,28,11%,74,30%,102,41%,9,4%,30,12%
8,Mt. Pleasant,139,LAMAR,Not Economically Disadvantaged,357,348,97%,334,94%,6,2%,313,88%,55,15%,198,55%,253,71%,5,1%,133,37%
8,Mt. Pleasant,139,LAMAR,Economically Disadvantaged,339,315,93%,288,85%,25,7%,231,68%,17,5%,154,45%,171,50%,19,6%,53,16%
8,Mt. Pleasant,155,MARION,Not Economically Disadvantaged,29,27,93%,25,86%,1,3%,23,79%,5,17%,10,34%,15,52%,1,3%,10,34%
8,Mt. Pleasant,155,MARION,Economically Disadvantaged,68,63,93%,59,87%,1,1%,49,72%,11,16%,21,31%,32,47%,3,4%,14,21%
8,Mt. Pleasant,172,MORRIS,Not Economically Disadvantaged,59,57,97%,56,95%,,0%,53,90%,12,20%,34,58%,46,78%,1,2%,24,41%
8,Mt. Pleasant,172,MORRIS,Economically Disadvantaged,116,104,90%,92,79%,12,10%,88,76%,9,8%,56,48%,65,56%,3,3%,21,18%
8,Mt. Pleasant,194,RED RIVER,Not Economically Disadvantaged,80,77,96%,74,93%,1,1%,71,89%,12,15%,49,61%,61,76%,5,6%,30,38%
8,Mt. Pleasant,194,RED RIVER,Economically Disadvantaged,114,110,96%,101,89%,4,4%,91,80%,13,11%,43,38%,56,49%,4,4%,19,17%
8,Mt. Pleasant,225,TITUS,Not Economically Disadvantaged,163,152,93%,137,84%,9,6%,127,78%,31,19%,80,49%,111,68%,15,9%,66,40%
8,Mt. Pleasant,225,TITUS,Economically Disadvantaged,368,328,89%,281,76%,58,16%,261,71%,15,4%,152,41%,167,45%,14,4%,66,18%
9,Wichita Falls,5,ARCHER,Not Economically Disadvantaged,86,85,99%,85,99%,,0%,82,95%,38,44%,27,31%,65,76%,,0%,44,51%
9,Wichita Falls,5,ARCHER,Economically Disadvantaged,46,43,93%,40,87%,2,4%,37,80%,6,13%,11,24%,17,37%,,0%,7,15%
9,Wichita Falls,12,BAYLOR,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9,Wichita Falls,12,BAYLOR,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9,Wichita Falls,39,CLAY,Not Economically Disadvantaged,103,103,100%,100,97%,,0%,93,90%,40,39%,32,31%,72,70%,1,1%,42,41%
9,Wichita Falls,39,CLAY,Economically Disadvantaged,42,40,95%,37,88%,2,5%,31,74%,10,24%,9,21%,19,45%,1,2%,6,14%
9,Wichita Falls,78,FOARD,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9,Wichita Falls,78,FOARD,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
