CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME
091913101,91913,POTTSBORO EL,91,POTTSBORO ISD,10,GRAYSON,E,EE - 04,N,N, , 
091914001,91914,S AND S CONS H S,91,S AND S CISD,10,GRAYSON,S,12-Sep,N,N, , 
091914041,91914,S AND S CONS MIDDLE,91,S AND S CISD,10,GRAYSON,M,8-Jun,N,N, , 
091914101,91914,S AND S CONS EL,91,S AND S CISD,10,GRAYSON,E,EE - 05,N,N, , 
091917001,91917,GUNTER H S,91,GUNTER ISD,10,GRAYSON,S,12-Sep,N,N, , 
091917041,91917,GUNTER MIDDLE,91,GUNTER ISD,10,GRAYSON,M,8-May,N,N, , 
091917101,91917,GUNTER EL,91,GUNTER ISD,10,GRAYSON,E,EE - 04,N,N, , 
091918001,91918,TOM BEAN H S,91,TOM BEAN ISD,10,GRAYSON,S,12-Sep,N,N, , 
091918041,91918,TOM BEAN MIDDLE,91,TOM BEAN ISD,10,GRAYSON,M,8-Jun,N,N, , 
091918101,91918,TOM BEAN EL,91,TOM BEAN ISD,10,GRAYSON,E,EE - 05,N,N, , 
092801001,92801,DAN CHADWICK CAMPUS,92,EAST TEXAS CHARTER SCHOOLS,7,GREGG,S,12-Sep,Y,Y, , 
092901001,92901,GLADEWATER H S,92,GLADEWATER ISD,7,GREGG,S,12-Sep,N,N, , 
092901042,92901,GLADEWATER MIDDLE,92,GLADEWATER ISD,7,GREGG,M,8-Jun,N,N, , 
092901102,92901,GLADEWATER PRI,92,GLADEWATER ISD,7,GREGG,E,EE - 01,N,N,92901105,WELDON EL
092901105,92901,WELDON EL,92,GLADEWATER ISD,7,GREGG,E,5-Feb,N,N, , 
092902002,92902,KILGORE H S,92,KILGORE ISD,7,GREGG,S,12-Sep,N,N, , 
092902042,92902,KILGORE MIDDLE,92,KILGORE ISD,7,GREGG,M,8-Jun,N,N, , 
092902101,92902,CHANDLER EL,92,KILGORE ISD,7,GREGG,E,3-Feb,N,N, , 
092902106,92902,KILGORE PRI,92,KILGORE ISD,7,GREGG,E,EE - 01,N,N,92902101,CHANDLER EL
092902107,92902,KILGORE INT,92,KILGORE ISD,7,GREGG,E,5-Apr,N,N, , 
092903001,92903,LONGVIEW H S,92,LONGVIEW ISD,7,GREGG,S,12-Sep,N,N, , 
092903004,92903,LEAD ACADEMY H S,92,LONGVIEW ISD,7,GREGG,S,12-Sep,N,Y, , 
092903041,92903,FOREST PARK MAGNET SCHOOL,92,LONGVIEW ISD,7,GREGG,M,8-Jun,N,N, , 
092903042,92903,FOSTER MIDDLE,92,LONGVIEW ISD,7,GREGG,M,8-Jun,N,N, , 
092903044,92903,JUDSON STEAM ACADEMY,92,LONGVIEW ISD,7,GREGG,M,8-Jun,N,N, , 
092903111,92903,EAST TEXAS MONTESSORI PREP ACADEMY,92,LONGVIEW ISD,7,GREGG,E,EE - KG,N,N,92903125,WARE EL
092903117,92903,HUDSON EL,92,LONGVIEW ISD,7,GREGG,E,5-Jan,N,N, , 
092903122,92903,J L EVERHART MAGNET EL,92,LONGVIEW ISD,7,GREGG,E,KG - 05,N,N, , 
092903123,92903,JOHNSTON-MCQUEEN EL,92,LONGVIEW ISD,7,GREGG,E,EE - 05,N,N, , 
092903124,92903,SOUTH WARD EL,92,LONGVIEW ISD,7,GREGG,E,EE - 05,N,N, , 
092903125,92903,WARE EL,92,LONGVIEW ISD,7,GREGG,E,5-Jan,N,N, , 
092903126,92903,NED E WILLIAMS EL,92,LONGVIEW ISD,7,GREGG,E,EE - 05,N,N, , 
092903127,92903,BRAMLETTE STEAM ACADEMY,92,LONGVIEW ISD,7,GREGG,E,5-Jan,N,N, , 
092903200,92903,JUVENILE DETENT CTR,92,LONGVIEW ISD,7,GREGG,S,11-Jul,N,Y, , 
092904001,92904,PINE TREE H S,92,PINE TREE ISD,7,GREGG,S,12-Sep,N,N, , 
092904003,92904,EXCEL H S OF CHOICE,92,PINE TREE ISD,7,GREGG,S,12-Oct,N,Y, , 
092904041,92904,PINE TREE J H,92,PINE TREE ISD,7,GREGG,M,8-Jul,N,N, , 
092904043,92904,PINE TREE MIDDLE,92,PINE TREE ISD,7,GREGG,M,6-May,N,N, , 
092904103,92904,PINE TREE PRI,92,PINE TREE ISD,7,GREGG,E,EE - KG,N,N,92904000,PINE TREE ISD
092904104,92904,BIRCH EL,92,PINE TREE ISD,7,GREGG,E,4-Jan,N,N, , 
092904105,92904,PARKWAY EL,92,PINE TREE ISD,7,GREGG,E,4-Jan,N,N, , 
092906002,92906,SABINE H S,92,SABINE ISD,7,GREGG,S,12-Sep,N,N, , 
092906041,92906,SABINE MIDDLE,92,SABINE ISD,7,GREGG,M,8-Jun,N,N, , 
092906102,92906,SABINE EL,92,SABINE ISD,7,GREGG,E,EE - 05,N,N, , 
092907001,92907,SPRING HILL H S,92,SPRING HILL ISD,7,GREGG,S,12-Sep,N,N, , 
092907042,92907,SPRING HILL J H,92,SPRING HILL ISD,7,GREGG,M,8-Jun,N,N, , 
092907101,92907,SPRING HILL INT,92,SPRING HILL ISD,7,GREGG,E,5-Mar,N,N, , 
092907103,92907,SPRING HILL PRI,92,SPRING HILL ISD,7,GREGG,E,EE - 02,N,N,92907101,SPRING HILL INT
092908001,92908,WHITE OAK H S,92,WHITE OAK ISD,7,GREGG,S,12-Sep,N,N, , 
092908041,92908,WHITE OAK MIDDLE,92,WHITE OAK ISD,7,GREGG,M,8-Jun,N,N, , 
092908102,92908,WHITE OAK PRI,92,WHITE OAK ISD,7,GREGG,E,EE - 02,N,N,92908103,WHITE OAK INT
092908103,92908,WHITE OAK INT,92,WHITE OAK ISD,7,GREGG,E,5-Mar,N,N, , 
093901001,93901,ANDERSON-SHIRO JR/SR H S,93,ANDERSON-SHIRO CISD,6,GRIMES,B,12-Jun,N,N, , 
093901101,93901,ANDERSON-SHIRO EL,93,ANDERSON-SHIRO CISD,6,GRIMES,E,PK - 05,N,N, , 
093903001,93903,IOLA H S,93,IOLA ISD,6,GRIMES,S,12-Jul,N,N, , 
093903101,93903,IOLA EL,93,IOLA ISD,6,GRIMES,E,PK - 06,N,N, , 
093904002,93904,NAVASOTA H S,93,NAVASOTA ISD,6,GRIMES,S,12-Sep,N,N, , 
093904005,93904,W B BIZZELL ACADEMY,93,NAVASOTA ISD,6,GRIMES,S,12-Sep,N,Y, , 
093904042,93904,NAVASOTA J H,93,NAVASOTA ISD,6,GRIMES,M,8-Jun,N,N, , 
093904104,93904,JOHN C WEBB EL,93,NAVASOTA ISD,6,GRIMES,E,EE - 05,N,N, , 
093904106,93904,HIGH POINT EL,93,NAVASOTA ISD,6,GRIMES,E,PK - 05,N,N, , 
093904107,93904,BRULE EL,93,NAVASOTA ISD,6,GRIMES,E,PK - 05,N,N, , 
093905001,93905,RICHARDS H S,93,RICHARDS ISD,6,GRIMES,S,12-Jul,N,N, , 
093905101,93905,RICHARDS EL,93,RICHARDS ISD,6,GRIMES,E,PK - 06,N,N, , 
094901001,94901,SEGUIN H S,94,SEGUIN ISD,20,GUADALUPE,S,12-Sep,N,N, , 
094901002,94901,MERCER & BLUMBERG LRN CTR,94,SEGUIN ISD,20,GUADALUPE,S,12-Sep,N,Y, , 
094901041,94901,JIM BARNES MIDDLE,94,SEGUIN ISD,20,GUADALUPE,M,8-Jun,N,N, , 
094901042,94901,BRIESEMEISTER MIDDLE,94,SEGUIN ISD,20,GUADALUPE,M,8-Jun,N,N, , 
094901101,94901,BALL EARLY CHILDHOOD CENTER,94,SEGUIN ISD,20,GUADALUPE,E,EE - PK,N,N,94901109,KOENNECKE EL
094901103,94901,JEFFERSON AVE EL,94,SEGUIN ISD,20,GUADALUPE,E,KG - 05,N,N, , 
094901104,94901,ORALIA R RODRIGUEZ EL,94,SEGUIN ISD,20,GUADALUPE,E,KG - 05,N,N, , 
094901105,94901,WEINERT EL,94,SEGUIN ISD,20,GUADALUPE,E,KG - 05,N,N, , 
094901106,94901,MCQUEENEY EL,94,SEGUIN ISD,20,GUADALUPE,E,KG - 05,N,N, , 
094901108,94901,PATLAN EL,94,SEGUIN ISD,20,GUADALUPE,E,PK - 05,N,N, , 
094901109,94901,KOENNECKE EL,94,SEGUIN ISD,20,GUADALUPE,E,KG - 05,N,N, , 
094901110,94901,VOGEL EL,94,SEGUIN ISD,20,GUADALUPE,E,KG - 05,N,N, , 
094901111,94901,DISCIPLINE ALTERNATIVE SCHOOL AT S,94,SEGUIN ISD,20,GUADALUPE,B,12-Mar,N,N, , 
094901112,94901,JUVENILE DETENTION CENTER,94,SEGUIN ISD,20,GUADALUPE,S,12-Aug,N,Y, , 
094902001,94902,SAMUEL CLEMENS H S,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,S,12-Sep,N,N, , 
094902002,94902,ALLISON L STEELE E L C,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,S,12-Sep,N,Y, , 
094902003,94902,BYRON P STEELE II H S,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,S,12-Sep,N,N, , 
094902041,94902,RAY D CORBETT J H,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,M,8-Jul,N,N, , 
094902042,94902,DOBIE J H,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,M,8-Jul,N,N, , 
094902101,94902,WIEDERSTEIN EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902102,94902,ROSE GARDEN EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902103,94902,SCHERTZ EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902108,94902,LAURA INGALLS WILDER INT,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,M,6-May,N,N, , 
094902109,94902,BARBARA JORDAN INT,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,M,6-May,N,N, , 
094902110,94902,WATTS EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902111,94902,NORMA J PASCHAL EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902112,94902,GREEN VALLEY EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902113,94902,JOHN A SIPPEL EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094902114,94902,ELAINE S SCHLATHER INT,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,M,6-May,N,N, , 
094902115,94902,CIBOLO VALLEY EL,94,SCHERTZ-CIBOLO-U CITY ISD,20,GUADALUPE,E,EE - 04,N,N, , 
094903001,94903,NAVARRO H S,94,NAVARRO ISD,20,GUADALUPE,S,12-Sep,N,N, , 
094903041,94903,NAVARRO J H,94,NAVARRO ISD,20,GUADALUPE,M,8-Jul,N,N, , 
094903101,94903,NAVARRO EL,94,NAVARRO ISD,20,GUADALUPE,E,EE - 03,N,N, , 
094903102,94903,NAVARRO INT,94,NAVARRO ISD,20,GUADALUPE,E,6-Apr,N,N, , 
094904001,94904,MARION H S,94,MARION ISD,20,GUADALUPE,S,12-Sep,N,N, , 
094904003,94904,MARION ALTERNATIVE CENTER,94,MARION ISD,20,GUADALUPE,S,12-Sep,N,N, , 
094904041,94904,MARION MIDDLE,94,MARION ISD,20,GUADALUPE,M,8-Jun,N,N, , 
094904101,94904,NORMA KRUEGER EL,94,MARION ISD,20,GUADALUPE,E,PK - 02,N,N,94904102,NORMA KRUEGER EL/BERT KARRER CAMPU
094904102,94904,NORMA KRUEGER EL/BERT KARRER CAMPU,94,MARION ISD,20,GUADALUPE,E,5-Mar,N,N, , 
095901001,95901,ABERNATHY H S,95,ABERNATHY ISD,17,HALE,S,12-Sep,N,N, , 
095901003,95901,ABERNATHY DAEP,95,ABERNATHY ISD,17,HALE,S,12-Nov,N,N, , 
095901041,95901,ABERNATHY MIDDLE,95,ABERNATHY ISD,17,HALE,M,8-Jun,N,N, , 
095901101,95901,ABERNATHY EL,95,ABERNATHY ISD,17,HALE,E,EE - 05,N,N, , 
095902001,95902,COTTON CENTER SCHOOL,95,COTTON CENTER ISD,17,HALE,B,PK - 12,N,N, , 
095903001,95903,HALE CENTER H S,95,HALE CENTER ISD,17,HALE,S,12-Sep,N,N, , 
095903102,95903,AKIN EL,95,HALE CENTER ISD,17,HALE,E,PK - 04,N,N, , 
095903103,95903,CARR MIDDLE,95,HALE CENTER ISD,17,HALE,M,8-May,N,N, , 
095904001,95904,PETERSBURG SCHOOL,95,PETERSBURG ISD,17,HALE,B,PK - 12,N,N, , 
095905001,95905,PLAINVIEW H S,95,PLAINVIEW ISD,17,HALE,S,12-Sep,N,N, , 
095905004,95905,HALE COUNTY JJAEP,95,PLAINVIEW ISD,17,HALE,B,11-Jun,N,N, , 
095905043,95905,CORONADO MIDDLE,95,PLAINVIEW ISD,17,HALE,M,8-Jun,N,N, , 
095905044,95905,ESTACADO MIDDLE,95,PLAINVIEW ISD,17,HALE,M,8-Jun,N,N, , 
095905102,95905,COLLEGE HILL EL,95,PLAINVIEW ISD,17,HALE,E,PK - 05,N,N, , 
095905103,95905,EDGEMERE EL,95,PLAINVIEW ISD,17,HALE,E,PK - 05,N,N, , 
095905105,95905,HIGHLAND EL,95,PLAINVIEW ISD,17,HALE,E,PK - 05,N,N, , 
095905106,95905,HILLCREST EL,95,PLAINVIEW ISD,17,HALE,E,PK - 05,N,N, , 
095905108,95905,LA MESA EL,95,PLAINVIEW ISD,17,HALE,E,EE - 05,N,N, , 
095905109,95905,THUNDERBIRD EL,95,PLAINVIEW ISD,17,HALE,E,PK - 05,N,N, , 
096904001,96904,MEMPHIS H S,96,MEMPHIS ISD,16,HALL,S,12-Sep,N,N, , 
096904041,96904,MEMPHIS MIDDLE,96,MEMPHIS ISD,16,HALL,M,8-Jun,N,N, , 
096904101,96904,AUSTIN EL,96,MEMPHIS ISD,16,HALL,E,5-Jan,N,N, , 
096904103,96904,TRAVIS EL,96,MEMPHIS ISD,16,HALL,E,EE - KG,N,N,96904101,AUSTIN EL
096905001,96905,VALLEY SCHOOL,96,TURKEY-QUITAQUE ISD,16,HALL,B,PK - 12,N,N, , 
097902001,97902,HAMILTON H S,97,HAMILTON ISD,12,HAMILTON,S,12-Sep,N,N, , 
097902041,97902,HAMILTON J H,97,HAMILTON ISD,12,HAMILTON,M,8-Jun,N,N, , 
097902102,97902,ANN WHITNEY EL,97,HAMILTON ISD,12,HAMILTON,E,EE - 05,N,N, , 
097903001,97903,HICO H S,97,HICO ISD,12,HAMILTON,B,12-Jun,N,N, , 
097903101,97903,HICO EL,97,HICO ISD,12,HAMILTON,E,PK - 05,N,N, , 
098901001,98901,GRUVER H S,98,GRUVER ISD,16,HANSFORD,S,12-Sep,N,N, , 
098901041,98901,GRUVER J H,98,GRUVER ISD,16,HANSFORD,M,8-May,N,N, , 
098901101,98901,GRUVER EL,98,GRUVER ISD,16,HANSFORD,E,EE - 04,N,N, , 
098903101,98903,PRINGLE-MORSE EL-J H,98,PRINGLE-MORSE CISD,16,HANSFORD,E,PK - 08,N,N, , 
098904001,98904,SPEARMAN H S,98,SPEARMAN ISD,16,HANSFORD,S,12-Sep,N,N, , 
098904041,98904,SPEARMAN J H,98,SPEARMAN ISD,16,HANSFORD,M,8-Jun,N,N, , 
098904101,98904,GUS BIRDWELL EL,98,SPEARMAN ISD,16,HANSFORD,E,PK - 05,N,N, , 
099902001,99902,CHILLICOTHE SCHOOL,99,CHILLICOTHE ISD,9,HARDEMAN,B,PK - 12,N,N, , 
099903001,99903,QUANAH H S,99,QUANAH ISD,9,HARDEMAN,S,12-Sep,N,N, , 
099903041,99903,TRAVIS MIDDLE,99,QUANAH ISD,9,HARDEMAN,M,8-Jun,N,N, , 
099903102,99903,REAGAN EL,99,QUANAH ISD,9,HARDEMAN,E,EE - 05,N,N, , 
100903002,100903,KOUNTZE H S,100,KOUNTZE ISD,5,HARDIN,S,12-Sep,N,N, , 
100903003,100903,HARDIN CO ALTER ED,100,KOUNTZE ISD,5,HARDIN,M,8-Aug,N,N, , 
100903041,100903,KOUNTZE MIDDLE,100,KOUNTZE ISD,5,HARDIN,M,8-Jul,N,N, , 
100903042,100903,KOUNTZE INT,100,KOUNTZE ISD,5,HARDIN,E,6-Apr,N,N, , 
100903101,100903,KOUNTZE EL,100,KOUNTZE ISD,5,HARDIN,E,EE - 03,N,N, , 
100904001,100904,SILSBEE H S,100,SILSBEE ISD,5,HARDIN,S,12-Sep,N,N, , 
100904002,100904,HARDIN CO ALTER ED,100,SILSBEE ISD,5,HARDIN,M,9-Aug,N,N, , 
100904041,100904,EDWARDS-JOHNSON MEMORIAL MIDDLE,100,SILSBEE ISD,5,HARDIN,M,8-Jun,N,N, , 
100904105,100904,LAURA REEVES PRI,100,SILSBEE ISD,5,HARDIN,E,EE - KG,N,N,100904106,SILSBEE EL
100904106,100904,SILSBEE EL,100,SILSBEE ISD,5,HARDIN,E,5-Jan,N,N, , 
100905001,100905,HARDIN-JEFFERSON H S,100,HARDIN-JEFFERSON ISD,5,HARDIN,S,12-Sep,N,N, , 
100905041,100905,HENDERSON MIDDLE,100,HARDIN-JEFFERSON ISD,5,HARDIN,M,8-Jun,N,N, , 
100905102,100905,CHINA EL,100,HARDIN-JEFFERSON ISD,5,HARDIN,E,EE - 05,N,N, , 
100905105,100905,SOUR LAKE EL,100,HARDIN-JEFFERSON ISD,5,HARDIN,E,PK - 05,N,N, , 
100907001,100907,LUMBERTON H S,100,LUMBERTON ISD,5,HARDIN,S,12-Sep,N,N, , 
100907041,100907,LUMBERTON MIDDLE,100,LUMBERTON ISD,5,HARDIN,M,8-Jul,N,N, , 
100907101,100907,LUMBERTON PRI,100,LUMBERTON ISD,5,HARDIN,E,3-Jan,N,N, , 
100907102,100907,LUMBERTON EARLY CHILDHOOD SCH,100,LUMBERTON ISD,5,HARDIN,E,EE - KG,N,N,100907101,LUMBERTON PRI
100907103,100907,LUMBERTON INT,100,LUMBERTON ISD,5,HARDIN,E,6-Apr,N,N, , 
100908001,100908,WEST HARDIN H S,100,WEST HARDIN COUNTY CISD,5,HARDIN,S,12-Jul,N,N, , 
100908003,100908,HARDIN CO ALTERNATIVE AEP,100,WEST HARDIN COUNTY CISD,5,HARDIN,S,11-Nov,N,Y, , 
100908101,100908,WEST HARDIN EL,100,WEST HARDIN COUNTY CISD,5,HARDIN,E,EE - 06,N,N, , 
101802041,101802,SER-NINOS CHARTER MIDDLE,101,SER-NINOS CHARTER SCHOOL,4,HARRIS,M,8-Jun,Y,N, , 
101802101,101802,SER-NINOS CHARTER EL,101,SER-NINOS CHARTER SCHOOL,4,HARRIS,E,PK - 05,Y,N, , 
101802102,101802,SER-NINOS CHARTER EL II,101,SER-NINOS CHARTER SCHOOL,4,HARRIS,E,PK - 05,Y,N, , 
101803001,101803,ARISTOI CLASSICAL UPPER SCHOOL,101,ARISTOI CLASSICAL ACADEMY,4,HARRIS,B,12-May,Y,N, , 
101803041,101803,ARISTOI CLASSICAL ACADEMY,101,ARISTOI CLASSICAL ACADEMY,4,HARRIS,E,KG - 04,Y,N, , 
101804001,101804,GEORGE I SANCHEZ CHARTER,101,GEORGE I SANCHEZ CHARTER,4,HARRIS,B,PK - 12,Y,Y, , 
101804004,101804,GEORGE I SANCHEZ NORTH,101,GEORGE I SANCHEZ CHARTER,4,HARRIS,B,10-Jun,Y,Y, , 
101806001,101806,HOUSTON T-STEM AND EARLY COLLEGE H,101,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4,HARRIS,S,12-Sep,Y,N, , 
101806042,101806,HOUSTON STEM AND EARLY COLLEGE MID,101,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4,HARRIS,M,8-Jun,Y,N, , 
101806101,101806,BROWNSVILLE RAUL YZAGUIRRE STEM SC,101,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4,HARRIS,E,PK - 08,Y,N, , 
101806102,101806,ELITE STEM PRI ACADEMY,101,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4,HARRIS,E,KG - 05,Y,N, , 
101807101,101807,UNIV OF HOUSTON CHARTER SCH-TECH,101,UNIVERSITY OF HOUSTON CHARTER SCHO,4,HARRIS,E,KG - 05,Y,N, , 
101810002,101810,ACADEMY OF ACCELERATED LEARNING,101,ACADEMY OF ACCELERATED LEARNING IN,4,HARRIS,E,PK - 06,Y,N, , 
101811001,101811,HARRIS COUNTY JUVENILE DETENTION C,101,EXCEL ACADEMY,4,HARRIS,S,11-Jul,Y,Y, , 
101811004,101811,HARRIS COUNTY YOUTH VILLAGE,101,EXCEL ACADEMY,4,HARRIS,S,12-Jul,Y,Y, , 
101811006,101811,LEADERSHIP ACADEMY,101,EXCEL ACADEMY,4,HARRIS,B,12-Jun,Y,Y, , 
101811008,101811,EXCEL ACADEMY EDUCATION TRANSITION,101,EXCEL ACADEMY,4,HARRIS,S,12-Jul,Y,Y, , 
101814101,101814,VARNETT CHARTER SCHOOL,101,THE VARNETT PUBLIC SCHOOL,4,HARRIS,E,PK - 08,Y,N, , 
101814102,101814,THE VARNETT SCHOOL - NORTHEAST,101,THE VARNETT PUBLIC SCHOOL,4,HARRIS,E,PK - 08,Y,N, , 
101814103,101814,THE VARNETT SCHOOL - EAST,101,THE VARNETT PUBLIC SCHOOL,4,HARRIS,E,PK - 06,Y,N, , 
101814104,101814,THE VARNETT SCHOOL SOUTHEAST,101,THE VARNETT PUBLIC SCHOOL,4,HARRIS,E,PK - 08,Y,N, , 
101815101,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,101,ALIEF MONTESSORI COMMUNITY SCHOOL,4,HARRIS,E,PK - 08,Y,N, , 
101819001,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE C,101,AMIGOS POR VIDA-FRIENDS FOR LIFE P,4,HARRIS,E,PK - 08,Y,N, , 
101821001,101821,HOUSTON HEIGHTS CHARTER SCHOOL,101,HOUSTON HEIGHTS HIGH SCHOOL,4,HARRIS,S,12-Sep,Y,Y, , 
101828001,101828,HOUSTON GATEWAY ACADEMY - CORAL CA,101,HOUSTON GATEWAY ACADEMY INC,4,HARRIS,B,PK - 12,Y,N, , 
101828002,101828,HOUSTON GATEWAY ACADEMY INC ELITE,101,HOUSTON GATEWAY ACADEMY INC,4,HARRIS,E,PK - 08,Y,N, , 
101828101,101828,HOUSTON GATEWAY ACADEMY,101,HOUSTON GATEWAY ACADEMY INC,4,HARRIS,E,PK - 08,Y,N, , 
101837001,101837,CALVIN NELMS H S,101,CALVIN NELMS CHARTER SCHOOLS,4,HARRIS,S,12-Sep,Y,N, , 
101837041,101837,CALVIN NELMS MIDDLE,101,CALVIN NELMS CHARTER SCHOOLS,4,HARRIS,M,8-Jun,Y,N, , 
101838001,101838,EMPOWERMENT H S,101,SOUTHWEST SCHOOL,4,HARRIS,S,12-Sep,Y,Y, , 
101838004,101838,PHOENIX SCHOOL AT SOUTHWEST SCHOOL,101,SOUTHWEST SCHOOL,4,HARRIS,B,KG - 12,Y,Y, , 
101838041,101838,DISCOVERY MIDDLE,101,SOUTHWEST SCHOOL,4,HARRIS,M,8-Jun,Y,Y, , 
101838101,101838,YOUNG LEARNERS,101,SOUTHWEST SCHOOL,4,HARRIS,E,PK - PK,Y,N, , 
101838102,101838,SOUTHWEST SCHOOLS BISSONNET EL CAM,101,SOUTHWEST SCHOOL,4,HARRIS,E,PK - 05,Y,N, , 
101838104,101838,SOUTHWEST SCHOOLS MANGUM EL CAMPUS,101,SOUTHWEST SCHOOL,4,HARRIS,E,KG - 05,Y,N, , 
101840101,101840,TWO DIMENSIONS PREPARATORY ACADEMY,101,TWO DIMENSIONS PREPARATORY ACADEMY,4,HARRIS,E,PK - 05,Y,N, , 
101840102,101840,TWO DIMENSIONS AT CORSICANA,101,TWO DIMENSIONS PREPARATORY ACADEMY,4,HARRIS,E,PK - KG,Y,N, , 
101840103,101840,TWO DIMENSIONS/VICKERY,101,TWO DIMENSIONS PREPARATORY ACADEMY,4,HARRIS,E,PK - 05,Y,N, , 
101842001,101842,COMQUEST ACADEMY,101,COMQUEST ACADEMY,4,HARRIS,B,12-Jan,Y,Y, , 
101845001,101845,YES PREP - SOUTHEAST,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845002,101845,YES PREP - SOUTHWEST,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845003,101845,YES PREP - EAST END,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845004,101845,YES PREP - GULFTON,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845005,101845,YES PREP - WEST,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845006,101845,YES PREP - BRAYS OAKS,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845007,101845,YES PREP - NORTHSIDE,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845008,101845,YES PREP - 5TH WARD,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845009,101845,YES PREP - WHITE OAK,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845010,101845,YES PREP NORTH FOREST,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101845011,101845,YES PREP - SOUTHSIDE,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,10-Jun,Y,N, , 
101845012,101845,YES PREP - NORTHLINE,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,M,8-Jun,Y,N, , 
101845013,101845,YES PREP - NORTHWEST,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,M,7-Jun,Y,N, , 
101845014,101845,YES PREP - HOBBY,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,M,6-Jun,Y,N, , 
101845101,101845,YES PREP - NORTH CENTRAL,101,YES PREP PUBLIC SCHOOLS INC,4,HARRIS,B,12-Jun,Y,N, , 
101846001,101846,HARMONY SCIENCE ACADEMY-HOUSTON,101,HARMONY SCIENCE ACADEMY,4,HARRIS,S,12-Sep,Y,N, , 
101846002,101846,HARMONY SCHOOL OF INNOVATION - HOU,101,HARMONY SCIENCE ACADEMY,4,HARRIS,M,8-Jun,Y,N, , 
101846003,101846,HARMONY SCHOOL OF INGENUITY-HOUSTO,101,HARMONY SCIENCE ACADEMY,4,HARRIS,B,12-Jun,Y,N, , 
101846005,101846,HARMONY SCHOOL OF SCIENCE-HOUSTON,101,HARMONY SCIENCE ACADEMY,4,HARRIS,E,KG - 08,Y,N, , 
101846006,101846,HARMONY SCHOOL OF FINE ARTS AND TE,101,HARMONY SCIENCE ACADEMY,4,HARRIS,E,KG - 08,Y,N, , 
101846102,101846,HARMONY SCHOOL OF EXPLORATION- HOU,101,HARMONY SCIENCE ACADEMY,4,HARRIS,E,KG - 05,Y,N, , 
101847101,101847,BEATRICE MAYES INSTITUTE CHARTER S,101,BEATRICE MAYES INSTITUTE CHARTER S,4,HARRIS,E,KG - 08,Y,N, , 
101849101,101849,ACCELERATED INTERDISCIPLINARY ACAD,101,ACCELERATED INTERMEDIATE ACADEMY,4,HARRIS,E,PK - 07,Y,N, , 
