Region Code,TEA Region,County Number,County Name,economic-status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
1,Edinburg,253,ZAPATA,Economically Disadvantaged,162,152,0.94,140,0.86,9,0.06,117,0.72,21,0.13,60,0.37, -   ,0.00,81,0.50,5,0.03,23,0.14
2,Corpus Christi,4,ARANSAS,Not Economically Disadvantaged,140,123,0.88,117,0.84,12,0.09,103,0.74,38,0.27,40,0.29,4,0.03,82,0.59,4,0.03,26,0.19
2,Corpus Christi,4,ARANSAS,Economically Disadvantaged,136,112,0.82,96,0.71,20,0.15,74,0.54,8,0.06,28,0.21,4,0.03,40,0.29,2,0.01,8,0.06
2,Corpus Christi,13,BEE,Not Economically Disadvantaged,218,195,0.89,177,0.81,15,0.07,167,0.77,39,0.18,101,0.46,5,0.02,145,0.67,7,0.03,74,0.34
2,Corpus Christi,13,BEE,Economically Disadvantaged,290,260,0.90,188,0.65,69,0.24,166,0.57,11,0.04,102,0.35,5,0.02,118,0.41,15,0.05,33,0.11
2,Corpus Christi,24,BROOKS,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,24,BROOKS,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,66,DUVAL,Not Economically Disadvantaged,62,61,0.98,58,0.94,1,0.02,55,0.89,29,0.47,24,0.39, -   ,0.00,53,0.86,4,0.06,18,0.29
2,Corpus Christi,66,DUVAL,Economically Disadvantaged,178,164,0.92,142,0.80,18,0.10,129,0.73,24,0.14,44,0.25,1,0.01,69,0.39,4,0.02,12,0.07
2,Corpus Christi,125,JIM WELLS,Not Economically Disadvantaged,284,250,0.88,237,0.84,23,0.08,208,0.73,96,0.34,72,0.25,4,0.01,172,0.61,10,0.04,64,0.23
2,Corpus Christi,125,JIM WELLS,Economically Disadvantaged,425,364,0.86,312,0.73,74,0.17,242,0.57,76,0.18,95,0.22,2,0.00,173,0.41,21,0.05,37,0.09
2,Corpus Christi,137,KLEBERG,Not Economically Disadvantaged,213,185,0.87,182,0.85,13,0.06,176,0.83,114,0.54,32,0.15,5,0.02,151,0.71,5,0.02,56,0.26
2,Corpus Christi,137,KLEBERG,Economically Disadvantaged,279,231,0.83,190,0.68,61,0.22,194,0.70,91,0.33,43,0.15,1,0.00,135,0.48,9,0.03,25,0.09
2,Corpus Christi,149,LIVE OAK,Not Economically Disadvantaged,111,106,0.96,97,0.87,7,0.06,84,0.76,26,0.23,53,0.48, -   ,0.00,79,0.71,6,0.05,35,0.32
2,Corpus Christi,149,LIVE OAK,Economically Disadvantaged,68,54,0.79,44,0.65,14,0.21,41,0.60,7,0.10,14,0.21,1,0.01,22,0.32,2,0.03,3,0.04
2,Corpus Christi,162,MCMULLEN,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,162,MCMULLEN,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,178,NUECES,Not Economically Disadvantaged,2457,2126,0.87,1834,0.75,313,0.13,1805,0.74,718,0.29,814,0.33,54,0.02,1586,0.65,140,0.06,618,0.25
2,Corpus Christi,178,NUECES,Economically Disadvantaged,2457,1994,0.81,1362,0.55,651,0.27,1338,0.55,223,0.09,694,0.28,21,0.01,938,0.38,111,0.05,188,0.08
2,Corpus Christi,205,SAN PATRICIO,Not Economically Disadvantaged,633,577,0.91,495,0.78,72,0.11,457,0.72,162,0.26,222,0.35,14,0.02,398,0.63,29,0.05,152,0.24
2,Corpus Christi,205,SAN PATRICIO,Economically Disadvantaged,648,563,0.87,406,0.63,131,0.20,376,0.58,48,0.07,140,0.22,14,0.02,202,0.31,23,0.04,37,0.06
3,Victoria,29,CALHOUN,Not Economically Disadvantaged,182,165,0.91,119,0.65,48,0.26,138,0.76,29,0.16,72,0.40,4,0.02,105,0.58,4,0.02,45,0.25
3,Victoria,29,CALHOUN,Economically Disadvantaged,137,118,0.86,62,0.45,54,0.39,76,0.56,8,0.06,33,0.24,3,0.02,44,0.32,1,0.01,15,0.11
3,Victoria,45,COLORADO,Not Economically Disadvantaged,147,144,0.98,134,0.91,7,0.05,126,0.86,34,0.23,62,0.42,3,0.02,99,0.67,6,0.04,53,0.36
3,Victoria,45,COLORADO,Economically Disadvantaged,129,124,0.96,91,0.71,30,0.23,81,0.63,15,0.12,31,0.24,1,0.01,47,0.36,1,0.01,11,0.09
3,Victoria,62,DE WITT,Not Economically Disadvantaged,203,198,0.98,183,0.90,9,0.04,171,0.84,53,0.26,72,0.36,1,0.00,126,0.62,4,0.02,53,0.26
3,Victoria,62,DE WITT,Economically Disadvantaged,164,145,0.88,115,0.70,34,0.21,85,0.52,9,0.05,32,0.20,4,0.02,45,0.27,4,0.02,10,0.06
3,Victoria,88,GOLIAD,Not Economically Disadvantaged,73,72,0.99,70,0.96,2,0.03,63,0.86,24,0.33,27,0.37, -   ,0.00,51,0.70,3,0.04,26,0.36
3,Victoria,88,GOLIAD,Economically Disadvantaged,55,53,0.96,44,0.80,5,0.09,38,0.69,2,0.04,15,0.27, -   ,0.00,17,0.31,1,0.02,4,0.07
3,Victoria,120,JACKSON,Not Economically Disadvantaged,202,192,0.95,183,0.91,6,0.03,176,0.87,46,0.23,87,0.43,5,0.02,138,0.68,5,0.02,65,0.32
3,Victoria,120,JACKSON,Economically Disadvantaged,105,98,0.93,83,0.79,10,0.10,74,0.71,2,0.02,36,0.34,1,0.01,39,0.37,4,0.04,5,0.05
3,Victoria,128,KARNES,Not Economically Disadvantaged,102,98,0.96,93,0.91,8,0.08,95,0.93,21,0.21,50,0.49,2,0.02,73,0.72, -   ,0.00,42,0.41
3,Victoria,128,KARNES,Economically Disadvantaged,129,121,0.94,94,0.73,28,0.22,95,0.74,4,0.03,36,0.28,3,0.02,43,0.33,1,0.01,12,0.09
3,Victoria,143,LAVACA,Not Economically Disadvantaged,113,107,0.95,102,0.90,4,0.04,101,0.89,39,0.35,43,0.38, -   ,0.00,82,0.73,3,0.03,52,0.46
3,Victoria,143,LAVACA,Economically Disadvantaged,75,73,0.97,65,0.87,6,0.08,60,0.80,12,0.16,18,0.24, -   ,0.00,30,0.40,2,0.03,10,0.13
3,Victoria,158,MATAGORDA,Not Economically Disadvantaged,330,314,0.95,280,0.85,30,0.09,262,0.79,72,0.22,145,0.44,11,0.03,228,0.69,16,0.05,108,0.33
3,Victoria,158,MATAGORDA,Economically Disadvantaged,322,294,0.91,227,0.71,54,0.17,228,0.71,27,0.08,82,0.26,3,0.01,112,0.35,7,0.02,27,0.08
3,Victoria,196,REFUGIO,Not Economically Disadvantaged,69,67,0.97,63,0.91,6,0.09,61,0.88,20,0.29,25,0.36, -   ,0.00,45,0.65,1,0.01,24,0.35
3,Victoria,196,REFUGIO,Economically Disadvantaged,65,51,0.79,41,0.63,16,0.25,40,0.62,3,0.05,13,0.20,2,0.03,18,0.28,1,0.02,3,0.05
3,Victoria,235,VICTORIA,Not Economically Disadvantaged,609,562,0.92,524,0.86,39,0.06,471,0.77,135,0.22,268,0.44,9,0.01,412,0.68,41,0.07,160,0.26
3,Victoria,235,VICTORIA,Economically Disadvantaged,533,467,0.88,330,0.62,147,0.28,287,0.54,16,0.03,145,0.27,4,0.01,165,0.31,26,0.05,26,0.05
3,Victoria,241,WHARTON,Not Economically Disadvantaged,400,385,0.96,353,0.88,26,0.07,334,0.84,66,0.17,218,0.55,4,0.01,288,0.72,17,0.04,142,0.36
3,Victoria,241,WHARTON,Economically Disadvantaged,319,291,0.91,211,0.66,68,0.21,194,0.61,14,0.04,91,0.29,7,0.02,112,0.35,10,0.03,24,0.08
4,Houston,20,BRAZORIA,Not Economically Disadvantaged,2683,2444,0.91,2065,0.77,340,0.13,1917,0.71,523,0.20,1102,0.41,61,0.02,1686,0.63,168,0.06,689,0.26
4,Houston,20,BRAZORIA,Economically Disadvantaged,997,863,0.87,576,0.58,275,0.28,486,0.49,53,0.05,298,0.30,8,0.01,359,0.36,62,0.06,65,0.07
4,Houston,36,CHAMBERS,Not Economically Disadvantaged,252,234,0.93,217,0.86,13,0.05,201,0.80,64,0.25,106,0.42,2,0.01,172,0.68,13,0.05,71,0.28
4,Houston,36,CHAMBERS,Economically Disadvantaged,101,84,0.83,66,0.65,16,0.16,50,0.50,6,0.06,25,0.25,2,0.02,33,0.33,8,0.08,8,0.08
4,Houston,79,FORT BEND,Not Economically Disadvantaged,4229,3626,0.86,3417,0.81,361,0.09,3181,0.75,1593,0.38,1207,0.29,229,0.05,3029,0.72,359,0.08,1414,0.33
4,Houston,79,FORT BEND,Economically Disadvantaged,1214,992,0.82,743,0.61,282,0.23,668,0.55,179,0.15,232,0.19,28,0.02,439,0.36,65,0.05,113,0.09
4,Houston,84,GALVESTON,Not Economically Disadvantaged,3671,3202,0.87,2851,0.78,344,0.09,2589,0.71,928,0.25,1346,0.37,200,0.05,2474,0.67,335,0.09,1023,0.28
4,Houston,84,GALVESTON,Economically Disadvantaged,1302,1054,0.81,756,0.58,336,0.26,656,0.50,97,0.07,364,0.28,21,0.02,482,0.37,90,0.07,105,0.08
4,Houston,101,HARRIS,Not Economically Disadvantaged,24424,21444,0.88,18646,0.76,2926,0.12,17566,0.72,6714,0.28,7536,0.31,1200,0.05,15450,0.63,1616,0.07,6191,0.25
4,Houston,101,HARRIS,Economically Disadvantaged,20276,17101,0.84,11097,0.55,5929,0.29,10953,0.54,2433,0.12,4214,0.21,276,0.01,6923,0.34,924,0.05,1566,0.08
4,Houston,146,LIBERTY,Not Economically Disadvantaged,674,613,0.91,531,0.79,66,0.10,484,0.72,132,0.20,207,0.31,11,0.02,350,0.52,39,0.06,130,0.19
4,Houston,146,LIBERTY,Economically Disadvantaged,413,351,0.85,291,0.71,53,0.13,254,0.62,41,0.10,78,0.19,2,0.00,121,0.29,12,0.03,23,0.06
4,Houston,237,WALLER,Not Economically Disadvantaged,320,295,0.92,250,0.78,42,0.13,229,0.72,73,0.23,88,0.28,5,0.02,166,0.52,15,0.05,66,0.21
4,Houston,237,WALLER,Economically Disadvantaged,204,171,0.84,130,0.64,42,0.21,118,0.58,24,0.12,31,0.15,6,0.03,61,0.30,7,0.03,17,0.08
5,Beaumont,84,GALVESTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,84,GALVESTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,100,HARDIN,Not Economically Disadvantaged,606,555,0.92,505,0.83,39,0.06,486,0.80,227,0.38,126,0.21,15,0.02,368,0.61,22,0.04,164,0.27
5,Beaumont,100,HARDIN,Economically Disadvantaged,259,227,0.88,181,0.70,34,0.13,162,0.63,30,0.12,38,0.15,9,0.03,77,0.30,5,0.02,19,0.07
5,Beaumont,121,JASPER,Not Economically Disadvantaged,358,326,0.91,296,0.83,15,0.04,268,0.75,77,0.22,91,0.25,18,0.05,186,0.52,12,0.03,63,0.18
5,Beaumont,121,JASPER,Economically Disadvantaged,214,191,0.89,156,0.73,19,0.09,147,0.69,23,0.11,46,0.22,6,0.03,75,0.35,6,0.03,12,0.06
5,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1826,1680,0.92,1542,0.84,132,0.07,1368,0.75,643,0.35,416,0.23,48,0.03,1107,0.61,99,0.05,461,0.25
5,Beaumont,123,JEFFERSON,Economically Disadvantaged,1608,1455,0.91,1078,0.67,343,0.21,946,0.59,189,0.12,345,0.22,33,0.02,567,0.35,67,0.04,115,0.07
5,Beaumont,176,NEWTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,176,NEWTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,181,ORANGE,Not Economically Disadvantaged,948,885,0.93,815,0.86,74,0.08,750,0.79,219,0.23,303,0.32,37,0.04,559,0.59,35,0.04,221,0.23
5,Beaumont,181,ORANGE,Economically Disadvantaged,429,366,0.85,309,0.72,62,0.15,260,0.61,33,0.08,98,0.23,10,0.02,141,0.33,16,0.04,27,0.06
5,Beaumont,229,TYLER,Not Economically Disadvantaged,181,166,0.92,141,0.78,18,0.10,126,0.70,43,0.24,52,0.29,3,0.02,98,0.54,12,0.07,36,0.20
5,Beaumont,229,TYLER,Economically Disadvantaged,137,114,0.83,96,0.70,20,0.15,84,0.61,17,0.12,26,0.19,1,0.01,44,0.32,3,0.02,8,0.06
6,Huntsville,8,AUSTIN,Not Economically Disadvantaged,272,261,0.96,253,0.93,6,0.02,229,0.84,68,0.25,118,0.43,6,0.02,192,0.71,11,0.04,98,0.36
6,Huntsville,8,AUSTIN,Economically Disadvantaged,115,101,0.88,92,0.80,11,0.10,76,0.66,9,0.08,33,0.29,2,0.02,44,0.38,6,0.05,5,0.04
6,Huntsville,21,BRAZOS,Not Economically Disadvantaged,999,884,0.89,815,0.82,97,0.10,764,0.77,302,0.30,395,0.40,26,0.03,723,0.72,69,0.07,331,0.33
6,Huntsville,21,BRAZOS,Economically Disadvantaged,586,484,0.83,328,0.56,173,0.30,307,0.52,34,0.06,139,0.24,10,0.02,183,0.31,28,0.05,36,0.06
6,Huntsville,26,BURLESON,Not Economically Disadvantaged,155,147,0.95,136,0.88,9,0.06,125,0.81,24,0.16,67,0.43,1,0.01,92,0.59,5,0.03,41,0.27
6,Huntsville,26,BURLESON,Economically Disadvantaged,122,115,0.94,94,0.77,14,0.12,86,0.71,3,0.02,38,0.31, -   ,0.00,41,0.34,2,0.02,7,0.06
6,Huntsville,93,GRIMES,Not Economically Disadvantaged,204,190,0.93,168,0.82,17,0.08,153,0.75,49,0.24,67,0.33,1,0.00,117,0.57,10,0.05,60,0.29
6,Huntsville,93,GRIMES,Economically Disadvantaged,172,157,0.91,122,0.71,30,0.17,114,0.66,11,0.06,32,0.19,1,0.01,44,0.26,4,0.02,10,0.06
6,Huntsville,113,HOUSTON,Not Economically Disadvantaged,154,146,0.95,128,0.83,13,0.08,121,0.79,37,0.24,51,0.33,5,0.03,93,0.60,8,0.05,51,0.33
6,Huntsville,113,HOUSTON,Economically Disadvantaged,167,150,0.90,113,0.68,32,0.19,111,0.67,18,0.11,28,0.17,1,0.01,47,0.28,2,0.01,13,0.08
6,Huntsville,145,LEON,Not Economically Disadvantaged,137,135,0.99,132,0.96, -   ,0.00,121,0.88,24,0.18,69,0.50,2,0.01,95,0.69,2,0.01,42,0.31
6,Huntsville,145,LEON,Economically Disadvantaged,86,72,0.84,65,0.76,4,0.05,49,0.57,5,0.06,22,0.26,1,0.01,28,0.33,4,0.05,7,0.08
6,Huntsville,154,MADISON,Not Economically Disadvantaged,91,88,0.97,77,0.85,5,0.05,66,0.73,24,0.26,18,0.20,3,0.03,45,0.50,4,0.04,20,0.22
6,Huntsville,154,MADISON,Economically Disadvantaged,103,95,0.92,82,0.80,5,0.05,52,0.51,9,0.09,17,0.17,2,0.02,28,0.27,4,0.04,4,0.04
6,Huntsville,166,MILAM,Not Economically Disadvantaged,162,155,0.96,148,0.91,3,0.02,136,0.84,42,0.26,56,0.35,2,0.01,100,0.62,2,0.01,47,0.29
6,Huntsville,166,MILAM,Economically Disadvantaged,167,159,0.95,135,0.81,11,0.07,110,0.66,11,0.07,47,0.28, -   ,0.00,58,0.35,3,0.02,16,0.10
6,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,3077,2788,0.91,2430,0.79,331,0.11,2279,0.74,689,0.22,1090,0.35,150,0.05,1929,0.63,185,0.06,760,0.25
6,Huntsville,170,MONTGOMERY,Economically Disadvantaged,1022,875,0.86,615,0.60,229,0.22,528,0.52,51,0.05,237,0.23,11,0.01,299,0.29,47,0.05,47,0.05
6,Huntsville,187,POLK,Not Economically Disadvantaged,280,226,0.81,202,0.72,31,0.11,182,0.65,60,0.21,75,0.27,6,0.02,141,0.50,13,0.05,66,0.24
6,Huntsville,187,POLK,Economically Disadvantaged,232,192,0.83,168,0.72,16,0.07,142,0.61,16,0.07,47,0.20,3,0.01,66,0.28,10,0.04,10,0.04
6,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,119,104,0.87,96,0.81,15,0.13,96,0.81,19,0.16,50,0.42,3,0.03,72,0.61,3,0.03,40,0.34
6,Huntsville,198,ROBERTSON,Economically Disadvantaged,143,124,0.87,100,0.70,21,0.15,83,0.58,9,0.06,35,0.25, -   ,0.00,44,0.31,5,0.04,4,0.03
6,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,166,150,0.90,110,0.66,26,0.16,106,0.64,38,0.23,28,0.17,3,0.02,69,0.42,5,0.03,30,0.18
6,Huntsville,204,SAN JACINTO,Economically Disadvantaged,100,85,0.85,47,0.47,41,0.41,58,0.58,4,0.04,16,0.16,1,0.01,21,0.21,2,0.02,2,0.02
6,Huntsville,228,TRINITY,Not Economically Disadvantaged,109,104,0.95,94,0.86,4,0.04,87,0.80,18,0.17,36,0.33,1,0.01,55,0.51,3,0.03,23,0.21
6,Huntsville,228,TRINITY,Economically Disadvantaged,87,82,0.94,58,0.67,11,0.13,49,0.56,2,0.02,20,0.23, -   ,0.00,22,0.25,3,0.03,2,0.02
6,Huntsville,236,WALKER,Not Economically Disadvantaged,283,270,0.95,234,0.83,25,0.09,227,0.80,95,0.34,65,0.23,7,0.02,167,0.59,9,0.03,64,0.23
6,Huntsville,236,WALKER,Economically Disadvantaged,247,221,0.90,155,0.63,53,0.22,140,0.57,17,0.07,45,0.18,5,0.02,67,0.27,8,0.03,12,0.05
6,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,289,269,0.93,250,0.87,12,0.04,237,0.82,55,0.19,144,0.50,5,0.02,204,0.71,13,0.05,104,0.36
6,Huntsville,239,WASHINGTON,Economically Disadvantaged,124,113,0.91,86,0.69,22,0.18,69,0.56,10,0.08,22,0.18,1,0.01,33,0.27,2,0.02,9,0.07
7,Kilgore,1,ANDERSON,Not Economically Disadvantaged,417,386,0.93,355,0.85,23,0.06,318,0.76,72,0.17,173,0.42,10,0.02,255,0.61,22,0.05,100,0.24
7,Kilgore,1,ANDERSON,Economically Disadvantaged,278,255,0.92,188,0.68,45,0.16,161,0.58,11,0.04,62,0.22,5,0.02,78,0.28,13,0.05,19,0.07
7,Kilgore,3,ANGELINA,Not Economically Disadvantaged,622,572,0.92,530,0.85,40,0.06,504,0.81,133,0.21,264,0.42,14,0.02,411,0.66,20,0.03,167,0.27
7,Kilgore,3,ANGELINA,Economically Disadvantaged,558,467,0.84,398,0.71,70,0.13,353,0.63,39,0.07,182,0.33,10,0.02,231,0.41,21,0.04,58,0.10
7,Kilgore,37,CHEROKEE,Not Economically Disadvantaged,307,286,0.93,258,0.84,12,0.04,230,0.75,41,0.13,148,0.48,8,0.03,197,0.64,27,0.09,87,0.28
7,Kilgore,37,CHEROKEE,Economically Disadvantaged,282,251,0.89,202,0.72,37,0.13,162,0.57,20,0.07,71,0.25,2,0.01,93,0.33,15,0.05,24,0.09
7,Kilgore,92,GREGG,Not Economically Disadvantaged,1165,1108,0.95,1032,0.89,45,0.04,931,0.80,243,0.21,555,0.48,44,0.04,842,0.72,55,0.05,385,0.33
7,Kilgore,92,GREGG,Economically Disadvantaged,621,554,0.89,412,0.66,122,0.20,330,0.53,47,0.08,171,0.28,6,0.01,224,0.36,36,0.06,50,0.08
7,Kilgore,102,HARRISON,Not Economically Disadvantaged,676,613,0.91,579,0.86,29,0.04,496,0.73,135,0.20,272,0.40,29,0.04,436,0.65,37,0.05,176,0.26
7,Kilgore,102,HARRISON,Economically Disadvantaged,370,325,0.88,301,0.81,27,0.07,227,0.61,46,0.12,87,0.24,15,0.04,148,0.40,15,0.04,36,0.10
7,Kilgore,107,HENDERSON,Not Economically Disadvantaged,495,438,0.89,388,0.78,48,0.10,347,0.70,47,0.09,211,0.43,11,0.02,269,0.54,28,0.06,125,0.25
7,Kilgore,107,HENDERSON,Economically Disadvantaged,286,239,0.84,194,0.68,41,0.14,161,0.56,5,0.02,78,0.27,1,0.00,84,0.29,11,0.04,18,0.06
7,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,443,413,0.93,379,0.86,28,0.06,379,0.86,172,0.39,113,0.26,11,0.02,296,0.67,12,0.03,143,0.32
7,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,355,306,0.86,219,0.62,68,0.19,207,0.58,30,0.08,68,0.19,4,0.01,102,0.29,8,0.02,26,0.07
7,Kilgore,183,PANOLA,Not Economically Disadvantaged,226,221,0.98,203,0.90,7,0.03,182,0.81,24,0.11,125,0.55,6,0.03,155,0.69,14,0.06,83,0.37
7,Kilgore,183,PANOLA,Economically Disadvantaged,100,97,0.97,73,0.73,17,0.17,63,0.63,2,0.02,41,0.41,2,0.02,45,0.45,4,0.04,11,0.11
7,Kilgore,190,RAINS,Not Economically Disadvantaged,85,80,0.94,69,0.81,7,0.08,62,0.73,15,0.18,24,0.28,5,0.06,44,0.52, -   ,0.00,15,0.18
7,Kilgore,190,RAINS,Economically Disadvantaged,34,31,0.91,27,0.79,4,0.12,21,0.62,4,0.12,8,0.24, -   ,0.00,12,0.35,1,0.03,3,0.09
7,Kilgore,201,RUSK,Not Economically Disadvantaged,343,326,0.95,313,0.91,13,0.04,276,0.81,57,0.17,155,0.45,9,0.03,221,0.64,10,0.03,107,0.31
7,Kilgore,201,RUSK,Economically Disadvantaged,307,270,0.88,222,0.72,38,0.12,183,0.60,17,0.06,92,0.30,4,0.01,113,0.37,10,0.03,33,0.11
7,Kilgore,202,SABINE,Not Economically Disadvantaged,63,57,0.91,51,0.81,3,0.05,49,0.78,17,0.27,17,0.27,3,0.05,37,0.59,3,0.05,14,0.22
7,Kilgore,202,SABINE,Economically Disadvantaged,65,52,0.80,42,0.65,9,0.14,39,0.60,8,0.12,15,0.23, -   ,0.00,23,0.35,1,0.02,7,0.11
7,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,34,30,0.88,29,0.85,1,0.03,30,0.88,8,0.24,13,0.38,1,0.03,22,0.65, -   ,0.00,11,0.32
7,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,79,70,0.89,60,0.76,13,0.17,63,0.80,8,0.10,21,0.27,1,0.01,30,0.38,1,0.01,9,0.11
7,Kilgore,210,SHELBY,Not Economically Disadvantaged,167,161,0.96,140,0.84,11,0.07,127,0.76,33,0.20,70,0.42,2,0.01,105,0.63,3,0.02,56,0.34
7,Kilgore,210,SHELBY,Economically Disadvantaged,178,158,0.89,132,0.74,18,0.10,110,0.62,13,0.07,36,0.20,2,0.01,51,0.29,2,0.01,10,0.06
7,Kilgore,212,SMITH,Not Economically Disadvantaged,1468,1352,0.92,1215,0.83,111,0.08,1146,0.78,229,0.16,648,0.44,56,0.04,933,0.64,73,0.05,365,0.25
7,Kilgore,212,SMITH,Economically Disadvantaged,891,784,0.88,575,0.65,170,0.19,481,0.54,41,0.05,223,0.25,11,0.01,275,0.31,32,0.04,60,0.07
7,Kilgore,230,UPSHUR,Not Economically Disadvantaged,341,319,0.94,292,0.86,21,0.06,265,0.78,63,0.19,136,0.40,19,0.06,218,0.64,21,0.06,90,0.26
7,Kilgore,230,UPSHUR,Economically Disadvantaged,206,178,0.86,147,0.71,23,0.11,130,0.63,11,0.05,52,0.25,4,0.02,67,0.33,8,0.04,17,0.08
7,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,231,204,0.88,183,0.79,15,0.06,168,0.73,25,0.11,101,0.44,4,0.02,130,0.56,8,0.03,55,0.24
7,Kilgore,234,VAN ZANDT,Economically Disadvantaged,124,111,0.90,81,0.65,18,0.15,69,0.56,6,0.05,32,0.26,3,0.02,41,0.33,5,0.04,9,0.07
7,Kilgore,250,WOOD,Not Economically Disadvantaged,362,335,0.93,301,0.83,21,0.06,272,0.75,55,0.15,150,0.41,7,0.02,212,0.59,26,0.07,85,0.24
7,Kilgore,250,WOOD,Economically Disadvantaged,137,118,0.86,101,0.74,11,0.08,85,0.62,2,0.01,42,0.31,2,0.01,46,0.34,6,0.04,11,0.08
8,Mt. Pleasant,19,BOWIE,Not Economically Disadvantaged,762,677,0.89,645,0.85,33,0.04,587,0.77,95,0.13,323,0.42,91,0.12,509,0.67,34,0.04,156,0.21
