Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
10,Richardson,,,,40375,35487,0.88,28983,0.72,5710,0.14,26844,0.67,6807,0.17,11745,0.29,1649,0.04,20201,0.50,2037,0.05,6998,0.17
11,Fort Worth,,,,28628,25252,0.88,21210,0.74,3418,0.12,19491,0.68,5816,0.20,8370,0.29,1052,0.04,15238,0.53,1409,0.05,5442,0.19
12,Waco,,,,10016,8621,0.86,7420,0.74,1218,0.12,6644,0.66,1427,0.14,3805,0.38,190,0.02,5422,0.54,586,0.06,1883,0.19
13,Austin,,,,18860,17035,0.90,14062,0.75,2720,0.14,13224,0.70,4412,0.23,4703,0.25,676,0.04,9791,0.52,842,0.04,3677,0.20
14,Abilene,,,,4028,3721,0.92,3289,0.82,326,0.08,2899,0.72,939,0.23,1221,0.30,71,0.02,2231,0.55,174,0.04,971,0.24
15,San Angelo,,,,4224,3754,0.89,3324,0.79,448,0.11,2939,0.70,1105,0.26,862,0.20,91,0.02,2058,0.49,153,0.04,747,0.18
16,Amarillo,,,,6326,5773,0.91,5005,0.79,615,0.10,4459,0.71,1139,0.18,2143,0.34,262,0.04,3544,0.56,304,0.05,1236,0.20
17,Lubbock,,,,6559,6055,0.92,5368,0.82,539,0.08,4805,0.73,1200,0.18,1855,0.28,205,0.03,3260,0.50,167,0.03,1181,0.18
18,Midland,,,,6768,6124,0.91,5238,0.77,756,0.11,4545,0.67,910,0.13,1777,0.26,126,0.02,2813,0.42,228,0.03,940,0.14
19,El Paso,,,,11530,10096,0.88,8024,0.70,1922,0.17,7587,0.66,2191,0.19,3228,0.28,565,0.05,5984,0.52,611,0.05,1420,0.12
20,San Antonio,,,,24639,21685,0.88,17246,0.70,4180,0.17,16190,0.66,4272,0.17,7653,0.31,555,0.02,12480,0.51,1209,0.05,3730,0.15
,,,,,292711,258823,0.88,212173,0.73,43334,0.15,197261,0.67,55646,0.19,85788,0.29,9063,0.03,150497,0.51,14313,0.05,52262,0.18
,,Female,,,142273,126757,0.89,107360,0.76,17264,0.12,101027,0.71,30421,0.21,45058,0.32,4593,0.03,80072,0.56,6958,0.05,30979,0.22
,,Male,,,150438,132066,0.88,104813,0.70,26070,0.17,96234,0.64,25225,0.17,40730,0.27,4470,0.03,70425,0.47,7355,0.05,21283,0.14
1,Edinburg,,,Not Economically Disadvantaged,4067,3659,0.90,3107,0.76,525,0.13,3178,0.78,1477,0.36,1203,0.30,89,0.02,2769,0.68,179,0.04,1100,0.27
1,Edinburg,,,Economically Disadvantaged,16146,14391,0.89,10273,0.64,3851,0.24,10367,0.64,2321,0.14,4770,0.30,181,0.01,7272,0.45,563,0.03,2063,0.13
2,Corpus Christi,,,Not Economically Disadvantaged,4176,3675,0.88,3240,0.78,462,0.11,3098,0.74,1248,0.30,1364,0.33,86,0.02,2698,0.65,206,0.05,1054,0.25
2,Corpus Christi,,,Economically Disadvantaged,4590,3842,0.84,2817,0.61,1055,0.23,2638,0.58,505,0.11,1180,0.26,50,0.01,1735,0.38,189,0.04,352,0.08
3,Victoria,,,Not Economically Disadvantaged,2430,2304,0.95,2104,0.87,185,0.08,1998,0.82,539,0.22,1069,0.44,39,0.02,1647,0.68,100,0.04,770,0.32
3,Victoria,,,Economically Disadvantaged,2033,1835,0.90,1363,0.67,452,0.22,1258,0.62,112,0.06,532,0.26,28,0.01,672,0.33,58,0.03,147,0.07
4,Houston,,,Not Economically Disadvantaged,36253,31858,0.88,27977,0.77,4092,0.11,26167,0.72,10027,0.28,11592,0.32,1708,0.05,23327,0.64,2545,0.07,9584,0.26
4,Houston,,,Economically Disadvantaged,24507,20616,0.84,13659,0.56,6933,0.28,13185,0.54,2833,0.12,5242,0.21,343,0.01,8418,0.34,1168,0.05,1897,0.08
5,Beaumont,,,Not Economically Disadvantaged,4028,3715,0.92,3389,0.84,285,0.07,3087,0.77,1232,0.31,1022,0.25,126,0.03,2380,0.59,180,0.04,970,0.24
5,Beaumont,,,Economically Disadvantaged,2773,2462,0.89,1903,0.69,494,0.18,1681,0.61,313,0.11,573,0.21,63,0.02,949,0.34,103,0.04,193,0.07
6,Huntsville,,,Not Economically Disadvantaged,6497,5917,0.91,5273,0.81,594,0.09,4929,0.76,1544,0.24,2328,0.36,221,0.03,4093,0.63,341,0.05,1776,0.27
6,Huntsville,,,Economically Disadvantaged,3473,3025,0.87,2260,0.65,673,0.19,1974,0.57,209,0.06,778,0.22,38,0.01,1025,0.30,130,0.04,184,0.05
7,Kilgore,,,Not Economically Disadvantaged,7445,6901,0.93,6317,0.85,435,0.06,5782,0.78,1369,0.18,3175,0.43,239,0.03,4783,0.64,359,0.05,2064,0.28
7,Kilgore,,,Economically Disadvantaged,4871,4266,0.88,3374,0.69,731,0.15,2845,0.58,310,0.06,1281,0.26,72,0.01,1663,0.34,189,0.04,401,0.08
8,Mt. Pleasant,,,Not Economically Disadvantaged,2479,2264,0.91,2122,0.86,136,0.05,1972,0.80,404,0.16,1092,0.44,163,0.07,1659,0.67,124,0.05,667,0.27
8,Mt. Pleasant,,,Economically Disadvantaged,1652,1431,0.87,1161,0.70,251,0.15,1029,0.62,87,0.05,456,0.28,54,0.03,597,0.36,58,0.04,135,0.08
9,Wichita Falls,,,Not Economically Disadvantaged,2126,1984,0.93,1811,0.85,127,0.06,1701,0.80,753,0.35,519,0.24,94,0.04,1366,0.64,64,0.03,579,0.27
9,Wichita Falls,,,Economically Disadvantaged,1212,1075,0.89,854,0.71,201,0.17,745,0.62,145,0.12,250,0.21,27,0.02,422,0.35,37,0.03,101,0.08
10,Richardson,,,Not Economically Disadvantaged,25615,22929,0.90,20206,0.79,2294,0.09,18708,0.73,5804,0.23,8388,0.33,1363,0.05,15555,0.61,1480,0.06,6057,0.24
10,Richardson,,,Economically Disadvantaged,14760,12558,0.85,8777,0.60,3416,0.23,8136,0.55,1003,0.07,3357,0.23,286,0.02,4646,0.32,557,0.04,941,0.06
11,Fort Worth,,,Not Economically Disadvantaged,20524,18407,0.90,16219,0.79,1837,0.09,15100,0.74,5196,0.25,6633,0.32,892,0.04,12721,0.62,1082,0.05,4920,0.24
11,Fort Worth,,,Economically Disadvantaged,8104,6845,0.85,4991,0.62,1581,0.20,4391,0.54,620,0.08,1737,0.21,160,0.02,2517,0.31,327,0.04,522,0.06
12,Waco,,,Not Economically Disadvantaged,5631,5106,0.91,4624,0.82,420,0.07,4262,0.76,1191,0.21,2390,0.42,135,0.02,3716,0.66,312,0.06,1515,0.27
12,Waco,,,Economically Disadvantaged,4385,3515,0.80,2796,0.64,798,0.18,2382,0.54,236,0.05,1415,0.32,55,0.01,1706,0.39,274,0.06,368,0.08
13,Austin,,,Not Economically Disadvantaged,12667,11589,0.92,10346,0.82,1175,0.09,9857,0.78,3951,0.31,3556,0.28,579,0.05,8086,0.64,624,0.05,3345,0.26
13,Austin,,,Economically Disadvantaged,6193,5446,0.88,3716,0.60,1545,0.25,3367,0.54,461,0.07,1147,0.19,97,0.02,1705,0.28,218,0.04,332,0.05
14,Abilene,,,Not Economically Disadvantaged,2266,2124,0.94,2004,0.88,91,0.04,1848,0.82,750,0.33,783,0.35,47,0.02,1580,0.70,95,0.04,789,0.35
14,Abilene,,,Economically Disadvantaged,1762,1597,0.91,1285,0.73,235,0.13,1051,0.60,189,0.11,438,0.25,24,0.01,651,0.37,79,0.04,182,0.10
15,San Angelo,,,Not Economically Disadvantaged,2199,2001,0.91,1859,0.85,163,0.07,1725,0.78,882,0.40,446,0.20,53,0.02,1381,0.63,77,0.04,604,0.28
15,San Angelo,,,Economically Disadvantaged,2025,1753,0.87,1465,0.72,285,0.14,1214,0.60,223,0.11,416,0.21,38,0.02,677,0.33,76,0.04,143,0.07
16,Amarillo,,,Not Economically Disadvantaged,3793,3540,0.93,3243,0.86,220,0.06,2956,0.78,943,0.25,1487,0.39,178,0.05,2608,0.69,193,0.05,1053,0.28
16,Amarillo,,,Economically Disadvantaged,2533,2233,0.88,1762,0.70,395,0.16,1503,0.59,196,0.08,656,0.26,84,0.03,936,0.37,111,0.04,183,0.07
17,Lubbock,,,Not Economically Disadvantaged,3245,3061,0.94,2883,0.89,139,0.04,2708,0.84,964,0.30,1144,0.35,127,0.04,2235,0.69,108,0.03,979,0.30
17,Lubbock,,,Economically Disadvantaged,3314,2994,0.90,2485,0.75,400,0.12,2097,0.63,236,0.07,711,0.22,78,0.02,1025,0.31,59,0.02,202,0.06
18,Midland,,,Not Economically Disadvantaged,3389,3149,0.93,2909,0.86,199,0.06,2654,0.78,694,0.21,1043,0.31,93,0.03,1830,0.54,124,0.04,748,0.22
18,Midland,,,Economically Disadvantaged,3379,2975,0.88,2329,0.69,557,0.17,1891,0.56,216,0.06,734,0.22,33,0.01,983,0.29,104,0.03,192,0.06
19,El Paso,,,Not Economically Disadvantaged,3370,2949,0.88,2557,0.76,345,0.10,2436,0.72,1031,0.31,850,0.25,275,0.08,2156,0.64,189,0.06,670,0.20
19,El Paso,,,Economically Disadvantaged,8160,7147,0.88,5467,0.67,1577,0.19,5151,0.63,1160,0.14,2378,0.29,290,0.04,3828,0.47,422,0.05,750,0.09
20,San Antonio,,,Not Economically Disadvantaged,10378,9337,0.90,8187,0.79,1003,0.10,7786,0.75,3061,0.30,3489,0.34,382,0.04,6932,0.67,624,0.06,2653,0.26
20,San Antonio,,,Economically Disadvantaged,14261,12348,0.87,9059,0.64,3177,0.22,8404,0.59,1211,0.08,4164,0.29,173,0.01,5548,0.39,585,0.04,1077,0.08
1,Edinburg,Female,African American,,19,18,0.95,17,0.90,0,0.00,13,0.68,10,0.53,3,0.16,0,0.00,13,0.68,1,0.05,6,0.32
1,Edinburg,Female,Hispanic,,9184,8256,0.90,6304,0.69,1751,0.19,6473,0.71,1783,0.19,2941,0.32,95,0.01,4819,0.53,299,0.03,1685,0.18
1,Edinburg,Female,White,,526,469,0.89,415,0.79,47,0.09,395,0.75,221,0.42,124,0.24,20,0.04,365,0.69,27,0.05,158,0.30
1,Edinburg,Female,Others,,42,29,0.69,35,0.83,1,0.02,33,0.79,23,0.55,4,0.10,3,0.07,30,0.71,1,0.02,20,0.48
1,Edinburg,Male,African American,,15,13,0.87,6,0.40,8,0.53,8,0.53,3,0.20,4,0.27,0,0.00,7,0.47,1,0.07,1,0.07
1,Edinburg,Male,Hispanic,,9825,8738,0.89,6162,0.63,2490,0.25,6186,0.63,1531,0.16,2761,0.28,135,0.01,4427,0.45,377,0.04,1154,0.12
1,Edinburg,Male,White,,566,498,0.88,413,0.73,77,0.14,411,0.73,213,0.38,125,0.22,16,0.03,354,0.63,32,0.06,127,0.22
1,Edinburg,Male,Others,,36,29,0.81,28,0.78,2,0.06,26,0.72,14,0.39,11,0.31,1,0.03,26,0.72,4,0.11,12,0.33
2,Corpus Christi,Female,African American,,141,119,0.84,91,0.65,31,0.22,90,0.64,28,0.20,44,0.31,3,0.02,75,0.53,7,0.05,18,0.13
2,Corpus Christi,Female,Hispanic,,2668,2275,0.85,1820,0.68,471,0.18,1732,0.65,443,0.17,863,0.32,22,0.01,1328,0.50,115,0.04,396,0.15
2,Corpus Christi,Female,White,,1358,1200,0.88,1080,0.80,114,0.08,1010,0.74,412,0.30,473,0.35,37,0.03,922,0.68,74,0.05,416,0.31
2,Corpus Christi,Female,Others,,55,46,0.84,45,0.82,6,0.11,44,0.80,23,0.42,13,0.24,2,0.04,38,0.69,1,0.02,16,0.29
2,Corpus Christi,Male,African American,,175,144,0.82,109,0.62,30,0.17,94,0.54,26,0.15,37,0.21,10,0.06,73,0.42,9,0.05,14,0.08
2,Corpus Christi,Male,Hispanic,,2840,2411,0.85,1803,0.64,675,0.24,1734,0.61,406,0.14,737,0.26,34,0.01,1177,0.41,127,0.04,241,0.08
2,Corpus Christi,Male,White,,1475,1278,0.87,1072,0.73,185,0.13,1001,0.68,398,0.27,367,0.25,27,0.02,792,0.54,60,0.04,296,0.20
2,Corpus Christi,Male,Others,,54,44,0.82,37,0.69,5,0.09,31,0.57,17,0.32,10,0.19,1,0.02,28,0.52,2,0.04,9,0.17
3,Victoria,Female,African American,,269,249,0.93,213,0.79,38,0.14,210,0.78,45,0.17,91,0.34,7,0.03,143,0.53,9,0.03,40,0.15
3,Victoria,Female,Hispanic,,856,778,0.91,585,0.68,187,0.22,541,0.63,48,0.06,281,0.33,6,0.01,335,0.39,40,0.05,96,0.11
3,Victoria,Female,White,,1031,983,0.95,912,0.89,53,0.05,859,0.83,277,0.27,470,0.46,14,0.01,761,0.74,40,0.04,419,0.41
3,Victoria,Female,Others,,33,30,0.91,30,0.91,0,0.00,25,0.76,9,0.27,11,0.33,1,0.03,21,0.64,1,0.03,13,0.39
3,Victoria,Male,African American,,260,238,0.92,178,0.69,56,0.22,186,0.72,38,0.15,54,0.21,8,0.03,100,0.39,3,0.01,17,0.07
3,Victoria,Male,Hispanic,,878,796,0.91,571,0.65,218,0.25,518,0.59,29,0.03,225,0.26,10,0.01,264,0.30,25,0.03,47,0.05
3,Victoria,Male,White,,1109,1041,0.94,956,0.86,85,0.08,894,0.81,199,0.18,457,0.41,21,0.02,677,0.61,38,0.03,279,0.25
3,Victoria,Male,Others,,27,24,0.89,22,0.82,0,0.00,23,0.85,6,0.22,12,0.44,0,0.00,18,0.67,2,0.07,6,0.22
4,Houston,Female,African American,,6330,5379,0.85,4310,0.68,1251,0.20,4340,0.69,1853,0.29,1373,0.22,272,0.04,3498,0.55,351,0.06,897,0.14
4,Houston,Female,Hispanic,,9172,7866,0.86,5625,0.61,2119,0.23,5635,0.61,988,0.11,2522,0.28,115,0.01,3625,0.40,396,0.04,1029,0.11
4,Houston,Female,White,,12514,11260,0.90,10163,0.81,939,0.08,9307,0.74,3492,0.28,4483,0.36,627,0.05,8602,0.69,867,0.07,4105,0.33
4,Houston,Female,Others,,1526,1313,0.86,1275,0.84,67,0.04,1221,0.80,740,0.49,368,0.24,68,0.04,1176,0.77,116,0.08,724,0.47
4,Houston,Male,African American,,6622,5488,0.83,3798,0.57,1891,0.29,3737,0.56,1315,0.20,1131,0.17,245,0.04,2691,0.41,344,0.05,465,0.07
4,Houston,Male,Hispanic,,9791,8298,0.85,5092,0.52,3159,0.32,4839,0.49,737,0.08,2150,0.22,98,0.01,2985,0.31,455,0.05,643,0.07
4,Houston,Male,White,,13065,11363,0.87,9941,0.76,1490,0.11,8938,0.68,2978,0.23,4360,0.33,563,0.04,7901,0.61,1037,0.08,3012,0.23
4,Houston,Male,Others,,1740,1507,0.87,1432,0.82,109,0.06,1335,0.77,757,0.44,447,0.26,63,0.04,1267,0.73,147,0.08,606,0.35
5,Beaumont,Female,African American,,986,919,0.93,765,0.78,136,0.14,734,0.74,226,0.23,253,0.26,27,0.03,506,0.51,28,0.03,117,0.12
5,Beaumont,Female,Hispanic,,174,148,0.85,130,0.75,20,0.12,114,0.66,19,0.11,45,0.26,2,0.01,66,0.38,5,0.03,16,0.09
5,Beaumont,Female,White,,2073,1886,0.91,1721,0.83,132,0.06,1514,0.73,595,0.29,508,0.25,51,0.02,1154,0.56,110,0.05,515,0.25
5,Beaumont,Female,Others,,90,77,0.86,68,0.76,5,0.06,64,0.71,25,0.28,33,0.37,0,0.00,58,0.64,7,0.08,30,0.33
5,Beaumont,Male,African American,,1011,924,0.91,692,0.68,219,0.22,647,0.64,135,0.13,192,0.19,45,0.04,372,0.37,28,0.03,61,0.06
5,Beaumont,Male,Hispanic,,155,135,0.87,106,0.68,31,0.20,86,0.56,13,0.08,26,0.17,4,0.03,43,0.28,5,0.03,6,0.04
5,Beaumont,Male,White,,2219,2003,0.90,1740,0.78,226,0.10,1544,0.70,512,0.23,503,0.23,55,0.02,1070,0.48,92,0.04,396,0.18
5,Beaumont,Male,Others,,93,85,0.91,70,0.75,10,0.11,65,0.70,20,0.22,35,0.38,5,0.05,60,0.65,8,0.09,22,0.24
6,Huntsville,Female,African American,,688,626,0.91,531,0.77,95,0.14,501,0.73,114,0.17,182,0.27,8,0.01,304,0.44,19,0.03,75,0.11
6,Huntsville,Female,Hispanic,,694,605,0.87,485,0.70,109,0.16,455,0.66,51,0.07,220,0.32,6,0.01,277,0.40,26,0.04,68,0.10
6,Huntsville,Female,White,,3398,3096,0.91,2739,0.81,264,0.08,2516,0.74,828,0.24,1193,0.35,108,0.03,2129,0.63,193,0.06,1026,0.30
6,Huntsville,Female,Others,,52,47,0.90,45,0.87,2,0.04,40,0.77,26,0.50,7,0.14,2,0.04,35,0.67,1,0.02,24,0.46
6,Huntsville,Male,African American,,719,646,0.90,478,0.67,164,0.23,443,0.62,72,0.10,148,0.21,19,0.03,239,0.33,16,0.02,39,0.05
6,Huntsville,Male,Hispanic,,705,622,0.88,421,0.60,169,0.24,369,0.52,22,0.03,159,0.23,7,0.01,188,0.27,33,0.05,38,0.05
6,Huntsville,Male,White,,3651,3250,0.89,2780,0.76,464,0.13,2527,0.69,616,0.17,1172,0.32,108,0.03,1896,0.52,180,0.05,668,0.18
6,Huntsville,Male,Others,,63,50,0.79,54,0.86,0,0.00,52,0.83,24,0.38,25,0.40,1,0.02,50,0.79,3,0.05,22,0.35
7,Kilgore,Female,African American,,1283,1194,0.93,1035,0.81,129,0.10,958,0.75,182,0.14,490,0.38,27,0.02,699,0.55,46,0.04,198,0.15
7,Kilgore,Female,Hispanic,,519,433,0.83,358,0.69,60,0.12,319,0.62,22,0.04,154,0.30,2,0.00,178,0.34,18,0.03,70,0.14
7,Kilgore,Female,White,,4143,3778,0.91,3432,0.83,223,0.05,3042,0.73,705,0.17,1803,0.44,120,0.03,2628,0.63,231,0.06,1195,0.29
7,Kilgore,Female,Others,,39,38,0.97,31,0.80,4,0.10,26,0.67,10,0.26,17,0.44,1,0.03,28,0.72,4,0.10,12,0.31
7,Kilgore,Male,African American,,1344,1213,0.90,974,0.73,253,0.19,888,0.66,152,0.11,333,0.25,47,0.04,532,0.40,35,0.03,83,0.06
7,Kilgore,Male,Hispanic,,633,563,0.89,425,0.67,112,0.18,350,0.55,34,0.05,137,0.22,5,0.01,176,0.28,15,0.02,52,0.08
7,Kilgore,Male,White,,4314,3910,0.91,3398,0.79,385,0.09,3009,0.70,561,0.13,1505,0.35,108,0.03,2174,0.50,197,0.05,839,0.19
7,Kilgore,Male,Others,,41,38,0.93,38,0.93,0,0.00,35,0.85,13,0.32,17,0.42,1,0.02,31,0.76,2,0.05,16,0.39
8,Mt. Pleasant,Female,African American,,457,408,0.89,356,0.78,60,0.13,353,0.77,51,0.11,180,0.39,21,0.05,252,0.55,9,0.02,68,0.15
8,Mt. Pleasant,Female,Hispanic,,131,112,0.86,83,0.63,20,0.15,88,0.67,7,0.05,50,0.38,1,0.01,58,0.44,5,0.04,21,0.16
8,Mt. Pleasant,Female,White,,1392,1248,0.90,1159,0.83,70,0.05,1023,0.74,197,0.14,615,0.44,79,0.06,891,0.64,93,0.07,372,0.27
8,Mt. Pleasant,Female,Others,,11,10,0.91,7,0.64,0,0.00,6,0.55,3,0.27,2,0.18,0,0.00,5,0.46,1,0.09,3,0.27
8,Mt. Pleasant,Male,African American,,458,402,0.88,334,0.73,78,0.17,321,0.70,45,0.10,111,0.24,18,0.04,174,0.38,8,0.02,33,0.07
8,Mt. Pleasant,Male,Hispanic,,131,116,0.89,84,0.64,30,0.23,75,0.57,3,0.02,24,0.18,3,0.02,30,0.23,3,0.02,8,0.06
8,Mt. Pleasant,Male,White,,1536,1387,0.90,1250,0.81,127,0.08,1124,0.73,183,0.12,558,0.36,95,0.06,836,0.54,62,0.04,295,0.19
8,Mt. Pleasant,Male,Others,,15,12,0.80,10,0.67,2,0.13,11,0.73,2,0.13,8,0.53,0,0.00,10,0.67,1,0.07,2,0.13
9,Wichita Falls,Female,African American,,130,115,0.89,93,0.72,20,0.15,98,0.75,21,0.16,29,0.22,9,0.07,59,0.45,3,0.02,17,0.13
9,Wichita Falls,Female,Hispanic,,214,197,0.92,159,0.74,30,0.14,147,0.69,30,0.14,53,0.25,4,0.02,87,0.41,9,0.04,22,0.10
9,Wichita Falls,Female,White,,1268,1150,0.91,1037,0.82,91,0.07,943,0.74,402,0.32,320,0.25,48,0.04,770,0.61,57,0.05,334,0.26
9,Wichita Falls,Female,Others,,25,22,0.88,21,0.84,0,0.00,20,0.80,10,0.40,5,0.20,1,0.04,16,0.64,0,0.00,7,0.28
9,Wichita Falls,Male,African American,,112,94,0.84,76,0.68,21,0.19,75,0.67,17,0.15,19,0.17,4,0.04,40,0.36,1,0.01,6,0.05
9,Wichita Falls,Male,Hispanic,,255,227,0.89,169,0.66,59,0.23,153,0.60,29,0.11,39,0.15,7,0.03,75,0.29,3,0.01,17,0.07
9,Wichita Falls,Male,White,,1308,1230,0.94,1086,0.83,107,0.08,989,0.76,378,0.29,300,0.23,47,0.04,725,0.55,28,0.02,272,0.21
9,Wichita Falls,Male,Others,,26,24,0.92,24,0.92,0,0.00,21,0.81,11,0.42,4,0.15,1,0.04,16,0.62,0,0.00,5,0.19
10,Richardson,Female,African American,,4250,3717,0.88,2998,0.71,700,0.17,2993,0.70,764,0.18,1298,0.31,163,0.04,2225,0.52,175,0.04,558,0.13
10,Richardson,Female,Hispanic,,4514,3847,0.85,2846,0.63,876,0.19,2788,0.62,245,0.05,1210,0.27,70,0.02,1525,0.34,143,0.03,387,0.09
10,Richardson,Female,White,,10243,9280,0.91,8388,0.82,605,0.06,7597,0.74,2471,0.24,3438,0.34,579,0.06,6488,0.63,604,0.06,2878,0.28
10,Richardson,Female,Others,,845,763,0.90,706,0.84,28,0.03,663,0.79,296,0.35,247,0.29,50,0.06,593,0.70,48,0.06,321,0.38
10,Richardson,Male,African American,,4317,3678,0.85,2548,0.59,1145,0.27,2528,0.59,543,0.13,986,0.23,201,0.05,1730,0.40,192,0.04,280,0.06
10,Richardson,Male,Hispanic,,4770,4020,0.84,2549,0.53,1366,0.29,2344,0.49,179,0.04,948,0.20,63,0.01,1190,0.25,147,0.03,212,0.04
10,Richardson,Male,White,,10571,9433,0.89,8273,0.78,926,0.09,7305,0.69,2020,0.19,3393,0.32,483,0.05,5896,0.56,671,0.06,2087,0.20
10,Richardson,Male,Others,,865,749,0.87,675,0.78,64,0.07,626,0.72,289,0.33,225,0.26,40,0.05,554,0.64,57,0.07,275,0.32
11,Fort Worth,Female,African American,,1702,1472,0.87,1158,0.68,291,0.17,1170,0.69,314,0.18,482,0.28,80,0.05,876,0.52,76,0.04,217,0.13
11,Fort Worth,Female,Hispanic,,2329,1988,0.85,1468,0.63,408,0.18,1413,0.61,182,0.08,621,0.27,30,0.01,833,0.36,80,0.03,227,0.10
11,Fort Worth,Female,White,,9423,8500,0.90,7625,0.81,660,0.07,7009,0.74,2483,0.26,3068,0.33,387,0.04,5938,0.63,465,0.05,2625,0.28
11,Fort Worth,Female,Others,,452,403,0.89,382,0.85,24,0.05,350,0.77,179,0.40,128,0.28,25,0.06,332,0.74,30,0.07,164,0.36
11,Fort Worth,Male,African American,,1804,1496,0.83,1105,0.61,396,0.22,1028,0.57,244,0.14,372,0.21,81,0.04,697,0.39,74,0.04,105,0.06
11,Fort Worth,Male,Hispanic,,2282,1936,0.85,1375,0.60,469,0.21,1178,0.52,137,0.06,475,0.21,31,0.01,643,0.28,79,0.03,119,0.05
11,Fort Worth,Male,White,,10120,9012,0.89,7695,0.76,1128,0.11,6994,0.69,2114,0.21,3078,0.30,399,0.04,5591,0.55,566,0.06,1852,0.18
11,Fort Worth,Male,Others,,516,445,0.86,402,0.78,42,0.08,349,0.68,163,0.32,146,0.28,19,0.04,328,0.64,39,0.08,133,0.26
