Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
17,Lubbock,,,,6458,5946,0.92,5433,0.84,389,0.06,4809,0.75,1156,0.18,1962,0.30,166,0.03,3284,0.51,191,0.03,1226,0.19
18,Midland,,,,6565,5973,0.91,5090,0.78,694,0.11,4436,0.68,922,0.14,1714,0.26,132,0.02,2768,0.42,239,0.04,969,0.15
19,El Paso,,,,11658,10319,0.89,7989,0.69,2035,0.18,7721,0.66,2259,0.19,3541,0.30,554,0.05,6354,0.55,713,0.06,1595,0.14
20,San Antonio,,,,25019,22208,0.89,17899,0.72,3720,0.15,16662,0.67,4466,0.18,8002,0.32,553,0.02,13021,0.52,1347,0.05,3896,0.16
,,,,,299837,265982,0.89,219122,0.73,40372,0.14,204760,0.68,57450,0.19,90076,0.30,9223,0.03,156749,0.52,15935,0.05,55230,0.18
,,Female,,,145767,130402,0.90,110903,0.76,15882,0.11,104547,0.72,31304,0.22,47028,0.32,4672,0.03,83004,0.57,7549,0.05,32379,0.22
,,Male,,,154070,135580,0.88,108219,0.70,24490,0.16,100213,0.65,26146,0.17,43048,0.28,4551,0.03,73745,0.48,8386,0.05,22851,0.15
1,Edinburg,,,Not Economically Disadvantaged,3961,3579,0.90,3082,0.78,455,0.12,3074,0.78,1451,0.37,1182,0.30,87,0.02,2720,0.69,191,0.05,1160,0.29
1,Edinburg,,,Economically Disadvantaged,16315,14695,0.90,11059,0.68,3262,0.20,10961,0.67,2528,0.16,5073,0.31,158,0.01,7759,0.48,592,0.04,2249,0.14
2,Corpus Christi,,,Not Economically Disadvantaged,4380,3849,0.88,3335,0.76,442,0.10,3199,0.73,1254,0.29,1437,0.33,80,0.02,2771,0.63,275,0.06,1047,0.24
2,Corpus Christi,,,Economically Disadvantaged,4217,3579,0.85,2654,0.63,823,0.20,2460,0.58,480,0.11,1145,0.27,38,0.01,1663,0.39,199,0.05,312,0.07
3,Victoria,,,Not Economically Disadvantaged,2434,2313,0.95,2069,0.85,209,0.09,2027,0.83,549,0.23,1110,0.46,45,0.02,1704,0.70,100,0.04,826,0.34
3,Victoria,,,Economically Disadvantaged,2040,1867,0.92,1359,0.67,455,0.22,1308,0.64,96,0.05,533,0.26,31,0.02,660,0.32,44,0.02,168,0.08
4,Houston,,,Not Economically Disadvantaged,37974,33912,0.89,29416,0.78,3707,0.10,27552,0.73,10549,0.28,12423,0.33,1721,0.05,24693,0.65,2985,0.08,10194,0.27
4,Houston,,,Economically Disadvantaged,24780,21023,0.85,14049,0.57,6417,0.26,13551,0.55,2793,0.11,5375,0.22,336,0.01,8504,0.34,1263,0.05,1802,0.07
5,Beaumont,,,Not Economically Disadvantaged,3999,3721,0.93,3311,0.83,284,0.07,3054,0.76,1275,0.32,1016,0.25,129,0.03,2420,0.61,142,0.04,994,0.25
5,Beaumont,,,Economically Disadvantaged,2742,2428,0.89,1852,0.68,491,0.18,1636,0.60,326,0.12,607,0.22,42,0.02,975,0.36,92,0.03,218,0.08
6,Huntsville,,,Not Economically Disadvantaged,6579,5965,0.91,5345,0.81,529,0.08,5040,0.77,1625,0.25,2369,0.36,252,0.04,4246,0.65,385,0.06,1856,0.28
6,Huntsville,,,Economically Disadvantaged,3739,3274,0.88,2393,0.64,774,0.21,2213,0.59,251,0.07,818,0.22,49,0.01,1118,0.30,141,0.04,199,0.05
7,Kilgore,,,Not Economically Disadvantaged,7507,6915,0.92,6303,0.84,445,0.06,5764,0.77,1354,0.18,3223,0.43,195,0.03,4772,0.64,353,0.05,2070,0.28
7,Kilgore,,,Economically Disadvantaged,4834,4198,0.87,3405,0.70,724,0.15,2991,0.62,297,0.06,1392,0.29,79,0.02,1768,0.37,194,0.04,386,0.08
8,Mt. Pleasant,,,Not Economically Disadvantaged,2586,2410,0.93,2228,0.86,114,0.04,2079,0.80,384,0.15,1214,0.47,193,0.07,1791,0.69,133,0.05,690,0.27
8,Mt. Pleasant,,,Economically Disadvantaged,1645,1418,0.86,1140,0.69,210,0.13,1016,0.62,87,0.05,493,0.30,58,0.04,638,0.39,85,0.05,146,0.09
9,Wichita Falls,,,Not Economically Disadvantaged,2108,1944,0.92,1765,0.84,130,0.06,1677,0.80,701,0.33,545,0.26,89,0.04,1335,0.63,78,0.04,602,0.29
9,Wichita Falls,,,Economically Disadvantaged,1256,1127,0.90,861,0.69,190,0.15,766,0.61,113,0.09,251,0.20,22,0.02,386,0.31,41,0.03,105,0.08
10,Richardson,,,Not Economically Disadvantaged,27327,24331,0.89,21450,0.79,2386,0.09,20126,0.74,6121,0.22,9095,0.33,1466,0.05,16682,0.61,1689,0.06,6531,0.24
10,Richardson,,,Economically Disadvantaged,14898,12609,0.85,9203,0.62,3177,0.21,8542,0.57,1128,0.08,3340,0.22,252,0.02,4720,0.32,586,0.04,1037,0.07
11,Fort Worth,,,Not Economically Disadvantaged,21762,19522,0.90,17199,0.79,1873,0.09,16193,0.74,5358,0.25,7303,0.34,968,0.04,13629,0.63,1247,0.06,5382,0.25
11,Fort Worth,,,Economically Disadvantaged,8427,7092,0.84,5214,0.62,1711,0.20,4716,0.56,643,0.08,1859,0.22,155,0.02,2657,0.32,359,0.04,544,0.06
12,Waco,,,Not Economically Disadvantaged,5803,5199,0.90,4620,0.80,401,0.07,4307,0.74,1195,0.21,2540,0.44,106,0.02,3841,0.66,389,0.07,1659,0.29
12,Waco,,,Economically Disadvantaged,4346,3603,0.83,2767,0.64,686,0.16,2407,0.55,226,0.05,1431,0.33,63,0.01,1720,0.40,295,0.07,335,0.08
13,Austin,,,Not Economically Disadvantaged,13554,12266,0.91,10997,0.81,1073,0.08,10534,0.78,4265,0.32,3707,0.27,689,0.05,8661,0.64,706,0.05,3684,0.27
13,Austin,,,Economically Disadvantaged,6593,5664,0.86,4019,0.61,1477,0.22,3677,0.56,511,0.08,1144,0.17,72,0.01,1727,0.26,223,0.03,376,0.06
14,Abilene,,,Not Economically Disadvantaged,2350,2192,0.93,2052,0.87,99,0.04,1890,0.80,763,0.33,780,0.33,71,0.03,1614,0.69,108,0.05,789,0.34
14,Abilene,,,Economically Disadvantaged,1735,1540,0.89,1295,0.75,204,0.12,1072,0.62,180,0.10,460,0.27,26,0.02,666,0.38,69,0.04,173,0.10
15,San Angelo,,,Not Economically Disadvantaged,1976,1791,0.91,1683,0.85,95,0.05,1589,0.80,814,0.41,438,0.22,40,0.02,1292,0.65,75,0.04,589,0.30
15,San Angelo,,,Economically Disadvantaged,1982,1753,0.88,1500,0.76,222,0.11,1224,0.62,239,0.12,397,0.20,30,0.02,666,0.34,90,0.05,165,0.08
16,Amarillo,,,Not Economically Disadvantaged,3770,3503,0.93,3246,0.86,180,0.05,2955,0.78,922,0.25,1463,0.39,200,0.05,2585,0.69,204,0.05,1057,0.28
16,Amarillo,,,Economically Disadvantaged,2518,2254,0.90,1840,0.73,289,0.12,1532,0.61,169,0.07,694,0.28,76,0.03,939,0.37,112,0.04,199,0.08
17,Lubbock,,,Not Economically Disadvantaged,3246,3053,0.94,2897,0.89,103,0.03,2688,0.83,937,0.29,1196,0.37,105,0.03,2238,0.69,122,0.04,1021,0.32
17,Lubbock,,,Economically Disadvantaged,3212,2893,0.90,2536,0.79,286,0.09,2121,0.66,219,0.07,766,0.24,61,0.02,1046,0.33,69,0.02,205,0.06
18,Midland,,,Not Economically Disadvantaged,3400,3155,0.93,2910,0.86,173,0.05,2656,0.78,690,0.20,1090,0.32,99,0.03,1879,0.55,141,0.04,779,0.23
18,Midland,,,Economically Disadvantaged,3165,2818,0.89,2180,0.69,521,0.17,1780,0.56,232,0.07,624,0.20,33,0.01,889,0.28,98,0.03,190,0.06
19,El Paso,,,Not Economically Disadvantaged,3523,3107,0.88,2630,0.75,385,0.11,2551,0.72,1019,0.29,985,0.28,298,0.08,2302,0.65,259,0.07,702,0.20
19,El Paso,,,Economically Disadvantaged,8135,7212,0.89,5359,0.66,1650,0.20,5170,0.64,1240,0.15,2556,0.31,256,0.03,4052,0.50,454,0.06,893,0.11
20,San Antonio,,,Not Economically Disadvantaged,10580,9553,0.90,8443,0.80,864,0.08,7956,0.75,3194,0.30,3508,0.33,401,0.04,7103,0.67,662,0.06,2793,0.26
20,San Antonio,,,Economically Disadvantaged,14439,12655,0.88,9456,0.66,2856,0.20,8706,0.60,1272,0.09,4494,0.31,152,0.01,5918,0.41,685,0.05,1103,0.08
1,Edinburg,Female,African American,,16,13,0.81,9,0.56,1,0.06,10,0.63,4,0.25,2,0.13,2,0.13,8,0.50,1,0.06,3,0.19
1,Edinburg,Female,Hispanic,,9300,8380,0.90,6723,0.72,1456,0.16,6701,0.72,1907,0.21,3125,0.34,82,0.01,5114,0.55,341,0.04,1874,0.20
1,Edinburg,Female,White,,512,448,0.88,402,0.79,35,0.07,388,0.76,242,0.47,108,0.21,21,0.04,371,0.73,39,0.08,186,0.36
1,Edinburg,Female,Others,,51,45,0.88,40,0.78,1,0.02,39,0.77,25,0.49,8,0.16,0,0.00,33,0.65,2,0.04,23,0.45
1,Edinburg,Male,African American,,20,17,0.85,14,0.70,3,0.15,10,0.50,7,0.35,3,0.15,2,0.10,12,0.60,4,0.20,4,0.20
1,Edinburg,Male,Hispanic,,9805,8852,0.90,6522,0.67,2163,0.22,6462,0.66,1601,0.16,2860,0.29,115,0.01,4576,0.47,359,0.04,1177,0.12
1,Edinburg,Male,White,,524,475,0.91,391,0.75,57,0.11,389,0.74,166,0.32,142,0.27,20,0.04,328,0.63,31,0.06,122,0.23
1,Edinburg,Male,Others,,48,44,0.92,40,0.83,1,0.02,36,0.75,27,0.56,7,0.15,3,0.06,37,0.77,6,0.13,20,0.42
2,Corpus Christi,Female,African American,,145,124,0.86,105,0.72,16,0.11,90,0.62,27,0.19,40,0.28,3,0.02,70,0.48,9,0.06,20,0.14
2,Corpus Christi,Female,Hispanic,,2643,2306,0.87,1843,0.70,396,0.15,1768,0.67,461,0.17,908,0.34,19,0.01,1388,0.53,136,0.05,375,0.14
2,Corpus Christi,Female,White,,1274,1123,0.88,1006,0.79,92,0.07,937,0.74,396,0.31,428,0.34,33,0.03,857,0.67,83,0.07,385,0.30
2,Corpus Christi,Female,Others,,62,51,0.82,43,0.69,6,0.10,44,0.71,20,0.32,15,0.24,2,0.03,37,0.60,1,0.02,12,0.19
2,Corpus Christi,Male,African American,,195,151,0.77,108,0.55,34,0.17,103,0.53,45,0.23,37,0.19,4,0.02,86,0.44,11,0.06,16,0.08
2,Corpus Christi,Male,Hispanic,,2793,2388,0.86,1804,0.65,555,0.20,1704,0.61,386,0.14,747,0.27,23,0.01,1156,0.41,137,0.05,232,0.08
2,Corpus Christi,Male,White,,1430,1241,0.87,1047,0.73,157,0.11,984,0.69,386,0.27,393,0.28,32,0.02,811,0.57,93,0.07,307,0.22
2,Corpus Christi,Male,Others,,55,44,0.80,33,0.60,9,0.16,29,0.53,13,0.24,14,0.26,2,0.04,29,0.53,4,0.07,12,0.22
3,Victoria,Female,African American,,244,224,0.92,192,0.79,28,0.12,186,0.76,29,0.12,89,0.37,6,0.02,124,0.51,10,0.04,38,0.16
3,Victoria,Female,Hispanic,,820,748,0.91,584,0.71,152,0.19,571,0.70,60,0.07,288,0.35,13,0.02,361,0.44,21,0.03,90,0.11
3,Victoria,Female,White,,1078,1018,0.94,941,0.87,59,0.05,901,0.84,264,0.25,494,0.46,19,0.02,777,0.72,48,0.04,456,0.42
3,Victoria,Female,Others,,41,36,0.88,31,0.76,4,0.10,31,0.76,10,0.24,18,0.44,2,0.05,30,0.73,3,0.07,15,0.37
3,Victoria,Male,African American,,242,223,0.92,164,0.68,57,0.24,163,0.67,24,0.10,52,0.22,3,0.01,79,0.33,3,0.01,15,0.06
3,Victoria,Male,Hispanic,,903,838,0.93,567,0.63,243,0.27,566,0.63,45,0.05,222,0.25,10,0.01,277,0.31,23,0.03,58,0.06
3,Victoria,Male,White,,1120,1068,0.95,925,0.83,120,0.11,894,0.80,206,0.18,470,0.42,22,0.02,698,0.62,35,0.03,311,0.28
3,Victoria,Male,Others,,26,25,0.96,24,0.92,1,0.04,23,0.89,7,0.27,10,0.39,1,0.04,18,0.69,1,0.04,11,0.42
4,Houston,Female,African American,,6562,5621,0.86,4454,0.68,1110,0.17,4476,0.68,1905,0.29,1442,0.22,262,0.04,3609,0.55,448,0.07,932,0.14
4,Houston,Female,Hispanic,,9564,8254,0.86,5891,0.62,2036,0.21,5858,0.61,994,0.10,2697,0.28,109,0.01,3800,0.40,446,0.05,1039,0.11
4,Houston,Female,White,,12771,11609,0.91,10410,0.82,847,0.07,9521,0.75,3611,0.28,4608,0.36,617,0.05,8836,0.69,952,0.07,4307,0.34
4,Houston,Female,Others,,1633,1449,0.89,1384,0.85,49,0.03,1333,0.82,800,0.49,363,0.22,74,0.05,1237,0.76,112,0.07,751,0.46
4,Houston,Male,African American,,6782,5754,0.85,4029,0.59,1680,0.25,3962,0.58,1449,0.21,1155,0.17,302,0.04,2906,0.43,424,0.06,489,0.07
4,Houston,Male,Hispanic,,10290,8795,0.86,5602,0.54,2992,0.29,5357,0.52,708,0.07,2445,0.24,90,0.01,3243,0.32,549,0.05,685,0.07
4,Houston,Male,White,,13453,11928,0.89,10286,0.77,1315,0.10,9270,0.69,3134,0.23,4632,0.34,543,0.04,8309,0.62,1179,0.09,3195,0.24
4,Houston,Male,Others,,1699,1525,0.90,1409,0.83,95,0.06,1326,0.78,741,0.44,456,0.27,60,0.04,1257,0.74,138,0.08,598,0.35
5,Beaumont,Female,African American,,960,892,0.93,730,0.76,147,0.15,687,0.72,207,0.22,260,0.27,22,0.02,489,0.51,28,0.03,111,0.12
5,Beaumont,Female,Hispanic,,183,160,0.87,118,0.65,28,0.15,105,0.57,18,0.10,38,0.21,4,0.02,60,0.33,5,0.03,25,0.14
5,Beaumont,Female,White,,2048,1874,0.92,1681,0.82,120,0.06,1511,0.74,647,0.32,528,0.26,47,0.02,1222,0.60,88,0.04,545,0.27
5,Beaumont,Female,Others,,72,64,0.89,61,0.85,4,0.06,55,0.76,29,0.40,23,0.32,3,0.04,55,0.76,5,0.07,29,0.40
5,Beaumont,Male,African American,,1051,960,0.91,717,0.68,227,0.22,681,0.65,170,0.16,224,0.21,24,0.02,418,0.40,25,0.02,75,0.07
5,Beaumont,Male,Hispanic,,204,185,0.91,123,0.60,51,0.25,109,0.53,16,0.08,38,0.19,4,0.02,58,0.28,6,0.03,16,0.08
5,Beaumont,Male,White,,2122,1924,0.91,1662,0.78,189,0.09,1479,0.70,487,0.23,479,0.23,66,0.03,1032,0.49,72,0.03,387,0.18
5,Beaumont,Male,Others,,101,90,0.89,71,0.70,9,0.09,63,0.62,27,0.27,33,0.33,1,0.01,61,0.60,5,0.05,24,0.24
6,Huntsville,Female,African American,,702,646,0.92,509,0.73,122,0.17,502,0.72,107,0.15,199,0.28,13,0.02,319,0.45,28,0.04,74,0.11
6,Huntsville,Female,Hispanic,,710,638,0.90,488,0.69,126,0.18,466,0.66,50,0.07,204,0.29,9,0.01,263,0.37,26,0.04,68,0.10
6,Huntsville,Female,White,,3484,3170,0.91,2846,0.82,249,0.07,2616,0.75,833,0.24,1265,0.36,118,0.03,2216,0.64,205,0.06,1024,0.29
6,Huntsville,Female,Others,,58,46,0.79,41,0.71,2,0.03,38,0.66,19,0.33,14,0.24,3,0.05,36,0.62,2,0.03,19,0.33
6,Huntsville,Male,African American,,748,670,0.90,485,0.65,163,0.22,488,0.65,93,0.12,160,0.21,16,0.02,269,0.36,27,0.04,43,0.06
6,Huntsville,Male,Hispanic,,782,679,0.87,464,0.59,191,0.24,463,0.59,45,0.06,159,0.20,8,0.01,212,0.27,25,0.03,56,0.07
6,Huntsville,Male,White,,3770,3332,0.88,2848,0.76,447,0.12,2626,0.70,711,0.19,1164,0.31,129,0.03,2004,0.53,209,0.06,748,0.20
6,Huntsville,Male,Others,,64,58,0.91,57,0.89,3,0.05,54,0.84,18,0.28,22,0.34,5,0.08,45,0.70,4,0.06,23,0.36
7,Kilgore,Female,African American,,1216,1121,0.92,993,0.82,143,0.12,942,0.78,174,0.14,494,0.41,21,0.02,689,0.57,43,0.04,178,0.15
7,Kilgore,Female,Hispanic,,598,526,0.88,439,0.73,69,0.12,393,0.66,20,0.03,204,0.34,6,0.01,230,0.39,21,0.04,72,0.12
7,Kilgore,Female,White,,4105,3730,0.91,3394,0.83,203,0.05,3037,0.74,663,0.16,1749,0.43,105,0.03,2517,0.61,197,0.05,1172,0.29
7,Kilgore,Female,Others,,45,41,0.91,38,0.84,2,0.04,32,0.71,12,0.27,18,0.40,1,0.02,31,0.69,4,0.09,19,0.42
7,Kilgore,Male,African American,,1337,1187,0.89,943,0.71,255,0.19,879,0.66,155,0.12,380,0.28,35,0.03,570,0.43,49,0.04,96,0.07
7,Kilgore,Male,Hispanic,,638,539,0.85,401,0.63,127,0.20,344,0.54,21,0.03,144,0.23,4,0.01,169,0.27,20,0.03,42,0.07
7,Kilgore,Male,White,,4372,3944,0.90,3477,0.80,369,0.08,3107,0.71,597,0.14,1617,0.37,99,0.02,2313,0.53,211,0.05,869,0.20
7,Kilgore,Male,Others,,30,25,0.83,23,0.77,1,0.03,21,0.70,9,0.30,9,0.30,3,0.10,21,0.70,2,0.07,8,0.27
8,Mt. Pleasant,Female,African American,,498,450,0.90,393,0.79,49,0.10,380,0.76,67,0.14,186,0.37,24,0.05,277,0.56,17,0.03,70,0.14
8,Mt. Pleasant,Female,Hispanic,,126,109,0.87,83,0.66,15,0.12,78,0.62,5,0.04,40,0.32,1,0.01,46,0.37,8,0.06,18,0.14
8,Mt. Pleasant,Female,White,,1459,1326,0.91,1217,0.83,60,0.04,1105,0.76,187,0.13,712,0.49,92,0.06,991,0.68,96,0.07,409,0.28
8,Mt. Pleasant,Female,Others,,19,15,0.79,13,0.68,3,0.16,12,0.63,5,0.26,7,0.37,1,0.05,13,0.68,1,0.05,7,0.37
8,Mt. Pleasant,Male,African American,,462,407,0.88,330,0.71,75,0.16,311,0.67,55,0.12,135,0.29,26,0.06,216,0.47,21,0.05,32,0.07
8,Mt. Pleasant,Male,Hispanic,,118,106,0.90,69,0.59,27,0.23,71,0.60,3,0.03,33,0.28,1,0.01,37,0.31,3,0.03,10,0.08
8,Mt. Pleasant,Male,White,,1537,1406,0.92,1254,0.82,95,0.06,1130,0.74,149,0.10,590,0.38,104,0.07,843,0.55,71,0.05,289,0.19
8,Mt. Pleasant,Male,Others,,12,9,0.75,9,0.75,0,0.00,8,0.67,0,0.00,4,0.33,2,0.17,6,0.50,1,0.08,1,0.08
9,Wichita Falls,Female,African American,,118,101,0.86,82,0.70,15,0.13,87,0.74,17,0.14,27,0.23,7,0.06,51,0.43,1,0.01,8,0.07
9,Wichita Falls,Female,Hispanic,,228,211,0.93,168,0.74,30,0.13,156,0.68,29,0.13,47,0.21,5,0.02,81,0.36,6,0.03,22,0.10
9,Wichita Falls,Female,White,,1234,1135,0.92,1006,0.82,76,0.06,922,0.75,354,0.29,349,0.28,37,0.03,740,0.60,49,0.04,360,0.29
9,Wichita Falls,Female,Others,,24,23,0.96,21,0.88,1,0.04,18,0.75,10,0.42,3,0.13,2,0.08,15,0.63,0,0.00,9,0.38
9,Wichita Falls,Male,African American,,136,116,0.85,88,0.65,24,0.18,87,0.64,12,0.09,24,0.18,8,0.06,44,0.32,3,0.02,4,0.03
9,Wichita Falls,Male,Hispanic,,262,247,0.94,173,0.66,55,0.21,165,0.63,28,0.11,60,0.23,3,0.01,91,0.35,13,0.05,28,0.11
9,Wichita Falls,Male,White,,1331,1212,0.91,1064,0.80,117,0.09,987,0.74,352,0.26,282,0.21,48,0.04,682,0.51,46,0.03,269,0.20
9,Wichita Falls,Male,Others,,31,26,0.84,24,0.77,2,0.06,21,0.68,12,0.39,4,0.13,1,0.03,17,0.55,1,0.03,7,0.23
10,Richardson,Female,African American,,4432,3875,0.87,3131,0.71,692,0.16,3167,0.72,902,0.20,1239,0.28,155,0.04,2296,0.52,204,0.05,577,0.13
10,Richardson,Female,Hispanic,,4830,4137,0.86,3186,0.66,844,0.18,3107,0.64,269,0.06,1298,0.27,65,0.01,1632,0.34,158,0.03,434,0.09
10,Richardson,Female,White,,10445,9510,0.91,8670,0.83,530,0.05,7960,0.76,2545,0.24,3628,0.35,613,0.06,6786,0.65,632,0.06,3138,0.30
10,Richardson,Female,Others,,877,779,0.89,727,0.83,37,0.04,688,0.78,299,0.34,253,0.29,48,0.05,600,0.68,44,0.05,344,0.39
10,Richardson,Male,African American,,4438,3706,0.84,2607,0.59,1125,0.25,2587,0.58,629,0.14,966,0.22,192,0.04,1787,0.40,228,0.05,305,0.07
10,Richardson,Male,Hispanic,,5139,4266,0.83,2948,0.57,1267,0.25,2656,0.52,219,0.04,1036,0.20,62,0.01,1317,0.26,163,0.03,270,0.05
10,Richardson,Male,White,,11129,9840,0.88,8638,0.78,1005,0.09,7820,0.70,2118,0.19,3722,0.33,541,0.05,6381,0.57,772,0.07,2222,0.20
10,Richardson,Male,Others,,935,827,0.88,746,0.80,63,0.07,683,0.73,268,0.29,293,0.31,42,0.04,603,0.65,74,0.08,278,0.30
11,Fort Worth,Female,African American,,1785,1530,0.86,1265,0.71,257,0.14,1232,0.69,352,0.20,499,0.28,82,0.05,933,0.52,95,0.05,210,0.12
11,Fort Worth,Female,Hispanic,,2461,2103,0.86,1584,0.64,432,0.18,1502,0.61,199,0.08,672,0.27,24,0.01,895,0.36,86,0.03,231,0.09
11,Fort Worth,Female,White,,9925,8998,0.91,8053,0.81,687,0.07,7541,0.76,2603,0.26,3377,0.34,433,0.04,6413,0.65,526,0.05,2843,0.29
11,Fort Worth,Female,Others,,468,416,0.89,387,0.83,24,0.05,365,0.78,156,0.33,141,0.30,36,0.08,333,0.71,38,0.08,157,0.34
11,Fort Worth,Male,African American,,1876,1528,0.81,1143,0.61,390,0.21,1086,0.58,232,0.12,440,0.24,86,0.05,758,0.40,100,0.05,104,0.06
11,Fort Worth,Male,Hispanic,,2551,2170,0.85,1506,0.59,595,0.23,1395,0.55,149,0.06,554,0.22,31,0.01,734,0.29,100,0.04,148,0.06
11,Fort Worth,Male,White,,10564,9372,0.89,8050,0.76,1138,0.11,7394,0.70,2155,0.20,3305,0.31,408,0.04,5868,0.56,623,0.06,2088,0.20
11,Fort Worth,Male,Others,,559,497,0.89,425,0.76,61,0.11,394,0.71,155,0.28,174,0.31,23,0.04,352,0.63,38,0.07,145,0.26
