Region Code,TEA Region,County Number,County Name,economic-status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
01,Edinburg,253,ZAPATA,Economically Disadvantaged,194,185,0.95,175,0.90,2,0.01,139,0.72,29,0.15,56,0.29,1,0.01,86,0.44,5,0.03,26,0.13
02,Corpus Christi,004,ARANSAS,Not Economically Disadvantaged,186,137,0.74,128,0.69,11,0.06,116,0.62,49,0.26,54,0.29,7,0.04,110,0.59,22,0.12,38,0.20
02,Corpus Christi,004,ARANSAS,Economically Disadvantaged,124,78,0.63,62,0.50,16,0.13,52,0.42,9,0.07,18,0.15,5,0.04,32,0.26,9,0.07,5,0.04
02,Corpus Christi,013,BEE,Not Economically Disadvantaged,180,172,0.96,159,0.88,10,0.06,143,0.79,36,0.20,90,0.50,4,0.02,130,0.72,13,0.07,42,0.23
02,Corpus Christi,013,BEE,Economically Disadvantaged,252,223,0.89,156,0.62,67,0.27,149,0.59,9,0.04,88,0.35,3,0.01,100,0.40,8,0.03,23,0.09
02,Corpus Christi,024,BROOKS,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
02,Corpus Christi,024,BROOKS,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
02,Corpus Christi,066,DUVAL,Not Economically Disadvantaged,46,44,0.96,44,0.96,1,0.02,42,0.91,25,0.54,8,0.17,0,0.00,33,0.72,1,0.02,14,0.30
02,Corpus Christi,066,DUVAL,Economically Disadvantaged,166,147,0.89,130,0.78,12,0.07,115,0.69,23,0.14,41,0.25,0,0.00,64,0.39,3,0.02,13,0.08
02,Corpus Christi,125,JIM WELLS,Not Economically Disadvantaged,304,288,0.95,264,0.87,12,0.04,229,0.75,103,0.34,91,0.30,5,0.02,199,0.66,23,0.08,76,0.25
02,Corpus Christi,125,JIM WELLS,Economically Disadvantaged,431,393,0.91,301,0.70,65,0.15,248,0.58,68,0.16,111,0.26,2,0.00,181,0.42,22,0.05,37,0.09
02,Corpus Christi,137,KLEBERG,Not Economically Disadvantaged,209,190,0.91,169,0.81,15,0.07,173,0.83,120,0.57,27,0.13,3,0.01,150,0.72,10,0.05,65,0.31
02,Corpus Christi,137,KLEBERG,Economically Disadvantaged,294,255,0.87,189,0.64,61,0.21,177,0.60,80,0.27,46,0.16,3,0.01,129,0.44,13,0.04,14,0.05
02,Corpus Christi,149,LIVE OAK,Not Economically Disadvantaged,92,84,0.91,77,0.84,11,0.12,50,0.54,21,0.23,42,0.46,1,0.01,64,0.70,25,0.27,27,0.29
02,Corpus Christi,149,LIVE OAK,Economically Disadvantaged,52,46,0.89,41,0.79,7,0.14,28,0.54,5,0.10,13,0.25,0,0.00,18,0.35,5,0.10,5,0.10
02,Corpus Christi,162,MCMULLEN,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
02,Corpus Christi,162,MCMULLEN,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
02,Corpus Christi,178,NUECES,Not Economically Disadvantaged,2627,2273,0.87,1927,0.73,308,0.12,1881,0.72,696,0.27,890,0.34,49,0.02,1635,0.62,161,0.06,612,0.23
02,Corpus Christi,178,NUECES,Economically Disadvantaged,2278,1881,0.83,1366,0.60,483,0.21,1315,0.58,221,0.10,653,0.29,19,0.01,893,0.39,114,0.05,163,0.07
02,Corpus Christi,205,SAN PATRICIO,Not Economically Disadvantaged,636,568,0.89,483,0.76,67,0.11,482,0.76,177,0.28,209,0.33,11,0.02,397,0.62,20,0.03,157,0.25
02,Corpus Christi,205,SAN PATRICIO,Economically Disadvantaged,581,525,0.90,386,0.66,106,0.18,352,0.61,57,0.10,163,0.28,6,0.01,226,0.39,19,0.03,44,0.08
03,Victoria,029,CALHOUN,Not Economically Disadvantaged,201,181,0.90,155,0.77,23,0.11,160,0.80,37,0.18,87,0.43,3,0.01,127,0.63,6,0.03,56,0.28
03,Victoria,029,CALHOUN,Economically Disadvantaged,107,91,0.85,65,0.61,27,0.25,69,0.65,5,0.05,26,0.24,0,0.00,31,0.29,3,0.03,6,0.06
03,Victoria,045,COLORADO,Not Economically Disadvantaged,167,156,0.93,143,0.86,8,0.05,131,0.78,48,0.29,61,0.37,2,0.01,111,0.67,8,0.05,65,0.39
03,Victoria,045,COLORADO,Economically Disadvantaged,146,135,0.93,103,0.71,28,0.19,95,0.65,8,0.05,42,0.29,1,0.01,51,0.35,8,0.05,10,0.07
03,Victoria,062,DE WITT,Not Economically Disadvantaged,213,206,0.97,187,0.88,15,0.07,175,0.82,58,0.27,77,0.36,1,0.00,136,0.64,9,0.04,69,0.32
03,Victoria,062,DE WITT,Economically Disadvantaged,204,192,0.94,151,0.74,29,0.14,125,0.61,13,0.06,39,0.19,6,0.03,58,0.28,2,0.01,21,0.10
03,Victoria,088,GOLIAD,Not Economically Disadvantaged,75,74,0.99,69,0.92,4,0.05,67,0.89,18,0.24,40,0.53,3,0.04,61,0.81,2,0.03,29,0.39
03,Victoria,088,GOLIAD,Economically Disadvantaged,44,43,0.98,28,0.64,14,0.32,36,0.82,4,0.09,13,0.30,1,0.02,18,0.41,1,0.02,1,0.02
03,Victoria,120,JACKSON,Not Economically Disadvantaged,162,155,0.96,154,0.95,3,0.02,138,0.85,43,0.27,74,0.46,3,0.02,120,0.74,4,0.02,77,0.48
03,Victoria,120,JACKSON,Economically Disadvantaged,110,100,0.91,82,0.75,10,0.09,67,0.61,4,0.04,20,0.18,3,0.03,27,0.25,0,0.00,7,0.06
03,Victoria,128,KARNES,Not Economically Disadvantaged,82,80,0.98,75,0.92,4,0.05,73,0.89,27,0.33,33,0.40,1,0.01,61,0.74,0,0.00,43,0.52
03,Victoria,128,KARNES,Economically Disadvantaged,116,108,0.93,88,0.76,20,0.17,85,0.73,6,0.05,40,0.35,0,0.00,46,0.40,1,0.01,15,0.13
03,Victoria,143,LAVACA,Not Economically Disadvantaged,120,116,0.97,113,0.94,4,0.03,105,0.88,37,0.31,52,0.43,0,0.00,89,0.74,7,0.06,57,0.48
03,Victoria,143,LAVACA,Economically Disadvantaged,71,66,0.93,56,0.79,7,0.10,55,0.78,6,0.08,13,0.18,1,0.01,20,0.28,1,0.01,11,0.16
03,Victoria,158,MATAGORDA,Not Economically Disadvantaged,292,278,0.95,261,0.89,14,0.05,244,0.84,69,0.24,118,0.40,8,0.03,195,0.67,13,0.04,96,0.33
03,Victoria,158,MATAGORDA,Economically Disadvantaged,343,307,0.90,220,0.64,82,0.24,209,0.61,19,0.06,92,0.27,5,0.01,116,0.34,8,0.02,38,0.11
03,Victoria,196,REFUGIO,Not Economically Disadvantaged,63,63,1.00,56,0.89,7,0.11,58,0.92,19,0.30,26,0.41,1,0.02,46,0.73,2,0.03,20,0.32
03,Victoria,196,REFUGIO,Economically Disadvantaged,51,48,0.94,43,0.84,5,0.10,34,0.67,6,0.12,14,0.28,1,0.02,21,0.41,0,0.00,8,0.16
03,Victoria,235,VICTORIA,Not Economically Disadvantaged,648,608,0.94,492,0.76,104,0.16,523,0.81,122,0.19,319,0.49,14,0.02,455,0.70,41,0.06,168,0.26
03,Victoria,235,VICTORIA,Economically Disadvantaged,555,501,0.90,295,0.53,191,0.34,322,0.58,13,0.02,146,0.26,9,0.02,168,0.30,16,0.03,32,0.06
03,Victoria,241,WHARTON,Not Economically Disadvantaged,411,396,0.96,364,0.89,23,0.06,353,0.86,71,0.17,223,0.54,9,0.02,303,0.74,8,0.02,146,0.36
03,Victoria,241,WHARTON,Economically Disadvantaged,293,276,0.94,228,0.78,42,0.14,211,0.72,12,0.04,88,0.30,4,0.01,104,0.36,4,0.01,19,0.06
04,Houston,020,BRAZORIA,Not Economically Disadvantaged,2643,2450,0.93,2055,0.78,322,0.12,1927,0.73,547,0.21,1134,0.43,73,0.03,1754,0.66,204,0.08,772,0.29
04,Houston,020,BRAZORIA,Economically Disadvantaged,1155,995,0.86,645,0.56,303,0.26,565,0.49,64,0.06,342,0.30,14,0.01,420,0.36,94,0.08,90,0.08
04,Houston,036,CHAMBERS,Not Economically Disadvantaged,299,274,0.92,263,0.88,10,0.03,236,0.79,76,0.25,122,0.41,10,0.03,208,0.70,13,0.04,93,0.31
04,Houston,036,CHAMBERS,Economically Disadvantaged,99,80,0.81,68,0.69,18,0.18,69,0.70,10,0.10,21,0.21,1,0.01,32,0.32,4,0.04,6,0.06
04,Houston,079,FORT BEND,Not Economically Disadvantaged,4276,3807,0.89,3419,0.80,303,0.07,3232,0.76,1615,0.38,1196,0.28,209,0.05,3020,0.71,374,0.09,1393,0.33
04,Houston,079,FORT BEND,Economically Disadvantaged,1315,1100,0.84,781,0.59,276,0.21,734,0.56,195,0.15,289,0.22,19,0.01,503,0.38,82,0.06,110,0.08
04,Houston,084,GALVESTON,Not Economically Disadvantaged,3845,3369,0.88,2973,0.77,309,0.08,2655,0.69,1000,0.26,1437,0.37,192,0.05,2629,0.68,414,0.11,1123,0.29
04,Houston,084,GALVESTON,Economically Disadvantaged,1297,1091,0.84,778,0.60,282,0.22,656,0.51,112,0.09,375,0.29,12,0.01,499,0.39,93,0.07,123,0.09
04,Houston,101,HARRIS,Not Economically Disadvantaged,25973,23159,0.89,19966,0.77,2677,0.10,18807,0.72,7102,0.27,8249,0.32,1221,0.05,16572,0.64,1931,0.07,6626,0.26
04,Houston,101,HARRIS,Economically Disadvantaged,20310,17240,0.85,11383,0.56,5433,0.27,11187,0.55,2358,0.12,4250,0.21,280,0.01,6888,0.34,972,0.05,1444,0.07
04,Houston,146,LIBERTY,Not Economically Disadvantaged,657,598,0.91,517,0.79,60,0.09,485,0.74,140,0.21,211,0.32,12,0.02,363,0.55,38,0.06,130,0.20
04,Houston,146,LIBERTY,Economically Disadvantaged,396,344,0.87,261,0.66,63,0.16,222,0.56,30,0.08,74,0.19,9,0.02,113,0.29,12,0.03,19,0.05
04,Houston,237,WALLER,Not Economically Disadvantaged,281,255,0.91,223,0.79,26,0.09,210,0.75,72,0.26,73,0.26,4,0.01,149,0.53,11,0.04,58,0.21
04,Houston,237,WALLER,Economically Disadvantaged,208,173,0.83,133,0.64,42,0.20,118,0.57,24,0.12,25,0.12,1,0.00,50,0.24,7,0.03,11,0.05
05,Beaumont,084,GALVESTON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
05,Beaumont,084,GALVESTON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
05,Beaumont,100,HARDIN,Not Economically Disadvantaged,638,589,0.92,545,0.85,23,0.04,499,0.78,260,0.41,113,0.18,19,0.03,392,0.61,20,0.03,161,0.25
05,Beaumont,100,HARDIN,Economically Disadvantaged,218,171,0.78,149,0.68,21,0.10,126,0.58,27,0.12,36,0.17,5,0.02,68,0.31,5,0.02,12,0.06
05,Beaumont,121,JASPER,Not Economically Disadvantaged,348,322,0.93,296,0.85,8,0.02,277,0.80,90,0.26,102,0.29,14,0.04,206,0.59,6,0.02,85,0.24
05,Beaumont,121,JASPER,Economically Disadvantaged,243,205,0.84,175,0.72,17,0.07,161,0.66,24,0.10,55,0.23,2,0.01,81,0.33,5,0.02,20,0.08
05,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1838,1737,0.95,1501,0.82,177,0.10,1386,0.75,650,0.35,440,0.24,49,0.03,1139,0.62,60,0.03,482,0.26
05,Beaumont,123,JEFFERSON,Economically Disadvantaged,1573,1438,0.91,1033,0.66,367,0.23,927,0.59,213,0.14,339,0.22,20,0.01,572,0.36,60,0.04,128,0.08
05,Beaumont,176,NEWTON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
05,Beaumont,176,NEWTON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
05,Beaumont,181,ORANGE,Not Economically Disadvantaged,877,810,0.92,730,0.83,63,0.07,683,0.78,205,0.23,273,0.31,42,0.05,520,0.59,35,0.04,208,0.24
05,Beaumont,181,ORANGE,Economically Disadvantaged,442,372,0.84,290,0.66,69,0.16,249,0.56,34,0.08,114,0.26,11,0.02,159,0.36,18,0.04,39,0.09
05,Beaumont,229,TYLER,Not Economically Disadvantaged,190,168,0.88,155,0.82,7,0.04,135,0.71,45,0.24,60,0.32,1,0.01,106,0.56,14,0.07,32,0.17
05,Beaumont,229,TYLER,Economically Disadvantaged,146,132,0.90,111,0.76,9,0.06,92,0.63,14,0.10,37,0.25,2,0.01,53,0.36,3,0.02,12,0.08
06,Huntsville,008,AUSTIN,Not Economically Disadvantaged,296,279,0.94,271,0.92,8,0.03,251,0.85,74,0.25,115,0.39,9,0.03,198,0.67,7,0.02,107,0.36
06,Huntsville,008,AUSTIN,Economically Disadvantaged,136,128,0.94,106,0.78,14,0.10,90,0.66,20,0.15,20,0.15,3,0.02,43,0.32,4,0.03,12,0.09
06,Huntsville,021,BRAZOS,Not Economically Disadvantaged,897,788,0.88,690,0.77,85,0.09,691,0.77,265,0.30,331,0.37,37,0.04,633,0.71,64,0.07,314,0.35
06,Huntsville,021,BRAZOS,Economically Disadvantaged,656,541,0.83,294,0.45,244,0.37,326,0.50,39,0.06,166,0.25,6,0.01,211,0.32,47,0.07,38,0.06
06,Huntsville,026,BURLESON,Not Economically Disadvantaged,138,130,0.94,114,0.83,14,0.10,105,0.76,24,0.17,57,0.41,4,0.03,85,0.62,11,0.08,35,0.25
06,Huntsville,026,BURLESON,Economically Disadvantaged,123,115,0.94,96,0.78,16,0.13,79,0.64,4,0.03,36,0.29,2,0.02,42,0.34,3,0.02,3,0.02
06,Huntsville,093,GRIMES,Not Economically Disadvantaged,176,165,0.94,149,0.85,15,0.09,143,0.81,36,0.21,73,0.42,2,0.01,111,0.63,7,0.04,53,0.30
06,Huntsville,093,GRIMES,Economically Disadvantaged,146,136,0.93,94,0.64,28,0.19,97,0.66,8,0.05,24,0.16,1,0.01,33,0.23,2,0.01,8,0.05
06,Huntsville,113,HOUSTON,Not Economically Disadvantaged,162,148,0.91,138,0.85,10,0.06,132,0.82,39,0.24,60,0.37,2,0.01,101,0.62,6,0.04,42,0.26
06,Huntsville,113,HOUSTON,Economically Disadvantaged,160,145,0.91,115,0.72,28,0.18,113,0.71,16,0.10,33,0.21,2,0.01,51,0.32,0,0.00,11,0.07
06,Huntsville,145,LEON,Not Economically Disadvantaged,140,131,0.94,126,0.90,3,0.02,118,0.84,29,0.21,54,0.39,1,0.01,84,0.60,3,0.02,41,0.29
06,Huntsville,145,LEON,Economically Disadvantaged,91,81,0.89,78,0.86,5,0.05,67,0.74,6,0.07,23,0.25,0,0.00,29,0.32,4,0.04,5,0.05
06,Huntsville,154,MADISON,Not Economically Disadvantaged,83,79,0.95,68,0.82,10,0.12,63,0.76,15,0.18,31,0.37,1,0.01,47,0.57,5,0.06,19,0.23
06,Huntsville,154,MADISON,Economically Disadvantaged,99,90,0.91,70,0.71,20,0.20,71,0.72,10,0.10,21,0.21,1,0.01,32,0.32,2,0.02,6,0.06
06,Huntsville,166,MILAM,Not Economically Disadvantaged,160,153,0.96,144,0.90,3,0.02,135,0.84,55,0.34,57,0.36,0,0.00,112,0.70,3,0.02,60,0.38
06,Huntsville,166,MILAM,Economically Disadvantaged,197,192,0.98,154,0.78,25,0.13,136,0.69,12,0.06,54,0.27,1,0.01,67,0.34,2,0.01,16,0.08
06,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,3248,2907,0.90,2560,0.79,299,0.09,2390,0.74,788,0.24,1151,0.35,166,0.05,2105,0.65,231,0.07,842,0.26
06,Huntsville,170,MONTGOMERY,Economically Disadvantaged,1097,930,0.85,680,0.62,211,0.19,598,0.55,54,0.05,236,0.22,23,0.02,313,0.29,46,0.04,48,0.04
06,Huntsville,187,POLK,Not Economically Disadvantaged,289,253,0.88,237,0.82,12,0.04,211,0.73,53,0.18,104,0.36,7,0.02,164,0.57,15,0.05,56,0.19
06,Huntsville,187,POLK,Economically Disadvantaged,264,221,0.84,182,0.69,37,0.14,158,0.60,19,0.07,56,0.21,3,0.01,78,0.30,5,0.02,11,0.04
06,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,121,115,0.95,109,0.90,1,0.01,103,0.85,30,0.25,46,0.38,2,0.02,78,0.65,2,0.02,41,0.34
06,Huntsville,198,ROBERTSON,Economically Disadvantaged,121,111,0.92,99,0.82,7,0.06,81,0.67,16,0.13,35,0.29,0,0.00,51,0.42,8,0.07,8,0.07
06,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,150,137,0.91,109,0.73,31,0.21,111,0.74,26,0.17,42,0.28,1,0.01,69,0.46,8,0.05,22,0.15
06,Huntsville,204,SAN JACINTO,Economically Disadvantaged,146,131,0.90,81,0.56,43,0.30,86,0.59,10,0.07,20,0.14,3,0.02,33,0.23,4,0.03,2,0.01
06,Huntsville,228,TRINITY,Not Economically Disadvantaged,103,94,0.91,90,0.87,3,0.03,81,0.79,25,0.24,32,0.31,3,0.03,60,0.58,2,0.02,27,0.26
06,Huntsville,228,TRINITY,Economically Disadvantaged,116,95,0.82,81,0.70,10,0.09,64,0.55,7,0.06,24,0.21,0,0.00,31,0.27,5,0.04,5,0.04
06,Huntsville,236,WALKER,Not Economically Disadvantaged,324,306,0.94,276,0.85,23,0.07,264,0.82,103,0.32,79,0.24,11,0.03,193,0.60,11,0.03,84,0.26
06,Huntsville,236,WALKER,Economically Disadvantaged,236,219,0.93,167,0.71,47,0.20,169,0.72,19,0.08,37,0.16,1,0.00,57,0.24,4,0.02,11,0.05
06,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,292,280,0.96,264,0.90,12,0.04,242,0.83,63,0.22,137,0.47,6,0.02,206,0.71,10,0.03,113,0.39
06,Huntsville,239,WASHINGTON,Economically Disadvantaged,151,139,0.92,96,0.64,39,0.26,78,0.52,11,0.07,33,0.22,3,0.02,47,0.31,5,0.03,15,0.10
07,Kilgore,001,ANDERSON,Not Economically Disadvantaged,412,381,0.93,339,0.82,35,0.09,331,0.80,73,0.18,169,0.41,11,0.03,253,0.61,13,0.03,119,0.29
07,Kilgore,001,ANDERSON,Economically Disadvantaged,259,228,0.88,182,0.70,35,0.14,157,0.61,16,0.06,60,0.23,1,0.00,77,0.30,13,0.05,19,0.07
07,Kilgore,003,ANGELINA,Not Economically Disadvantaged,675,626,0.93,582,0.86,27,0.04,537,0.80,121,0.18,322,0.48,7,0.01,450,0.67,27,0.04,178,0.26
07,Kilgore,003,ANGELINA,Economically Disadvantaged,550,474,0.86,412,0.75,50,0.09,355,0.65,36,0.07,181,0.33,9,0.02,226,0.41,26,0.05,50,0.09
07,Kilgore,037,CHEROKEE,Not Economically Disadvantaged,283,262,0.93,248,0.88,9,0.03,222,0.78,56,0.20,140,0.50,1,0.00,197,0.70,20,0.07,93,0.33
07,Kilgore,037,CHEROKEE,Economically Disadvantaged,310,265,0.86,225,0.73,47,0.15,199,0.64,21,0.07,84,0.27,2,0.01,107,0.35,5,0.02,22,0.07
07,Kilgore,092,GREGG,Not Economically Disadvantaged,1164,1095,0.94,1015,0.87,63,0.05,912,0.78,219,0.19,526,0.45,34,0.03,779,0.67,41,0.04,360,0.31
07,Kilgore,092,GREGG,Economically Disadvantaged,651,582,0.89,431,0.66,134,0.21,365,0.56,30,0.05,193,0.30,12,0.02,235,0.36,25,0.04,54,0.08
07,Kilgore,102,HARRISON,Not Economically Disadvantaged,635,576,0.91,522,0.82,44,0.07,475,0.75,122,0.19,248,0.39,23,0.04,393,0.62,22,0.03,163,0.26
07,Kilgore,102,HARRISON,Economically Disadvantaged,408,350,0.86,278,0.68,84,0.21,257,0.63,50,0.12,106,0.26,10,0.02,166,0.41,19,0.05,32,0.08
07,Kilgore,107,HENDERSON,Not Economically Disadvantaged,512,457,0.89,401,0.78,37,0.07,368,0.72,62,0.12,226,0.44,9,0.02,297,0.58,33,0.06,133,0.26
07,Kilgore,107,HENDERSON,Economically Disadvantaged,299,245,0.82,203,0.68,41,0.14,178,0.60,11,0.04,94,0.31,6,0.02,111,0.37,16,0.05,29,0.10
07,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,440,403,0.92,399,0.91,18,0.04,372,0.85,169,0.38,132,0.30,17,0.04,318,0.72,23,0.05,146,0.33
07,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,367,305,0.83,233,0.64,74,0.20,228,0.62,26,0.07,76,0.21,4,0.01,106,0.29,7,0.02,19,0.05
07,Kilgore,183,PANOLA,Not Economically Disadvantaged,209,197,0.94,183,0.88,10,0.05,167,0.80,23,0.11,103,0.49,4,0.02,130,0.62,4,0.02,69,0.33
07,Kilgore,183,PANOLA,Economically Disadvantaged,98,95,0.97,84,0.86,11,0.11,75,0.77,3,0.03,42,0.43,3,0.03,48,0.49,1,0.01,12,0.12
07,Kilgore,190,RAINS,Not Economically Disadvantaged,74,66,0.89,61,0.82,4,0.05,56,0.76,8,0.11,25,0.34,1,0.01,34,0.46,2,0.03,12,0.16
07,Kilgore,190,RAINS,Economically Disadvantaged,42,39,0.93,34,0.81,1,0.02,24,0.57,4,0.10,6,0.14,1,0.02,11,0.26,1,0.02,1,0.02
07,Kilgore,201,RUSK,Not Economically Disadvantaged,337,323,0.96,303,0.90,14,0.04,262,0.78,68,0.20,144,0.43,10,0.03,222,0.66,16,0.05,102,0.30
07,Kilgore,201,RUSK,Economically Disadvantaged,274,239,0.87,195,0.71,28,0.10,163,0.60,7,0.03,87,0.32,3,0.01,97,0.35,16,0.06,17,0.06
07,Kilgore,202,SABINE,Not Economically Disadvantaged,62,58,0.94,51,0.82,5,0.08,46,0.74,9,0.15,18,0.29,2,0.03,29,0.47,1,0.02,11,0.18
07,Kilgore,202,SABINE,Economically Disadvantaged,70,57,0.81,48,0.69,6,0.09,42,0.60,4,0.06,18,0.26,1,0.01,23,0.33,4,0.06,4,0.06
07,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,40,37,0.93,36,0.90,0,0.00,32,0.80,15,0.38,13,0.33,0,0.00,28,0.70,3,0.08,14,0.35
07,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,79,65,0.82,57,0.72,5,0.06,53,0.67,11,0.14,17,0.22,1,0.01,29,0.37,6,0.08,8,0.10
07,Kilgore,210,SHELBY,Not Economically Disadvantaged,176,168,0.96,146,0.83,15,0.09,134,0.76,28,0.16,78,0.44,6,0.03,112,0.64,6,0.03,58,0.33
07,Kilgore,210,SHELBY,Economically Disadvantaged,167,152,0.91,133,0.80,16,0.10,113,0.68,12,0.07,46,0.28,3,0.02,61,0.37,6,0.04,15,0.09
07,Kilgore,212,SMITH,Not Economically Disadvantaged,1501,1369,0.91,1201,0.80,126,0.08,1105,0.74,230,0.15,664,0.44,49,0.03,943,0.63,94,0.06,364,0.24
07,Kilgore,212,SMITH,Economically Disadvantaged,807,707,0.88,566,0.70,140,0.17,485,0.60,43,0.05,241,0.30,13,0.02,297,0.37,36,0.04,59,0.07
07,Kilgore,230,UPSHUR,Not Economically Disadvantaged,310,288,0.93,269,0.87,15,0.05,250,0.81,61,0.20,141,0.46,7,0.02,209,0.67,17,0.05,91,0.29
07,Kilgore,230,UPSHUR,Economically Disadvantaged,191,165,0.86,138,0.72,21,0.11,131,0.69,12,0.06,66,0.35,2,0.01,80,0.42,7,0.04,21,0.11
07,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,303,279,0.92,244,0.81,13,0.04,222,0.73,39,0.13,128,0.42,5,0.02,172,0.57,11,0.04,76,0.25
07,Kilgore,234,VAN ZANDT,Economically Disadvantaged,122,110,0.90,86,0.71,13,0.11,74,0.61,3,0.02,38,0.31,5,0.04,46,0.38,3,0.02,13,0.11
07,Kilgore,250,WOOD,Not Economically Disadvantaged,374,330,0.88,303,0.81,10,0.03,273,0.73,51,0.14,146,0.39,9,0.02,206,0.55,20,0.05,81,0.22
07,Kilgore,250,WOOD,Economically Disadvantaged,140,120,0.86,100,0.71,18,0.13,92,0.66,8,0.06,38,0.27,3,0.02,49,0.35,4,0.03,11,0.08
08,Mt. Pleasant,019,BOWIE,Not Economically Disadvantaged,787,728,0.93,673,0.86,35,0.04,626,0.80,81,0.10,356,0.45,116,0.15,553,0.70,33,0.04,170,0.22
08,Mt. Pleasant,019,BOWIE,Economically Disadvantaged,517,422,0.82,323,0.63,74,0.14,286,0.55,26,0.05,122,0.24,29,0.06,177,0.34,26,0.05,38,0.07
