Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
3,Victoria,,,Not Economically Disadvantaged,2263,2172,0.96,1981,0.88,163,0.07,1882,0.83,493,0.22,1069,0.47,27,0.01,1589,0.70,91,0.04,773,0.34
3,Victoria,,,Economically Disadvantaged,1998,1859,0.93,1363,0.68,448,0.22,1249,0.63,109,0.05,550,0.28,16,0.01,675,0.34,62,0.03,174,0.09
4,Houston,,,Not Economically Disadvantaged,36991,34259,0.93,30209,0.82,3668,0.10,28409,0.77,10467,0.28,12777,0.35,1601,0.04,24845,0.67,2190,0.06,10624,0.29
4,Houston,,,Economically Disadvantaged,27363,24390,0.89,17379,0.64,6632,0.24,15691,0.57,2862,0.11,6387,0.23,268,0.01,9517,0.35,1204,0.04,2179,0.08
5,Beaumont,,,Not Economically Disadvantaged,3748,3563,0.95,3178,0.85,311,0.08,2991,0.80,1191,0.32,1029,0.28,107,0.03,2327,0.62,142,0.04,989,0.26
5,Beaumont,,,Economically Disadvantaged,2739,2506,0.92,1914,0.70,538,0.20,1691,0.62,363,0.13,605,0.22,42,0.02,1010,0.37,92,0.03,195,0.07
6,Huntsville,,,Not Economically Disadvantaged,6743,6319,0.94,5673,0.84,515,0.08,5312,0.79,1756,0.26,2445,0.36,246,0.04,4447,0.66,306,0.05,1961,0.29
6,Huntsville,,,Economically Disadvantaged,3843,3465,0.90,2583,0.67,809,0.21,2291,0.60,237,0.06,912,0.24,18,0.00,1167,0.30,132,0.03,227,0.06
7,Kilgore,,,Not Economically Disadvantaged,7015,6603,0.94,6043,0.86,469,0.07,5599,0.80,1428,0.20,3006,0.43,167,0.02,4601,0.66,320,0.05,2082,0.30
7,Kilgore,,,Economically Disadvantaged,5083,4675,0.92,3694,0.73,874,0.17,3224,0.63,327,0.06,1458,0.29,66,0.01,1851,0.36,192,0.04,400,0.08
8,Mt. Pleasant,,,Not Economically Disadvantaged,2446,2297,0.94,2147,0.88,114,0.05,1965,0.80,355,0.15,1096,0.45,138,0.06,1589,0.65,97,0.04,640,0.26
8,Mt. Pleasant,,,Economically Disadvantaged,1745,1579,0.91,1338,0.77,187,0.11,1151,0.66,72,0.04,565,0.32,45,0.03,682,0.39,66,0.04,129,0.07
9,Wichita Falls,,,Not Economically Disadvantaged,1932,1828,0.95,1658,0.86,102,0.05,1546,0.80,609,0.32,522,0.27,64,0.03,1195,0.62,58,0.03,549,0.28
9,Wichita Falls,,,Economically Disadvantaged,1234,1137,0.92,870,0.71,204,0.17,799,0.65,130,0.11,244,0.20,23,0.02,397,0.32,33,0.03,108,0.09
10,Richardson,,,Not Economically Disadvantaged,27789,25696,0.93,22589,0.81,2692,0.10,20993,0.76,6325,0.23,9655,0.35,1439,0.05,17419,0.63,1426,0.05,6796,0.25
10,Richardson,,,Economically Disadvantaged,17270,15178,0.88,11010,0.64,4012,0.23,9947,0.58,1321,0.08,4217,0.24,215,0.01,5753,0.33,697,0.04,1204,0.07
11,Fort Worth,,,Not Economically Disadvantaged,22906,21263,0.93,18829,0.82,2039,0.09,17512,0.77,5819,0.25,7930,0.35,1005,0.04,14754,0.64,1114,0.05,5817,0.25
11,Fort Worth,,,Economically Disadvantaged,9228,8195,0.89,5947,0.64,2046,0.22,5249,0.57,722,0.08,2359,0.26,86,0.01,3167,0.34,431,0.05,656,0.07
12,Waco,,,Not Economically Disadvantaged,5989,5489,0.92,4890,0.82,459,0.08,4582,0.77,1239,0.21,2559,0.43,115,0.02,3913,0.65,313,0.05,1667,0.28
12,Waco,,,Economically Disadvantaged,4371,3872,0.89,3118,0.71,659,0.15,2635,0.60,268,0.06,1522,0.35,37,0.01,1827,0.42,269,0.06,374,0.09
13,Austin,,,Not Economically Disadvantaged,13960,13005,0.93,11815,0.85,1014,0.07,11127,0.80,4513,0.32,3970,0.28,593,0.04,9076,0.65,605,0.04,3852,0.28
13,Austin,,,Economically Disadvantaged,6643,5965,0.90,4442,0.67,1379,0.21,3868,0.58,574,0.09,1390,0.21,53,0.01,2017,0.30,225,0.03,381,0.06
14,Abilene,,,Not Economically Disadvantaged,2038,1921,0.94,1779,0.87,126,0.06,1664,0.82,685,0.34,685,0.34,36,0.02,1406,0.69,80,0.04,711,0.35
14,Abilene,,,Economically Disadvantaged,1651,1525,0.92,1217,0.74,262,0.16,1045,0.63,169,0.10,426,0.26,11,0.01,606,0.37,60,0.04,158,0.10
15,San Angelo,,,Not Economically Disadvantaged,1908,1806,0.95,1710,0.90,79,0.04,1559,0.82,791,0.42,426,0.22,32,0.02,1249,0.66,57,0.03,590,0.31
15,San Angelo,,,Economically Disadvantaged,2042,1876,0.92,1630,0.80,211,0.10,1247,0.61,248,0.12,447,0.22,11,0.01,706,0.35,73,0.04,173,0.08
16,Amarillo,,,Not Economically Disadvantaged,3274,3105,0.95,2904,0.89,145,0.04,2689,0.82,776,0.24,1331,0.41,158,0.05,2265,0.69,130,0.04,974,0.30
16,Amarillo,,,Economically Disadvantaged,2613,2342,0.90,1938,0.74,316,0.12,1585,0.61,184,0.07,717,0.27,61,0.02,962,0.37,120,0.05,224,0.09
17,Lubbock,,,Not Economically Disadvantaged,3012,2883,0.96,2720,0.90,105,0.03,2505,0.83,873,0.29,1104,0.37,82,0.03,2059,0.68,100,0.03,945,0.31
17,Lubbock,,,Economically Disadvantaged,2966,2776,0.94,2434,0.82,256,0.09,1937,0.65,180,0.06,676,0.23,45,0.02,901,0.30,57,0.02,198,0.07
18,Midland,,,Not Economically Disadvantaged,3139,2998,0.96,2786,0.89,160,0.05,2474,0.79,716,0.23,1187,0.38,55,0.02,1958,0.62,131,0.04,838,0.27
18,Midland,,,Economically Disadvantaged,2906,2627,0.90,2174,0.75,415,0.14,1588,0.55,184,0.06,625,0.22,13,0.00,822,0.28,93,0.03,184,0.06
19,El Paso,,,Not Economically Disadvantaged,3422,3124,0.91,2675,0.78,359,0.11,2559,0.75,1012,0.30,1048,0.31,219,0.06,2279,0.67,181,0.05,754,0.22
19,El Paso,,,Economically Disadvantaged,8010,7450,0.93,5700,0.71,1556,0.19,5301,0.66,1148,0.14,2743,0.34,171,0.02,4062,0.51,393,0.05,966,0.12
20,San Antonio,,,Not Economically Disadvantaged,10227,9512,0.93,8620,0.84,666,0.07,7941,0.78,3062,0.30,3403,0.33,349,0.03,6814,0.67,481,0.05,2840,0.28
20,San Antonio,,,Economically Disadvantaged,14917,13633,0.91,10573,0.71,2727,0.18,8953,0.60,1329,0.09,4595,0.31,91,0.01,6015,0.40,655,0.04,1222,0.08
1,Edinburg,Female,African American,,31,30,0.97,23,0.74,5,0.16,28,0.90,8,0.26,15,0.48,0,0.00,23,0.74,1,0.03,9,0.29
1,Edinburg,Female,Hispanic,,9638,8990,0.93,7324,0.76,1515,0.16,6853,0.71,1937,0.20,3309,0.34,68,0.01,5314,0.55,352,0.04,2066,0.21
1,Edinburg,Female,White,,442,422,0.96,366,0.83,42,0.10,369,0.84,191,0.43,135,0.31,15,0.03,341,0.77,20,0.05,188,0.43
1,Edinburg,Female,Others,,47,43,0.92,38,0.81,3,0.06,38,0.81,22,0.47,7,0.15,2,0.04,31,0.66,3,0.06,19,0.40
1,Edinburg,Male,African American,,28,27,0.96,20,0.71,7,0.25,17,0.61,5,0.18,8,0.29,0,0.00,13,0.46,0,0.00,4,0.14
1,Edinburg,Male,Hispanic,,10166,9460,0.93,6952,0.68,2322,0.23,6589,0.65,1573,0.16,3290,0.32,60,0.01,4923,0.48,442,0.04,1332,0.13
1,Edinburg,Male,White,,470,430,0.92,355,0.76,67,0.14,341,0.73,170,0.36,123,0.26,12,0.03,305,0.65,31,0.07,128,0.27
1,Edinburg,Male,Others,,52,49,0.94,39,0.75,7,0.14,42,0.81,22,0.42,10,0.19,3,0.06,35,0.67,0,0.00,18,0.35
2,Corpus Christi,Female,African American,,154,143,0.93,122,0.79,14,0.09,109,0.71,45,0.29,46,0.30,4,0.03,95,0.62,11,0.07,32,0.21
2,Corpus Christi,Female,Hispanic,,2576,2380,0.92,1975,0.77,362,0.14,1805,0.70,459,0.18,884,0.34,16,0.01,1359,0.53,98,0.04,401,0.16
2,Corpus Christi,Female,White,,1168,1077,0.92,952,0.82,88,0.08,896,0.77,367,0.31,417,0.36,17,0.01,801,0.69,63,0.05,361,0.31
2,Corpus Christi,Female,Others,,60,56,0.93,49,0.82,5,0.08,47,0.78,24,0.40,18,0.30,0,0.00,42,0.70,2,0.03,22,0.37
2,Corpus Christi,Male,African American,,152,138,0.91,98,0.65,38,0.25,92,0.61,25,0.16,37,0.24,7,0.05,69,0.45,6,0.04,9,0.06
2,Corpus Christi,Male,Hispanic,,2773,2550,0.92,1975,0.71,537,0.19,1756,0.63,373,0.14,791,0.29,12,0.00,1176,0.42,103,0.04,282,0.10
2,Corpus Christi,Male,White,,1301,1186,0.91,1043,0.80,123,0.09,982,0.76,340,0.26,383,0.29,22,0.02,745,0.57,47,0.04,286,0.22
2,Corpus Christi,Male,Others,,56,50,0.89,47,0.84,4,0.07,45,0.80,17,0.30,11,0.20,4,0.07,32,0.57,1,0.02,14,0.25
3,Victoria,Female,African American,,225,219,0.97,189,0.84,27,0.12,172,0.76,40,0.18,81,0.36,2,0.01,123,0.55,11,0.05,39,0.17
3,Victoria,Female,Hispanic,,842,793,0.94,621,0.74,150,0.18,562,0.67,50,0.06,306,0.36,5,0.01,361,0.43,32,0.04,106,0.13
3,Victoria,Female,White,,953,899,0.94,818,0.86,68,0.07,781,0.82,229,0.24,448,0.47,13,0.01,690,0.72,44,0.05,367,0.39
3,Victoria,Female,Others,,21,20,0.95,16,0.76,3,0.14,16,0.76,9,0.43,4,0.19,1,0.05,14,0.67,1,0.05,7,0.33
3,Victoria,Male,African American,,220,204,0.93,168,0.76,34,0.16,149,0.68,29,0.13,64,0.29,4,0.02,97,0.44,5,0.02,15,0.07
3,Victoria,Male,Hispanic,,915,855,0.93,601,0.66,242,0.26,573,0.63,45,0.05,253,0.28,10,0.01,308,0.34,23,0.03,74,0.08
3,Victoria,Male,White,,1052,1011,0.96,907,0.86,85,0.08,855,0.81,195,0.19,452,0.43,7,0.01,654,0.62,34,0.03,335,0.32
3,Victoria,Male,Others,,33,30,0.91,24,0.73,2,0.06,23,0.70,5,0.15,11,0.33,1,0.03,17,0.52,3,0.09,4,0.12
4,Houston,Female,African American,,6886,6337,0.92,5178,0.75,1097,0.16,4893,0.71,1942,0.28,1710,0.25,199,0.03,3851,0.56,367,0.05,1008,0.15
4,Houston,Female,Hispanic,,10650,9596,0.90,7328,0.69,2059,0.19,6792,0.64,1027,0.10,3215,0.30,91,0.01,4333,0.41,485,0.05,1293,0.12
4,Houston,Female,White,,12066,11211,0.93,10126,0.84,878,0.07,9435,0.78,3565,0.30,4451,0.37,601,0.05,8617,0.71,725,0.06,4308,0.36
4,Houston,Female,Others,,1623,1512,0.93,1445,0.89,53,0.03,1387,0.86,783,0.48,419,0.26,65,0.04,1267,0.78,73,0.05,785,0.48
4,Houston,Male,African American,,6963,6257,0.90,4540,0.65,1731,0.25,4223,0.61,1302,0.19,1414,0.20,263,0.04,2979,0.43,358,0.05,561,0.08
4,Houston,Male,Hispanic,,11538,10297,0.89,7158,0.62,2994,0.26,6421,0.56,836,0.07,2868,0.25,75,0.01,3779,0.33,493,0.04,878,0.08
4,Houston,Male,White,,12877,11802,0.92,10290,0.80,1391,0.11,9511,0.74,3132,0.24,4580,0.36,514,0.04,8226,0.64,802,0.06,3324,0.26
4,Houston,Male,Others,,1751,1637,0.94,1523,0.87,97,0.06,1438,0.82,742,0.42,507,0.29,61,0.03,1310,0.75,91,0.05,646,0.37
5,Beaumont,Female,African American,,1028,978,0.95,797,0.78,173,0.17,721,0.70,256,0.25,281,0.27,20,0.02,557,0.54,57,0.06,124,0.12
5,Beaumont,Female,Hispanic,,234,209,0.89,182,0.78,18,0.08,152,0.65,33,0.14,55,0.24,2,0.01,90,0.39,2,0.01,35,0.15
5,Beaumont,Female,White,,1896,1778,0.94,1578,0.83,130,0.07,1453,0.77,572,0.30,502,0.27,48,0.03,1122,0.59,69,0.04,517,0.27
5,Beaumont,Female,Others,,76,70,0.92,59,0.78,7,0.09,58,0.76,29,0.38,26,0.34,1,0.01,56,0.74,9,0.12,28,0.37
5,Beaumont,Male,African American,,963,899,0.93,674,0.70,219,0.23,626,0.65,143,0.15,229,0.24,29,0.03,401,0.42,32,0.03,76,0.08
5,Beaumont,Male,Hispanic,,211,188,0.89,146,0.69,38,0.18,126,0.60,26,0.12,46,0.22,2,0.01,74,0.35,5,0.02,25,0.12
5,Beaumont,Male,White,,1998,1869,0.94,1590,0.80,252,0.13,1482,0.74,474,0.24,468,0.23,45,0.02,987,0.49,58,0.03,364,0.18
5,Beaumont,Male,Others,,81,78,0.96,66,0.82,12,0.15,64,0.79,21,0.26,27,0.33,2,0.02,50,0.62,2,0.02,15,0.19
6,Huntsville,Female,African American,,708,669,0.95,579,0.82,89,0.13,515,0.73,108,0.15,233,0.33,8,0.01,349,0.49,31,0.04,72,0.10
6,Huntsville,Female,Hispanic,,786,715,0.91,564,0.72,132,0.17,518,0.66,61,0.08,225,0.29,9,0.01,295,0.38,28,0.04,86,0.11
6,Huntsville,Female,White,,3517,3265,0.93,2909,0.83,235,0.07,2667,0.76,873,0.25,1268,0.36,128,0.04,2269,0.65,173,0.05,1049,0.30
6,Huntsville,Female,Others,,68,58,0.85,53,0.78,5,0.07,49,0.72,19,0.28,18,0.27,4,0.06,41,0.60,2,0.03,20,0.29
6,Huntsville,Male,African American,,720,680,0.94,517,0.72,151,0.21,468,0.65,86,0.12,168,0.23,15,0.02,269,0.37,25,0.03,45,0.06
6,Huntsville,Male,Hispanic,,900,810,0.90,552,0.61,243,0.27,525,0.58,47,0.05,189,0.21,8,0.01,244,0.27,23,0.03,53,0.06
6,Huntsville,Male,White,,3810,3517,0.92,3019,0.79,466,0.12,2803,0.74,775,0.20,1236,0.32,88,0.02,2099,0.55,153,0.04,842,0.22
6,Huntsville,Male,Others,,77,70,0.91,63,0.82,3,0.04,58,0.75,24,0.31,20,0.26,4,0.05,48,0.62,3,0.04,21,0.27
7,Kilgore,Female,African American,,1201,1144,0.95,980,0.82,153,0.13,888,0.74,159,0.13,499,0.42,19,0.02,677,0.56,49,0.04,170,0.14
7,Kilgore,Female,Hispanic,,774,708,0.92,556,0.72,120,0.16,512,0.66,29,0.04,247,0.32,4,0.01,280,0.36,29,0.04,80,0.10
7,Kilgore,Female,White,,3850,3587,0.93,3294,0.86,234,0.06,2961,0.77,703,0.18,1679,0.44,87,0.02,2469,0.64,200,0.05,1166,0.30
7,Kilgore,Female,Others,,38,37,0.97,34,0.90,2,0.05,31,0.82,14,0.37,17,0.45,1,0.03,32,0.84,3,0.08,16,0.42
7,Kilgore,Male,African American,,1299,1232,0.95,965,0.74,267,0.21,903,0.70,140,0.11,394,0.30,37,0.03,571,0.44,38,0.03,98,0.08
7,Kilgore,Male,Hispanic,,722,660,0.91,494,0.68,144,0.20,440,0.61,29,0.04,174,0.24,2,0.00,205,0.28,15,0.02,57,0.08
7,Kilgore,Male,White,,4155,3859,0.93,3367,0.81,421,0.10,3049,0.73,664,0.16,1439,0.35,81,0.02,2184,0.53,173,0.04,878,0.21
7,Kilgore,Male,Others,,59,51,0.86,47,0.80,2,0.03,39,0.66,17,0.29,15,0.25,2,0.03,34,0.58,5,0.08,17,0.29
8,Mt. Pleasant,Female,African American,,439,413,0.94,351,0.80,46,0.11,331,0.75,43,0.10,175,0.40,17,0.04,235,0.54,13,0.03,55,0.13
8,Mt. Pleasant,Female,Hispanic,,155,146,0.94,128,0.83,13,0.08,108,0.70,3,0.02,53,0.34,0,0.00,56,0.36,6,0.04,20,0.13
8,Mt. Pleasant,Female,White,,1430,1327,0.93,1243,0.87,57,0.04,1093,0.76,194,0.14,671,0.47,68,0.05,933,0.65,73,0.05,395,0.28
8,Mt. Pleasant,Female,Others,,19,16,0.84,15,0.79,2,0.11,15,0.79,5,0.26,6,0.32,0,0.00,11,0.58,1,0.05,9,0.47
8,Mt. Pleasant,Male,African American,,501,462,0.92,391,0.78,58,0.12,342,0.68,41,0.08,143,0.29,30,0.06,214,0.43,20,0.04,38,0.08
8,Mt. Pleasant,Male,Hispanic,,175,150,0.86,121,0.69,27,0.15,123,0.70,8,0.05,55,0.31,1,0.01,64,0.37,4,0.02,18,0.10
8,Mt. Pleasant,Male,White,,1453,1344,0.93,1218,0.84,98,0.07,1088,0.75,128,0.09,550,0.38,67,0.05,745,0.51,46,0.03,228,0.16
8,Mt. Pleasant,Male,Others,,19,18,0.95,18,0.95,0,0.00,16,0.84,5,0.26,8,0.42,0,0.00,13,0.68,0,0.00,6,0.32
9,Wichita Falls,Female,African American,,127,117,0.92,93,0.73,19,0.15,89,0.70,16,0.13,30,0.24,5,0.04,51,0.40,2,0.02,11,0.09
9,Wichita Falls,Female,Hispanic,,251,233,0.93,185,0.74,33,0.13,162,0.65,35,0.14,59,0.24,5,0.02,99,0.39,12,0.05,37,0.15
9,Wichita Falls,Female,White,,1140,1078,0.95,966,0.85,64,0.06,878,0.77,315,0.28,347,0.30,35,0.03,697,0.61,47,0.04,341,0.30
9,Wichita Falls,Female,Others,,28,26,0.93,26,0.93,0,0.00,23,0.82,14,0.50,6,0.21,2,0.07,22,0.79,1,0.04,10,0.36
9,Wichita Falls,Male,African American,,137,122,0.89,84,0.61,29,0.21,87,0.64,14,0.10,18,0.13,9,0.07,41,0.30,2,0.01,7,0.05
9,Wichita Falls,Male,Hispanic,,240,224,0.93,174,0.73,41,0.17,168,0.70,23,0.10,50,0.21,7,0.03,80,0.33,2,0.01,18,0.08
9,Wichita Falls,Male,White,,1214,1139,0.94,974,0.80,120,0.10,913,0.75,307,0.25,253,0.21,22,0.02,582,0.48,24,0.02,224,0.19
9,Wichita Falls,Male,Others,,29,26,0.90,26,0.90,0,0.00,25,0.86,15,0.52,3,0.10,2,0.07,20,0.69,1,0.03,9,0.31
10,Richardson,Female,African American,,4884,4417,0.90,3624,0.74,785,0.16,3442,0.71,983,0.20,1601,0.33,150,0.03,2734,0.56,262,0.05,682,0.14
10,Richardson,Female,Hispanic,,6070,5323,0.88,4099,0.68,1136,0.19,3777,0.62,418,0.07,1637,0.27,55,0.01,2110,0.35,223,0.04,563,0.09
10,Richardson,Female,White,,10076,9465,0.94,8681,0.86,534,0.05,7941,0.79,2535,0.25,3674,0.37,617,0.06,6826,0.68,547,0.05,3050,0.30
10,Richardson,Female,Others,,944,883,0.94,836,0.89,34,0.04,770,0.82,325,0.34,282,0.30,47,0.05,654,0.69,41,0.04,380,0.40
10,Richardson,Male,African American,,4993,4427,0.89,3144,0.63,1272,0.26,2978,0.60,669,0.13,1316,0.26,200,0.04,2185,0.44,269,0.05,369,0.07
10,Richardson,Male,Hispanic,,6490,5602,0.86,3700,0.57,1921,0.30,3393,0.52,273,0.04,1363,0.21,52,0.01,1688,0.26,194,0.03,318,0.05
10,Richardson,Male,White,,10593,9808,0.93,8640,0.82,969,0.09,7839,0.74,2150,0.20,3666,0.35,488,0.05,6304,0.60,542,0.05,2324,0.22
10,Richardson,Male,Others,,1009,949,0.94,875,0.87,53,0.05,800,0.79,293,0.29,333,0.33,45,0.04,671,0.67,45,0.04,314,0.31
11,Fort Worth,Female,African American,,2086,1893,0.91,1563,0.75,328,0.16,1461,0.70,406,0.20,700,0.34,78,0.04,1184,0.57,119,0.06,302,0.15
11,Fort Worth,Female,Hispanic,,3031,2730,0.90,2092,0.69,549,0.18,1906,0.63,263,0.09,874,0.29,29,0.01,1166,0.39,128,0.04,310,0.10
11,Fort Worth,Female,White,,10011,9365,0.94,8465,0.85,688,0.07,7826,0.78,2703,0.27,3588,0.36,446,0.04,6737,0.67,463,0.05,2994,0.30
11,Fort Worth,Female,Others,,579,528,0.91,474,0.82,35,0.06,451,0.78,189,0.33,184,0.32,32,0.06,405,0.70,33,0.06,209,0.36
11,Fort Worth,Male,African American,,2160,1913,0.89,1437,0.67,452,0.21,1324,0.61,302,0.14,606,0.28,75,0.03,983,0.46,120,0.06,164,0.08
11,Fort Worth,Male,Hispanic,,3170,2790,0.88,1928,0.61,804,0.25,1716,0.54,224,0.07,690,0.22,28,0.01,942,0.30,115,0.04,204,0.06
11,Fort Worth,Male,White,,10480,9669,0.92,8321,0.79,1174,0.11,7633,0.73,2275,0.22,3445,0.33,385,0.04,6105,0.58,533,0.05,2134,0.20
11,Fort Worth,Male,Others,,617,570,0.92,496,0.80,55,0.09,444,0.72,179,0.29,202,0.33,18,0.03,399,0.65,34,0.06,156,0.25
