Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
03,Victoria,029,CALHOUN,Economically Disadvantaged,116,105,0.91,73,0.63,29,0.25,77,0.66,4,0.03,30,0.26,0,0.00,34,0.29,1,0.01,6,0.05
03,Victoria,045,COLORADO,Not Economically Disadvantaged,177,164,0.93,150,0.85,9,0.05,134,0.76,42,0.24,55,0.31,8,0.05,105,0.59,4,0.02,62,0.35
03,Victoria,045,COLORADO,Economically Disadvantaged,129,124,0.96,103,0.80,18,0.14,97,0.75,7,0.05,34,0.26,4,0.03,45,0.35,2,0.02,11,0.09
03,Victoria,062,DE WITT,Not Economically Disadvantaged,203,198,0.98,188,0.93,9,0.04,182,0.90,65,0.32,74,0.37,1,0.00,140,0.69,2,0.01,77,0.38
03,Victoria,062,DE WITT,Economically Disadvantaged,169,155,0.92,121,0.72,30,0.18,111,0.66,8,0.05,37,0.22,2,0.01,47,0.28,4,0.02,12,0.07
03,Victoria,088,GOLIAD,Not Economically Disadvantaged,77,74,0.96,74,0.96,1,0.01,68,0.88,26,0.34,30,0.39,0,0.00,56,0.73,2,0.03,32,0.42
03,Victoria,088,GOLIAD,Economically Disadvantaged,42,41,0.98,28,0.67,11,0.26,30,0.71,0,0.00,9,0.21,0,0.00,9,0.21,1,0.02,6,0.14
03,Victoria,120,JACKSON,Not Economically Disadvantaged,158,153,0.97,148,0.94,2,0.01,140,0.89,33,0.21,74,0.47,3,0.02,110,0.70,4,0.03,50,0.32
03,Victoria,120,JACKSON,Economically Disadvantaged,91,85,0.93,78,0.86,7,0.08,66,0.73,4,0.04,26,0.29,1,0.01,31,0.34,1,0.01,11,0.12
03,Victoria,128,KARNES,Not Economically Disadvantaged,93,88,0.95,80,0.86,8,0.09,78,0.84,26,0.28,38,0.41,0,0.00,64,0.69,0,0.00,46,0.50
03,Victoria,128,KARNES,Economically Disadvantaged,110,103,0.94,82,0.75,16,0.15,79,0.72,3,0.03,34,0.31,1,0.01,38,0.35,2,0.02,10,0.09
03,Victoria,143,LAVACA,Not Economically Disadvantaged,119,109,0.92,108,0.91,4,0.03,105,0.88,35,0.29,50,0.42,1,0.01,86,0.72,2,0.02,50,0.42
03,Victoria,143,LAVACA,Economically Disadvantaged,68,62,0.91,60,0.88,2,0.03,56,0.82,6,0.09,29,0.43,1,0.01,36,0.53,4,0.06,11,0.16
03,Victoria,158,MATAGORDA,Not Economically Disadvantaged,293,280,0.96,240,0.82,36,0.12,245,0.84,73,0.25,124,0.42,7,0.02,204,0.70,11,0.04,104,0.36
03,Victoria,158,MATAGORDA,Economically Disadvantaged,347,324,0.93,217,0.63,102,0.29,245,0.71,31,0.09,88,0.25,4,0.01,123,0.35,6,0.02,35,0.10
03,Victoria,196,REFUGIO,Not Economically Disadvantaged,75,74,0.99,67,0.89,4,0.05,63,0.84,20,0.27,32,0.43,0,0.00,52,0.69,2,0.03,24,0.32
03,Victoria,196,REFUGIO,Economically Disadvantaged,65,63,0.97,47,0.72,11,0.17,38,0.59,3,0.05,16,0.25,0,0.00,19,0.29,1,0.02,4,0.06
03,Victoria,235,VICTORIA,Not Economically Disadvantaged,591,546,0.92,451,0.76,90,0.15,467,0.79,117,0.20,250,0.42,16,0.03,383,0.65,31,0.05,152,0.26
03,Victoria,235,VICTORIA,Economically Disadvantaged,572,539,0.94,337,0.59,179,0.31,353,0.62,25,0.04,155,0.27,12,0.02,192,0.34,18,0.03,40,0.07
03,Victoria,241,WHARTON,Not Economically Disadvantaged,376,371,0.99,354,0.94,11,0.03,342,0.91,81,0.22,214,0.57,2,0.01,297,0.79,8,0.02,164,0.44
03,Victoria,241,WHARTON,Economically Disadvantaged,286,271,0.95,220,0.77,42,0.15,204,0.71,11,0.04,108,0.38,0,0.00,119,0.42,4,0.01,31,0.11
04,Houston,020,BRAZORIA,Not Economically Disadvantaged,2572,2465,0.96,2084,0.81,296,0.12,1950,0.76,529,0.21,1163,0.45,57,0.02,1749,0.68,170,0.07,737,0.29
04,Houston,020,BRAZORIA,Economically Disadvantaged,1050,960,0.91,667,0.64,257,0.25,583,0.56,55,0.05,330,0.31,7,0.01,392,0.37,64,0.06,88,0.08
04,Houston,036,CHAMBERS,Not Economically Disadvantaged,296,278,0.94,259,0.88,12,0.04,233,0.79,59,0.20,137,0.46,10,0.03,206,0.70,13,0.04,84,0.28
04,Houston,036,CHAMBERS,Economically Disadvantaged,116,108,0.93,86,0.74,12,0.10,69,0.60,16,0.14,20,0.17,0,0.00,36,0.31,2,0.02,7,0.06
04,Houston,079,FORT BEND,Not Economically Disadvantaged,4558,4267,0.94,3888,0.85,331,0.07,3729,0.82,1765,0.39,1277,0.28,260,0.06,3302,0.72,213,0.05,1521,0.33
04,Houston,079,FORT BEND,Economically Disadvantaged,1407,1301,0.93,987,0.70,285,0.20,923,0.66,203,0.14,364,0.26,27,0.02,594,0.42,49,0.03,148,0.11
04,Houston,084,GALVESTON,Not Economically Disadvantaged,3805,3422,0.90,3024,0.80,346,0.09,2740,0.72,1055,0.28,1428,0.38,160,0.04,2643,0.70,343,0.09,1175,0.31
04,Houston,084,GALVESTON,Economically Disadvantaged,1210,1057,0.87,755,0.62,270,0.22,662,0.55,118,0.10,346,0.29,18,0.01,482,0.40,66,0.05,102,0.08
04,Houston,101,HARRIS,Not Economically Disadvantaged,24796,22824,0.92,19801,0.80,2598,0.11,18882,0.76,6725,0.27,8233,0.33,1240,0.05,16198,0.65,1320,0.05,6566,0.27
04,Houston,101,HARRIS,Economically Disadvantaged,21397,18732,0.88,12648,0.59,5740,0.27,12518,0.59,2444,0.11,4681,0.22,230,0.01,7355,0.34,910,0.04,1677,0.08
04,Houston,146,LIBERTY,Not Economically Disadvantaged,691,654,0.95,567,0.82,68,0.10,521,0.75,137,0.20,229,0.33,11,0.02,377,0.55,24,0.03,134,0.19
04,Houston,146,LIBERTY,Economically Disadvantaged,384,344,0.90,272,0.71,60,0.16,244,0.64,35,0.09,82,0.21,3,0.01,120,0.31,9,0.02,28,0.07
04,Houston,237,WALLER,Not Economically Disadvantaged,298,280,0.94,254,0.85,20,0.07,233,0.78,61,0.21,98,0.33,5,0.02,164,0.55,8,0.03,63,0.21
04,Houston,237,WALLER,Economically Disadvantaged,259,235,0.91,195,0.75,31,0.12,185,0.71,37,0.14,46,0.18,3,0.01,86,0.33,7,0.03,26,0.10
05,Beaumont,084,GALVESTON,Not Economically Disadvantaged,16,15,0.94,14,0.88,0,0.00,13,0.81,3,0.19,3,0.19,0,0.00,6,0.38,0,0.00,4,0.25
05,Beaumont,084,GALVESTON,Economically Disadvantaged,16,15,0.94,14,0.88,1,0.06,12,0.75,5,0.31,5,0.31,0,0.00,10,0.63,1,0.06,2,0.13
05,Beaumont,100,HARDIN,Not Economically Disadvantaged,635,585,0.92,544,0.86,43,0.07,510,0.80,254,0.40,123,0.19,16,0.03,393,0.62,22,0.03,167,0.26
05,Beaumont,100,HARDIN,Economically Disadvantaged,245,208,0.85,168,0.69,37,0.15,154,0.63,34,0.14,42,0.17,3,0.01,79,0.32,6,0.02,18,0.07
05,Beaumont,121,JASPER,Not Economically Disadvantaged,330,304,0.92,287,0.87,11,0.03,259,0.79,85,0.26,97,0.29,6,0.02,188,0.57,14,0.04,64,0.19
05,Beaumont,121,JASPER,Economically Disadvantaged,212,192,0.91,164,0.77,22,0.10,145,0.68,30,0.14,49,0.23,1,0.00,80,0.38,11,0.05,19,0.09
05,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1836,1728,0.94,1537,0.84,159,0.09,1424,0.78,706,0.39,395,0.22,55,0.03,1156,0.63,83,0.05,510,0.28
05,Beaumont,123,JEFFERSON,Economically Disadvantaged,1502,1400,0.93,998,0.66,364,0.24,911,0.61,206,0.14,311,0.21,25,0.02,542,0.36,52,0.03,116,0.08
05,Beaumont,176,NEWTON,Not Economically Disadvantaged,96,86,0.90,74,0.77,9,0.09,71,0.74,17,0.18,28,0.29,2,0.02,47,0.49,4,0.04,23,0.24
05,Beaumont,176,NEWTON,Economically Disadvantaged,104,86,0.83,66,0.64,11,0.11,64,0.62,8,0.08,27,0.26,6,0.06,41,0.39,5,0.05,9,0.09
05,Beaumont,181,ORANGE,Not Economically Disadvantaged,829,783,0.95,719,0.87,51,0.06,676,0.82,215,0.26,284,0.34,42,0.05,541,0.65,28,0.03,224,0.27
05,Beaumont,181,ORANGE,Economically Disadvantaged,420,394,0.94,299,0.71,78,0.19,274,0.65,37,0.09,99,0.24,6,0.01,142,0.34,7,0.02,38,0.09
05,Beaumont,229,TYLER,Not Economically Disadvantaged,169,160,0.95,150,0.89,11,0.07,136,0.81,48,0.28,44,0.26,2,0.01,94,0.56,4,0.02,38,0.23
05,Beaumont,229,TYLER,Economically Disadvantaged,142,125,0.88,106,0.75,11,0.08,88,0.62,16,0.11,26,0.18,3,0.02,45,0.32,2,0.01,5,0.04
06,Huntsville,008,AUSTIN,Not Economically Disadvantaged,300,290,0.97,280,0.93,5,0.02,265,0.88,92,0.31,127,0.42,3,0.01,222,0.74,12,0.04,131,0.44
06,Huntsville,008,AUSTIN,Economically Disadvantaged,132,124,0.94,111,0.84,9,0.07,101,0.77,8,0.06,25,0.19,0,0.00,33,0.25,1,0.01,11,0.08
06,Huntsville,021,BRAZOS,Not Economically Disadvantaged,874,808,0.92,697,0.80,93,0.11,683,0.78,281,0.32,306,0.35,25,0.03,612,0.70,38,0.04,330,0.38
06,Huntsville,021,BRAZOS,Economically Disadvantaged,801,707,0.88,361,0.45,325,0.41,420,0.52,35,0.04,215,0.27,5,0.01,255,0.32,41,0.05,36,0.04
06,Huntsville,026,BURLESON,Not Economically Disadvantaged,153,142,0.93,125,0.82,15,0.10,121,0.79,25,0.16,50,0.33,2,0.01,77,0.50,3,0.02,32,0.21
06,Huntsville,026,BURLESON,Economically Disadvantaged,111,97,0.87,75,0.68,26,0.23,69,0.62,2,0.02,25,0.23,2,0.02,29,0.26,2,0.02,4,0.04
06,Huntsville,093,GRIMES,Not Economically Disadvantaged,173,162,0.94,140,0.81,14,0.08,125,0.72,32,0.19,63,0.36,0,0.00,95,0.55,6,0.03,48,0.28
06,Huntsville,093,GRIMES,Economically Disadvantaged,164,147,0.90,110,0.67,34,0.21,97,0.59,11,0.07,31,0.19,0,0.00,42,0.26,2,0.01,12,0.07
06,Huntsville,113,HOUSTON,Not Economically Disadvantaged,140,127,0.91,113,0.81,13,0.09,111,0.79,38,0.27,42,0.30,2,0.01,82,0.59,5,0.04,37,0.26
06,Huntsville,113,HOUSTON,Economically Disadvantaged,127,116,0.91,104,0.82,17,0.13,93,0.73,17,0.13,19,0.15,0,0.00,36,0.28,1,0.01,14,0.11
06,Huntsville,145,LEON,Not Economically Disadvantaged,166,154,0.93,141,0.85,9,0.05,130,0.78,41,0.25,49,0.30,1,0.01,91,0.55,8,0.05,48,0.29
06,Huntsville,145,LEON,Economically Disadvantaged,93,82,0.88,69,0.74,6,0.06,65,0.70,11,0.12,26,0.28,0,0.00,37,0.40,2,0.02,9,0.10
06,Huntsville,154,MADISON,Not Economically Disadvantaged,90,86,0.96,68,0.76,16,0.18,75,0.83,20,0.22,20,0.22,1,0.01,41,0.46,1,0.01,18,0.20
06,Huntsville,154,MADISON,Economically Disadvantaged,105,95,0.91,67,0.64,25,0.24,64,0.61,8,0.08,17,0.16,1,0.01,26,0.25,3,0.03,2,0.02
06,Huntsville,166,MILAM,Not Economically Disadvantaged,140,136,0.97,128,0.91,5,0.04,127,0.91,41,0.29,51,0.36,3,0.02,95,0.68,3,0.02,44,0.31
06,Huntsville,166,MILAM,Economically Disadvantaged,159,145,0.91,111,0.70,24,0.15,110,0.69,12,0.08,35,0.22,2,0.01,49,0.31,4,0.03,11,0.07
06,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,3360,3105,0.92,2756,0.82,256,0.08,2597,0.77,803,0.24,1170,0.35,165,0.05,2138,0.64,178,0.05,862,0.26
06,Huntsville,170,MONTGOMERY,Economically Disadvantaged,1067,921,0.86,658,0.62,216,0.20,576,0.54,65,0.06,229,0.22,4,0.00,298,0.28,40,0.04,60,0.06
06,Huntsville,187,POLK,Not Economically Disadvantaged,286,250,0.87,219,0.77,19,0.07,184,0.64,51,0.18,79,0.28,8,0.03,138,0.48,20,0.07,51,0.18
06,Huntsville,187,POLK,Economically Disadvantaged,266,245,0.92,216,0.81,15,0.06,171,0.64,12,0.05,55,0.21,3,0.01,70,0.26,5,0.02,22,0.08
06,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,101,92,0.91,84,0.83,5,0.05,81,0.80,21,0.21,41,0.41,2,0.02,64,0.63,3,0.03,34,0.34
06,Huntsville,198,ROBERTSON,Economically Disadvantaged,135,117,0.87,96,0.71,23,0.17,79,0.59,13,0.10,36,0.27,0,0.00,49,0.36,3,0.02,4,0.03
06,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,152,142,0.93,104,0.68,29,0.19,105,0.69,34,0.22,34,0.22,1,0.01,69,0.45,2,0.01,19,0.13
06,Huntsville,204,SAN JACINTO,Economically Disadvantaged,141,124,0.88,71,0.50,49,0.35,79,0.56,15,0.11,17,0.12,2,0.01,34,0.24,2,0.01,5,0.04
06,Huntsville,228,TRINITY,Not Economically Disadvantaged,79,73,0.92,65,0.82,9,0.11,61,0.77,17,0.22,26,0.33,3,0.04,46,0.58,6,0.08,15,0.19
06,Huntsville,228,TRINITY,Economically Disadvantaged,128,113,0.88,96,0.75,13,0.10,82,0.64,16,0.13,27,0.21,2,0.02,45,0.35,4,0.03,7,0.05
06,Huntsville,236,WALKER,Not Economically Disadvantaged,333,318,0.96,282,0.85,18,0.05,269,0.81,141,0.42,69,0.21,10,0.03,220,0.66,11,0.03,89,0.27
06,Huntsville,236,WALKER,Economically Disadvantaged,261,243,0.93,185,0.71,43,0.17,170,0.65,28,0.11,55,0.21,5,0.02,88,0.34,13,0.05,15,0.06
06,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,272,257,0.95,238,0.88,14,0.05,228,0.84,64,0.24,130,0.48,3,0.01,197,0.72,12,0.04,117,0.43
06,Huntsville,239,WASHINGTON,Economically Disadvantaged,151,136,0.90,109,0.72,23,0.15,89,0.59,11,0.07,45,0.30,1,0.01,57,0.38,7,0.05,13,0.09
07,Kilgore,001,ANDERSON,Not Economically Disadvantaged,381,363,0.95,336,0.88,23,0.06,315,0.83,76,0.20,172,0.45,4,0.01,252,0.66,15,0.04,124,0.33
07,Kilgore,001,ANDERSON,Economically Disadvantaged,289,267,0.92,220,0.76,38,0.13,201,0.70,20,0.07,89,0.31,5,0.02,114,0.39,14,0.05,34,0.12
07,Kilgore,003,ANGELINA,Not Economically Disadvantaged,663,634,0.96,569,0.86,51,0.08,549,0.83,128,0.19,305,0.46,17,0.03,450,0.68,19,0.03,172,0.26
07,Kilgore,003,ANGELINA,Economically Disadvantaged,470,425,0.90,341,0.73,76,0.16,322,0.69,33,0.07,162,0.35,3,0.01,198,0.42,19,0.04,42,0.09
07,Kilgore,037,CHEROKEE,Not Economically Disadvantaged,282,263,0.93,241,0.86,21,0.07,231,0.82,49,0.17,130,0.46,4,0.01,183,0.65,9,0.03,80,0.28
07,Kilgore,037,CHEROKEE,Economically Disadvantaged,285,270,0.95,217,0.76,41,0.14,198,0.70,11,0.04,73,0.26,2,0.01,86,0.30,5,0.02,20,0.07
07,Kilgore,092,GREGG,Not Economically Disadvantaged,1107,1062,0.96,989,0.89,52,0.05,920,0.83,234,0.21,493,0.45,47,0.04,774,0.70,41,0.04,326,0.29
07,Kilgore,092,GREGG,Economically Disadvantaged,646,598,0.93,431,0.67,149,0.23,380,0.59,40,0.06,174,0.27,15,0.02,229,0.35,23,0.04,45,0.07
07,Kilgore,102,HARRISON,Not Economically Disadvantaged,648,604,0.93,541,0.84,43,0.07,493,0.76,113,0.17,263,0.41,37,0.06,413,0.64,26,0.04,156,0.24
07,Kilgore,102,HARRISON,Economically Disadvantaged,421,366,0.87,288,0.68,75,0.18,259,0.62,34,0.08,103,0.25,10,0.02,147,0.35,18,0.04,37,0.09
07,Kilgore,107,HENDERSON,Not Economically Disadvantaged,495,457,0.92,411,0.83,29,0.06,389,0.79,86,0.17,219,0.44,7,0.01,312,0.63,26,0.05,131,0.27
07,Kilgore,107,HENDERSON,Economically Disadvantaged,284,257,0.91,223,0.79,30,0.11,178,0.63,3,0.01,100,0.35,4,0.01,107,0.38,15,0.05,20,0.07
07,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,429,402,0.94,372,0.87,24,0.06,357,0.83,166,0.39,124,0.29,11,0.03,301,0.70,24,0.06,168,0.39
07,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,357,301,0.84,248,0.70,46,0.13,224,0.63,49,0.14,77,0.22,5,0.01,131,0.37,24,0.07,27,0.08
07,Kilgore,183,PANOLA,Not Economically Disadvantaged,212,202,0.95,188,0.89,5,0.02,174,0.82,24,0.11,124,0.59,4,0.02,152,0.72,12,0.06,74,0.35
07,Kilgore,183,PANOLA,Economically Disadvantaged,106,100,0.94,92,0.87,4,0.04,83,0.78,8,0.08,34,0.32,1,0.01,43,0.41,1,0.01,10,0.09
07,Kilgore,190,RAINS,Not Economically Disadvantaged,74,65,0.88,61,0.82,4,0.05,54,0.73,12,0.16,19,0.26,1,0.01,32,0.43,2,0.03,14,0.19
07,Kilgore,190,RAINS,Economically Disadvantaged,39,34,0.87,27,0.69,5,0.13,24,0.62,4,0.10,10,0.26,0,0.00,14,0.36,2,0.05,6,0.15
07,Kilgore,201,RUSK,Not Economically Disadvantaged,316,300,0.95,274,0.87,23,0.07,249,0.79,45,0.14,160,0.51,4,0.01,209,0.66,12,0.04,90,0.29
07,Kilgore,201,RUSK,Economically Disadvantaged,256,243,0.95,186,0.73,42,0.16,157,0.61,6,0.02,80,0.31,2,0.01,88,0.34,10,0.04,19,0.07
07,Kilgore,202,SABINE,Not Economically Disadvantaged,64,59,0.92,55,0.86,1,0.02,27,0.42,10,0.16,20,0.31,0,0.00,30,0.47,15,0.23,13,0.20
07,Kilgore,202,SABINE,Economically Disadvantaged,82,77,0.94,72,0.88,3,0.04,34,0.42,2,0.02,18,0.22,1,0.01,21,0.26,9,0.11,5,0.06
07,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,44,43,0.98,40,0.91,1,0.02,39,0.89,10,0.23,16,0.36,2,0.05,28,0.64,1,0.02,16,0.36
07,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,72,63,0.88,57,0.79,5,0.07,55,0.76,5,0.07,24,0.33,1,0.01,30,0.42,0,0.00,5,0.07
07,Kilgore,210,SHELBY,Not Economically Disadvantaged,186,175,0.94,159,0.86,16,0.09,145,0.78,34,0.18,82,0.44,1,0.01,117,0.63,7,0.04,45,0.24
07,Kilgore,210,SHELBY,Economically Disadvantaged,178,153,0.86,140,0.79,19,0.11,114,0.64,8,0.04,52,0.29,2,0.01,62,0.35,7,0.04,14,0.08
07,Kilgore,212,SMITH,Not Economically Disadvantaged,1601,1490,0.93,1286,0.80,183,0.11,1237,0.77,279,0.17,752,0.47,55,0.03,1086,0.68,86,0.05,454,0.28
07,Kilgore,212,SMITH,Economically Disadvantaged,848,780,0.92,548,0.65,199,0.24,520,0.61,35,0.04,274,0.32,11,0.01,320,0.38,40,0.05,60,0.07
07,Kilgore,230,UPSHUR,Not Economically Disadvantaged,341,321,0.94,294,0.86,20,0.06,275,0.81,53,0.16,158,0.46,17,0.05,228,0.67,17,0.05,82,0.24
07,Kilgore,230,UPSHUR,Economically Disadvantaged,204,179,0.88,159,0.78,19,0.09,158,0.78,13,0.06,64,0.31,4,0.02,81,0.40,6,0.03,15,0.07
07,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,266,249,0.94,226,0.85,18,0.07,208,0.78,38,0.14,107,0.40,8,0.03,153,0.58,9,0.03,66,0.25
07,Kilgore,234,VAN ZANDT,Economically Disadvantaged,124,111,0.90,92,0.74,15,0.12,81,0.65,6,0.05,34,0.27,1,0.01,41,0.33,2,0.02,9,0.07
07,Kilgore,250,WOOD,Not Economically Disadvantaged,299,278,0.93,259,0.87,9,0.03,238,0.80,42,0.14,122,0.41,10,0.03,174,0.58,10,0.03,66,0.22
07,Kilgore,250,WOOD,Economically Disadvantaged,185,169,0.91,153,0.83,7,0.04,130,0.70,10,0.05,49,0.27,0,0.00,59,0.32,6,0.03,12,0.06
08,Mt. Pleasant,019,BOWIE,Not Economically Disadvantaged,739,688,0.93,645,0.87,26,0.04,612,0.83,83,0.11,319,0.43,104,0.14,506,0.69,25,0.03,159,0.22
