Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
03,Victoria,,,,4604,4337,0.94,3443,0.75,731,0.16,3356,0.73,596,0.13,1730,0.38,70,0.02,2396,0.52,170,0.04,961,0.21
04,Houston,,,,60264,54116,0.90,40520,0.67,10175,0.17,37962,0.63,11740,0.20,17883,0.30,2090,0.03,31713,0.53,3952,0.07,11411,0.19
05,Beaumont,,,,6913,6358,0.92,5310,0.77,793,0.12,4701,0.68,1558,0.23,1678,0.24,228,0.03,3464,0.50,330,0.05,1280,0.19
06,Huntsville,,,,9875,9019,0.91,7329,0.74,1245,0.13,6579,0.67,1704,0.17,3044,0.31,277,0.03,5025,0.51,523,0.05,1933,0.20
07,Kilgore,,,,12546,11652,0.93,9810,0.78,1170,0.09,8449,0.67,1513,0.12,4764,0.38,343,0.03,6620,0.53,774,0.06,2467,0.20
08,Mt. Pleasant,,,,4215,3923,0.93,3249,0.77,379,0.09,2997,0.71,402,0.10,1626,0.39,264,0.06,2292,0.54,193,0.05,773,0.18
09,Wichita Falls,,,,3282,3040,0.93,2546,0.78,338,0.10,2297,0.70,840,0.26,713,0.22,128,0.04,1681,0.51,124,0.04,685,0.21
10,Richardson,,,,39624,35484,0.90,27386,0.69,6104,0.15,25273,0.64,5783,0.15,12091,0.31,1747,0.04,19621,0.50,2171,0.05,6608,0.17
11,Fort Worth,,,,27828,25011,0.90,20324,0.73,3378,0.12,18259,0.66,5008,0.18,8676,0.31,1050,0.04,14734,0.53,1552,0.06,5278,0.19
12,Waco,,,,9992,8935,0.89,7313,0.73,1051,0.11,6477,0.65,1110,0.11,3984,0.40,203,0.02,5297,0.53,597,0.06,1958,0.20
13,Austin,,,,18538,16962,0.92,13661,0.74,2552,0.14,12640,0.68,3875,0.21,5060,0.27,704,0.04,9639,0.52,920,0.05,3580,0.19
14,Abilene,,,,4008,3728,0.93,3204,0.80,371,0.09,2778,0.69,758,0.19,1345,0.34,84,0.02,2187,0.55,191,0.05,907,0.23
15,San Angelo,,,,4250,3919,0.92,3356,0.79,344,0.08,2932,0.69,1168,0.28,847,0.20,84,0.02,2099,0.49,164,0.04,792,0.19
16,Amarillo,,,,6288,5770,0.92,4882,0.78,602,0.10,4355,0.69,1096,0.17,2130,0.34,273,0.04,3499,0.56,298,0.05,1301,0.21
17,Lubbock,,,,6643,6202,0.93,5457,0.82,527,0.08,4805,0.72,1189,0.18,1892,0.29,179,0.03,3260,0.49,176,0.03,1195,0.18
18,Midland,,,,6998,6375,0.91,5338,0.76,786,0.11,4640,0.66,878,0.13,1820,0.26,155,0.02,2853,0.41,228,0.03,1008,0.14
19,El Paso,,,,11198,9658,0.86,7373,0.66,1776,0.16,6852,0.61,1962,0.18,3101,0.28,583,0.05,5646,0.50,732,0.07,1238,0.11
20,San Antonio,,,,23927,21614,0.90,16422,0.69,3937,0.17,15182,0.64,3620,0.15,7727,0.32,644,0.03,11991,0.50,1285,0.05,3488,0.15
,,,,,290712,262842,0.90,205990,0.71,42517,0.15,189744,0.65,50060,0.17,89027,0.31,9571,0.03,148658,0.51,15627,0.05,51392,0.18
,,Female,,,141151,128288,0.91,104187,0.74,17020,0.12,96993,0.69,27238,0.19,46852,0.33,4816,0.03,78906,0.56,7709,0.05,30273,0.21
,,Male,,,149561,134554,0.90,101803,0.68,25497,0.17,92751,0.62,22822,0.15,42175,0.28,4755,0.03,69752,0.47,7918,0.05,21119,0.14
1,Edinburg,,,Not Economically Disadvantaged,4121,3765,0.91,3024,0.73,594,0.14,3148,0.76,1345,0.33,1355,0.33,105,0.03,2805,0.68,218,0.05,1061,0.26
1,Edinburg,,,Economically Disadvantaged,16577,14896,0.90,9914,0.60,4184,0.25,10247,0.62,2257,0.14,4844,0.29,227,0.01,7328,0.44,613,0.04,2027,0.12
2,Corpus Christi,,,Not Economically Disadvantaged,4573,4168,0.91,3439,0.75,487,0.11,3374,0.74,1223,0.27,1572,0.34,89,0.02,2884,0.63,236,0.05,1095,0.24
2,Corpus Christi,,,Economically Disadvantaged,4448,3910,0.88,2690,0.61,993,0.22,2441,0.55,435,0.10,1145,0.26,44,0.01,1624,0.37,180,0.04,346,0.08
3,Victoria,,,Not Economically Disadvantaged,2551,2434,0.95,2115,0.83,240,0.09,2076,0.81,506,0.20,1185,0.47,40,0.02,1731,0.68,103,0.04,819,0.32
3,Victoria,,,Economically Disadvantaged,2053,1903,0.93,1328,0.65,491,0.24,1280,0.62,90,0.04,545,0.27,30,0.01,665,0.32,67,0.03,142,0.07
4,Houston,,,Not Economically Disadvantaged,38402,34912,0.91,28368,0.74,4591,0.12,26822,0.70,9408,0.25,13292,0.35,1753,0.05,24453,0.64,2889,0.08,9748,0.25
4,Houston,,,Economically Disadvantaged,21862,19204,0.88,12152,0.56,5584,0.26,11140,0.51,2332,0.11,4591,0.21,337,0.02,7260,0.33,1063,0.05,1663,0.08
5,Beaumont,,,Not Economically Disadvantaged,4190,3917,0.94,3505,0.84,276,0.07,3188,0.76,1272,0.30,1178,0.28,170,0.04,2620,0.63,222,0.05,1102,0.26
5,Beaumont,,,Economically Disadvantaged,2723,2441,0.90,1805,0.66,517,0.19,1513,0.56,286,0.11,500,0.18,58,0.02,844,0.31,108,0.04,178,0.07
6,Huntsville,,,Not Economically Disadvantaged,6463,5977,0.93,5148,0.80,579,0.09,4719,0.73,1461,0.23,2322,0.36,230,0.04,4013,0.62,386,0.06,1717,0.27
6,Huntsville,,,Economically Disadvantaged,3412,3042,0.89,2181,0.64,666,0.20,1860,0.55,243,0.07,722,0.21,47,0.01,1012,0.30,137,0.04,216,0.06
7,Kilgore,,,Not Economically Disadvantaged,7896,7396,0.94,6531,0.83,524,0.07,5830,0.74,1237,0.16,3493,0.44,277,0.04,5007,0.63,519,0.07,2066,0.26
7,Kilgore,,,Economically Disadvantaged,4650,4256,0.92,3279,0.71,646,0.14,2619,0.56,276,0.06,1271,0.27,66,0.01,1613,0.35,255,0.05,401,0.09
8,Mt. Pleasant,,,Not Economically Disadvantaged,2513,2368,0.94,2107,0.84,129,0.05,1968,0.78,312,0.12,1158,0.46,210,0.08,1680,0.67,134,0.05,655,0.26
8,Mt. Pleasant,,,Economically Disadvantaged,1702,1555,0.91,1142,0.67,250,0.15,1029,0.61,90,0.05,468,0.28,54,0.03,612,0.36,59,0.03,118,0.07
9,Wichita Falls,,,Not Economically Disadvantaged,2057,1926,0.94,1708,0.83,145,0.07,1609,0.78,703,0.34,495,0.24,97,0.05,1295,0.63,79,0.04,577,0.28
9,Wichita Falls,,,Economically Disadvantaged,1225,1114,0.91,838,0.68,193,0.16,688,0.56,137,0.11,218,0.18,31,0.03,386,0.32,45,0.04,108,0.09
10,Richardson,,,Not Economically Disadvantaged,24910,22731,0.91,19334,0.78,2283,0.09,17757,0.71,4908,0.20,8836,0.36,1458,0.06,15202,0.61,1592,0.06,5668,0.23
10,Richardson,,,Economically Disadvantaged,14714,12753,0.87,8052,0.55,3821,0.26,7516,0.51,875,0.06,3255,0.22,289,0.02,4419,0.30,579,0.04,940,0.06
11,Fort Worth,,,Not Economically Disadvantaged,19829,18141,0.92,15548,0.78,1792,0.09,14281,0.72,4479,0.23,6950,0.35,918,0.05,12347,0.62,1198,0.06,4745,0.24
11,Fort Worth,,,Economically Disadvantaged,7999,6870,0.86,4776,0.60,1586,0.20,3978,0.50,529,0.07,1726,0.22,132,0.02,2387,0.30,354,0.04,533,0.07
12,Waco,,,Not Economically Disadvantaged,5963,5454,0.92,4713,0.79,447,0.08,4322,0.73,936,0.16,2684,0.45,146,0.02,3766,0.63,346,0.06,1607,0.27
12,Waco,,,Economically Disadvantaged,4029,3481,0.86,2600,0.65,604,0.15,2155,0.54,174,0.04,1300,0.32,57,0.01,1531,0.38,251,0.06,351,0.09
13,Austin,,,Not Economically Disadvantaged,12337,11478,0.93,10004,0.81,1018,0.08,9465,0.77,3448,0.28,3911,0.32,611,0.05,7970,0.65,660,0.05,3278,0.27
13,Austin,,,Economically Disadvantaged,6201,5484,0.88,3657,0.59,1534,0.25,3175,0.51,427,0.07,1149,0.19,93,0.02,1669,0.27,260,0.04,302,0.05
14,Abilene,,,Not Economically Disadvantaged,2316,2188,0.95,2014,0.87,99,0.04,1822,0.79,621,0.27,906,0.39,57,0.02,1584,0.68,118,0.05,733,0.32
14,Abilene,,,Economically Disadvantaged,1692,1540,0.91,1190,0.70,272,0.16,956,0.57,137,0.08,439,0.26,27,0.02,603,0.36,73,0.04,174,0.10
15,San Angelo,,,Not Economically Disadvantaged,2302,2167,0.94,1953,0.85,116,0.05,1796,0.78,944,0.41,495,0.22,52,0.02,1491,0.65,96,0.04,650,0.28
15,San Angelo,,,Economically Disadvantaged,1948,1752,0.90,1403,0.72,228,0.12,1136,0.58,224,0.12,352,0.18,32,0.02,608,0.31,68,0.03,142,0.07
16,Amarillo,,,Not Economically Disadvantaged,3711,3487,0.94,3133,0.84,226,0.06,2907,0.78,926,0.25,1478,0.40,202,0.05,2606,0.70,186,0.05,1104,0.30
16,Amarillo,,,Economically Disadvantaged,2577,2283,0.89,1749,0.68,376,0.15,1448,0.56,170,0.07,652,0.25,71,0.03,893,0.35,112,0.04,197,0.08
17,Lubbock,,,Not Economically Disadvantaged,3346,3183,0.95,2946,0.88,157,0.05,2792,0.83,968,0.29,1196,0.36,112,0.03,2276,0.68,106,0.03,1006,0.30
17,Lubbock,,,Economically Disadvantaged,3297,3019,0.92,2511,0.76,370,0.11,2013,0.61,221,0.07,696,0.21,67,0.02,984,0.30,70,0.02,189,0.06
18,Midland,,,Not Economically Disadvantaged,3465,3256,0.94,2955,0.85,189,0.05,2699,0.78,685,0.20,1111,0.32,113,0.03,1909,0.55,135,0.04,821,0.24
18,Midland,,,Economically Disadvantaged,3533,3119,0.88,2383,0.67,597,0.17,1941,0.55,193,0.05,709,0.20,42,0.01,944,0.27,93,0.03,187,0.05
19,El Paso,,,Not Economically Disadvantaged,3543,3012,0.85,2557,0.72,327,0.09,2406,0.68,944,0.27,950,0.27,297,0.08,2191,0.62,267,0.08,601,0.17
19,El Paso,,,Economically Disadvantaged,7655,6646,0.87,4816,0.63,1449,0.19,4446,0.58,1018,0.13,2151,0.28,286,0.04,3455,0.45,465,0.06,637,0.08
20,San Antonio,,,Not Economically Disadvantaged,10006,9172,0.92,7712,0.77,1028,0.10,7385,0.74,2634,0.26,3556,0.36,443,0.04,6633,0.66,631,0.06,2482,0.25
20,San Antonio,,,Economically Disadvantaged,13921,12442,0.89,8710,0.63,2909,0.21,7797,0.56,986,0.07,4171,0.30,201,0.01,5358,0.39,654,0.05,1006,0.07
1,Edinburg,Female,African American,,14,11,0.79,9,0.64,2,0.14,8,0.57,6,0.43,0,0.00,1,0.07,7,0.50,0,0.00,4,0.29
1,Edinburg,Female,Hispanic,,9461,8529,0.90,6156,0.65,1909,0.20,6397,0.68,1765,0.19,2991,0.32,128,0.01,4884,0.52,343,0.04,1645,0.17
1,Edinburg,Female,White,,545,491,0.90,414,0.76,48,0.09,417,0.77,207,0.38,157,0.29,32,0.06,396,0.73,37,0.07,185,0.34
1,Edinburg,Female,Others,,39,38,0.97,35,0.90,1,0.03,36,0.92,26,0.67,6,0.15,1,0.03,33,0.85,1,0.03,23,0.59
1,Edinburg,Male,African American,,20,16,0.80,9,0.45,5,0.25,10,0.50,5,0.25,3,0.15,2,0.10,10,0.50,0,0.00,1,0.05
1,Edinburg,Male,Hispanic,,9973,8991,0.90,5850,0.59,2724,0.27,6070,0.61,1370,0.14,2873,0.29,144,0.01,4387,0.44,400,0.04,1083,0.11
1,Edinburg,Male,White,,605,551,0.91,434,0.72,88,0.15,426,0.70,201,0.33,162,0.27,23,0.04,386,0.64,47,0.08,132,0.22
1,Edinburg,Male,Others,,41,34,0.83,31,0.76,1,0.02,31,0.76,22,0.54,7,0.17,1,0.02,30,0.73,3,0.07,15,0.37
2,Corpus Christi,Female,African American,,141,122,0.87,82,0.58,26,0.18,77,0.55,22,0.16,41,0.29,8,0.06,71,0.50,8,0.06,21,0.15
2,Corpus Christi,Female,Hispanic,,2711,2421,0.89,1804,0.67,481,0.18,1725,0.64,432,0.16,895,0.33,33,0.01,1360,0.50,139,0.05,418,0.15
2,Corpus Christi,Female,White,,1358,1225,0.90,1030,0.76,112,0.08,969,0.71,398,0.29,440,0.32,36,0.03,874,0.64,71,0.05,372,0.27
2,Corpus Christi,Female,Others,,45,38,0.84,29,0.64,3,0.07,32,0.71,14,0.31,17,0.38,1,0.02,32,0.71,1,0.02,14,0.31
2,Corpus Christi,Male,African American,,175,147,0.84,108,0.62,28,0.16,97,0.55,21,0.12,41,0.23,7,0.04,69,0.39,7,0.04,11,0.06
2,Corpus Christi,Male,Hispanic,,2959,2651,0.90,1899,0.64,627,0.21,1786,0.60,382,0.13,811,0.27,23,0.01,1216,0.41,110,0.04,259,0.09
2,Corpus Christi,Male,White,,1565,1417,0.91,1128,0.72,199,0.13,1084,0.69,367,0.24,457,0.29,24,0.02,848,0.54,76,0.05,325,0.21
2,Corpus Christi,Male,Others,,67,57,0.85,49,0.73,4,0.06,45,0.67,22,0.33,15,0.22,1,0.01,38,0.57,4,0.06,21,0.31
3,Victoria,Female,African American,,240,229,0.95,177,0.74,45,0.19,176,0.73,33,0.14,75,0.31,4,0.02,112,0.47,6,0.03,27,0.11
3,Victoria,Female,Hispanic,,893,828,0.93,600,0.67,194,0.22,597,0.67,50,0.06,317,0.36,8,0.01,375,0.42,34,0.04,115,0.13
3,Victoria,Female,White,,1091,1042,0.96,921,0.84,80,0.07,876,0.80,240,0.22,519,0.48,13,0.01,772,0.71,55,0.05,409,0.38
3,Victoria,Female,Others,,23,23,1.00,20,0.87,2,0.09,18,0.78,12,0.52,3,0.13,0,0.00,15,0.65,2,0.09,11,0.48
3,Victoria,Male,African American,,237,227,0.96,164,0.69,56,0.24,170,0.72,27,0.11,63,0.27,10,0.04,100,0.42,5,0.02,18,0.08
3,Victoria,Male,Hispanic,,932,862,0.93,569,0.61,254,0.27,575,0.62,34,0.04,244,0.26,16,0.02,294,0.32,24,0.03,75,0.08
3,Victoria,Male,White,,1165,1105,0.95,975,0.84,97,0.08,928,0.80,188,0.16,507,0.44,19,0.02,714,0.61,41,0.04,296,0.25
3,Victoria,Male,Others,,23,21,0.91,17,0.74,3,0.13,16,0.70,12,0.52,2,0.09,0,0.00,14,0.61,3,0.13,10,0.44
4,Houston,Female,African American,,6255,5617,0.90,4052,0.65,1204,0.19,4153,0.66,1644,0.26,1428,0.23,285,0.05,3357,0.54,345,0.06,900,0.14
4,Houston,Female,Hispanic,,8867,7818,0.88,5327,0.60,1894,0.21,5151,0.58,893,0.10,2476,0.28,116,0.01,3485,0.39,448,0.05,1004,0.11
4,Houston,Female,White,,12558,11543,0.92,9914,0.79,1001,0.08,9056,0.72,3061,0.24,4962,0.40,617,0.05,8640,0.69,982,0.08,4031,0.32
4,Houston,Female,Others,,1596,1450,0.91,1311,0.82,56,0.04,1298,0.81,748,0.47,462,0.29,75,0.05,1285,0.81,110,0.07,747,0.47
4,Houston,Male,African American,,6620,5871,0.89,3723,0.56,1718,0.26,3663,0.55,1239,0.19,1200,0.18,265,0.04,2704,0.41,353,0.05,477,0.07
4,Houston,Male,Hispanic,,9597,8430,0.88,5120,0.53,2738,0.29,4527,0.47,688,0.07,2081,0.22,134,0.01,2903,0.30,499,0.05,603,0.06
4,Houston,Male,White,,13170,11928,0.91,9776,0.74,1457,0.11,8876,0.67,2770,0.21,4829,0.37,544,0.04,8143,0.62,1094,0.08,3065,0.23
4,Houston,Male,Others,,1601,1459,0.91,1297,0.81,107,0.07,1238,0.77,697,0.44,445,0.28,54,0.03,1196,0.75,121,0.08,584,0.37
5,Beaumont,Female,African American,,982,925,0.94,746,0.76,152,0.16,678,0.69,197,0.20,227,0.23,31,0.03,455,0.46,29,0.03,118,0.12
5,Beaumont,Female,Hispanic,,178,156,0.88,126,0.71,16,0.09,101,0.57,22,0.12,44,0.25,4,0.02,70,0.39,6,0.03,23,0.13
5,Beaumont,Female,White,,2103,1942,0.92,1707,0.81,135,0.06,1515,0.72,615,0.29,552,0.26,77,0.04,1244,0.59,117,0.06,565,0.27
5,Beaumont,Female,Others,,79,67,0.85,60,0.76,5,0.06,50,0.63,31,0.39,27,0.34,1,0.01,59,0.75,13,0.17,37,0.47
5,Beaumont,Male,African American,,1015,937,0.92,701,0.69,218,0.22,608,0.60,141,0.14,169,0.17,35,0.03,345,0.34,33,0.03,56,0.06
5,Beaumont,Male,Hispanic,,199,177,0.89,131,0.66,38,0.19,93,0.47,18,0.09,44,0.22,4,0.02,66,0.33,12,0.06,25,0.13
5,Beaumont,Male,White,,2268,2074,0.91,1775,0.78,216,0.10,1604,0.71,518,0.23,586,0.26,74,0.03,1178,0.52,109,0.05,439,0.19
5,Beaumont,Male,Others,,89,80,0.90,64,0.72,13,0.15,52,0.58,16,0.18,29,0.33,2,0.02,47,0.53,11,0.12,17,0.19
6,Huntsville,Female,African American,,716,677,0.95,538,0.75,103,0.14,496,0.69,114,0.16,175,0.24,19,0.03,308,0.43,24,0.03,91,0.13
6,Huntsville,Female,Hispanic,,640,573,0.90,434,0.68,113,0.18,383,0.60,39,0.06,197,0.31,9,0.01,245,0.38,26,0.04,65,0.10
6,Huntsville,Female,White,,3344,3066,0.92,2685,0.80,264,0.08,2413,0.72,763,0.23,1222,0.37,104,0.03,2089,0.63,194,0.06,978,0.29
6,Huntsville,Female,Others,,52,44,0.85,36,0.69,2,0.04,36,0.69,14,0.27,14,0.27,4,0.08,32,0.62,4,0.08,17,0.33
6,Huntsville,Male,African American,,748,685,0.92,475,0.64,187,0.25,435,0.58,81,0.11,149,0.20,18,0.02,248,0.33,28,0.04,26,0.03
6,Huntsville,Male,Hispanic,,698,609,0.87,413,0.59,158,0.23,363,0.52,45,0.06,149,0.21,10,0.01,204,0.29,29,0.04,45,0.06
6,Huntsville,Male,White,,3629,3319,0.92,2712,0.75,416,0.12,2422,0.67,632,0.17,1130,0.31,112,0.03,1874,0.52,217,0.06,693,0.19
6,Huntsville,Male,Others,,48,46,0.96,36,0.75,2,0.04,31,0.65,16,0.33,8,0.17,1,0.02,25,0.52,1,0.02,18,0.38
7,Kilgore,Female,African American,,1368,1300,0.95,1097,0.80,136,0.10,970,0.71,186,0.14,546,0.40,23,0.02,755,0.55,68,0.05,237,0.17
7,Kilgore,Female,Hispanic,,529,482,0.91,356,0.67,58,0.11,294,0.56,20,0.04,167,0.32,4,0.01,191,0.36,40,0.08,57,0.11
7,Kilgore,Female,White,,4115,3834,0.93,3411,0.83,220,0.05,2960,0.72,609,0.15,1825,0.44,137,0.03,2571,0.63,305,0.07,1140,0.28
7,Kilgore,Female,Others,,44,39,0.89,39,0.89,1,0.02,33,0.75,11,0.25,17,0.39,1,0.02,29,0.66,3,0.07,14,0.32
7,Kilgore,Male,African American,,1342,1252,0.93,971,0.72,243,0.18,853,0.64,135,0.10,397,0.30,38,0.03,570,0.43,53,0.04,111,0.08
7,Kilgore,Male,Hispanic,,599,530,0.89,361,0.60,123,0.21,305,0.51,15,0.03,122,0.20,12,0.02,149,0.25,27,0.05,35,0.06
7,Kilgore,Male,White,,4517,4184,0.93,3549,0.79,386,0.09,3010,0.67,526,0.12,1682,0.37,125,0.03,2333,0.52,278,0.06,861,0.19
7,Kilgore,Male,Others,,32,31,0.97,26,0.81,3,0.09,24,0.75,11,0.34,8,0.25,3,0.09,22,0.69,0,0.00,12,0.38
8,Mt. Pleasant,Female,African American,,445,424,0.95,329,0.74,54,0.12,337,0.76,54,0.12,162,0.36,23,0.05,239,0.54,11,0.02,66,0.15
8,Mt. Pleasant,Female,Hispanic,,97,81,0.84,58,0.60,15,0.16,60,0.62,2,0.02,39,0.40,1,0.01,42,0.43,4,0.04,11,0.11
8,Mt. Pleasant,Female,White,,1474,1384,0.94,1209,0.82,78,0.05,1095,0.74,170,0.12,692,0.47,106,0.07,968,0.66,93,0.06,385,0.26
8,Mt. Pleasant,Female,Others,,16,13,0.81,10,0.63,0,0.00,7,0.44,1,0.06,4,0.25,2,0.13,7,0.44,2,0.13,2,0.13
8,Mt. Pleasant,Male,African American,,537,505,0.94,363,0.68,103,0.19,356,0.66,47,0.09,118,0.22,33,0.06,198,0.37,19,0.04,39,0.07
8,Mt. Pleasant,Male,Hispanic,,116,102,0.88,79,0.68,12,0.10,67,0.58,4,0.03,25,0.22,1,0.01,30,0.26,2,0.02,4,0.03
8,Mt. Pleasant,Male,White,,1513,1399,0.93,1192,0.79,113,0.07,1066,0.71,122,0.08,582,0.39,97,0.06,801,0.53,62,0.04,261,0.17
8,Mt. Pleasant,Male,Others,,17,15,0.88,9,0.53,4,0.24,9,0.53,2,0.12,4,0.24,1,0.06,7,0.41,0,0.00,5,0.29
9,Wichita Falls,Female,African American,,120,114,0.95,86,0.72,18,0.15,81,0.68,21,0.18,22,0.18,11,0.09,54,0.45,4,0.03,14,0.12
9,Wichita Falls,Female,Hispanic,,209,191,0.91,147,0.70,28,0.13,135,0.65,25,0.12,52,0.25,2,0.01,79,0.38,7,0.03,32,0.15
9,Wichita Falls,Female,White,,1277,1187,0.93,1050,0.82,87,0.07,930,0.73,408,0.32,314,0.25,47,0.04,769,0.60,65,0.05,368,0.29
9,Wichita Falls,Female,Others,,28,25,0.89,20,0.71,2,0.07,21,0.75,11,0.39,8,0.29,1,0.04,20,0.71,1,0.04,12,0.43
9,Wichita Falls,Male,African American,,131,109,0.83,78,0.60,30,0.23,71,0.54,18,0.14,24,0.18,6,0.05,48,0.37,4,0.03,11,0.08
9,Wichita Falls,Male,Hispanic,,227,206,0.91,171,0.75,35,0.15,148,0.65,26,0.12,32,0.14,7,0.03,65,0.29,4,0.02,14,0.06
9,Wichita Falls,Male,White,,1265,1183,0.94,971,0.77,137,0.11,892,0.71,320,0.25,256,0.20,54,0.04,630,0.50,38,0.03,226,0.18
9,Wichita Falls,Male,Others,,25,25,1.00,23,0.92,1,0.04,19,0.76,11,0.44,5,0.20,0,0.00,16,0.64,1,0.04,8,0.32
10,Richardson,Female,African American,,4225,3826,0.91,2790,0.66,822,0.20,2857,0.68,635,0.15,1297,0.31,187,0.04,2119,0.50,195,0.05,515,0.12
10,Richardson,Female,Hispanic,,4476,3881,0.87,2707,0.61,915,0.20,2611,0.58,220,0.05,1235,0.28,65,0.01,1520,0.34,148,0.03,393,0.09
10,Richardson,Female,White,,9932,9109,0.92,8058,0.81,590,0.06,7194,0.72,2082,0.21,3682,0.37,587,0.06,6351,0.64,649,0.07,2739,0.28
10,Richardson,Female,Others,,817,740,0.91,662,0.81,36,0.04,613,0.75,268,0.33,234,0.29,49,0.06,551,0.67,68,0.08,303,0.37
10,Richardson,Male,African American,,4273,3715,0.87,2278,0.53,1263,0.30,2311,0.54,446,0.10,960,0.23,207,0.05,1613,0.38,206,0.05,261,0.06
10,Richardson,Male,Hispanic,,4626,3943,0.85,2249,0.49,1442,0.31,2084,0.45,150,0.03,898,0.19,69,0.01,1117,0.24,175,0.04,212,0.05
10,Richardson,Male,White,,10452,9519,0.91,8004,0.77,974,0.09,7026,0.67,1754,0.17,3529,0.34,541,0.05,5824,0.56,677,0.06,1974,0.19
10,Richardson,Male,Others,,823,751,0.91,638,0.78,62,0.08,577,0.70,228,0.28,256,0.31,42,0.05,526,0.64,53,0.06,211,0.26
11,Fort Worth,Female,African American,,1690,1490,0.88,1210,0.72,223,0.13,1091,0.65,285,0.17,483,0.29,59,0.03,827,0.49,106,0.06,215,0.13
11,Fort Worth,Female,Hispanic,,2151,1867,0.87,1346,0.63,398,0.19,1227,0.57,145,0.07,550,0.26,28,0.01,723,0.34,72,0.03,208,0.10
11,Fort Worth,Female,White,,9164,8439,0.92,7366,0.80,655,0.07,6704,0.73,2120,0.23,3301,0.36,402,0.04,5823,0.64,507,0.06,2510,0.27
11,Fort Worth,Female,Others,,454,407,0.90,354,0.78,31,0.07,325,0.72,135,0.30,144,0.32,20,0.04,299,0.66,31,0.07,158,0.35
11,Fort Worth,Male,African American,,1679,1453,0.87,1040,0.62,329,0.20,894,0.53,180,0.11,392,0.23,76,0.05,648,0.39,95,0.06,101,0.06
11,Fort Worth,Male,Hispanic,,2328,1981,0.85,1329,0.57,522,0.22,1113,0.48,132,0.06,497,0.21,40,0.02,669,0.29,105,0.05,138,0.06
11,Fort Worth,Male,White,,9864,8920,0.90,7306,0.74,1165,0.12,6559,0.67,1872,0.19,3144,0.32,407,0.04,5423,0.55,592,0.06,1825,0.19
11,Fort Worth,Male,Others,,498,454,0.91,373,0.75,55,0.11,346,0.70,139,0.28,165,0.33,18,0.04,322,0.65,44,0.09,123,0.25
