Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
3,Victoria,62,DE WITT,Male,161,153,95%,136,84%,18,11%,125,78%,19,12%,39,24%,58,36%,  ,  ,32,20%
3,Victoria,88,GOLIAD,Female,45,43,96%,42,93%,  ,  ,39,87%,9,20%,16,36%,25,56%,  ,  ,13,29%
3,Victoria,88,GOLIAD,Male,58,57,98%,56,97%,  ,  ,50,86%,16,28%,17,29%,33,57%,  ,  ,16,28%
3,Victoria,120,JACKSON,Female,114,111,97%,109,96%,  ,  ,102,89%,26,23%,42,37%,68,60%,  ,  ,34,30%
3,Victoria,120,JACKSON,Male,131,127,97%,121,92%,  ,  ,109,83%,16,12%,56,43%,72,55%,  ,  ,42,32%
3,Victoria,128,KARNES,Female,67,65,97%,62,93%,  ,  ,54,81%,18,27%,24,36%,42,63%,  ,  ,23,34%
3,Victoria,128,KARNES,Male,87,84,97%,75,86%,5,6%,69,79%,12,14%,29,33%,41,47%,5,6%,22,25%
3,Victoria,143,LAVACA,Female,69,69,100%,66,96%,  ,  ,61,88%,12,17%,36,52%,48,70%,  ,  ,27,39%
3,Victoria,143,LAVACA,Male,80,75,94%,72,90%,  ,  ,65,81%,12,15%,30,38%,42,53%,  ,  ,23,29%
3,Victoria,158,MATAGORDA,Female,249,239,96%,228,92%,5,2%,191,77%,40,16%,100,40%,140,56%,9,4%,65,26%
3,Victoria,158,MATAGORDA,Male,266,258,97%,245,92%,8,3%,212,80%,46,17%,91,34%,137,52%,7,3%,65,24%
3,Victoria,196,REFUGIO,Female,42,40,95%,38,90%,  ,  ,35,83%,13,31%,12,29%,25,60%,  ,  ,11,26%
3,Victoria,196,REFUGIO,Male,60,60,100%,59,98%,  ,  ,53,88%,10,17%,23,38%,33,55%,  ,  ,17,28%
3,Victoria,235,VICTORIA,Female,509,484,95%,434,85%,30,6%,349,69%,73,14%,192,38%,265,52%,25,5%,110,22%
3,Victoria,235,VICTORIA,Male,537,501,93%,442,82%,45,8%,380,71%,61,11%,177,33%,238,44%,15,3%,104,19%
3,Victoria,241,WHARTON,Female,294,287,98%,256,87%,29,10%,248,84%,50,17%,140,48%,190,65%,6,2%,90,31%
3,Victoria,241,WHARTON,Male,300,292,97%,247,82%,42,14%,243,81%,30,10%,130,43%,160,53%,5,2%,88,29%
4,Houston,20,BRAZORIA,Female,2133,2048,96%,1902,89%,132,6%,1782,84%,512,24%,859,40%,1371,64%,66,3%,765,36%
4,Houston,20,BRAZORIA,Male,2154,2069,96%,1859,86%,193,9%,1734,81%,385,18%,789,37%,1174,55%,56,3%,545,25%
4,Houston,36,CHAMBERS,Female,260,254,98%,249,96%,5,2%,229,88%,72,28%,116,45%,188,72%,  ,  ,103,40%
4,Houston,36,CHAMBERS,Male,257,250,97%,238,93%,8,3%,213,83%,48,19%,108,42%,156,61%,6,2%,81,32%
4,Houston,79,FORT BEND,Female,3636,3485,96%,3145,87%,277,8%,3075,85%,1261,35%,1112,31%,2373,65%,98,3%,1363,37%
4,Houston,79,FORT BEND,Male,3856,3694,96%,3188,83%,447,12%,3126,81%,1121,29%,1165,30%,2286,59%,97,3%,1104,29%
4,Houston,84,GALVESTON,Female,2673,2575,96%,2417,90%,114,4%,2263,85%,771,29%,1048,39%,1819,68%,85,3%,1069,40%
4,Houston,84,GALVESTON,Male,2831,2714,96%,2431,86%,237,8%,2264,80%,699,25%,975,34%,1674,59%,87,3%,852,30%
4,Houston,101,HARRIS,Female,27402,26002,95%,23539,86%,1866,7%,21778,79%,6202,23%,9353,34%,15555,57%,883,3%,7561,28%
4,Houston,101,HARRIS,Male,28956,27417,95%,23662,82%,3198,11%,21886,76%,5092,18%,8560,30%,13652,47%,751,3%,5386,19%
4,Houston,146,LIBERTY,Female,535,511,96%,465,87%,31,6%,407,76%,81,15%,200,37%,281,53%,19,4%,123,23%
4,Houston,146,LIBERTY,Male,565,535,95%,460,81%,48,9%,410,73%,63,11%,141,25%,204,36%,12,2%,78,14%
4,Houston,237,WALLER,Female,285,271,95%,237,83%,30,11%,229,80%,63,22%,88,31%,151,53%,7,2%,75,26%
4,Houston,237,WALLER,Male,349,333,95%,275,79%,57,16%,265,76%,33,9%,91,26%,124,36%,5,1%,28,8%
5,Beaumont,84,GALVESTON,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
5,Beaumont,84,GALVESTON,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
5,Beaumont,100,HARDIN,Female,365,347,95%,330,90%,9,2%,296,81%,147,40%,72,20%,219,60%,6,2%,115,32%
5,Beaumont,100,HARDIN,Male,440,424,96%,390,89%,29,7%,345,78%,114,26%,98,22%,212,48%,8,2%,101,23%
5,Beaumont,121,JASPER,Female,244,230,94%,216,89%,10,4%,194,80%,59,24%,76,31%,135,55%,8,3%,58,24%
5,Beaumont,121,JASPER,Male,264,250,95%,230,87%,16,6%,212,80%,42,16%,57,22%,99,38%,  ,  ,37,14%
5,Beaumont,123,JEFFERSON,Female,1451,1394,96%,1300,90%,59,4%,1144,79%,422,29%,444,31%,866,60%,46,3%,404,28%
5,Beaumont,123,JEFFERSON,Male,1502,1436,96%,1276,85%,106,7%,1090,73%,297,20%,408,27%,705,47%,50,3%,281,19%
5,Beaumont,176,NEWTON,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
5,Beaumont,176,NEWTON,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
5,Beaumont,181,ORANGE,Female,555,532,96%,495,89%,20,4%,455,82%,113,20%,206,37%,319,57%,18,3%,164,30%
5,Beaumont,181,ORANGE,Male,638,601,94%,529,83%,65,10%,505,79%,116,18%,191,30%,307,48%,14,2%,128,20%
5,Beaumont,229,TYLER,Female,119,113,95%,104,87%,  ,  ,84,71%,29,24%,29,24%,58,49%,  ,  ,31,26%
5,Beaumont,229,TYLER,Male,137,133,97%,122,89%,9,7%,116,85%,16,12%,44,32%,60,44%,  ,  ,21,15%
6,Huntsville,8,AUSTIN,Female,219,215,98%,196,90%,8,4%,186,85%,38,17%,104,47%,142,65%,11,5%,76,35%
6,Huntsville,8,AUSTIN,Male,205,199,97%,183,89%,10,5%,176,86%,37,18%,66,32%,103,50%,  ,  ,55,27%
6,Huntsville,21,BRAZOS,Female,923,872,94%,793,86%,59,6%,715,77%,195,21%,304,33%,499,54%,28,3%,257,28%
6,Huntsville,21,BRAZOS,Male,955,878,92%,727,76%,129,14%,680,71%,150,16%,264,28%,414,43%,22,2%,194,20%
6,Huntsville,26,BURLESON,Female,110,109,99%,105,95%,  ,  ,100,91%,25,23%,42,38%,67,61%,  ,  ,37,34%
6,Huntsville,26,BURLESON,Male,118,115,97%,112,95%,  ,  ,93,79%,14,12%,29,25%,43,36%,  ,  ,13,11%
6,Huntsville,93,GRIMES,Female,162,156,96%,145,90%,9,6%,133,82%,37,23%,51,31%,88,54%,  ,  ,45,28%
6,Huntsville,93,GRIMES,Male,150,143,95%,116,77%,27,18%,110,73%,19,13%,39,26%,58,39%,  ,  ,27,18%
6,Huntsville,113,HOUSTON,Female,98,94,96%,92,94%,  ,  ,82,84%,23,23%,37,38%,60,61%,  ,  ,28,29%
6,Huntsville,113,HOUSTON,Male,131,119,91%,100,76%,14,11%,92,70%,9,7%,32,24%,41,31%,  ,  ,12,9%
6,Huntsville,145,LEON,Female,104,97,93%,90,87%,  ,  ,73,70%,18,17%,39,38%,57,55%,5,5%,31,30%
6,Huntsville,145,LEON,Male,123,118,96%,107,87%,8,7%,94,76%,19,15%,39,32%,58,47%,  ,  ,27,22%
6,Huntsville,154,MADISON,Female,88,87,99%,85,97%,  ,  ,80,91%,15,17%,28,32%,43,49%,  ,  ,13,15%
6,Huntsville,154,MADISON,Male,95,91,96%,81,85%,  ,  ,75,79%,16,17%,18,19%,34,36%,  ,  ,14,15%
6,Huntsville,166,MILAM,Female,128,122,95%,112,88%,8,6%,107,84%,30,23%,46,36%,76,59%,  ,  ,36,28%
6,Huntsville,166,MILAM,Male,163,157,96%,133,82%,20,12%,129,79%,30,18%,46,28%,76,47%,  ,  ,34,21%
6,Huntsville,170,MONTGOMERY,Female,3239,3053,94%,2852,88%,151,5%,2592,80%,694,21%,1135,35%,1829,56%,114,4%,936,29%
6,Huntsville,170,MONTGOMERY,Male,3352,3151,94%,2779,83%,296,9%,2556,76%,587,18%,957,29%,1544,46%,101,3%,676,20%
6,Huntsville,187,POLK,Female,238,225,95%,217,91%,8,3%,190,80%,55,23%,73,31%,128,54%,  ,  ,55,23%
6,Huntsville,187,POLK,Male,255,241,95%,223,87%,16,6%,194,76%,28,11%,54,21%,82,32%,  ,  ,32,13%
6,Huntsville,198,ROBERTSON,Female,104,101,97%,97,93%,  ,  ,93,89%,29,28%,37,36%,66,63%,  ,  ,36,35%
6,Huntsville,198,ROBERTSON,Male,121,113,93%,100,83%,10,8%,92,76%,13,11%,37,31%,50,41%,  ,  ,21,17%
6,Huntsville,204,SAN JACINTO,Female,138,126,91%,119,86%,8,6%,99,72%,23,17%,50,36%,73,53%,  ,  ,33,24%
6,Huntsville,204,SAN JACINTO,Male,134,125,93%,104,78%,21,16%,102,76%,10,7%,31,23%,41,31%,  ,  ,8,6%
6,Huntsville,228,TRINITY,Female,93,87,94%,80,86%,  ,  ,59,63%,17,18%,27,29%,44,47%,5,5%,16,17%
6,Huntsville,228,TRINITY,Male,89,84,94%,73,82%,6,7%,64,72%,9,10%,27,30%,36,40%,  ,  ,13,15%
6,Huntsville,236,WALKER,Female,256,247,96%,224,88%,19,7%,219,86%,71,28%,68,27%,139,54%,8,3%,62,24%
6,Huntsville,236,WALKER,Male,270,260,96%,225,83%,29,11%,215,80%,53,20%,70,26%,123,46%,  ,  ,50,19%
6,Huntsville,239,WASHINGTON,Female,188,184,98%,176,94%,  ,  ,150,80%,36,19%,82,44%,118,63%,  ,  ,72,38%
6,Huntsville,239,WASHINGTON,Male,180,178,99%,163,91%,10,6%,146,81%,31,17%,59,33%,90,50%,  ,  ,41,23%
7,Kilgore,1,ANDERSON,Female,303,288,95%,273,90%,14,5%,233,77%,47,16%,135,45%,182,60%,18,6%,91,30%
7,Kilgore,1,ANDERSON,Male,295,275,93%,256,87%,23,8%,225,76%,36,12%,76,26%,112,38%,8,3%,44,15%
7,Kilgore,3,ANGELINA,Female,592,576,97%,556,94%,15,3%,506,85%,105,18%,271,46%,376,64%,18,3%,174,29%
7,Kilgore,3,ANGELINA,Male,617,591,96%,567,92%,24,4%,520,84%,85,14%,212,34%,297,48%,7,1%,128,21%
7,Kilgore,37,CHEROKEE,Female,270,255,94%,242,90%,11,4%,207,77%,28,10%,105,39%,133,49%,9,3%,63,23%
7,Kilgore,37,CHEROKEE,Male,321,296,92%,270,84%,25,8%,249,78%,33,10%,86,27%,119,37%,  ,  ,42,13%
7,Kilgore,92,GREGG,Female,816,778,95%,737,90%,21,3%,684,84%,145,18%,350,43%,495,61%,9,1%,234,29%
7,Kilgore,92,GREGG,Male,781,741,95%,690,88%,47,6%,627,80%,103,13%,280,36%,383,49%,10,1%,154,20%
7,Kilgore,102,HARRISON,Female,444,426,96%,404,91%,9,2%,364,82%,88,20%,173,39%,261,59%,15,3%,130,29%
7,Kilgore,102,HARRISON,Male,473,444,94%,422,89%,23,5%,393,83%,78,16%,161,34%,239,51%,8,2%,106,22%
7,Kilgore,107,HENDERSON,Female,395,382,97%,362,92%,7,2%,292,74%,69,17%,167,42%,236,60%,40,10%,116,29%
7,Kilgore,107,HENDERSON,Male,407,391,96%,361,89%,19,5%,285,70%,43,11%,143,35%,186,46%,31,8%,74,18%
7,Kilgore,174,NACOGDOCHES,Female,377,362,96%,344,91%,15,4%,311,82%,106,28%,119,32%,225,60%,13,3%,122,32%
7,Kilgore,174,NACOGDOCHES,Male,409,392,96%,350,86%,28,7%,306,75%,61,15%,99,24%,160,39%,7,2%,77,19%
7,Kilgore,183,PANOLA,Female,132,125,95%,118,89%,7,5%,113,86%,19,14%,79,60%,98,74%,5,4%,48,36%
7,Kilgore,183,PANOLA,Male,136,130,96%,125,92%,  ,  ,107,79%,19,14%,57,42%,76,56%,6,4%,36,26%
7,Kilgore,190,RAINS,Female,58,56,97%,53,91%,  ,  ,49,84%,17,29%,19,33%,36,62%,  ,  ,22,38%
7,Kilgore,190,RAINS,Male,70,65,93%,61,87%,  ,  ,54,77%,5,7%,22,31%,27,39%,  ,  ,  ,  
7,Kilgore,201,RUSK,Female,298,281,94%,263,88%,10,3%,242,81%,48,16%,123,41%,171,57%,10,3%,88,30%
7,Kilgore,201,RUSK,Male,273,262,96%,240,88%,19,7%,216,79%,27,10%,82,30%,109,40%,  ,  ,38,14%
7,Kilgore,202,SABINE,Female,69,66,96%,63,91%,  ,  ,54,78%,18,26%,19,28%,37,54%,  ,  ,18,26%
7,Kilgore,202,SABINE,Male,71,65,92%,59,83%,  ,  ,55,77%,16,23%,7,10%,23,32%,  ,  ,10,14%
7,Kilgore,203,SAN AUGUSTINE,Female,34,31,91%,30,88%,  ,  ,26,76%,  ,  ,10,29%,13,38%,  ,  ,9,26%
7,Kilgore,203,SAN AUGUSTINE,Male,37,34,92%,29,78%,  ,  ,28,76%,  ,  ,8,22%,11,30%,  ,  ,  ,  
7,Kilgore,210,SHELBY,Female,182,167,92%,156,86%,7,4%,147,81%,23,13%,83,46%,106,58%,  ,  ,54,30%
7,Kilgore,210,SHELBY,Male,160,153,96%,135,84%,15,9%,132,83%,18,11%,60,38%,78,49%,  ,  ,33,21%
7,Kilgore,212,SMITH,Female,1198,1133,95%,1039,87%,75,6%,951,79%,195,16%,500,42%,695,58%,39,3%,353,29%
7,Kilgore,212,SMITH,Male,1314,1243,95%,1063,81%,138,11%,993,76%,157,12%,472,36%,629,48%,31,2%,268,20%
7,Kilgore,230,UPSHUR,Female,247,234,95%,228,92%,  ,  ,197,80%,58,23%,96,39%,154,62%,8,3%,85,34%
7,Kilgore,230,UPSHUR,Male,275,264,96%,253,92%,8,3%,233,85%,29,11%,106,39%,135,49%,5,2%,65,24%
7,Kilgore,234,VAN ZANDT,Female,189,184,97%,171,90%,  ,  ,151,80%,27,14%,88,47%,115,61%,6,3%,56,30%
7,Kilgore,234,VAN ZANDT,Male,205,196,96%,190,93%,8,4%,173,84%,19,9%,65,32%,84,41%,  ,  ,35,17%
7,Kilgore,250,WOOD,Female,224,216,96%,211,94%,5,2%,190,85%,55,25%,87,39%,142,63%,  ,  ,72,32%
7,Kilgore,250,WOOD,Male,245,236,96%,225,92%,5,2%,193,79%,31,13%,74,30%,105,43%,9,4%,41,17%
8,Mt. Pleasant,19,BOWIE,Female,623,589,95%,544,87%,18,3%,474,76%,85,14%,235,38%,320,51%,33,5%,138,22%
8,Mt. Pleasant,19,BOWIE,Male,667,627,94%,565,85%,31,5%,471,71%,103,15%,176,26%,279,42%,30,5%,122,18%
8,Mt. Pleasant,32,CAMP,Female,78,74,95%,73,94%,  ,  ,65,83%,10,13%,36,46%,46,59%,  ,  ,15,19%
8,Mt. Pleasant,32,CAMP,Male,92,85,92%,82,89%,  ,  ,75,82%,13,14%,21,23%,34,37%,  ,  ,14,15%
8,Mt. Pleasant,34,CASS,Female,191,183,96%,174,91%,  ,  ,153,80%,38,20%,76,40%,114,60%,7,4%,58,30%
8,Mt. Pleasant,34,CASS,Male,232,221,95%,205,88%,8,3%,194,84%,33,14%,66,28%,99,43%,  ,  ,45,19%
8,Mt. Pleasant,60,DELTA,Female,27,26,96%,25,93%,  ,  ,21,78%,  ,  ,14,52%,16,59%,  ,  ,7,26%
8,Mt. Pleasant,60,DELTA,Male,46,44,96%,44,96%,  ,  ,37,80%,7,15%,15,33%,22,48%,  ,  ,10,22%
8,Mt. Pleasant,80,FRANKLIN,Female,48,47,98%,45,94%,  ,  ,42,88%,9,19%,20,42%,29,60%,  ,  ,17,35%
8,Mt. Pleasant,80,FRANKLIN,Male,54,51,94%,51,94%,  ,  ,51,94%,10,19%,21,39%,31,57%,  ,  ,14,26%
8,Mt. Pleasant,112,HOPKINS,Female,219,209,95%,198,90%,9,4%,183,84%,43,20%,83,38%,126,58%,9,4%,60,27%
8,Mt. Pleasant,112,HOPKINS,Male,257,247,96%,221,86%,16,6%,187,73%,49,19%,59,23%,108,42%,  ,  ,45,18%
8,Mt. Pleasant,139,LAMAR,Female,328,313,95%,290,88%,11,3%,191,58%,48,15%,166,51%,214,65%,70,21%,114,35%
8,Mt. Pleasant,139,LAMAR,Male,339,318,94%,289,85%,21,6%,170,50%,31,9%,133,39%,164,48%,64,19%,67,20%
8,Mt. Pleasant,155,MARION,Female,42,40,95%,37,88%,  ,  ,35,83%,20,48%,9,21%,29,69%,  ,  ,15,36%
8,Mt. Pleasant,155,MARION,Male,48,47,98%,43,90%,  ,  ,34,71%,15,31%,5,10%,20,42%,  ,  ,8,17%
8,Mt. Pleasant,172,MORRIS,Female,76,73,96%,67,88%,5,7%,57,75%,12,16%,35,46%,47,62%,  ,  ,22,29%
8,Mt. Pleasant,172,MORRIS,Male,89,85,96%,80,90%,  ,  ,75,84%,7,8%,34,38%,41,46%,  ,  ,13,15%
8,Mt. Pleasant,194,RED RIVER,Female,75,68,91%,65,87%,  ,  ,62,83%,6,8%,51,68%,57,76%,6,8%,18,24%
8,Mt. Pleasant,194,RED RIVER,Male,99,94,95%,90,91%,  ,  ,82,83%,10,10%,44,44%,54,55%,  ,  ,18,18%
8,Mt. Pleasant,225,TITUS,Female,261,246,94%,230,88%,13,5%,210,80%,33,13%,124,48%,157,60%,11,4%,78,30%
8,Mt. Pleasant,225,TITUS,Male,259,241,93%,205,79%,33,13%,193,75%,15,6%,88,34%,103,40%,5,2%,40,15%
9,Wichita Falls,5,ARCHER,Female,67,66,99%,65,97%,  ,  ,63,94%,24,36%,25,37%,49,73%,  ,  ,31,46%
9,Wichita Falls,5,ARCHER,Male,78,76,97%,73,94%,  ,  ,62,79%,22,28%,27,35%,49,63%,5,6%,28,36%
9,Wichita Falls,12,BAYLOR,Female,19,18,95%,16,84%,  ,  ,12,63%,  ,  ,8,42%,10,53%,  ,  ,5,26%
9,Wichita Falls,12,BAYLOR,Male,15,15,100%,15,100%,  ,  ,14,93%,  ,  ,  ,  ,6,40%,  ,  ,  ,  
9,Wichita Falls,39,CLAY,Female,71,67,94%,64,90%,  ,  ,57,80%,21,30%,23,32%,44,62%,  ,  ,20,28%
9,Wichita Falls,39,CLAY,Male,66,64,97%,58,88%,  ,  ,52,79%,20,30%,17,26%,37,56%,  ,  ,14,21%
9,Wichita Falls,78,FOARD,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
9,Wichita Falls,78,FOARD,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
9,Wichita Falls,99,HARDEMAN,Female,30,25,83%,24,80%,  ,  ,18,60%,6,20%,10,33%,16,53%,  ,  ,7,23%
9,Wichita Falls,99,HARDEMAN,Male,28,28,100%,25,89%,  ,  ,22,79%,  ,  ,5,18%,8,29%,  ,  ,  ,  
9,Wichita Falls,119,JACK,Female,52,51,98%,45,87%,  ,  ,44,85%,11,21%,16,31%,27,52%,  ,  ,14,27%
9,Wichita Falls,119,JACK,Male,61,59,97%,57,93%,  ,  ,53,87%,11,18%,19,31%,30,49%,  ,  ,12,20%
9,Wichita Falls,138,KNOX,Female,22,22,100%,22,100%,  ,  ,21,95%,6,27%,9,41%,15,68%,  ,  ,13,59%
9,Wichita Falls,138,KNOX,Male,29,28,97%,26,90%,  ,  ,24,83%,5,17%,10,34%,15,52%,  ,  ,5,17%
9,Wichita Falls,169,MONTAGUE,Female,122,118,97%,108,89%,  ,  ,92,75%,26,21%,36,30%,62,51%,  ,  ,32,26%
9,Wichita Falls,169,MONTAGUE,Male,103,101,98%,85,83%,8,8%,79,77%,12,12%,28,27%,40,39%,  ,  ,20,19%
9,Wichita Falls,224,THROCKMORTON,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
9,Wichita Falls,224,THROCKMORTON,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
9,Wichita Falls,243,WICHITA,Female,738,686,93%,646,88%,31,4%,587,80%,184,25%,192,26%,376,51%,18,2%,177,24%
9,Wichita Falls,243,WICHITA,Male,845,782,93%,707,84%,53,6%,659,78%,175,21%,174,21%,349,41%,17,2%,133,16%
9,Wichita Falls,244,WILBARGER,Female,91,87,96%,83,91%,  ,  ,71,78%,19,21%,43,47%,62,68%,  ,  ,34,37%
9,Wichita Falls,244,WILBARGER,Male,94,83,88%,80,85%,  ,  ,71,76%,13,14%,27,29%,40,43%,  ,  ,17,18%
9,Wichita Falls,252,YOUNG,Female,130,121,93%,107,82%,13,10%,104,80%,39,30%,39,30%,78,60%,7,5%,39,30%
9,Wichita Falls,252,YOUNG,Male,123,121,98%,103,84%,8,7%,102,83%,29,24%,30,24%,59,48%,  ,  ,26,21%
10,Richardson,43,COLLIN,Female,5881,5597,95%,5355,91%,122,2%,5090,87%,1728,29%,2097,36%,3825,65%,216,4%,2250,38%
10,Richardson,43,COLLIN,Male,6081,5802,95%,5434,89%,263,4%,5131,84%,1491,25%,2095,34%,3586,59%,183,3%,1768,29%
