Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
6,Huntsville,113,HOUSTON,African Americans,63,58,92%,50,79%,6,10%,49,78%,9,14%,14,22%,23,37%,,,7,11%
6,Huntsville,113,HOUSTON,White,126,119,94%,115,91%,,,96,76%,18,14%,40,32%,58,46%,,,23,18%
6,Huntsville,145,LEON,Other Ethnicities,9,9,100%,9,100%,,,8,89%,,,5,56%,7,78%,,,,
6,Huntsville,145,LEON,African Americans,12,12,100%,12,100%,,,10,83%,5,42%,,,7,58%,,,,
6,Huntsville,145,LEON,Hispanic,44,41,93%,37,84%,,,33,75%,,,13,30%,16,36%,,,9,20%
6,Huntsville,145,LEON,White,162,153,94%,139,86%,9,6%,116,72%,27,17%,58,36%,85,52%,7,4%,44,27%
6,Huntsville,154,MADISON,Other Ethnicities,36,36,100%,35,97%,,,33,92%,,,16,44%,16,44%,,,,
6,Huntsville,154,MADISON,Hispanic,53,49,92%,47,89%,,,45,85%,10,19%,7,13%,17,32%,,,7,13%
6,Huntsville,154,MADISON,White,94,93,99%,84,89%,,,77,82%,21,22%,23,24%,44,47%,,,19,20%
6,Huntsville,166,MILAM,Other Ethnicities,7,6,86%,7,100%,,,7,100%,,,5,71%,6,86%,,,,
6,Huntsville,166,MILAM,African Americans,45,42,93%,38,84%,6,13%,37,82%,7,16%,15,33%,22,49%,,,7,16%
6,Huntsville,166,MILAM,Hispanic,80,79,99%,63,79%,14,18%,58,73%,6,8%,19,24%,25,31%,,,7,9%
6,Huntsville,166,MILAM,White,159,152,96%,137,86%,8,5%,134,84%,46,29%,53,33%,99,62%,,,54,34%
6,Huntsville,170,MONTGOMERY,African Americans,356,331,93%,292,82%,26,7%,273,77%,75,21%,110,31%,185,52%,15,4%,63,18%
6,Huntsville,170,MONTGOMERY,Hispanic,1779,1674,94%,1504,85%,144,8%,1366,77%,178,10%,549,31%,727,41%,30,2%,276,16%
6,Huntsville,170,MONTGOMERY,White,4113,3878,94%,3539,86%,259,6%,3244,79%,932,23%,1348,33%,2280,55%,158,4%,1165,28%
6,Huntsville,187,POLK,Other Ethnicities,29,28,97%,24,83%,,,25,86%,6,21%,6,21%,12,41%,,,,
6,Huntsville,187,POLK,African Americans,62,59,95%,57,92%,,,50,81%,11,18%,14,23%,25,40%,,,6,10%
6,Huntsville,187,POLK,Hispanic,93,90,97%,88,95%,,,76,82%,14,15%,32,34%,46,49%,,,18,19%
6,Huntsville,187,POLK,White,309,289,94%,271,88%,18,6%,233,75%,52,17%,75,24%,127,41%,,,59,19%
6,Huntsville,198,ROBERTSON,Other Ethnicities,51,46,90%,39,76%,6,12%,37,73%,7,14%,11,22%,18,35%,,,9,18%
6,Huntsville,198,ROBERTSON,African Americans,63,62,98%,58,92%,,,53,84%,12,19%,18,29%,30,48%,,,7,11%
6,Huntsville,198,ROBERTSON,White,111,106,96%,100,90%,,,95,86%,23,21%,45,41%,68,61%,,,41,37%
6,Huntsville,204,SAN JACINTO,Other Ethnicities,41,40,98%,37,90%,,,33,80%,8,20%,15,37%,23,56%,,,6,15%
6,Huntsville,204,SAN JACINTO,Hispanic,41,36,88%,31,76%,7,17%,30,73%,5,12%,12,29%,17,41%,,,6,15%
6,Huntsville,204,SAN JACINTO,White,190,175,92%,155,82%,18,9%,138,73%,20,11%,54,28%,74,39%,,,29,15%
6,Huntsville,228,TRINITY,Other Ethnicities,30,25,83%,24,80%,,,17,57%,6,20%,5,17%,11,37%,,,,
6,Huntsville,228,TRINITY,African Americans,27,26,96%,21,78%,5,19%,14,52%,,,7,26%,8,30%,,,,
6,Huntsville,228,TRINITY,White,125,120,96%,108,86%,,,92,74%,19,15%,42,34%,61,49%,,,23,18%
6,Huntsville,236,WALKER,Other Ethnicities,14,14,100%,14,100%,,,13,93%,5,36%,,,8,57%,,,5,36%
6,Huntsville,236,WALKER,African Americans,116,113,97%,94,81%,16,14%,90,78%,25,22%,35,30%,60,52%,,,14,12%
6,Huntsville,236,WALKER,Hispanic,131,126,96%,105,80%,20,15%,105,80%,10,8%,33,25%,43,33%,,,12,9%
6,Huntsville,236,WALKER,White,265,254,96%,236,89%,12,5%,226,85%,84,32%,67,25%,151,57%,8,3%,81,31%
6,Huntsville,239,WASHINGTON,Other Ethnicities,86,82,95%,77,90%,,,66,77%,9,10%,25,29%,34,40%,,,14,16%
6,Huntsville,239,WASHINGTON,African Americans,86,85,99%,78,91%,6,7%,66,77%,12,14%,37,43%,49,57%,,,20,23%
6,Huntsville,239,WASHINGTON,White,196,195,99%,184,94%,5,3%,164,84%,46,23%,79,40%,125,64%,,,79,40%
7,Kilgore,1,ANDERSON,Other Ethnicities,25,25,100%,25,100%,,,24,96%,5,20%,7,28%,12,48%,,,5,20%
7,Kilgore,1,ANDERSON,African Americans,91,89,98%,84,92%,,,75,82%,18,20%,32,35%,50,55%,,,18,20%
7,Kilgore,1,ANDERSON,Hispanic,106,93,88%,84,79%,12,11%,78,74%,8,8%,36,34%,44,42%,,,13,12%
7,Kilgore,1,ANDERSON,White,376,356,95%,336,89%,21,6%,281,75%,52,14%,136,36%,188,50%,20,5%,99,26%
7,Kilgore,3,ANGELINA,Other Ethnicities,18,18,100%,16,89%,,,14,78%,,,5,28%,5,28%,,,,
6,Huntsville,170,MONTGOMERY,Others,172,160,93%,150,87%,,,141,82%,66,38%,30,17%,96,56%,5,3%,71,41%
7,Kilgore,3,ANGELINA,Others,12,11,92%,11,92%,,,11,92%,5,42%,,,8,67%,,,6,50%
7,Kilgore,3,ANGELINA,African Americans,192,184,96%,181,94%,7,4%,161,84%,32,17%,68,35%,100,52%,5,3%,35,18%
7,Kilgore,3,ANGELINA,Hispanic,346,337,97%,328,95%,6,2%,302,87%,37,11%,160,46%,197,57%,,,85,25%
7,Kilgore,3,ANGELINA,White,641,617,96%,587,92%,25,4%,538,84%,116,18%,247,39%,363,57%,16,3%,175,27%
7,Kilgore,37,CHEROKEE,Other Ethnicities,8,7,88%,7,88%,,,6,75%,,,,,5,63%,,,,
7,Kilgore,37,CHEROKEE,African Americans,97,89,92%,82,85%,6,6%,75,77%,10,10%,37,38%,47,48%,,,14,14%
7,Kilgore,37,CHEROKEE,Hispanic,197,182,92%,168,85%,16,8%,153,78%,10,5%,51,26%,61,31%,,,21,11%
6,Huntsville,170,MONTGOMERY,Other Ethnicities,171,161,94%,146,85%,15,9%,124,73%,30,18%,55,32%,85,50%,7,4%,37,22%
7,Kilgore,37,CHEROKEE,Other Ethnicities,8,7,88%,7,88%,,,6,75%,,,,,5,63%,,,,
7,Kilgore,37,CHEROKEE,White,281,266,95%,248,88%,13,5%,216,77%,39,14%,95,34%,134,48%,7,2%,66,23%
7,Kilgore,92,GREGG,Other Ethnicities,17,16,94%,15,88%,,,13,76%,5,29%,,,9,53%,,,,
