Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
1,Edinburg,,,,23051,21560,0.94,17084,0.74,4124,0.18,15002,0.65,4474,0.19,7574,0.33,0,0,12048,0.52,1194,0.05,4256,0.19
2,Corpus Christi,,,,8121,7590,0.94,6203,0.76,1229,0.15,5419,0.67,1624,0.2,2526,0.31,0,0,4150,0.51,416,0.05,1453,0.18
3,Victoria,,,,4237,4010,0.95,3387,0.8,535,0.13,2908,0.69,560,0.13,1616,0.38,0,0,2176,0.51,240,0.06,934,0.22
4,Houston,,,,68201,63493,0.93,51650,0.76,10633,0.16,45358,0.67,14321,0.21,21732,0.32,0,0,36053,0.53,4509,0.07,14145,0.21
5,Beaumont,,,,6360,5966,0.94,5068,0.8,766,0.12,4200,0.66,1555,0.24,1699,0.27,0,0,3254,0.51,415,0.07,1248,0.2
6,Huntsville,,,,11039,10331,0.94,8862,0.8,1254,0.11,7827,0.71,2286,0.21,3474,0.32,0,0,5760,0.52,544,0.05,2323,0.21
7,Kilgore,,,,12312,11502,0.93,10014,0.81,1274,0.1,8598,0.7,1764,0.14,4629,0.38,0,0,6393,0.52,595,0.05,2506,0.2
8,Mt. Pleasant,,,,4282,4034,0.94,3659,0.86,266,0.06,3110,0.73,474,0.11,1829,0.43,0,0,2303,0.54,246,0.06,828,0.19
9,Wichita Falls,,,,3131,2945,0.94,2652,0.85,201,0.06,2329,0.74,753,0.24,802,0.26,0,0,1555,0.5,87,0.03,703,0.23
10,Richardson,,,,47553,44043,0.93,36591,0.77,6403,0.14,32031,0.67,8340,0.18,15516,0.33,0,0,23856,0.5,2570,0.05,8884,0.19
11,Fort Worth,,,,34242,31966,0.93,26909,0.79,4196,0.12,23562,0.69,7021,0.21,11249,0.33,0,0,18270,0.53,1837,0.05,7075,0.21
12,Waco,,,,10324,9489,0.92,8006,0.78,1216,0.12,7018,0.68,1508,0.15,4312,0.42,0,0,5820,0.56,713,0.07,2059,0.2
13,Austin,,,,21427,19951,0.93,17202,0.8,2351,0.11,15258,0.71,5331,0.25,5941,0.28,0,0,11272,0.53,1024,0.05,4508,0.21
14,Abilene,,,,3669,3423,0.93,2994,0.82,379,0.1,2601,0.71,849,0.23,1102,0.3,0,0,1951,0.53,130,0.04,832,0.23
15,San Angelo,,,,3875,3644,0.94,3282,0.85,310,0.08,2730,0.71,1028,0.27,956,0.25,0,0,1984,0.51,151,0.04,814,0.21
16,Amarillo,,,,5920,5547,0.94,5048,0.85,366,0.06,4225,0.71,1078,0.18,2129,0.36,0,0,3207,0.54,318,0.05,1259,0.21
17,Lubbock,,,,5871,5563,0.95,5115,0.87,321,0.05,4290,0.73,1101,0.19,1778,0.3,0,0,2879,0.49,148,0.03,1114,0.19
18,Midland,,,,5966,5632,0.94,4960,0.83,557,0.09,3935,0.66,952,0.16,1900,0.32,0,0,2852,0.48,288,0.05,1042,0.18
19,El Paso,,,,11948,11066,0.93,8950,0.75,1893,0.16,7877,0.66,2193,0.18,4203,0.35,0,0,6396,0.54,753,0.06,1904,0.16
20,San Antonio,,,,25202,23391,0.93,18404,0.73,4411,0.18,16334,0.65,4616,0.18,8214,0.33,0,0,12830,0.51,1437,0.06,4292,0.17
,,,,,316731,295146,0.93,246040,0.78,42685,0.14,214612,0.68,61828,0.2,103181,0.33,0,0,165009,0.52,17615,0.06,62179,0.2
,,Female,,,154622,144940,0.94,124487,0.81,16789,0.11,107613,0.7,33507,0.22,53730,0.35,0,0,87237,0.56,9350,0.06,36244,0.23
,,Male,,,162109,150206,0.93,121553,0.75,25896,0.16,106999,0.66,28321,0.18,49451,0.31,0,0,77772,0.48,8265,0.05,25935,0.16
1,Edinburg,,,Not Economically Disadvantaged,3716,3528,0.95,3079,0.83,378,0.1,2913,0.78,1416,0.38,1255,0.34,0,0,2671,0.72,194,0.05,1241,0.33
1,Edinburg,,,Economically Disadvantaged,19335,18032,0.93,14005,0.72,3746,0.19,12089,0.63,3058,0.16,6319,0.33,0,0,9377,0.49,1000,0.05,3015,0.16
2,Corpus Christi,,,Not Economically Disadvantaged,3687,3479,0.94,3053,0.83,352,0.1,2827,0.77,1103,0.3,1275,0.35,0,0,2378,0.65,191,0.05,1011,0.27
2,Corpus Christi,,,Economically Disadvantaged,4434,4111,0.93,3150,0.71,877,0.2,2592,0.59,521,0.12,1251,0.28,0,0,1772,0.4,225,0.05,442,0.1
3,Victoria,,,Not Economically Disadvantaged,2180,2085,0.96,1889,0.87,165,0.08,1708,0.78,464,0.21,1037,0.48,0,0,1501,0.69,147,0.07,767,0.35
3,Victoria,,,Economically Disadvantaged,2057,1925,0.94,1498,0.73,370,0.18,1200,0.58,96,0.05,579,0.28,0,0,675,0.33,93,0.05,167,0.08
4,Houston,,,Not Economically Disadvantaged,37355,35153,0.94,31023,0.83,3536,0.09,28625,0.77,11069,0.3,13753,0.37,0,0,24822,0.66,2553,0.07,11382,0.31
4,Houston,,,Economically Disadvantaged,30846,28340,0.92,20627,0.67,7097,0.23,16733,0.54,3252,0.11,7979,0.26,0,0,11231,0.36,1956,0.06,2763,0.09
5,Beaumont,,,Not Economically Disadvantaged,3418,3240,0.95,2917,0.85,267,0.08,2596,0.76,1118,0.33,1012,0.3,0,0,2130,0.62,220,0.06,980,0.29
5,Beaumont,,,Economically Disadvantaged,2942,2726,0.93,2151,0.73,499,0.17,1604,0.55,437,0.15,687,0.23,0,0,1124,0.38,195,0.07,268,0.09
6,Huntsville,,,Not Economically Disadvantaged,6874,6507,0.95,5897,0.86,491,0.07,5433,0.79,1970,0.29,2459,0.36,0,0,4429,0.64,345,0.05,2061,0.3
6,Huntsville,,,Economically Disadvantaged,4165,3824,0.92,2965,0.71,763,0.18,2394,0.58,316,0.08,1015,0.24,0,0,1331,0.32,199,0.05,262,0.06
7,Kilgore,,,Not Economically Disadvantaged,6643,6324,0.95,5815,0.88,400,0.06,5273,0.79,1400,0.21,2960,0.45,0,0,4360,0.66,314,0.05,2050,0.31
7,Kilgore,,,Economically Disadvantaged,5669,5178,0.91,4199,0.74,874,0.15,3325,0.59,364,0.06,1669,0.29,0,0,2033,0.36,281,0.05,456,0.08
8,Mt. Pleasant,,,Not Economically Disadvantaged,2239,2145,0.96,2027,0.91,80,0.04,1827,0.82,373,0.17,1132,0.51,0,0,1505,0.67,131,0.06,642,0.29
8,Mt. Pleasant,,,Economically Disadvantaged,2043,1889,0.93,1632,0.8,186,0.09,1283,0.63,101,0.05,697,0.34,0,0,798,0.39,115,0.06,186,0.09
9,Wichita Falls,,,Not Economically Disadvantaged,1912,1818,0.95,1688,0.88,69,0.04,1556,0.81,639,0.33,546,0.29,0,0,1185,0.62,60,0.03,587,0.31
9,Wichita Falls,,,Economically Disadvantaged,1219,1127,0.93,964,0.79,132,0.11,773,0.63,114,0.09,256,0.21,0,0,370,0.3,27,0.02,116,0.1
10,Richardson,,,Not Economically Disadvantaged,27658,25977,0.94,23224,0.84,2188,0.08,21080,0.76,6820,0.25,10479,0.38,0,0,17299,0.63,1564,0.06,7371,0.27
10,Richardson,,,Economically Disadvantaged,19895,18066,0.91,13367,0.67,4215,0.21,10951,0.55,1520,0.08,5037,0.25,0,0,6557,0.33,1006,0.05,1513,0.08
11,Fort Worth,,,Not Economically Disadvantaged,22887,21669,0.95,19119,0.84,1999,0.09,17444,0.76,6083,0.27,8416,0.37,0,0,14499,0.63,1254,0.05,6186,0.27
11,Fort Worth,,,Economically Disadvantaged,11355,10297,0.91,7790,0.69,2197,0.19,6118,0.54,938,0.08,2833,0.25,0,0,3771,0.33,583,0.05,889,0.08
12,Waco,,,Not Economically Disadvantaged,5708,5328,0.93,4767,0.84,438,0.08,4357,0.76,1223,0.21,2588,0.45,0,0,3811,0.67,360,0.06,1659,0.29
12,Waco,,,Economically Disadvantaged,4616,4161,0.9,3239,0.7,778,0.17,2661,0.58,285,0.06,1724,0.37,0,0,2009,0.44,353,0.08,400,0.09
13,Austin,,,Not Economically Disadvantaged,13824,13024,0.94,11949,0.86,867,0.06,11075,0.8,4663,0.34,4338,0.31,0,0,9001,0.65,686,0.05,4088,0.3
13,Austin,,,Economically Disadvantaged,7603,6927,0.91,5253,0.69,1484,0.2,4183,0.55,668,0.09,1603,0.21,0,0,2271,0.3,338,0.04,420,0.06
14,Abilene,,,Not Economically Disadvantaged,1978,1867,0.94,1731,0.88,115,0.06,1600,0.81,660,0.33,669,0.34,0,0,1329,0.67,67,0.03,655,0.33
14,Abilene,,,Economically Disadvantaged,1691,1556,0.92,1263,0.75,264,0.16,1001,0.59,189,0.11,433,0.26,0,0,622,0.37,63,0.04,177,0.11
15,San Angelo,,,Not Economically Disadvantaged,1813,1722,0.95,1610,0.89,74,0.04,1461,0.81,772,0.43,426,0.24,0,0,1198,0.66,69,0.04,589,0.33
15,San Angelo,,,Economically Disadvantaged,2062,1922,0.93,1672,0.81,236,0.11,1269,0.62,256,0.12,530,0.26,0,0,786,0.38,82,0.04,225,0.11
16,Amarillo,,,Not Economically Disadvantaged,3103,2990,0.96,2840,0.92,105,0.03,2561,0.83,868,0.28,1281,0.41,0,0,2149,0.69,149,0.05,1018,0.33
16,Amarillo,,,Economically Disadvantaged,2817,2557,0.91,2208,0.78,261,0.09,1664,0.59,210,0.07,848,0.3,0,0,1058,0.38,169,0.06,241,0.09
17,Lubbock,,,Not Economically Disadvantaged,2692,2584,0.96,2476,0.92,63,0.02,2272,0.84,851,0.32,971,0.36,0,0,1822,0.68,78,0.03,855,0.32
17,Lubbock,,,Economically Disadvantaged,3179,2979,0.94,2639,0.83,258,0.08,2018,0.64,250,0.08,807,0.25,0,0,1057,0.33,70,0.02,259,0.08
18,Midland,,,Not Economically Disadvantaged,3007,2859,0.95,2638,0.88,173,0.06,2302,0.77,750,0.25,1120,0.37,0,0,1870,0.62,147,0.05,818,0.27
18,Midland,,,Economically Disadvantaged,2959,2773,0.94,2322,0.79,384,0.13,1633,0.55,202,0.07,780,0.26,0,0,982,0.33,141,0.05,224,0.08
19,El Paso,,,Not Economically Disadvantaged,3228,2964,0.92,2544,0.79,346,0.11,2421,0.75,975,0.3,1137,0.35,0,0,2112,0.65,201,0.06,794,0.25
19,El Paso,,,Economically Disadvantaged,8720,8102,0.93,6406,0.74,1547,0.18,5456,0.63,1218,0.14,3066,0.35,0,0,4284,0.49,552,0.06,1110,0.13
20,San Antonio,,,Not Economically Disadvantaged,10395,9677,0.93,8292,0.8,1109,0.11,7937,0.76,3223,0.31,3637,0.35,0,0,6860,0.66,618,0.06,2953,0.28
20,San Antonio,,,Economically Disadvantaged,14807,13714,0.93,10112,0.68,3302,0.22,8397,0.57,1393,0.09,4577,0.31,0,0,5970,0.4,819,0.06,1339,0.09
1,Edinburg,Female,African American,,18,17,0.94,13,0.72,4,0.22,10,0.56,6,0.33,3,0.17,0,0,9,0.5,3,0.17,6,0.33
1,Edinburg,Female,Hispanic,,10796,10151,0.94,8314,0.77,1592,0.15,7135,0.66,2154,0.2,3729,0.35,0,0,5883,0.55,573,0.05,2301,0.21
1,Edinburg,Female,White,,409,381,0.93,342,0.84,28,0.07,315,0.77,174,0.43,119,0.29,0,0,293,0.72,29,0.07,153,0.37
1,Edinburg,Female,Others,,57,55,0.97,54,0.95,0,0,49,0.86,33,0.58,10,0.18,0,0,43,0.75,2,0.04,32,0.56
1,Edinburg,Male,African American,,25,24,0.96,21,0.84,2,0.08,16,0.64,11,0.44,4,0.16,0,0,15,0.6,3,0.12,3,0.12
1,Edinburg,Male,Hispanic,,11237,10462,0.93,7927,0.71,2449,0.22,7097,0.63,1898,0.17,3559,0.32,0,0,5457,0.49,555,0.05,1615,0.14
1,Edinburg,Male,White,,461,426,0.92,372,0.81,47,0.1,341,0.74,169,0.37,142,0.31,0,0,311,0.68,25,0.05,127,0.28
1,Edinburg,Male,Others,,48,44,0.92,41,0.85,2,0.04,39,0.81,29,0.6,8,0.17,0,0,37,0.77,4,0.08,19,0.4
2,Corpus Christi,Female,African American,,145,128,0.88,105,0.72,21,0.15,85,0.59,28,0.19,46,0.32,0,0,74,0.51,9,0.06,25,0.17
2,Corpus Christi,Female,Hispanic,,2641,2473,0.94,2035,0.77,402,0.15,1696,0.64,451,0.17,897,0.34,0,0,1348,0.51,167,0.06,436,0.17
2,Corpus Christi,Female,White,,1130,1067,0.94,964,0.85,83,0.07,898,0.8,415,0.37,366,0.32,0,0,781,0.69,46,0.04,408,0.36
2,Corpus Christi,Female,Others,,45,41,0.91,37,0.82,0,0,34,0.76,19,0.42,14,0.31,0,0,33,0.73,5,0.11,19,0.42
2,Corpus Christi,Male,African American,,160,142,0.89,115,0.72,16,0.1,90,0.56,27,0.17,39,0.24,0,0,66,0.41,6,0.04,9,0.06
2,Corpus Christi,Male,Hispanic,,2787,2600,0.93,1995,0.72,556,0.2,1710,0.61,368,0.13,789,0.28,0,0,1157,0.42,122,0.04,300,0.11
2,Corpus Christi,Male,White,,1170,1098,0.94,914,0.78,148,0.13,868,0.74,294,0.25,366,0.31,0,0,660,0.56,60,0.05,241,0.21
2,Corpus Christi,Male,Others,,43,41,0.95,38,0.88,3,0.07,38,0.88,22,0.51,9,0.21,0,0,31,0.72,1,0.02,15,0.35
3,Victoria,Female,African American,,208,202,0.97,173,0.83,26,0.13,147,0.71,26,0.13,76,0.37,0,0,102,0.49,19,0.09,31,0.15
3,Victoria,Female,Hispanic,,866,818,0.95,648,0.75,134,0.16,519,0.6,51,0.06,332,0.38,0,0,383,0.44,45,0.05,109,0.13
3,Victoria,Female,White,,947,895,0.95,829,0.88,48,0.05,727,0.77,211,0.22,449,0.47,0,0,660,0.7,73,0.08,365,0.39
3,Victoria,Female,Others,,21,21,1,19,0.91,1,0.05,19,0.91,13,0.62,4,0.19,0,0,17,0.81,0,0,10,0.48
3,Victoria,Male,African American,,187,179,0.96,145,0.78,31,0.17,113,0.6,22,0.12,46,0.25,0,0,68,0.36,12,0.06,17,0.09
3,Victoria,Male,Hispanic,,955,892,0.93,669,0.7,207,0.22,560,0.59,55,0.06,242,0.25,0,0,297,0.31,29,0.03,80,0.08
3,Victoria,Male,White,,1023,977,0.96,879,0.86,87,0.09,799,0.78,170,0.17,457,0.45,0,0,627,0.61,61,0.06,309,0.3
3,Victoria,Male,Others,,30,26,0.87,25,0.83,1,0.03,24,0.8,12,0.4,10,0.33,0,0,22,0.73,1,0.03,13,0.43
4,Houston,Female,African American,,7334,6881,0.94,5683,0.78,1106,0.15,4662,0.64,2025,0.28,2231,0.3,0,0,4256,0.58,829,0.11,1175,0.16
4,Houston,Female,Hispanic,,11882,11011,0.93,8498,0.72,2229,0.19,7060,0.59,1146,0.1,3759,0.32,0,0,4905,0.41,698,0.06,1575,0.13
4,Houston,Female,White,,12295,11644,0.95,10505,0.85,863,0.07,9714,0.79,3744,0.31,4796,0.39,0,0,8540,0.7,769,0.06,4592,0.37
4,Houston,Female,Others,,1905,1810,0.95,1741,0.91,53,0.03,1652,0.87,923,0.49,481,0.25,0,0,1404,0.74,85,0.04,941,0.49
4,Houston,Male,African American,,7556,6932,0.92,5211,0.69,1659,0.22,4338,0.57,1434,0.19,1988,0.26,0,0,3422,0.45,644,0.09,679,0.09
4,Houston,Male,Hispanic,,12326,11290,0.92,7792,0.63,3264,0.27,6577,0.53,951,0.08,3183,0.26,0,0,4134,0.34,606,0.05,1012,0.08
4,Houston,Male,White,,12871,12011,0.93,10433,0.81,1350,0.11,9660,0.75,3227,0.25,4683,0.36,0,0,7910,0.62,769,0.06,3404,0.26
4,Houston,Male,Others,,2032,1914,0.94,1787,0.88,109,0.05,1695,0.83,871,0.43,611,0.3,0,0,1482,0.73,109,0.05,767,0.38
5,Beaumont,Female,African American,,1018,967,0.95,806,0.79,142,0.14,605,0.59,290,0.29,286,0.28,0,0,576,0.57,113,0.11,145,0.14
5,Beaumont,Female,Hispanic,,248,232,0.94,208,0.84,10,0.04,146,0.59,35,0.14,59,0.24,0,0,94,0.38,8,0.03,47,0.19
5,Beaumont,Female,White,,1838,1733,0.94,1543,0.84,137,0.07,1327,0.72,551,0.3,530,0.29,0,0,1081,0.59,113,0.06,539,0.29
5,Beaumont,Female,Others,,81,76,0.94,75,0.93,0,0,64,0.79,36,0.44,23,0.28,0,0,59,0.73,6,0.07,34,0.42
5,Beaumont,Male,African American,,952,897,0.94,688,0.72,195,0.21,538,0.57,188,0.2,237,0.25,0,0,425,0.45,75,0.08,82,0.09
5,Beaumont,Male,Hispanic,,230,213,0.93,186,0.81,20,0.09,129,0.56,25,0.11,45,0.2,0,0,70,0.3,7,0.03,23,0.1
5,Beaumont,Male,White,,1915,1777,0.93,1499,0.78,254,0.13,1330,0.7,403,0.21,494,0.26,0,0,897,0.47,90,0.05,359,0.19
5,Beaumont,Male,Others,,78,71,0.91,63,0.81,8,0.1,61,0.78,27,0.35,25,0.32,0,0,52,0.67,3,0.04,19,0.24
6,Huntsville,Female,African American,,698,672,0.96,580,0.83,91,0.13,461,0.66,111,0.16,227,0.33,0,0,338,0.48,60,0.09,76,0.11
6,Huntsville,Female,Hispanic,,967,896,0.93,732,0.76,126,0.13,604,0.63,84,0.09,282,0.29,0,0,366,0.38,48,0.05,111,0.12
6,Huntsville,Female,White,,3543,3328,0.94,2978,0.84,254,0.07,2675,0.76,973,0.28,1292,0.37,0,0,2265,0.64,186,0.05,1104,0.31
6,Huntsville,Female,Others,,76,69,0.91,61,0.8,5,0.07,50,0.66,23,0.3,14,0.18,0,0,37,0.49,3,0.04,25,0.33
6,Huntsville,Male,African American,,750,705,0.94,567,0.76,143,0.19,461,0.62,117,0.16,198,0.26,0,0,315,0.42,41,0.05,67,0.09
6,Huntsville,Male,Hispanic,,983,915,0.93,691,0.7,206,0.21,612,0.62,66,0.07,229,0.23,0,0,295,0.3,32,0.03,70,0.07
6,Huntsville,Male,White,,3931,3661,0.93,3181,0.81,421,0.11,2896,0.74,883,0.23,1214,0.31,0,0,2097,0.53,170,0.04,846,0.22
6,Huntsville,Male,Others,,91,85,0.93,72,0.79,8,0.09,68,0.75,29,0.32,18,0.2,0,0,47,0.52,4,0.04,24,0.26
7,Kilgore,Female,African American,,1222,1177,0.96,986,0.81,186,0.15,827,0.68,174,0.14,498,0.41,0,0,672,0.55,83,0.07,189,0.16
7,Kilgore,Female,Hispanic,,823,767,0.93,630,0.77,109,0.13,487,0.59,30,0.04,249,0.3,0,0,279,0.34,32,0.04,98,0.12
7,Kilgore,Female,White,,3835,3587,0.94,3258,0.85,222,0.06,2849,0.74,712,0.19,1708,0.45,0,0,2420,0.63,216,0.06,1154,0.3
7,Kilgore,Female,Others,,52,48,0.92,41,0.79,1,0.02,34,0.65,19,0.37,10,0.19,0,0,29,0.56,4,0.08,16,0.31
7,Kilgore,Male,African American,,1293,1211,0.94,1014,0.78,200,0.16,846,0.65,163,0.13,435,0.34,0,0,598,0.46,65,0.05,109,0.08
7,Kilgore,Male,Hispanic,,820,759,0.93,583,0.71,158,0.19,465,0.57,29,0.04,200,0.24,0,0,229,0.28,23,0.03,61,0.07
7,Kilgore,Male,White,,4212,3904,0.93,3458,0.82,396,0.09,3050,0.72,623,0.15,1510,0.36,0,0,2133,0.51,168,0.04,868,0.21
7,Kilgore,Male,Others,,55,49,0.89,44,0.8,2,0.04,40,0.73,14,0.26,19,0.35,0,0,33,0.6,4,0.07,11,0.2
8,Mt. Pleasant,Female,African American,,489,466,0.95,419,0.86,39,0.08,333,0.68,51,0.1,219,0.45,0,0,270,0.55,45,0.09,70,0.14
8,Mt. Pleasant,Female,Hispanic,,208,190,0.91,183,0.88,11,0.05,138,0.66,6,0.03,77,0.37,0,0,83,0.4,9,0.04,22,0.11
8,Mt. Pleasant,Female,White,,1345,1269,0.94,1169,0.87,56,0.04,1012,0.75,180,0.13,691,0.51,0,0,871,0.65,86,0.06,388,0.29
8,Mt. Pleasant,Female,Others,,20,19,0.95,16,0.8,0,0,14,0.7,4,0.2,9,0.45,0,0,13,0.65,3,0.15,4,0.2
8,Mt. Pleasant,Male,African American,,512,482,0.94,418,0.82,57,0.11,340,0.66,47,0.09,189,0.37,0,0,236,0.46,36,0.07,49,0.1
8,Mt. Pleasant,Male,Hispanic,,194,180,0.93,163,0.84,12,0.06,132,0.68,5,0.03,54,0.28,0,0,59,0.3,3,0.02,22,0.11
8,Mt. Pleasant,Male,White,,1484,1399,0.94,1265,0.85,89,0.06,1118,0.75,174,0.12,579,0.39,0,0,753,0.51,63,0.04,264,0.18
8,Mt. Pleasant,Male,Others,,30,29,0.97,26,0.87,2,0.07,23,0.77,7,0.23,11,0.37,0,0,18,0.6,1,0.03,9,0.3
9,Wichita Falls,Female,African American,,136,127,0.93,116,0.85,11,0.08,93,0.68,19,0.14,36,0.27,0,0,55,0.4,3,0.02,15,0.11
9,Wichita Falls,Female,Hispanic,,246,237,0.96,209,0.85,20,0.08,165,0.67,29,0.12,62,0.25,0,0,91,0.37,3,0.01,28,0.11
9,Wichita Falls,Female,White,,1175,1109,0.94,1032,0.88,41,0.03,915,0.78,370,0.32,345,0.29,0,0,715,0.61,48,0.04,363,0.31
9,Wichita Falls,Female,Others,,31,25,0.81,22,0.71,0,0,17,0.55,9,0.29,8,0.26,0,0,17,0.55,3,0.1,8,0.26
9,Wichita Falls,Male,African American,,118,111,0.94,95,0.81,10,0.08,71,0.6,8,0.07,24,0.2,0,0,32,0.27,4,0.03,7,0.06
9,Wichita Falls,Male,Hispanic,,220,204,0.93,163,0.74,40,0.18,142,0.65,31,0.14,42,0.19,0,0,73,0.33,5,0.02,27,0.12
9,Wichita Falls,Male,White,,1173,1104,0.94,990,0.84,79,0.07,903,0.77,279,0.24,275,0.23,0,0,554,0.47,20,0.02,249,0.21
9,Wichita Falls,Male,Others,,32,28,0.88,25,0.78,0,0,23,0.72,8,0.25,10,0.31,0,0,18,0.56,1,0.03,6,0.19
10,Richardson,Female,African American,,5246,4893,0.93,4050,0.77,732,0.14,3443,0.66,1084,0.21,1776,0.34,0,0,2860,0.55,419,0.08,767,0.15
10,Richardson,Female,Hispanic,,6708,6165,0.92,4896,0.73,1102,0.16,4007,0.6,430,0.06,1857,0.28,0,0,2287,0.34,260,0.04,683,0.1
10,Richardson,Female,White,,10312,9731,0.94,8867,0.86,531,0.05,8068,0.78,2701,0.26,4094,0.4,0,0,6795,0.66,592,0.06,3336,0.32
10,Richardson,Female,Others,,1062,996,0.94,939,0.88,31,0.03,863,0.81,397,0.37,326,0.31,0,0,723,0.68,46,0.04,446,0.42
10,Richardson,Male,African American,,5292,4833,0.91,3588,0.68,1181,0.22,3046,0.58,743,0.14,1494,0.28,0,0,2237,0.42,352,0.07,441,0.08
10,Richardson,Male,Hispanic,,7214,6425,0.89,4411,0.61,1921,0.27,3709,0.51,329,0.05,1631,0.23,0,0,1960,0.27,279,0.04,438,0.06
10,Richardson,Male,White,,10558,9921,0.94,8832,0.84,857,0.08,7975,0.76,2265,0.22,3967,0.38,0,0,6232,0.59,566,0.05,2395,0.23
10,Richardson,Male,Others,,1161,1079,0.93,1008,0.87,48,0.04,920,0.79,391,0.34,371,0.32,0,0,762,0.66,56,0.05,378,0.33
11,Fort Worth,Female,African American,,2299,2164,0.94,1777,0.77,318,0.14,1489,0.65,461,0.2,829,0.36,0,0,1290,0.56,197,0.09,332,0.14
11,Fort Worth,Female,Hispanic,,3577,3303,0.92,2659,0.74,536,0.15,2046,0.57,329,0.09,1011,0.28,0,0,1340,0.38,189,0.05,402,0.11
11,Fort Worth,Female,White,,10090,9502,0.94,8482,0.84,734,0.07,7615,0.76,2709,0.27,3711,0.37,0,0,6420,0.64,557,0.06,3033,0.3
11,Fort Worth,Female,Others,,674,623,0.92,561,0.83,39,0.06,520,0.77,251,0.37,218,0.32,0,0,469,0.7,46,0.07,271,0.4
11,Fort Worth,Male,African American,,2360,2170,0.92,1638,0.69,494,0.21,1423,0.6,402,0.17,710,0.3,0,0,1112,0.47,175,0.07,219,0.09
11,Fort Worth,Male,Hispanic,,3896,3586,0.92,2659,0.68,838,0.22,2198,0.56,274,0.07,956,0.25,0,0,1230,0.32,128,0.03,293,0.08
11,Fort Worth,Male,White,,10625,9955,0.94,8536,0.8,1182,0.11,7718,0.73,2378,0.22,3585,0.34,0,0,5963,0.56,509,0.05,2320,0.22
11,Fort Worth,Male,Others,,721,663,0.92,597,0.83,55,0.08,553,0.77,217,0.3,229,0.32,0,0,446,0.62,36,0.05,205,0.28
12,Waco,Female,African American,,1159,1064,0.92,871,0.75,160,0.14,701,0.61,144,0.12,559,0.48,0,0,703,0.61,142,0.12,158,0.14
12,Waco,Female,Hispanic,,1021,929,0.91,752,0.74,141,0.14,611,0.6,72,0.07,406,0.4,0,0,478,0.47,75,0.07,137,0.13
12,Waco,Female,White,,2792,2606,0.93,2356,0.84,174,0.06,2109,0.76,599,0.22,1312,0.47,0,0,1911,0.68,183,0.07,880,0.32
12,Waco,Female,Others,,102,98,0.96,92,0.9,2,0.02,77,0.76,29,0.28,41,0.4,0,0,70,0.69,6,0.06,32,0.31
12,Waco,Male,African American,,1133,1018,0.9,773,0.68,212,0.19,662,0.58,115,0.1,434,0.38,0,0,549,0.49,104,0.09,103,0.09
12,Waco,Male,Hispanic,,1097,980,0.89,752,0.69,212,0.19,680,0.62,73,0.07,348,0.32,0,0,421,0.38,47,0.04,116,0.11
