Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
2,Corpus Christi,4,ARANSAS,Economically Disadvantaged,123,111,0.9,94,0.76,11,0.09,79,0.64,15,0.12,26,0.21, -   ,0,41,0.33,6,0.05,15,0.12
2,Corpus Christi,13,BEE,Not Economically Disadvantaged,163,156,0.96,149,0.91,9,0.06,136,0.83,33,0.2,75,0.46, -   ,0,108,0.66,5,0.03,57,0.35
2,Corpus Christi,13,BEE,Economically Disadvantaged,249,230,0.92,183,0.74,47,0.19,152,0.61,14,0.06,85,0.34, -   ,0,99,0.4,11,0.04,26,0.1
2,Corpus Christi,24,BROOKS,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,24,BROOKS,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,66,DUVAL,Not Economically Disadvantaged,65,61,0.94,46,0.71,8,0.12,38,0.59,13,0.2,14,0.22, -   ,0,27,0.42,3,0.05,12,0.19
2,Corpus Christi,66,DUVAL,Economically Disadvantaged,173,166,0.96,146,0.84,23,0.13,114,0.66,18,0.1,56,0.32, -   ,0,74,0.43,4,0.02,28,0.16
2,Corpus Christi,125,JIM WELLS,Not Economically Disadvantaged,241,237,0.98,216,0.9,16,0.07,179,0.74,92,0.38,73,0.3, -   ,0,165,0.69,20,0.08,60,0.25
2,Corpus Christi,125,JIM WELLS,Economically Disadvantaged,491,470,0.96,352,0.72,100,0.2,267,0.54,63,0.13,132,0.27, -   ,0,195,0.4,34,0.07,39,0.08
2,Corpus Christi,137,KLEBERG,Not Economically Disadvantaged,158,146,0.92,124,0.79,22,0.14,121,0.77,86,0.54,23,0.15, -   ,0,109,0.69,8,0.05,56,0.35
2,Corpus Christi,137,KLEBERG,Economically Disadvantaged,291,266,0.91,176,0.61,87,0.3,165,0.57,67,0.23,67,0.23, -   ,0,134,0.46,28,0.1,37,0.13
2,Corpus Christi,149,LIVE OAK,Not Economically Disadvantaged,98,95,0.97,92,0.94,4,0.04,90,0.92,31,0.32,40,0.41, -   ,0,71,0.72,1,0.01,42,0.43
2,Corpus Christi,149,LIVE OAK,Economically Disadvantaged,61,61,1,51,0.84,9,0.15,44,0.72,6,0.1,23,0.38, -   ,0,29,0.48,3,0.05,11,0.18
2,Corpus Christi,162,MCMULLEN,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,162,MCMULLEN,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,178,NUECES,Not Economically Disadvantaged,2231,2092,0.94,1821,0.82,228,0.1,1690,0.76,626,0.28,835,0.37, -   ,0,1461,0.66,125,0.06,602,0.27
2,Corpus Christi,178,NUECES,Economically Disadvantaged,2302,2099,0.91,1611,0.7,448,0.2,1307,0.57,235,0.1,688,0.3, -   ,0,923,0.4,120,0.05,219,0.1
2,Corpus Christi,205,SAN PATRICIO,Not Economically Disadvantaged,571,545,0.95,467,0.82,57,0.1,447,0.78,172,0.3,176,0.31, -   ,0,348,0.61,26,0.05,144,0.25
2,Corpus Christi,205,SAN PATRICIO,Economically Disadvantaged,627,595,0.95,440,0.7,139,0.22,383,0.61,82,0.13,146,0.23, -   ,0,228,0.36,15,0.02,46,0.07
3,Victoria,29,CALHOUN,Not Economically Disadvantaged,140,134,0.96,124,0.89,9,0.06,125,0.89,24,0.17,71,0.51, -   ,0,95,0.68, -   ,0,44,0.31
3,Victoria,29,CALHOUN,Economically Disadvantaged,152,141,0.93,126,0.83,16,0.11,100,0.66,10,0.07,52,0.34, -   ,0,62,0.41,5,0.03,13,0.09
3,Victoria,45,COLORADO,Not Economically Disadvantaged,126,122,0.97,118,0.94,3,0.02,113,0.9,30,0.24,61,0.48, -   ,0,91,0.72,5,0.04,56,0.44
3,Victoria,45,COLORADO,Economically Disadvantaged,126,115,0.91,99,0.79,13,0.1,81,0.64,3,0.02,29,0.23, -   ,0,32,0.25,3,0.02,5,0.04
3,Victoria,62,DE WITT,Not Economically Disadvantaged,203,196,0.97,173,0.85,19,0.09,160,0.79,49,0.24,94,0.46, -   ,0,143,0.7,14,0.07,73,0.36
3,Victoria,62,DE WITT,Economically Disadvantaged,191,184,0.96,123,0.64,50,0.26,105,0.55,14,0.07,30,0.16, -   ,0,44,0.23,3,0.02,15,0.08
3,Victoria,88,GOLIAD,Not Economically Disadvantaged,69,68,0.99,63,0.91,4,0.06,61,0.88,25,0.36,24,0.35, -   ,0,49,0.71,3,0.04,28,0.41
3,Victoria,88,GOLIAD,Economically Disadvantaged,59,58,0.98,39,0.66,17,0.29,44,0.75,1,0.02,17,0.29, -   ,0,18,0.31,4,0.07,3,0.05
3,Victoria,120,JACKSON,Not Economically Disadvantaged,148,143,0.97,140,0.95,2,0.01,127,0.86,41,0.28,69,0.47, -   ,0,110,0.74,4,0.03,60,0.41
3,Victoria,120,JACKSON,Economically Disadvantaged,109,105,0.96,89,0.82,10,0.09,72,0.66,5,0.05,35,0.32, -   ,0,40,0.37,2,0.02,11,0.1
3,Victoria,128,KARNES,Not Economically Disadvantaged,79,76,0.96,72,0.91,3,0.04,69,0.87,21,0.27,32,0.41, -   ,0,53,0.67, -   ,0,27,0.34
3,Victoria,128,KARNES,Economically Disadvantaged,120,109,0.91,103,0.86,9,0.08,90,0.75,7,0.06,34,0.28, -   ,0,41,0.34,1,0.01,14,0.12
3,Victoria,143,LAVACA,Not Economically Disadvantaged,109,105,0.96,100,0.92, -   ,0,97,0.89,23,0.21,58,0.53, -   ,0,81,0.74,7,0.06,51,0.47
3,Victoria,143,LAVACA,Economically Disadvantaged,62,61,0.98,54,0.87,3,0.05,50,0.81, -   ,0,21,0.34, -   ,0,21,0.34,1,0.02,7,0.11
3,Victoria,158,MATAGORDA,Not Economically Disadvantaged,251,250,1,224,0.89,19,0.08,173,0.69,67,0.27,117,0.47, -   ,0,184,0.73,42,0.17,104,0.41
3,Victoria,158,MATAGORDA,Economically Disadvantaged,360,343,0.95,263,0.73,60,0.17,203,0.56,24,0.07,109,0.3, -   ,0,133,0.37,23,0.06,44,0.12
3,Victoria,196,REFUGIO,Not Economically Disadvantaged,62,60,0.97,60,0.97,2,0.03,54,0.87,15,0.24,32,0.52, -   ,0,47,0.76,2,0.03,24,0.39
3,Victoria,196,REFUGIO,Economically Disadvantaged,58,50,0.86,42,0.72,12,0.21,40,0.69,3,0.05,15,0.26, -   ,0,18,0.31, -   ,0,3,0.05
3,Victoria,235,VICTORIA,Not Economically Disadvantaged,669,613,0.92,518,0.77,91,0.14,447,0.67,99,0.15,298,0.45, -   ,0,397,0.59,57,0.09,153,0.23
3,Victoria,235,VICTORIA,Economically Disadvantaged,520,479,0.92,321,0.62,144,0.28,233,0.45,22,0.04,140,0.27, -   ,0,162,0.31,38,0.07,26,0.05
3,Victoria,241,WHARTON,Not Economically Disadvantaged,324,318,0.98,297,0.92,13,0.04,282,0.87,70,0.22,181,0.56, -   ,0,251,0.78,13,0.04,147,0.45
3,Victoria,241,WHARTON,Economically Disadvantaged,300,280,0.93,239,0.8,36,0.12,182,0.61,7,0.02,97,0.32, -   ,0,104,0.35,13,0.04,26,0.09
4,Houston,20,BRAZORIA,Not Economically Disadvantaged,2573,2486,0.97,2202,0.86,224,0.09,2038,0.79,572,0.22,1171,0.46, -   ,0,1743,0.68,155,0.06,760,0.3
4,Houston,20,BRAZORIA,Economically Disadvantaged,1249,1176,0.94,880,0.71,256,0.21,753,0.6,74,0.06,373,0.3, -   ,0,447,0.36,46,0.04,102,0.08
4,Houston,36,CHAMBERS,Not Economically Disadvantaged,313,300,0.96,283,0.9,13,0.04,264,0.84,81,0.26,143,0.46, -   ,0,224,0.72,16,0.05,123,0.39
4,Houston,36,CHAMBERS,Economically Disadvantaged,112,106,0.95,84,0.75,18,0.16,62,0.55,11,0.1,32,0.29, -   ,0,43,0.38,8,0.07,12,0.11
4,Houston,79,FORT BEND,Not Economically Disadvantaged,4808,4550,0.95,4182,0.87,312,0.06,3875,0.81,1923,0.4,1510,0.31, -   ,0,3433,0.71,290,0.06,1744,0.36
4,Houston,79,FORT BEND,Economically Disadvantaged,1746,1630,0.93,1333,0.76,285,0.16,1008,0.58,246,0.14,468,0.27, -   ,0,714,0.41,111,0.06,184,0.11
4,Houston,84,GALVESTON,Not Economically Disadvantaged,3922,3698,0.94,3311,0.84,304,0.08,3001,0.77,1123,0.29,1665,0.43, -   ,0,2788,0.71,306,0.08,1343,0.34
4,Houston,84,GALVESTON,Economically Disadvantaged,1404,1292,0.92,918,0.65,343,0.24,720,0.51,117,0.08,482,0.34, -   ,0,599,0.43,125,0.09,164,0.12
4,Houston,101,HARRIS,Not Economically Disadvantaged,24743,23176,0.94,20222,0.82,2592,0.11,18695,0.76,7148,0.29,8945,0.36, -   ,0,16093,0.65,1739,0.07,7205,0.29
4,Houston,101,HARRIS,Economically Disadvantaged,25595,23468,0.92,16904,0.66,6060,0.24,13796,0.54,2734,0.11,6496,0.25, -   ,0,9230,0.36,1633,0.06,2258,0.09
4,Houston,146,LIBERTY,Not Economically Disadvantaged,693,652,0.94,575,0.83,58,0.08,525,0.76,154,0.22,230,0.33, -   ,0,384,0.55,30,0.04,144,0.21
4,Houston,146,LIBERTY,Economically Disadvantaged,444,387,0.87,282,0.64,87,0.2,228,0.51,26,0.06,83,0.19, -   ,0,109,0.25,22,0.05,22,0.05
4,Houston,237,WALLER,Not Economically Disadvantaged,303,291,0.96,248,0.82,33,0.11,227,0.75,68,0.22,89,0.29, -   ,0,157,0.52,17,0.06,63,0.21
4,Houston,237,WALLER,Economically Disadvantaged,296,281,0.95,226,0.76,48,0.16,166,0.56,44,0.15,45,0.15, -   ,0,89,0.3,11,0.04,21,0.07
5,Beaumont,84,GALVESTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,84,GALVESTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,100,HARDIN,Not Economically Disadvantaged,560,526,0.94,497,0.89,33,0.06,460,0.82,208,0.37,123,0.22, -   ,0,331,0.59,23,0.04,163,0.29
5,Beaumont,100,HARDIN,Economically Disadvantaged,263,240,0.91,201,0.76,34,0.13,162,0.62,37,0.14,53,0.2, -   ,0,90,0.34,5,0.02,23,0.09
5,Beaumont,121,JASPER,Not Economically Disadvantaged,309,286,0.93,266,0.86,12,0.04,225,0.73,74,0.24,100,0.32, -   ,0,174,0.56,21,0.07,64,0.21
5,Beaumont,121,JASPER,Economically Disadvantaged,259,234,0.9,177,0.68,45,0.17,121,0.47,31,0.12,59,0.23, -   ,0,90,0.35,18,0.07,27,0.1
5,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1570,1492,0.95,1316,0.84,147,0.09,1153,0.73,610,0.39,422,0.27, -   ,0,1032,0.66,118,0.08,498,0.32
5,Beaumont,123,JEFFERSON,Economically Disadvantaged,1691,1587,0.94,1241,0.73,297,0.18,873,0.52,288,0.17,387,0.23, -   ,0,675,0.4,145,0.09,153,0.09
5,Beaumont,176,NEWTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,176,NEWTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,181,ORANGE,Not Economically Disadvantaged,738,704,0.95,632,0.86,55,0.07,578,0.78,174,0.24,290,0.39, -   ,0,464,0.63,44,0.06,199,0.27
5,Beaumont,181,ORANGE,Economically Disadvantaged,493,451,0.92,351,0.71,91,0.19,294,0.6,58,0.12,125,0.25, -   ,0,183,0.37,18,0.04,48,0.1
5,Beaumont,229,TYLER,Not Economically Disadvantaged,148,143,0.97,129,0.87,13,0.09,116,0.78,35,0.24,50,0.34, -   ,0,85,0.57,7,0.05,37,0.25
5,Beaumont,229,TYLER,Economically Disadvantaged,116,103,0.89,95,0.82,11,0.09,83,0.72,17,0.15,33,0.28, -   ,0,50,0.43,3,0.03,9,0.08
6,Huntsville,8,AUSTIN,Not Economically Disadvantaged,314,303,0.97,280,0.89,13,0.04,257,0.82,87,0.28,118,0.38, -   ,0,205,0.65,12,0.04,109,0.35
6,Huntsville,8,AUSTIN,Economically Disadvantaged,125,123,0.98,111,0.89,8,0.06,69,0.55,6,0.05,31,0.25, -   ,0,37,0.3,9,0.07,3,0.02
6,Huntsville,21,BRAZOS,Not Economically Disadvantaged,933,878,0.94,828,0.89,34,0.04,761,0.82,291,0.31,362,0.39, -   ,0,653,0.7,47,0.05,331,0.36
6,Huntsville,21,BRAZOS,Economically Disadvantaged,745,682,0.92,541,0.73,118,0.16,389,0.52,43,0.06,200,0.27, -   ,0,243,0.33,42,0.06,56,0.08
6,Huntsville,26,BURLESON,Not Economically Disadvantaged,127,126,0.99,112,0.88,14,0.11,102,0.8,31,0.24,54,0.43, -   ,0,85,0.67,5,0.04,40,0.32
6,Huntsville,26,BURLESON,Economically Disadvantaged,107,92,0.86,73,0.68,25,0.23,58,0.54,5,0.05,27,0.25, -   ,0,32,0.3,10,0.09,6,0.06
6,Huntsville,93,GRIMES,Not Economically Disadvantaged,176,170,0.97,153,0.87,10,0.06,129,0.73,46,0.26,62,0.35, -   ,0,108,0.61,12,0.07,43,0.24
6,Huntsville,93,GRIMES,Economically Disadvantaged,161,152,0.94,131,0.81,20,0.12,106,0.66,19,0.12,39,0.24, -   ,0,58,0.36,11,0.07,12,0.07
6,Huntsville,113,HOUSTON,Not Economically Disadvantaged,130,122,0.94,118,0.91,5,0.04,109,0.84,43,0.33,53,0.41, -   ,0,96,0.74,8,0.06,45,0.35
6,Huntsville,113,HOUSTON,Economically Disadvantaged,152,133,0.88,114,0.75,30,0.2,96,0.63,16,0.11,41,0.27, -   ,0,57,0.38,9,0.06,9,0.06
6,Huntsville,145,LEON,Not Economically Disadvantaged,140,138,0.99,134,0.96,1,0.01,127,0.91,42,0.3,54,0.39, -   ,0,96,0.69,1,0.01,51,0.36
6,Huntsville,145,LEON,Economically Disadvantaged,77,73,0.95,65,0.84,6,0.08,49,0.64,7,0.09,22,0.29, -   ,0,29,0.38,2,0.03,5,0.06
6,Huntsville,154,MADISON,Not Economically Disadvantaged,89,86,0.97,78,0.88,6,0.07,73,0.82,29,0.33,23,0.26, -   ,0,52,0.58,2,0.02,29,0.33
6,Huntsville,154,MADISON,Economically Disadvantaged,86,81,0.94,69,0.8,7,0.08,60,0.7,9,0.11,21,0.24, -   ,0,30,0.35,5,0.06,7,0.08
6,Huntsville,166,MILAM,Not Economically Disadvantaged,140,138,0.99,128,0.91,11,0.08,120,0.86,41,0.29,60,0.43, -   ,0,101,0.72,3,0.02,58,0.41
6,Huntsville,166,MILAM,Economically Disadvantaged,160,154,0.96,126,0.79,26,0.16,115,0.72,23,0.14,40,0.25, -   ,0,63,0.39,2,0.01,21,0.13
6,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,3722,3482,0.94,3098,0.83,320,0.09,2888,0.78,1037,0.28,1336,0.36, -   ,0,2373,0.64,212,0.06,1045,0.28
6,Huntsville,170,MONTGOMERY,Economically Disadvantaged,1428,1292,0.91,916,0.64,346,0.24,798,0.56,79,0.06,353,0.25, -   ,0,432,0.3,62,0.04,67,0.05
6,Huntsville,187,POLK,Not Economically Disadvantaged,242,224,0.93,208,0.86,16,0.07,176,0.73,52,0.22,76,0.31, -   ,0,128,0.53,8,0.03,59,0.24
6,Huntsville,187,POLK,Economically Disadvantaged,259,239,0.92,204,0.79,23,0.09,162,0.63,24,0.09,64,0.25, -   ,0,88,0.34,8,0.03,19,0.07
6,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,95,93,0.98,90,0.95,1,0.01,80,0.84,27,0.28,31,0.33, -   ,0,58,0.61,2,0.02,29,0.31
6,Huntsville,198,ROBERTSON,Economically Disadvantaged,156,149,0.96,137,0.88,10,0.06,107,0.69,8,0.05,41,0.26, -   ,0,49,0.31,1,0.01,11,0.07
6,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,124,117,0.94,100,0.81,13,0.11,90,0.73,22,0.18,34,0.27, -   ,0,56,0.45,3,0.02,19,0.15
6,Huntsville,204,SAN JACINTO,Economically Disadvantaged,163,151,0.93,93,0.57,47,0.29,77,0.47,20,0.12,18,0.11, -   ,0,38,0.23,9,0.06,9,0.06
6,Huntsville,228,TRINITY,Not Economically Disadvantaged,84,83,0.99,72,0.86,8,0.1,66,0.79,20,0.24,20,0.24, -   ,0,40,0.48,4,0.05,15,0.18
6,Huntsville,228,TRINITY,Economically Disadvantaged,99,89,0.9,72,0.73,13,0.13,57,0.58,14,0.14,16,0.16, -   ,0,30,0.3,4,0.04,6,0.06
6,Huntsville,236,WALKER,Not Economically Disadvantaged,305,298,0.98,267,0.88,25,0.08,238,0.78,124,0.41,72,0.24, -   ,0,196,0.64,15,0.05,73,0.24
6,Huntsville,236,WALKER,Economically Disadvantaged,276,251,0.91,198,0.72,44,0.16,168,0.61,32,0.12,52,0.19, -   ,0,84,0.3,10,0.04,17,0.06
6,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,253,249,0.98,231,0.91,14,0.06,217,0.86,78,0.31,104,0.41, -   ,0,182,0.72,11,0.04,115,0.46
6,Huntsville,239,WASHINGTON,Economically Disadvantaged,171,163,0.95,115,0.67,40,0.23,83,0.49,11,0.06,50,0.29, -   ,0,61,0.36,15,0.09,14,0.08
7,Kilgore,1,ANDERSON,Not Economically Disadvantaged,350,342,0.98,303,0.87,29,0.08,282,0.81,63,0.18,157,0.45, -   ,0,220,0.63,19,0.05,97,0.28
7,Kilgore,1,ANDERSON,Economically Disadvantaged,327,297,0.91,235,0.72,56,0.17,205,0.63,18,0.06,81,0.25, -   ,0,99,0.3,8,0.02,21,0.06
7,Kilgore,3,ANGELINA,Not Economically Disadvantaged,643,614,0.96,568,0.88,36,0.06,525,0.82,160,0.25,263,0.41, -   ,0,423,0.66,21,0.03,194,0.3
7,Kilgore,3,ANGELINA,Economically Disadvantaged,584,557,0.95,474,0.81,69,0.12,396,0.68,39,0.07,212,0.36, -   ,0,251,0.43,22,0.04,57,0.1
7,Kilgore,37,CHEROKEE,Not Economically Disadvantaged,262,252,0.96,228,0.87,16,0.06,202,0.77,49,0.19,120,0.46, -   ,0,169,0.65,19,0.07,83,0.32
7,Kilgore,37,CHEROKEE,Economically Disadvantaged,330,300,0.91,236,0.72,56,0.17,165,0.5,17,0.05,88,0.27, -   ,0,105,0.32,17,0.05,22,0.07
7,Kilgore,92,GREGG,Not Economically Disadvantaged,1084,1039,0.96,964,0.89,47,0.04,883,0.82,237,0.22,502,0.46, -   ,0,739,0.68,32,0.03,356,0.33
7,Kilgore,92,GREGG,Economically Disadvantaged,716,659,0.92,519,0.73,119,0.17,395,0.55,56,0.08,192,0.27, -   ,0,248,0.35,32,0.04,63,0.09
7,Kilgore,102,HARRISON,Not Economically Disadvantaged,571,526,0.92,483,0.85,41,0.07,457,0.8,129,0.23,246,0.43, -   ,0,375,0.66,22,0.04,170,0.3
7,Kilgore,102,HARRISON,Economically Disadvantaged,436,377,0.87,314,0.72,73,0.17,259,0.59,49,0.11,124,0.28, -   ,0,173,0.4,23,0.05,43,0.1
7,Kilgore,107,HENDERSON,Not Economically Disadvantaged,438,422,0.96,395,0.9,21,0.05,347,0.79,59,0.14,227,0.52, -   ,0,286,0.65,25,0.06,138,0.32
7,Kilgore,107,HENDERSON,Economically Disadvantaged,385,347,0.9,283,0.74,58,0.15,243,0.63,13,0.03,132,0.34, -   ,0,145,0.38,21,0.05,43,0.11
7,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,357,344,0.96,322,0.9,17,0.05,290,0.81,136,0.38,102,0.29, -   ,0,238,0.67,19,0.05,130,0.36
7,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,422,396,0.94,289,0.69,86,0.2,234,0.56,41,0.1,87,0.21, -   ,0,128,0.3,20,0.05,28,0.07
7,Kilgore,183,PANOLA,Not Economically Disadvantaged,163,155,0.95,143,0.88,13,0.08,129,0.79,21,0.13,88,0.54, -   ,0,109,0.67,10,0.06,60,0.37
7,Kilgore,183,PANOLA,Economically Disadvantaged,114,101,0.89,84,0.74,12,0.11,61,0.54,4,0.04,45,0.4, -   ,0,49,0.43,7,0.06,13,0.11
7,Kilgore,190,RAINS,Not Economically Disadvantaged,86,85,0.99,81,0.94,1,0.01,63,0.73,15,0.17,33,0.38, -   ,0,48,0.56,3,0.03,14,0.16
7,Kilgore,190,RAINS,Economically Disadvantaged,53,46,0.87,44,0.83,4,0.08,37,0.7,3,0.06,11,0.21, -   ,0,14,0.26,2,0.04,3,0.06
7,Kilgore,201,RUSK,Not Economically Disadvantaged,291,272,0.94,251,0.86,19,0.07,220,0.76,62,0.21,135,0.46, -   ,0,197,0.68,19,0.07,93,0.32
7,Kilgore,201,RUSK,Economically Disadvantaged,311,287,0.92,233,0.75,45,0.15,182,0.59,12,0.04,99,0.32, -   ,0,111,0.36,17,0.05,17,0.05
7,Kilgore,202,SABINE,Not Economically Disadvantaged,56,55,0.98,51,0.91,4,0.07,47,0.84,12,0.21,21,0.38, -   ,0,33,0.59,1,0.02,16,0.29
7,Kilgore,202,SABINE,Economically Disadvantaged,63,54,0.86,49,0.78,6,0.1,41,0.65,7,0.11,19,0.3, -   ,0,26,0.41,4,0.06,8,0.13
7,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,35,34,0.97,33,0.94,2,0.06,31,0.89,12,0.34,14,0.4, -   ,0,26,0.74,1,0.03,15,0.43
7,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,80,76,0.95,72,0.9,3,0.04,56,0.7,6,0.08,22,0.28, -   ,0,28,0.35,4,0.05,3,0.04
7,Kilgore,210,SHELBY,Not Economically Disadvantaged,181,176,0.97,157,0.87,8,0.04,138,0.76,37,0.2,70,0.39, -   ,0,107,0.59,5,0.03,57,0.32
7,Kilgore,210,SHELBY,Economically Disadvantaged,190,174,0.92,130,0.68,37,0.2,110,0.58,8,0.04,49,0.26, -   ,0,57,0.3,5,0.03,12,0.06
7,Kilgore,212,SMITH,Not Economically Disadvantaged,1316,1237,0.94,1111,0.84,110,0.08,1004,0.76,260,0.2,622,0.47, -   ,0,882,0.67,88,0.07,401,0.31
7,Kilgore,212,SMITH,Economically Disadvantaged,1084,989,0.91,779,0.72,201,0.19,577,0.53,52,0.05,335,0.31, -   ,0,387,0.36,73,0.07,72,0.07
7,Kilgore,230,UPSHUR,Not Economically Disadvantaged,298,282,0.95,265,0.89,15,0.05,241,0.81,69,0.23,129,0.43, -   ,0,198,0.66,10,0.03,94,0.32
7,Kilgore,230,UPSHUR,Economically Disadvantaged,231,208,0.9,182,0.79,23,0.1,154,0.67,21,0.09,89,0.39, -   ,0,110,0.48,14,0.06,23,0.1
7,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,235,225,0.96,214,0.91,8,0.03,193,0.82,30,0.13,117,0.5, -   ,0,147,0.63,8,0.03,64,0.27
7,Kilgore,234,VAN ZANDT,Economically Disadvantaged,160,144,0.9,120,0.75,16,0.1,96,0.6,9,0.06,39,0.24, -   ,0,48,0.3,7,0.04,17,0.11
7,Kilgore,250,WOOD,Not Economically Disadvantaged,277,264,0.95,246,0.89,13,0.05,221,0.8,49,0.18,114,0.41, -   ,0,163,0.59,12,0.04,68,0.25
7,Kilgore,250,WOOD,Economically Disadvantaged,183,166,0.91,156,0.85,10,0.05,114,0.62,9,0.05,45,0.25, -   ,0,54,0.3,5,0.03,11,0.06
8,Mt. Pleasant,19,BOWIE,Not Economically Disadvantaged,689,653,0.95,615,0.89,25,0.04,568,0.82,99,0.14,365,0.53, -   ,0,464,0.67,43,0.06,169,0.25
8,Mt. Pleasant,19,BOWIE,Economically Disadvantaged,569,505,0.89,421,0.74,58,0.1,331,0.58,28,0.05,178,0.31, -   ,0,206,0.36,34,0.06,42,0.07
