Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
1,Edinburg,253,ZAPATA,Economically Disadvantaged,201,191,0.95,177,0.88,15,0.07,153,0.76,33,0.16,63,0.31,96,0.48,4,0.02,39,0.19
2,Corpus Christi,4,ARANSAS,Not Economically Disadvantaged,120,114,0.95,107,0.89,4,0.03,98,0.82,50,0.42,30,0.25,80,0.67,1,0.01,39,0.33
2,Corpus Christi,4,ARANSAS,Economically Disadvantaged,151,139,0.92,122,0.81,9,0.06,95,0.63,20,0.13,35,0.23,55,0.36,1,0.01,4,0.03
2,Corpus Christi,13,BEE,Not Economically Disadvantaged,144,138,0.96,129,0.90,11,0.08,119,0.83,34,0.24,76,0.53,110,0.76,5,0.03,64,0.44
2,Corpus Christi,13,BEE,Economically Disadvantaged,268,256,0.96,195,0.73,60,0.22,166,0.62,21,0.08,109,0.41,130,0.49,18,0.07,39,0.15
2,Corpus Christi,24,BROOKS,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Corpus Christi,24,BROOKS,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Corpus Christi,66,DUVAL,Not Economically Disadvantaged,54,53,0.98,47,0.87,6,0.11,40,0.74,10,0.19,20,0.37,30,0.56,3,0.06,10,0.19
2,Corpus Christi,66,DUVAL,Economically Disadvantaged,165,153,0.93,138,0.84,16,0.1,107,0.65,26,0.16,47,0.28,73,0.44,6,0.04,26,0.16
2,Corpus Christi,125,JIM WELLS,Not Economically Disadvantaged,237,231,0.97,216,0.91,14,0.06,183,0.77,94,0.4,78,0.33,172,0.73,20,0.08,76,0.32
2,Corpus Christi,125,JIM WELLS,Economically Disadvantaged,447,420,0.94,323,0.72,86,0.19,237,0.53,62,0.14,142,0.32,204,0.46,53,0.12,48,0.11
2,Corpus Christi,137,KLEBERG,Not Economically Disadvantaged,175,171,0.98,137,0.78,29,0.17,137,0.78,90,0.51,40,0.23,130,0.74,7,0.04,52,0.3
2,Corpus Christi,137,KLEBERG,Economically Disadvantaged,275,256,0.93,156,0.57,92,0.33,141,0.51,69,0.25,51,0.19,120,0.44,22,0.08,34,0.12
2,Corpus Christi,149,LIVE OAK,Not Economically Disadvantaged,77,75,0.97,72,0.94,3,0.04,66,0.86,34,0.44,25,0.32,59,0.77,5,0.06,27,0.35
2,Corpus Christi,149,LIVE OAK,Economically Disadvantaged,86,80,0.93,65,0.76,15,0.17,52,0.6,9,0.1,26,0.3,35,0.41,3,0.03,11,0.13
2,Corpus Christi,162,MCMULLEN,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Corpus Christi,162,MCMULLEN,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Corpus Christi,178,NUECES,Not Economically Disadvantaged,2074,1947,0.94,1729,0.83,195,0.09,1597,0.77,635,0.31,752,0.36,1387,0.67,115,0.06,560,0.27
2,Corpus Christi,178,NUECES,Economically Disadvantaged,2706,2474,0.91,1970,0.73,486,0.18,1578,0.58,297,0.11,861,0.32,1158,0.43,172,0.06,231,0.09
2,Corpus Christi,205,SAN PATRICIO,Not Economically Disadvantaged,592,557,0.94,509,0.86,28,0.05,474,0.8,181,0.31,187,0.32,368,0.62,15,0.03,144,0.24
2,Corpus Christi,205,SAN PATRICIO,Economically Disadvantaged,638,588,0.92,485,0.76,94,0.15,420,0.66,88,0.14,151,0.24,239,0.37,19,0.03,49,0.08
3,Victoria,29,CALHOUN,Not Economically Disadvantaged,163,161,0.99,157,0.96,4,0.02,144,0.88,42,0.26,76,0.47,118,0.72,1,0.01,45,0.28
3,Victoria,29,CALHOUN,Economically Disadvantaged,139,132,0.95,109,0.78,15,0.11,92,0.66,8,0.06,44,0.32,52,0.37,5,0.04,11,0.08
3,Victoria,45,COLORADO,Not Economically Disadvantaged,127,126,0.99,118,0.93,3,0.02,109,0.86,25,0.2,69,0.54,94,0.74,5,0.04,50,0.39
3,Victoria,45,COLORADO,Economically Disadvantaged,125,114,0.91,94,0.75,14,0.11,76,0.61,8,0.06,37,0.3,45,0.36,6,0.05,7,0.06
3,Victoria,62,DE WITT,Not Economically Disadvantaged,175,174,0.99,163,0.93,8,0.05,155,0.89,57,0.33,82,0.47,139,0.79,8,0.05,71,0.41
3,Victoria,62,DE WITT,Economically Disadvantaged,176,167,0.95,127,0.72,34,0.19,111,0.63,11,0.06,42,0.24,53,0.3,5,0.03,18,0.1
3,Victoria,88,GOLIAD,Not Economically Disadvantaged,45,45,1,42,0.93,2,0.04,41,0.91,10,0.22,24,0.53,34,0.76,1,0.02,16,0.36
3,Victoria,88,GOLIAD,Economically Disadvantaged,46,46,1,31,0.67,13,0.28,33,0.72,4,0.09,17,0.37,21,0.46,2,0.04,6,0.13
3,Victoria,120,JACKSON,Not Economically Disadvantaged,148,146,0.99,140,0.95,2,0.01,137,0.93,29,0.2,87,0.59,116,0.78,3,0.02,63,0.43
3,Victoria,120,JACKSON,Economically Disadvantaged,97,93,0.96,82,0.85,8,0.08,67,0.69,6,0.06,30,0.31,36,0.37,1,0.01,10,0.1
3,Victoria,128,KARNES,Not Economically Disadvantaged,66,65,0.98,64,0.97,2,0.03,62,0.94,31,0.47,21,0.32,52,0.79,1,0.02,28,0.42
3,Victoria,128,KARNES,Economically Disadvantaged,104,102,0.98,94,0.90,6,0.06,68,0.65,8,0.08,34,0.33,42,0.4,4,0.04,11,0.11
3,Victoria,143,LAVACA,Not Economically Disadvantaged,113,107,0.95,105,0.93,1,0.01,98,0.87,27,0.24,61,0.54,88,0.78,8,0.07,53,0.47
3,Victoria,143,LAVACA,Economically Disadvantaged,57,55,0.96,51,0.89,5,0.09,40,0.7,9,0.16,17,0.3,26,0.46,1,0.02,10,0.18
3,Victoria,158,MATAGORDA,Not Economically Disadvantaged,295,287,0.97,266,0.90,9,0.03,250,0.85,74,0.25,133,0.45,207,0.7,6,0.02,110,0.37
3,Victoria,158,MATAGORDA,Economically Disadvantaged,327,306,0.94,241,0.74,52,0.16,195,0.6,25,0.08,85,0.26,110,0.34,13,0.04,35,0.11
3,Victoria,196,REFUGIO,Not Economically Disadvantaged,59,30,0.51,55,0.93,3,0.05,54,0.92,14,0.24,29,0.49,43,0.73,0,0,19,0.32
3,Victoria,196,REFUGIO,Economically Disadvantaged,70,37,0.53,52,0.74,11,0.16,50,0.71,2,0.03,22,0.31,24,0.34,1,0.01,8,0.11
3,Victoria,235,VICTORIA,Not Economically Disadvantaged,514,460,0.89,386,0.75,77,0.15,358,0.7,103,0.2,241,0.47,344,0.67,52,0.1,130,0.25
3,Victoria,235,VICTORIA,Economically Disadvantaged,620,548,0.88,333,0.54,215,0.35,269,0.43,18,0.03,195,0.31,213,0.34,55,0.09,48,0.08
3,Victoria,241,WHARTON,Not Economically Disadvantaged,285,274,0.96,258,0.91,13,0.05,235,0.82,52,0.18,171,0.6,223,0.78,17,0.06,115,0.4
3,Victoria,241,WHARTON,Economically Disadvantaged,362,342,0.94,276,0.76,51,0.14,220,0.61,24,0.07,132,0.36,156,0.43,22,0.06,41,0.11
4,Houston,20,BRAZORIA,Not Economically Disadvantaged,2500,2409,0.96,2209,0.88,155,0.06,2027,0.81,563,0.23,1234,0.49,1797,0.72,140,0.06,832,0.33
4,Houston,20,BRAZORIA,Economically Disadvantaged,1464,1388,0.95,1056,0.72,285,0.19,876,0.6,90,0.06,495,0.34,585,0.4,93,0.06,156,0.11
4,Houston,36,CHAMBERS,Not Economically Disadvantaged,332,321,0.97,302,0.91,11,0.03,262,0.79,84,0.25,148,0.45,232,0.7,17,0.05,103,0.31
4,Houston,36,CHAMBERS,Economically Disadvantaged,137,128,0.93,109,0.80,18,0.13,88,0.64,21,0.15,25,0.18,46,0.34,2,0.01,15,0.11
4,Houston,79,FORT BEND,Not Economically Disadvantaged,4782,4508,0.94,4100,0.86,371,0.08,3757,0.79,1792,0.37,1647,0.34,3439,0.72,355,0.07,1766,0.37
4,Houston,79,FORT BEND,Economically Disadvantaged,2243,2097,0.93,1637,0.73,430,0.19,1337,0.6,353,0.16,740,0.33,1093,0.49,199,0.09,322,0.14
4,Houston,84,GALVESTON,Not Economically Disadvantaged,3898,3740,0.96,3356,0.86,322,0.08,3019,0.77,1087,0.28,1700,0.44,2787,0.71,297,0.08,1398,0.36
4,Houston,84,GALVESTON,Economically Disadvantaged,1837,1708,0.93,1292,0.70,369,0.2,1024,0.56,150,0.08,689,0.38,839,0.46,147,0.08,227,0.12
4,Houston,101,HARRIS,Not Economically Disadvantaged,23251,21997,0.95,19709,0.85,1908,0.08,18013,0.77,6608,0.28,8958,0.39,15566,0.67,1573,0.07,7070,0.3
4,Houston,101,HARRIS,Economically Disadvantaged,29053,26717,0.92,20216,0.70,5926,0.2,16185,0.56,3316,0.11,8550,0.29,11866,0.41,2192,0.08,3092,0.11
4,Houston,146,LIBERTY,Not Economically Disadvantaged,604,569,0.94,477,0.79,95,0.16,432,0.72,99,0.16,232,0.38,331,0.55,39,0.06,118,0.2
4,Houston,146,LIBERTY,Economically Disadvantaged,574,519,0.9,362,0.63,146,0.25,309,0.54,52,0.09,125,0.22,177,0.31,25,0.04,43,0.07
4,Houston,237,WALLER,Not Economically Disadvantaged,240,235,0.98,212,0.88,20,0.08,183,0.76,50,0.21,86,0.36,136,0.57,12,0.05,50,0.21
4,Houston,237,WALLER,Economically Disadvantaged,327,311,0.95,258,0.79,42,0.13,204,0.62,44,0.13,91,0.28,135,0.41,15,0.05,36,0.11
5,Beaumont,84,GALVESTON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,84,GALVESTON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,100,HARDIN,Not Economically Disadvantaged,562,536,0.95,490,0.87,36,0.06,453,0.81,210,0.37,126,0.22,336,0.6,19,0.03,151,0.27
5,Beaumont,100,HARDIN,Economically Disadvantaged,288,268,0.93,215,0.75,39,0.14,167,0.58,46,0.16,52,0.18,98,0.34,7,0.02,30,0.1
5,Beaumont,121,JASPER,Not Economically Disadvantaged,259,245,0.95,235,0.91,7,0.03,208,0.8,71,0.27,76,0.29,147,0.57,8,0.03,68,0.26
5,Beaumont,121,JASPER,Economically Disadvantaged,248,227,0.92,202,0.81,24,0.1,157,0.63,26,0.1,64,0.26,90,0.36,10,0.04,22,0.09
5,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1412,1356,0.96,1224,0.87,106,0.08,1081,0.77,568,0.4,397,0.28,965,0.68,95,0.07,461,0.33
5,Beaumont,123,JEFFERSON,Economically Disadvantaged,1832,1715,0.94,1392,0.76,289,0.16,1107,0.6,306,0.17,513,0.28,819,0.45,114,0.06,201,0.11
5,Beaumont,176,NEWTON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,176,NEWTON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
5,Beaumont,181,ORANGE,Not Economically Disadvantaged,722,692,0.96,615,0.85,58,0.08,560,0.78,157,0.22,320,0.44,477,0.66,46,0.06,224,0.31
5,Beaumont,181,ORANGE,Economically Disadvantaged,520,471,0.91,339,0.65,112,0.22,283,0.54,61,0.12,149,0.29,210,0.4,33,0.06,52,0.1
5,Beaumont,229,TYLER,Not Economically Disadvantaged,150,143,0.95,138,0.92,6,0.04,120,0.8,34,0.23,46,0.31,80,0.53,4,0.03,27,0.18
5,Beaumont,229,TYLER,Economically Disadvantaged,170,153,0.9,129,0.76,15,0.09,103,0.61,13,0.08,48,0.28,61,0.36,8,0.05,11,0.06
6,Huntsville,8,AUSTIN,Not Economically Disadvantaged,292,282,0.97,269,0.92,9,0.03,255,0.87,84,0.29,128,0.44,212,0.73,12,0.04,106,0.36
6,Huntsville,8,AUSTIN,Economically Disadvantaged,155,148,0.95,134,0.86,15,0.1,121,0.78,16,0.1,56,0.36,72,0.46,5,0.03,21,0.14
6,Huntsville,21,BRAZOS,Not Economically Disadvantaged,828,789,0.95,745,0.90,32,0.04,675,0.82,257,0.31,336,0.41,593,0.72,38,0.05,299,0.36
6,Huntsville,21,BRAZOS,Economically Disadvantaged,796,738,0.93,549,0.69,164,0.21,413,0.52,61,0.08,211,0.27,272,0.34,33,0.04,59,0.07
6,Huntsville,26,BURLESON,Not Economically Disadvantaged,143,137,0.96,128,0.90,10,0.07,119,0.83,27,0.19,63,0.44,90,0.63,4,0.03,37,0.26
6,Huntsville,26,BURLESON,Economically Disadvantaged,104,97,0.93,85,0.82,9,0.09,60,0.58,2,0.02,23,0.22,25,0.24,1,0.01,5,0.05
6,Huntsville,93,GRIMES,Not Economically Disadvantaged,157,148,0.94,130,0.83,22,0.14,125,0.8,39,0.25,54,0.34,93,0.59,4,0.03,39,0.25
6,Huntsville,93,GRIMES,Economically Disadvantaged,176,158,0.9,133,0.76,30,0.17,105,0.6,13,0.07,44,0.25,57,0.32,11,0.06,15,0.09
6,Huntsville,113,HOUSTON,Not Economically Disadvantaged,127,121,0.95,111,0.87,9,0.07,103,0.81,31,0.24,53,0.42,84,0.66,5,0.04,31,0.24
6,Huntsville,113,HOUSTON,Economically Disadvantaged,162,156,0.96,117,0.72,36,0.22,82,0.51,11,0.07,45,0.28,56,0.35,10,0.06,10,0.06
6,Huntsville,145,LEON,Not Economically Disadvantaged,136,129,0.95,126,0.93,2,0.01,107,0.79,26,0.19,53,0.39,79,0.58,4,0.03,37,0.27
6,Huntsville,145,LEON,Economically Disadvantaged,96,90,0.94,84,0.88,2,0.02,57,0.59,6,0.06,25,0.26,31,0.32,3,0.03,9,0.09
6,Huntsville,154,MADISON,Not Economically Disadvantaged,72,69,0.96,69,0.96,0,0,64,0.89,22,0.31,28,0.39,50,0.69,0,0,18,0.25
6,Huntsville,154,MADISON,Economically Disadvantaged,95,90,0.95,82,0.86,2,0.02,63,0.66,7,0.07,25,0.26,32,0.34,3,0.03,4,0.04
6,Huntsville,166,MILAM,Not Economically Disadvantaged,145,142,0.98,132,0.91,9,0.06,126,0.87,38,0.26,66,0.46,104,0.72,3,0.02,54,0.37
6,Huntsville,166,MILAM,Economically Disadvantaged,171,158,0.92,130,0.76,26,0.15,101,0.59,8,0.05,53,0.31,61,0.36,6,0.04,16,0.09
6,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,3778,3546,0.94,3132,0.83,328,0.09,2895,0.77,967,0.26,1434,0.38,2401,0.64,215,0.06,1069,0.28
6,Huntsville,170,MONTGOMERY,Economically Disadvantaged,1733,1576,0.91,1187,0.68,372,0.21,951,0.55,119,0.07,509,0.29,628,0.36,93,0.05,99,0.06
6,Huntsville,187,POLK,Not Economically Disadvantaged,248,237,0.96,221,0.89,13,0.05,175,0.71,59,0.24,83,0.33,142,0.57,13,0.05,56,0.23
6,Huntsville,187,POLK,Economically Disadvantaged,335,318,0.95,277,0.83,26,0.08,201,0.6,29,0.09,95,0.28,124,0.37,18,0.05,30,0.09
6,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,97,94,0.97,87,0.90,4,0.04,81,0.84,24,0.25,44,0.45,68,0.7,5,0.05,32,0.33
6,Huntsville,198,ROBERTSON,Economically Disadvantaged,153,143,0.93,131,0.86,13,0.08,111,0.73,18,0.12,48,0.31,66,0.43,4,0.03,15,0.1
6,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,131,122,0.93,108,0.82,10,0.08,91,0.69,32,0.24,41,0.31,73,0.56,7,0.05,30,0.23
6,Huntsville,204,SAN JACINTO,Economically Disadvantaged,165,148,0.9,117,0.71,29,0.18,95,0.58,13,0.08,34,0.21,47,0.28,9,0.05,11,0.07
6,Huntsville,228,TRINITY,Not Economically Disadvantaged,70,69,0.99,61,0.87,8,0.11,54,0.77,16,0.23,18,0.26,34,0.49,1,0.01,19,0.27
6,Huntsville,228,TRINITY,Economically Disadvantaged,88,80,0.91,70,0.80,10,0.11,57,0.65,12,0.14,29,0.33,41,0.47,4,0.05,13,0.15
6,Huntsville,236,WALKER,Not Economically Disadvantaged,218,213,0.98,198,0.91,13,0.06,179,0.82,85,0.39,74,0.34,159,0.73,15,0.07,71,0.33
6,Huntsville,236,WALKER,Economically Disadvantaged,298,282,0.95,237,0.80,48,0.16,206,0.69,51,0.17,68,0.23,119,0.4,11,0.04,22,0.07
6,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,237,236,1,223,0.94,7,0.03,209,0.88,67,0.28,119,0.5,186,0.78,10,0.04,105,0.44
6,Huntsville,239,WASHINGTON,Economically Disadvantaged,171,160,0.94,118,0.69,35,0.2,96,0.56,10,0.06,47,0.27,57,0.33,7,0.04,16,0.09
7,Kilgore,1,ANDERSON,Not Economically Disadvantaged,329,310,0.94,302,0.92,17,0.05,279,0.85,54,0.16,158,0.48,212,0.64,11,0.03,96,0.29
7,Kilgore,1,ANDERSON,Economically Disadvantaged,314,274,0.87,233,0.74,52,0.17,196,0.62,16,0.05,100,0.32,116,0.37,15,0.05,33,0.11
7,Kilgore,3,ANGELINA,Not Economically Disadvantaged,596,575,0.96,544,0.91,30,0.05,498,0.84,120,0.2,310,0.52,430,0.72,24,0.04,172,0.29
7,Kilgore,3,ANGELINA,Economically Disadvantaged,672,636,0.95,555,0.83,71,0.11,459,0.68,56,0.08,244,0.36,300,0.45,30,0.04,66,0.1
7,Kilgore,37,CHEROKEE,Not Economically Disadvantaged,210,200,0.95,191,0.91,10,0.05,170,0.81,36,0.17,99,0.47,135,0.64,14,0.07,53,0.25
7,Kilgore,37,CHEROKEE,Economically Disadvantaged,361,338,0.94,286,0.79,47,0.13,215,0.6,16,0.04,94,0.26,110,0.3,9,0.02,24,0.07
7,Kilgore,92,GREGG,Not Economically Disadvantaged,973,929,0.95,865,0.89,52,0.05,769,0.79,209,0.21,478,0.49,687,0.71,49,0.05,318,0.33
7,Kilgore,92,GREGG,Economically Disadvantaged,823,774,0.94,593,0.72,154,0.19,495,0.6,41,0.05,301,0.37,342,0.42,47,0.06,82,0.1
7,Kilgore,102,HARRISON,Not Economically Disadvantaged,534,508,0.95,468,0.88,26,0.05,431,0.81,87,0.16,249,0.47,336,0.63,20,0.04,151,0.28
7,Kilgore,102,HARRISON,Economically Disadvantaged,462,428,0.93,375,0.81,41,0.09,306,0.66,54,0.12,134,0.29,188,0.41,15,0.03,44,0.1
7,Kilgore,107,HENDERSON,Not Economically Disadvantaged,393,379,0.96,361,0.92,14,0.04,315,0.8,47,0.12,200,0.51,247,0.63,23,0.06,108,0.27
7,Kilgore,107,HENDERSON,Economically Disadvantaged,411,373,0.91,326,0.79,37,0.09,252,0.61,8,0.02,172,0.42,180,0.44,34,0.08,47,0.11
7,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,356,342,0.96,317,0.89,18,0.05,296,0.83,140,0.39,124,0.35,264,0.74,14,0.04,129,0.36
7,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,414,379,0.92,291,0.70,77,0.19,234,0.57,41,0.1,102,0.25,143,0.35,26,0.06,43,0.1
7,Kilgore,183,PANOLA,Not Economically Disadvantaged,176,169,0.96,154,0.88,12,0.07,140,0.8,25,0.14,97,0.55,122,0.69,6,0.03,63,0.36
7,Kilgore,183,PANOLA,Economically Disadvantaged,128,118,0.92,96,0.75,17,0.13,78,0.61,8,0.06,55,0.43,63,0.49,10,0.08,15,0.12
7,Kilgore,190,RAINS,Not Economically Disadvantaged,74,70,0.95,68,0.92,2,0.03,64,0.86,19,0.26,37,0.5,56,0.76,4,0.05,21,0.28
7,Kilgore,190,RAINS,Economically Disadvantaged,75,70,0.93,63,0.84,5,0.07,48,0.64,7,0.09,18,0.24,25,0.33,3,0.04,4,0.05
7,Kilgore,201,RUSK,Not Economically Disadvantaged,293,283,0.97,263,0.90,16,0.05,236,0.81,41,0.14,146,0.5,187,0.64,15,0.05,88,0.3
7,Kilgore,201,RUSK,Economically Disadvantaged,320,299,0.93,250,0.78,41,0.13,203,0.63,14,0.04,110,0.34,124,0.39,14,0.04,30,0.09
7,Kilgore,202,SABINE,Not Economically Disadvantaged,59,53,0.9,50,0.85,8,0.14,42,0.71,22,0.37,13,0.22,35,0.59,2,0.03,21,0.36
7,Kilgore,202,SABINE,Economically Disadvantaged,86,73,0.85,60,0.70,16,0.19,58,0.67,8,0.09,32,0.37,40,0.47,4,0.05,5,0.06
7,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,17,16,0.94,16,0.94,0,0,16,0.94,6,0.35,5,0.29,11,0.65,0,0,8,0.47
7,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,81,80,0.99,70,0.86,9,0.11,54,0.67,13,0.16,21,0.26,34,0.42,4,0.05,8,0.1
7,Kilgore,210,SHELBY,Not Economically Disadvantaged,166,156,0.94,141,0.85,13,0.08,133,0.8,40,0.24,56,0.34,96,0.58,1,0.01,49,0.3
7,Kilgore,210,SHELBY,Economically Disadvantaged,208,192,0.92,156,0.75,26,0.13,131,0.63,21,0.1,49,0.24,70,0.34,3,0.01,26,0.13
7,Kilgore,212,SMITH,Not Economically Disadvantaged,1295,1223,0.94,1115,0.86,99,0.08,986,0.76,247,0.19,629,0.49,876,0.68,86,0.07,385,0.3
7,Kilgore,212,SMITH,Economically Disadvantaged,1127,1053,0.93,782,0.69,227,0.2,639,0.57,63,0.06,417,0.37,480,0.43,75,0.07,116,0.1
7,Kilgore,230,UPSHUR,Not Economically Disadvantaged,256,246,0.96,226,0.88,13,0.05,206,0.8,38,0.15,126,0.49,164,0.64,11,0.04,68,0.27
7,Kilgore,230,UPSHUR,Economically Disadvantaged,288,272,0.94,240,0.83,23,0.08,210,0.73,21,0.07,115,0.4,136,0.47,8,0.03,36,0.13
7,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,230,223,0.97,211,0.92,7,0.03,188,0.82,31,0.13,108,0.47,139,0.6,9,0.04,58,0.25
7,Kilgore,234,VAN ZANDT,Economically Disadvantaged,174,162,0.93,145,0.83,13,0.07,108,0.62,14,0.08,59,0.34,73,0.42,9,0.05,27,0.16
7,Kilgore,250,WOOD,Not Economically Disadvantaged,289,274,0.95,270,0.93,2,0.01,243,0.84,51,0.18,125,0.43,176,0.61,12,0.04,74,0.26
7,Kilgore,250,WOOD,Economically Disadvantaged,213,191,0.9,173,0.81,20,0.09,145,0.68,15,0.07,69,0.32,84,0.39,7,0.03,25,0.12
8,Mt. Pleasant,19,BOWIE,Not Economically Disadvantaged,723,678,0.94,636,0.88,21,0.03,564,0.78,100,0.14,342,0.47,442,0.61,37,0.05,162,0.22
8,Mt. Pleasant,19,BOWIE,Economically Disadvantaged,597,539,0.9,459,0.77,49,0.08,354,0.59,42,0.07,214,0.36,256,0.43,36,0.06,54,0.09
8,Mt. Pleasant,32,CAMP,Not Economically Disadvantaged,66,66,1,58,0.88,5,0.08,54,0.82,6,0.09,40,0.61,46,0.7,4,0.06,27,0.41
8,Mt. Pleasant,32,CAMP,Economically Disadvantaged,112,109,0.97,90,0.80,14,0.13,85,0.76,5,0.04,50,0.45,55,0.49,2,0.02,19,0.17
8,Mt. Pleasant,34,CASS,Not Economically Disadvantaged,234,221,0.94,215,0.92,5,0.02,196,0.84,31,0.13,110,0.47,141,0.6,5,0.02,58,0.25
8,Mt. Pleasant,34,CASS,Economically Disadvantaged,212,198,0.93,186,0.88,10,0.05,154,0.73,13,0.06,76,0.36,89,0.42,6,0.03,22,0.1
8,Mt. Pleasant,60,DELTA,Not Economically Disadvantaged,40,38,0.95,35,0.88,3,0.08,35,0.88,10,0.25,20,0.5,30,0.75,3,0.08,14,0.35
8,Mt. Pleasant,60,DELTA,Economically Disadvantaged,41,39,0.95,36,0.88,2,0.05,34,0.83,3,0.07,20,0.49,23,0.56,2,0.05,5,0.12
8,Mt. Pleasant,80,FRANKLIN,Not Economically Disadvantaged,83,82,0.99,79,0.95,2,0.02,73,0.88,21,0.25,38,0.46,59,0.71,2,0.02,27,0.33
8,Mt. Pleasant,80,FRANKLIN,Economically Disadvantaged,46,37,0.8,35,0.76,5,0.11,31,0.67,1,0.02,22,0.48,23,0.5,3,0.07,7,0.15
8,Mt. Pleasant,112,HOPKINS,Not Economically Disadvantaged,292,279,0.96,257,0.88,18,0.06,240,0.82,55,0.19,138,0.47,193,0.66,9,0.03,101,0.35
8,Mt. Pleasant,112,HOPKINS,Economically Disadvantaged,209,200,0.96,168,0.80,30,0.14,147,0.7,14,0.07,74,0.35,88,0.42,8,0.04,32,0.15
8,Mt. Pleasant,139,LAMAR,Not Economically Disadvantaged,400,388,0.97,356,0.89,12,0.03,323,0.81,48,0.12,217,0.54,265,0.66,21,0.05,114,0.29
