Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
1,Edinburg,,,,25497,23926,0.94,18484,0.73,5066,0.2,16879,0.66,5118,0.2,8799,0.35,0,0,13917,0.55,1509,0.06,5021,0.2
2,Corpus Christi,,,,8360,7799,0.93,6515,0.78,1175,0.14,5597,0.67,1738,0.21,2661,0.32,0,0,4399,0.53,466,0.06,1432,0.17
3,Victoria,,,,4113,3817,0.93,3244,0.79,548,0.13,2864,0.7,587,0.14,1649,0.4,0,0,2236,0.54,217,0.05,905,0.22
4,Houston,,,,71242,66647,0.94,55295,0.78,10098,0.14,47716,0.67,14309,0.2,24720,0.35,0,0,39029,0.55,5106,0.07,15228,0.21
5,Beaumont,,,,6380,6005,0.94,5146,0.81,727,0.11,4393,0.69,1524,0.24,1852,0.29,0,0,3376,0.53,354,0.06,1283,0.2
6,Huntsville,,,,11377,10676,0.94,9191,0.81,1293,0.11,7977,0.7,2150,0.19,3906,0.34,0,0,6056,0.53,554,0.05,2348,0.21
7,Kilgore,,,,12403,11668,0.94,10256,0.83,1215,0.1,8843,0.71,1629,0.13,5052,0.41,0,0,6681,0.54,614,0.05,2493,0.2
8,Mt. Pleasant,,,,4343,4081,0.94,3685,0.85,277,0.06,3197,0.74,450,0.1,1947,0.45,0,0,2397,0.55,203,0.05,867,0.2
9,Wichita Falls,,,,3047,2840,0.93,2525,0.83,223,0.07,2236,0.73,747,0.25,818,0.27,0,0,1565,0.51,92,0.03,701,0.23
10,Richardson,,,,49138,45792,0.93,38331,0.78,6519,0.13,33453,0.68,8831,0.18,16955,0.35,0,0,25786,0.53,2833,0.06,9696,0.2
11,Fort Worth,,,,35617,33419,0.94,28460,0.8,4132,0.12,24559,0.69,7260,0.2,12499,0.35,0,0,19759,0.56,2227,0.06,7848,0.22
12,Waco,,,,10404,9539,0.92,8098,0.78,1197,0.12,7096,0.68,1627,0.16,4404,0.42,0,0,6031,0.58,730,0.07,2157,0.21
13,Austin,,,,22906,21662,0.95,18388,0.8,2706,0.12,16278,0.71,5776,0.25,6496,0.28,0,0,12272,0.54,1113,0.05,4977,0.22
14,Abilene,,,,3428,3232,0.94,2791,0.81,370,0.11,2434,0.71,789,0.23,1093,0.32,0,0,1882,0.55,149,0.04,841,0.25
15,San Angelo,,,,3821,3578,0.94,3241,0.85,296,0.08,2668,0.7,1010,0.26,951,0.25,0,0,1961,0.51,165,0.04,806,0.21
16,Amarillo,,,,6128,5715,0.93,5103,0.83,479,0.08,4379,0.72,1158,0.19,2218,0.36,0,0,3376,0.55,344,0.06,1307,0.21
17,Lubbock,,,,5751,5444,0.95,5010,0.87,349,0.06,4096,0.71,1061,0.18,1829,0.32,0,0,2890,0.5,194,0.03,1145,0.2
18,Midland,,,,5885,5421,0.92,4752,0.81,635,0.11,3732,0.63,968,0.16,1962,0.33,0,0,2930,0.5,357,0.06,1121,0.19
19,El Paso,,,,12748,11857,0.93,9021,0.71,2502,0.2,8236,0.65,2417,0.19,4613,0.36,0,0,7030,0.55,937,0.07,2162,0.17
20,San Antonio,,,,26507,24807,0.94,19415,0.73,4730,0.18,17208,0.65,4920,0.19,9034,0.34,0,0,13954,0.53,1629,0.06,4974,0.19
,,,,,329095,307925,0.94,256951,0.78,44537,0.14,223841,0.68,64069,0.2,113458,0.35,0,0,177527,0.54,19793,0.06,67312,0.21
,,Female,,,160490,150914,0.94,129978,0.81,17450,0.11,113361,0.71,34607,0.22,58601,0.37,0,0,93208,0.58,9906,0.06,39267,0.25
,,Male,,,168605,157011,0.93,126973,0.75,27087,0.16,110480,0.66,29462,0.18,54857,0.33,0,0,84319,0.5,9887,0.06,28045,0.17
1,Edinburg,,,Not Economically Disadvantaged,3866,3684,0.95,3269,0.85,359,0.09,3084,0.8,1541,0.4,1328,0.34,0,0,2869,0.74,218,0.06,1354,0.35
1,Edinburg,,,Economically Disadvantaged,21631,20242,0.94,15215,0.7,4707,0.22,13795,0.64,3577,0.17,7471,0.35,0,0,11048,0.51,1291,0.06,3667,0.17
2,Corpus Christi,,,Not Economically Disadvantaged,3479,3292,0.95,2952,0.85,290,0.08,2719,0.78,1130,0.33,1212,0.35,0,0,2342,0.67,172,0.05,973,0.28
2,Corpus Christi,,,Economically Disadvantaged,4881,4507,0.92,3563,0.73,885,0.18,2878,0.59,608,0.13,1449,0.3,0,0,2057,0.42,294,0.06,459,0.09
3,Victoria,,,Not Economically Disadvantaged,1990,1875,0.94,1754,0.88,124,0.06,1643,0.83,464,0.23,994,0.5,0,0,1458,0.73,102,0.05,700,0.35
3,Victoria,,,Economically Disadvantaged,2123,1942,0.92,1490,0.7,424,0.2,1221,0.58,123,0.06,655,0.31,0,0,778,0.37,115,0.05,205,0.1
4,Houston,,,Not Economically Disadvantaged,35607,33779,0.95,30365,0.85,2882,0.08,27693,0.78,10283,0.29,14005,0.39,0,0,24288,0.68,2433,0.07,11337,0.32
4,Houston,,,Economically Disadvantaged,35635,32868,0.92,24930,0.7,7216,0.2,20023,0.56,4026,0.11,10715,0.3,0,0,14741,0.41,2673,0.08,3891,0.11
5,Beaumont,,,Not Economically Disadvantaged,3211,3073,0.96,2795,0.87,218,0.07,2509,0.78,1060,0.33,1007,0.31,0,0,2067,0.64,178,0.06,958,0.3
5,Beaumont,,,Economically Disadvantaged,3169,2932,0.93,2351,0.74,509,0.16,1884,0.6,464,0.15,845,0.27,0,0,1309,0.41,176,0.06,325,0.1
6,Huntsville,,,Not Economically Disadvantaged,6679,6334,0.95,5740,0.86,476,0.07,5258,0.79,1774,0.27,2594,0.39,0,0,4368,0.65,336,0.05,2003,0.3
6,Huntsville,,,Economically Disadvantaged,4698,4342,0.92,3451,0.74,817,0.17,2719,0.58,376,0.08,1312,0.28,0,0,1688,0.36,218,0.05,345,0.07
7,Kilgore,,,Not Economically Disadvantaged,6246,5956,0.95,5562,0.89,339,0.05,5012,0.8,1213,0.19,2960,0.47,0,0,4173,0.67,301,0.05,1862,0.3
7,Kilgore,,,Economically Disadvantaged,6157,5712,0.93,4694,0.76,876,0.14,3831,0.62,416,0.07,2092,0.34,0,0,2508,0.41,313,0.05,631,0.1
8,Mt. Pleasant,,,Not Economically Disadvantaged,2232,2133,0.96,1991,0.89,85,0.04,1808,0.81,333,0.15,1120,0.5,0,0,1453,0.65,104,0.05,623,0.28
8,Mt. Pleasant,,,Economically Disadvantaged,2111,1948,0.92,1694,0.8,192,0.09,1389,0.66,117,0.06,827,0.39,0,0,944,0.45,99,0.05,244,0.12
9,Wichita Falls,,,Not Economically Disadvantaged,1769,1669,0.94,1552,0.88,72,0.04,1434,0.81,607,0.34,506,0.29,0,0,1113,0.63,40,0.02,572,0.32
9,Wichita Falls,,,Economically Disadvantaged,1278,1171,0.92,973,0.76,151,0.12,802,0.63,140,0.11,312,0.24,0,0,452,0.35,52,0.04,129,0.1
10,Richardson,,,Not Economically Disadvantaged,26937,25385,0.94,22857,0.85,2021,0.08,20781,0.77,6752,0.25,10538,0.39,0,0,17290,0.64,1581,0.06,7567,0.28
10,Richardson,,,Economically Disadvantaged,22201,20407,0.92,15474,0.7,4498,0.2,12672,0.57,2079,0.09,6417,0.29,0,0,8496,0.38,1252,0.06,2129,0.1
11,Fort Worth,,,Not Economically Disadvantaged,22356,21192,0.95,19048,0.85,1717,0.08,17174,0.77,6079,0.27,8578,0.38,0,0,14657,0.66,1357,0.06,6535,0.29
11,Fort Worth,,,Economically Disadvantaged,13261,12227,0.92,9412,0.71,2415,0.18,7385,0.56,1181,0.09,3921,0.3,0,0,5102,0.39,870,0.07,1313,0.1
12,Waco,,,Not Economically Disadvantaged,5476,5054,0.92,4546,0.83,410,0.07,4170,0.76,1228,0.22,2522,0.46,0,0,3750,0.69,344,0.06,1623,0.3
12,Waco,,,Economically Disadvantaged,4928,4485,0.91,3552,0.72,787,0.16,2926,0.59,399,0.08,1882,0.38,0,0,2281,0.46,386,0.08,534,0.11
13,Austin,,,Not Economically Disadvantaged,13784,13182,0.96,12081,0.88,847,0.06,11230,0.82,4816,0.35,4433,0.32,0,0,9249,0.67,658,0.05,4309,0.31
13,Austin,,,Economically Disadvantaged,9122,8480,0.93,6307,0.69,1859,0.2,5048,0.55,960,0.11,2063,0.23,0,0,3023,0.33,455,0.05,668,0.07
14,Abilene,,,Not Economically Disadvantaged,1750,1681,0.96,1558,0.89,82,0.05,1425,0.81,616,0.35,622,0.36,0,0,1238,0.71,75,0.04,646,0.37
14,Abilene,,,Economically Disadvantaged,1678,1551,0.92,1233,0.74,288,0.17,1009,0.6,173,0.1,471,0.28,0,0,644,0.38,74,0.04,195,0.12
15,San Angelo,,,Not Economically Disadvantaged,1740,1662,0.96,1571,0.9,62,0.04,1410,0.81,707,0.41,448,0.26,0,0,1155,0.66,55,0.03,568,0.33
15,San Angelo,,,Economically Disadvantaged,2081,1916,0.92,1670,0.8,234,0.11,1258,0.61,303,0.15,503,0.24,0,0,806,0.39,110,0.05,238,0.11
16,Amarillo,,,Not Economically Disadvantaged,3060,2900,0.95,2733,0.89,121,0.04,2488,0.81,897,0.29,1235,0.4,0,0,2132,0.7,159,0.05,969,0.32
16,Amarillo,,,Economically Disadvantaged,3068,2815,0.92,2370,0.77,358,0.12,1891,0.62,261,0.09,983,0.32,0,0,1244,0.41,185,0.06,338,0.11
17,Lubbock,,,Not Economically Disadvantaged,2570,2450,0.95,2339,0.91,82,0.03,2103,0.82,800,0.31,992,0.39,0,0,1792,0.7,103,0.04,881,0.34
17,Lubbock,,,Economically Disadvantaged,3181,2994,0.94,2671,0.84,267,0.08,1993,0.63,261,0.08,837,0.26,0,0,1098,0.35,91,0.03,264,0.08
18,Midland,,,Not Economically Disadvantaged,2697,2563,0.95,2376,0.88,172,0.06,2046,0.76,710,0.26,1054,0.39,0,0,1764,0.65,165,0.06,820,0.3
18,Midland,,,Economically Disadvantaged,3188,2858,0.9,2376,0.75,463,0.15,1686,0.53,258,0.08,908,0.29,0,0,1166,0.37,192,0.06,301,0.09
19,El Paso,,,Not Economically Disadvantaged,3219,3001,0.93,2451,0.76,440,0.14,2350,0.73,934,0.29,1157,0.36,0,0,2091,0.65,242,0.08,824,0.26
19,El Paso,,,Economically Disadvantaged,9529,8856,0.93,6570,0.69,2062,0.22,5886,0.62,1483,0.16,3456,0.36,0,0,4939,0.52,695,0.07,1338,0.14
20,San Antonio,,,Not Economically Disadvantaged,10433,9777,0.94,8405,0.81,1110,0.11,7979,0.77,3270,0.31,3727,0.36,0,0,6997,0.67,632,0.06,3250,0.31
20,San Antonio,,,Economically Disadvantaged,16074,15030,0.94,11010,0.69,3620,0.23,9229,0.57,1650,0.1,5307,0.33,0,0,6957,0.43,997,0.06,1724,0.11
1,Edinburg,Female,African American,,34,28,0.82,28,0.82,1,0.03,23,0.68,11,0.32,11,0.32,0,0,22,0.65,3,0.09,6,0.18
1,Edinburg,Female,Hispanic,,11884,11161,0.94,8911,0.75,2058,0.17,8047,0.68,2457,0.21,4305,0.36,0,0,6762,0.57,725,0.06,2722,0.23
1,Edinburg,Female,White,,416,394,0.95,358,0.86,29,0.07,322,0.77,161,0.39,138,0.33,0,0,299,0.72,22,0.05,155,0.37
1,Edinburg,Female,Others,,64,60,0.94,58,0.91,1,0.02,53,0.83,35,0.55,11,0.17,0,0,46,0.72,4,0.06,37,0.58
1,Edinburg,Male,African American,,20,17,0.85,14,0.7,2,0.1,10,0.5,3,0.15,8,0.4,0,0,11,0.55,3,0.15,4,0.2
1,Edinburg,Male,Hispanic,,12539,11760,0.94,8682,0.69,2909,0.23,8012,0.64,2244,0.18,4177,0.33,0,0,6421,0.51,717,0.06,1952,0.16
1,Edinburg,Male,White,,482,452,0.94,381,0.79,65,0.14,365,0.76,173,0.36,143,0.3,0,0,316,0.66,31,0.06,119,0.25
1,Edinburg,Male,Others,,58,54,0.93,52,0.9,1,0.02,47,0.81,34,0.59,6,0.1,0,0,40,0.69,4,0.07,26,0.45
2,Corpus Christi,Female,African American,,121,113,0.93,94,0.78,12,0.1,73,0.6,33,0.27,25,0.21,0,0,58,0.48,5,0.04,21,0.17
2,Corpus Christi,Female,Hispanic,,2793,2616,0.94,2185,0.78,414,0.15,1824,0.65,519,0.19,969,0.35,0,0,1488,0.53,174,0.06,458,0.16
2,Corpus Christi,Female,White,,1081,1005,0.93,909,0.84,68,0.06,820,0.76,359,0.33,368,0.34,0,0,727,0.67,50,0.05,334,0.31
2,Corpus Christi,Female,Others,,46,42,0.91,41,0.89,1,0.02,35,0.76,16,0.35,14,0.3,0,0,30,0.65,4,0.09,18,0.39
2,Corpus Christi,Male,African American,,158,146,0.92,113,0.72,25,0.16,100,0.63,33,0.21,44,0.28,0,0,77,0.49,8,0.05,15,0.09
2,Corpus Christi,Male,Hispanic,,2893,2692,0.93,2153,0.74,531,0.18,1813,0.63,424,0.15,883,0.31,0,0,1307,0.45,174,0.06,312,0.11
2,Corpus Christi,Male,White,,1197,1119,0.94,959,0.8,121,0.1,878,0.73,325,0.27,338,0.28,0,0,663,0.55,48,0.04,251,0.21
2,Corpus Christi,Male,Others,,71,66,0.93,61,0.86,3,0.04,54,0.76,29,0.41,20,0.28,0,0,49,0.69,3,0.04,23,0.32
3,Victoria,Female,African American,,222,207,0.93,182,0.82,29,0.13,149,0.67,36,0.16,85,0.38,0,0,121,0.55,14,0.06,31,0.14
3,Victoria,Female,Hispanic,,907,844,0.93,676,0.75,149,0.16,573,0.63,44,0.05,366,0.4,0,0,410,0.45,48,0.05,118,0.13
3,Victoria,Female,White,,887,841,0.95,794,0.9,39,0.04,718,0.81,232,0.26,426,0.48,0,0,658,0.74,54,0.06,356,0.4
3,Victoria,Female,Others,,23,22,0.96,22,0.96,0,0,22,0.96,12,0.52,8,0.35,0,0,20,0.87,1,0.04,12,0.52
3,Victoria,Male,African American,,229,213,0.93,167,0.73,42,0.18,152,0.66,41,0.18,75,0.33,0,0,116,0.51,15,0.07,16,0.07
3,Victoria,Male,Hispanic,,922,835,0.91,625,0.68,208,0.23,536,0.58,57,0.06,279,0.3,0,0,336,0.36,42,0.05,106,0.12
3,Victoria,Male,White,,889,822,0.93,749,0.84,77,0.09,688,0.77,151,0.17,402,0.45,0,0,553,0.62,41,0.05,253,0.29
3,Victoria,Male,Others,,34,33,0.97,29,0.85,4,0.12,26,0.77,14,0.41,8,0.24,0,0,22,0.65,2,0.06,13,0.38
4,Houston,Female,African American,,7824,7366,0.94,6206,0.79,1085,0.14,5214,0.67,2135,0.27,2826,0.36,0,0,4961,0.63,891,0.11,1403,0.18
4,Houston,Female,Hispanic,,13543,12666,0.94,10235,0.76,2126,0.16,8628,0.64,1438,0.11,4721,0.35,0,0,6159,0.46,836,0.06,2167,0.16
4,Houston,Female,White,,11669,11056,0.95,10120,0.87,665,0.06,9176,0.79,3447,0.3,4730,0.41,0,0,8177,0.7,769,0.07,4480,0.38
4,Houston,Female,Others,,1828,1754,0.96,1679,0.92,49,0.03,1590,0.87,857,0.47,466,0.26,0,0,1323,0.72,64,0.04,928,0.51
4,Houston,Male,African American,,7883,7208,0.91,5510,0.7,1645,0.21,4509,0.57,1520,0.19,2315,0.29,0,0,3835,0.49,712,0.09,743,0.09
4,Houston,Male,Hispanic,,13960,12888,0.92,9413,0.67,3193,0.23,7701,0.55,1117,0.08,4170,0.3,0,0,5287,0.38,861,0.06,1412,0.1
4,Houston,Male,White,,12523,11805,0.94,10389,0.83,1199,0.1,9241,0.74,2983,0.24,4899,0.39,0,0,7882,0.63,876,0.07,3338,0.27
4,Houston,Male,Others,,2012,1904,0.95,1743,0.87,136,0.07,1657,0.82,812,0.4,593,0.3,0,0,1405,0.7,97,0.05,757,0.38
5,Beaumont,Female,African American,,958,907,0.95,784,0.82,113,0.12,677,0.71,269,0.28,308,0.32,0,0,577,0.6,75,0.08,145,0.15
5,Beaumont,Female,Hispanic,,255,234,0.92,208,0.82,20,0.08,162,0.64,33,0.13,72,0.28,0,0,105,0.41,6,0.02,45,0.18
5,Beaumont,Female,White,,1820,1716,0.94,1547,0.85,127,0.07,1322,0.73,526,0.29,565,0.31,0,0,1091,0.6,99,0.05,524,0.29
5,Beaumont,Female,Others,,67,65,0.97,61,0.91,0,0,53,0.79,21,0.31,33,0.49,0,0,54,0.81,7,0.1,29,0.43
5,Beaumont,Male,African American,,976,904,0.93,710,0.73,189,0.19,594,0.61,178,0.18,246,0.25,0,0,424,0.43,54,0.06,82,0.08
5,Beaumont,Male,Hispanic,,265,253,0.96,197,0.74,39,0.15,146,0.55,39,0.15,61,0.23,0,0,100,0.38,13,0.05,34,0.13
5,Beaumont,Male,White,,1942,1835,0.95,1554,0.8,234,0.12,1366,0.7,429,0.22,533,0.27,0,0,962,0.5,93,0.05,395,0.2
5,Beaumont,Male,Others,,97,91,0.94,85,0.88,5,0.05,73,0.75,29,0.3,34,0.35,0,0,63,0.65,7,0.07,29,0.3
6,Huntsville,Female,African American,,721,692,0.96,593,0.82,89,0.12,478,0.66,139,0.19,256,0.36,0,0,395,0.55,58,0.08,79,0.11
6,Huntsville,Female,Hispanic,,1100,1031,0.94,853,0.78,140,0.13,714,0.65,104,0.09,363,0.33,0,0,467,0.43,44,0.04,153,0.14
6,Huntsville,Female,White,,3697,3478,0.94,3154,0.85,260,0.07,2794,0.76,910,0.25,1424,0.39,0,0,2334,0.63,192,0.05,1095,0.3
6,Huntsville,Female,Others,,119,109,0.92,97,0.82,4,0.03,85,0.71,37,0.31,33,0.28,0,0,70,0.59,7,0.06,33,0.28
6,Huntsville,Male,African American,,746,704,0.94,570,0.76,136,0.18,482,0.65,101,0.14,235,0.32,0,0,336,0.45,33,0.04,59,0.08
6,Huntsville,Male,Hispanic,,1118,1043,0.93,808,0.72,229,0.21,678,0.61,88,0.08,297,0.27,0,0,385,0.34,41,0.04,104,0.09
6,Huntsville,Male,White,,3777,3530,0.94,3040,0.81,429,0.11,2677,0.71,740,0.2,1279,0.34,0,0,2019,0.54,177,0.05,795,0.21
6,Huntsville,Male,Others,,99,89,0.9,76,0.77,6,0.06,69,0.7,31,0.31,19,0.19,0,0,50,0.51,2,0.02,30,0.3
7,Kilgore,Female,African American,,1254,1197,0.96,1058,0.84,136,0.11,891,0.71,172,0.14,581,0.46,0,0,753,0.6,69,0.06,197,0.16
7,Kilgore,Female,Hispanic,,941,896,0.95,747,0.79,117,0.12,629,0.67,60,0.06,331,0.35,0,0,391,0.42,44,0.05,154,0.16
7,Kilgore,Female,White,,3816,3596,0.94,3324,0.87,192,0.05,2908,0.76,652,0.17,1805,0.47,0,0,2457,0.64,212,0.06,1103,0.29
7,Kilgore,Female,Others,,70,62,0.89,56,0.8,3,0.04,50,0.71,15,0.21,25,0.36,0,0,40,0.57,2,0.03,24,0.34
7,Kilgore,Male,African American,,1269,1200,0.95,966,0.76,232,0.18,820,0.65,135,0.11,504,0.4,0,0,639,0.5,85,0.07,100,0.08
7,Kilgore,Male,Hispanic,,1010,924,0.92,702,0.7,198,0.2,583,0.58,42,0.04,262,0.26,0,0,304,0.3,32,0.03,104,0.1
7,Kilgore,Male,White,,3992,3749,0.94,3362,0.84,334,0.08,2927,0.73,540,0.14,1529,0.38,0,0,2069,0.52,169,0.04,790,0.2
7,Kilgore,Male,Others,,51,44,0.86,41,0.8,3,0.06,35,0.69,13,0.26,15,0.29,0,0,28,0.55,1,0.02,21,0.41
8,Mt. Pleasant,Female,African American,,478,448,0.94,402,0.84,43,0.09,344,0.72,49,0.1,242,0.51,0,0,291,0.61,31,0.06,64,0.13
8,Mt. Pleasant,Female,Hispanic,,215,204,0.95,182,0.85,15,0.07,161,0.75,5,0.02,94,0.44,0,0,99,0.46,4,0.02,42,0.2
8,Mt. Pleasant,Female,White,,1406,1329,0.95,1236,0.88,42,0.03,1057,0.75,185,0.13,708,0.5,0,0,893,0.64,81,0.06,391,0.28
8,Mt. Pleasant,Female,Others,,24,21,0.88,20,0.83,1,0.04,15,0.63,1,0.04,13,0.54,0,0,14,0.58,3,0.13,3,0.13
8,Mt. Pleasant,Male,African American,,467,432,0.93,369,0.79,52,0.11,318,0.68,46,0.1,183,0.39,0,0,229,0.49,22,0.05,43,0.09
8,Mt. Pleasant,Male,Hispanic,,237,219,0.92,195,0.82,18,0.08,155,0.65,7,0.03,69,0.29,0,0,76,0.32,4,0.02,25,0.11
8,Mt. Pleasant,Male,White,,1489,1404,0.94,1261,0.85,104,0.07,1129,0.76,152,0.1,633,0.43,0,0,785,0.53,57,0.04,296,0.2
8,Mt. Pleasant,Male,Others,,27,24,0.89,20,0.74,2,0.07,18,0.67,5,0.19,5,0.19,0,0,10,0.37,1,0.04,3,0.11
9,Wichita Falls,Female,African American,,120,109,0.91,95,0.79,9,0.08,79,0.66,17,0.14,32,0.27,0,0,49,0.41,1,0.01,15,0.13
9,Wichita Falls,Female,Hispanic,,288,270,0.94,234,0.81,29,0.1,216,0.75,35,0.12,85,0.3,0,0,120,0.42,3,0.01,36,0.13
9,Wichita Falls,Female,White,,1047,983,0.94,902,0.86,48,0.05,801,0.77,312,0.3,324,0.31,0,0,636,0.61,35,0.03,333,0.32
9,Wichita Falls,Female,Others,,39,34,0.87,33,0.85,0,0,30,0.77,17,0.44,10,0.26,0,0,27,0.69,1,0.03,11,0.28
9,Wichita Falls,Male,African American,,132,116,0.88,93,0.71,16,0.12,77,0.58,11,0.08,29,0.22,0,0,40,0.3,6,0.05,11,0.08
9,Wichita Falls,Male,Hispanic,,262,245,0.94,195,0.74,45,0.17,167,0.64,33,0.13,50,0.19,0,0,83,0.32,7,0.03,28,0.11
9,Wichita Falls,Male,White,,1122,1050,0.94,945,0.84,73,0.07,846,0.75,312,0.28,281,0.25,0,0,593,0.53,35,0.03,257,0.23
9,Wichita Falls,Male,Others,,37,33,0.89,28,0.76,3,0.08,20,0.54,10,0.27,7,0.19,0,0,17,0.46,4,0.11,10,0.27
10,Richardson,Female,African American,,5203,4906,0.94,4122,0.79,708,0.14,3441,0.66,1143,0.22,1948,0.37,0,0,3091,0.59,456,0.09,775,0.15
10,Richardson,Female,Hispanic,,7882,7282,0.92,5824,0.74,1293,0.16,4944,0.63,652,0.08,2427,0.31,0,0,3079,0.39,296,0.04,1047,0.13
10,Richardson,Female,White,,9748,9206,0.94,8502,0.87,483,0.05,7714,0.79,2578,0.26,3962,0.41,0,0,6540,0.67,537,0.06,3333,0.34
10,Richardson,Female,Others,,1136,1066,0.94,1010,0.89,33,0.03,926,0.82,407,0.36,340,0.3,0,0,747,0.66,51,0.04,449,0.4
10,Richardson,Male,African American,,5490,5050,0.92,3812,0.69,1187,0.22,3172,0.58,944,0.17,1798,0.33,0,0,2742,0.5,506,0.09,539,0.1
10,Richardson,Male,Hispanic,,8051,7362,0.91,5253,0.65,1959,0.24,4430,0.55,439,0.05,2080,0.26,0,0,2519,0.31,313,0.04,631,0.08
10,Richardson,Male,White,,10402,9757,0.94,8734,0.84,792,0.08,7837,0.75,2225,0.21,4025,0.39,0,0,6250,0.6,608,0.06,2457,0.24
10,Richardson,Male,Others,,1226,1163,0.95,1074,0.88,64,0.05,989,0.81,443,0.36,375,0.31,0,0,818,0.67,66,0.05,465,0.38
11,Fort Worth,Female,African American,,2424,2272,0.94,1911,0.79,303,0.13,1588,0.66,527,0.22,936,0.39,0,0,1463,0.6,233,0.1,418,0.17
11,Fort Worth,Female,Hispanic,,4300,4014,0.93,3284,0.76,599,0.14,2681,0.62,393,0.09,1419,0.33,0,0,1812,0.42,221,0.05,623,0.15
11,Fort Worth,Female,White,,9835,9315,0.95,8444,0.86,644,0.07,7541,0.77,2740,0.28,3758,0.38,0,0,6498,0.66,582,0.06,3220,0.33
11,Fort Worth,Female,Others,,699,666,0.95,626,0.9,28,0.04,592,0.85,277,0.4,213,0.31,0,0,490,0.7,36,0.05,298,0.43
11,Fort Worth,Male,African American,,2509,2317,0.92,1742,0.69,524,0.21,1432,0.57,371,0.15,901,0.36,0,0,1272,0.51,257,0.1,219,0.09
11,Fort Worth,Male,Hispanic,,4368,4066,0.93,3049,0.7,886,0.2,2457,0.56,317,0.07,1197,0.27,0,0,1514,0.35,195,0.04,395,0.09
11,Fort Worth,Male,White,,10648,9975,0.94,8699,0.82,1075,0.1,7625,0.72,2378,0.22,3781,0.36,0,0,6159,0.58,652,0.06,2423,0.23
11,Fort Worth,Male,Others,,834,794,0.95,705,0.85,73,0.09,643,0.77,257,0.31,294,0.35,0,0,551,0.66,51,0.06,252,0.3
12,Waco,Female,African American,,1204,1089,0.9,915,0.76,152,0.13,750,0.62,195,0.16,560,0.47,0,0,755,0.63,147,0.12,171,0.14
12,Waco,Female,Hispanic,,1107,1012,0.91,874,0.79,116,0.11,726,0.66,104,0.09,482,0.44,0,0,586,0.53,65,0.06,207,0.19
12,Waco,Female,White,,2702,2502,0.93,2236,0.83,189,0.07,1983,0.73,550,0.2,1285,0.48,0,0,1835,0.68,187,0.07,848,0.31
12,Waco,Female,Others,,101,90,0.89,82,0.81,4,0.04,64,0.63,20,0.2,38,0.38,0,0,58,0.57,9,0.09,29,0.29
12,Waco,Male,African American,,1163,1038,0.89,796,0.68,225,0.19,699,0.6,154,0.13,451,0.39,0,0,605,0.52,100,0.09,111,0.1
12,Waco,Male,Hispanic,,1161,1065,0.92,823,0.71,219,0.19,724,0.62,78,0.07,421,0.36,0,0,499,0.43,77,0.07,129,0.11
