Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
2,Corpus Christi,137,KLEBERG,Economically Disadvantaged,205,192,0.94,150,0.73,42,0.20,138,0.67,42,0.20,43,0.21,85,0.41,12,0.06,21,0.10
2,Corpus Christi,149,LIVE OAK,Not Economically Disadvantaged,70,70,1.00,67,0.96,3,0.04,62,0.89,22,0.31,22,0.31,44,0.63,1,0.01,23,0.33
2,Corpus Christi,149,LIVE OAK,Economically Disadvantaged,78,68,0.87,56,0.72,12,0.15,42,0.54,3,0.04,23,0.29,26,0.33,6,0.08,8,0.10
2,Corpus Christi,162,MCMULLEN,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,162,MCMULLEN,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,178,NUECES,Not Economically Disadvantaged,1856,1711,0.92,1569,0.85,138,0.07,1532,0.83,658,0.35,594,0.32,1252,0.67,94,0.05,560,0.30
2,Corpus Christi,178,NUECES,Economically Disadvantaged,2602,2372,0.91,2023,0.78,389,0.15,1882,0.72,393,0.15,748,0.29,1141,0.44,79,0.03,284,0.11
2,Corpus Christi,205,SAN PATRICIO,Not Economically Disadvantaged,546,507,0.93,462,0.85,28,0.05,446,0.82,187,0.34,137,0.25,324,0.59,7,0.01,162,0.30
2,Corpus Christi,205,SAN PATRICIO,Economically Disadvantaged,541,502,0.93,423,0.78,63,0.12,394,0.73,61,0.11,127,0.23,188,0.35,10,0.02,60,0.11
3,Victoria,29,CALHOUN,Not Economically Disadvantaged,148,140,0.95,131,0.89,10,0.07,123,0.83,20,0.14,62,0.42,82,0.55,4,0.03,39,0.26
3,Victoria,29,CALHOUN,Economically Disadvantaged,168,159,0.95,145,0.86,11,0.07,132,0.79,10,0.06,45,0.27,55,0.33,1,0.01,17,0.10
3,Victoria,45,COLORADO,Not Economically Disadvantaged,120,118,0.98,111,0.93,5,0.04,109,0.91,32,0.27,60,0.50,92,0.77,3,0.03,52,0.43
3,Victoria,45,COLORADO,Economically Disadvantaged,132,117,0.89,103,0.78,23,0.17,100,0.76,13,0.10,43,0.33,56,0.42,4,0.03,13,0.10
3,Victoria,62,DE WITT,Not Economically Disadvantaged,147,145,0.99,138,0.94,3,0.02,130,0.88,25,0.17,77,0.52,102,0.69,5,0.03,56,0.38
3,Victoria,62,DE WITT,Economically Disadvantaged,151,138,0.91,121,0.80,16,0.11,105,0.70,10,0.07,36,0.24,46,0.30,2,0.01,14,0.09
3,Victoria,88,GOLIAD,Not Economically Disadvantaged,66,65,0.98,63,0.95,1,0.02,62,0.94,22,0.33,23,0.35,45,0.68, -   ,0.00,28,0.42
3,Victoria,88,GOLIAD,Economically Disadvantaged,53,49,0.92,45,0.85,5,0.09,42,0.79,2,0.04,26,0.49,28,0.53,4,0.08,6,0.11
3,Victoria,120,JACKSON,Not Economically Disadvantaged,136,132,0.97,126,0.93,7,0.05,128,0.94,35,0.26,69,0.51,104,0.76,3,0.02,65,0.48
3,Victoria,120,JACKSON,Economically Disadvantaged,85,82,0.96,74,0.87,7,0.08,66,0.78,4,0.05,36,0.42,40,0.47,3,0.04,16,0.19
3,Victoria,128,KARNES,Not Economically Disadvantaged,63,63,1.00,62,0.98, -   ,0.00,59,0.94,24,0.38,22,0.35,46,0.73, -   ,0.00,28,0.44
3,Victoria,128,KARNES,Economically Disadvantaged,86,85,0.99,79,0.92,3,0.03,72,0.84,7,0.08,23,0.27,30,0.35,2,0.02,11,0.13
3,Victoria,143,LAVACA,Not Economically Disadvantaged,107,100,0.93,97,0.91,4,0.04,93,0.87,27,0.25,59,0.55,86,0.80,6,0.06,52,0.49
3,Victoria,143,LAVACA,Economically Disadvantaged,58,56,0.97,52,0.90,5,0.09,50,0.86,7,0.12,16,0.28,23,0.40, -   ,0.00,11,0.19
3,Victoria,158,MATAGORDA,Not Economically Disadvantaged,281,272,0.97,259,0.92,6,0.02,243,0.86,48,0.17,135,0.48,183,0.65,4,0.01,90,0.32
3,Victoria,158,MATAGORDA,Economically Disadvantaged,292,284,0.97,249,0.85,23,0.08,209,0.72,30,0.10,86,0.29,116,0.40,7,0.02,32,0.11
3,Victoria,196,REFUGIO,Not Economically Disadvantaged,47,45,0.96,42,0.89,4,0.09,39,0.83,10,0.21,19,0.40,29,0.62,2,0.04,13,0.28
3,Victoria,196,REFUGIO,Economically Disadvantaged,50,47,0.94,44,0.88,3,0.06,43,0.86,4,0.08,19,0.38,23,0.46, -   ,0.00,3,0.06
3,Victoria,235,VICTORIA,Not Economically Disadvantaged,496,432,0.87,406,0.82,30,0.06,375,0.76,88,0.18,232,0.47,320,0.65,36,0.07,152,0.31
3,Victoria,235,VICTORIA,Economically Disadvantaged,548,465,0.85,389,0.71,97,0.18,318,0.58,26,0.05,163,0.30,189,0.34,22,0.04,42,0.08
3,Victoria,241,WHARTON,Not Economically Disadvantaged,285,277,0.97,264,0.93,10,0.04,265,0.93,53,0.19,166,0.58,219,0.77,8,0.03,130,0.46
3,Victoria,241,WHARTON,Economically Disadvantaged,331,303,0.92,264,0.80,44,0.13,248,0.75,22,0.07,111,0.34,133,0.40,1,0.00,40,0.12
4,Houston,20,BRAZORIA,Not Economically Disadvantaged,2578,2479,0.96,2295,0.89,157,0.06,2212,0.86,643,0.25,1143,0.44,1786,0.69,90,0.03,938,0.36
4,Houston,20,BRAZORIA,Economically Disadvantaged,1597,1503,0.94,1275,0.80,218,0.14,1180,0.74,133,0.08,540,0.34,673,0.42,35,0.02,213,0.13
4,Houston,36,CHAMBERS,Not Economically Disadvantaged,350,341,0.97,328,0.94,11,0.03,308,0.88,95,0.27,157,0.45,252,0.72,12,0.03,140,0.40
4,Houston,36,CHAMBERS,Economically Disadvantaged,126,115,0.91,105,0.83,11,0.09,91,0.72,13,0.10,43,0.34,56,0.44,2,0.02,19,0.15
4,Houston,79,FORT BEND,Not Economically Disadvantaged,4948,4673,0.94,4208,0.85,430,0.09,4206,0.85,1817,0.37,1665,0.34,3482,0.70,199,0.04,1904,0.38
4,Houston,79,FORT BEND,Economically Disadvantaged,2397,2223,0.93,1754,0.73,479,0.20,1714,0.72,422,0.18,748,0.31,1170,0.49,86,0.04,407,0.17
4,Houston,84,GALVESTON,Not Economically Disadvantaged,4003,3853,0.96,3569,0.89,207,0.05,3422,0.85,1184,0.30,1640,0.41,2824,0.71,133,0.03,1556,0.39
4,Houston,84,GALVESTON,Economically Disadvantaged,1627,1479,0.91,1179,0.72,276,0.17,1137,0.70,166,0.10,600,0.37,766,0.47,59,0.04,253,0.16
4,Houston,101,HARRIS,Not Economically Disadvantaged,23657,22409,0.95,20593,0.87,1467,0.06,19624,0.83,6487,0.27,8580,0.36,15067,0.64,827,0.04,7320,0.31
4,Houston,101,HARRIS,Economically Disadvantaged,30363,28193,0.93,23278,0.77,4471,0.15,21362,0.70,4113,0.14,9139,0.30,13252,0.44,982,0.03,3993,0.13
4,Houston,146,LIBERTY,Not Economically Disadvantaged,603,567,0.94,514,0.85,42,0.07,463,0.77,92,0.15,215,0.36,307,0.51,15,0.02,124,0.21
4,Houston,146,LIBERTY,Economically Disadvantaged,514,462,0.90,400,0.78,55,0.11,353,0.69,39,0.08,126,0.25,165,0.32,10,0.02,45,0.09
4,Houston,237,WALLER,Not Economically Disadvantaged,271,267,0.99,233,0.86,31,0.11,242,0.89,62,0.23,116,0.43,178,0.66,4,0.01,83,0.31
4,Houston,237,WALLER,Economically Disadvantaged,380,359,0.94,298,0.78,54,0.14,304,0.80,43,0.11,88,0.23,131,0.34,5,0.01,42,0.11
5,Beaumont,84,GALVESTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,84,GALVESTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,100,HARDIN,Not Economically Disadvantaged,537,520,0.97,491,0.91,24,0.04,438,0.82,180,0.34,131,0.24,311,0.58,21,0.04,148,0.28
5,Beaumont,100,HARDIN,Economically Disadvantaged,296,271,0.92,243,0.82,34,0.11,201,0.68,40,0.14,56,0.19,96,0.32,10,0.03,30,0.10
5,Beaumont,121,JASPER,Not Economically Disadvantaged,265,246,0.93,236,0.89,12,0.05,220,0.83,71,0.27,78,0.29,149,0.56,10,0.04,59,0.22
5,Beaumont,121,JASPER,Economically Disadvantaged,235,199,0.85,178,0.76,25,0.11,165,0.70,34,0.14,57,0.24,91,0.39,6,0.03,30,0.13
5,Beaumont,123,JEFFERSON,Not Economically Disadvantaged,1308,1250,0.96,1153,0.88,69,0.05,1079,0.82,506,0.39,366,0.28,872,0.67,50,0.04,453,0.35
5,Beaumont,123,JEFFERSON,Economically Disadvantaged,1752,1665,0.95,1451,0.83,169,0.10,1279,0.73,374,0.21,422,0.24,796,0.45,49,0.03,223,0.13
5,Beaumont,176,NEWTON,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,176,NEWTON,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,181,ORANGE,Not Economically Disadvantaged,711,678,0.95,642,0.90,35,0.05,608,0.86,163,0.23,296,0.42,459,0.65,25,0.04,224,0.32
5,Beaumont,181,ORANGE,Economically Disadvantaged,448,394,0.88,314,0.70,77,0.17,289,0.65,44,0.10,117,0.26,161,0.36,22,0.05,39,0.09
5,Beaumont,229,TYLER,Not Economically Disadvantaged,130,125,0.96,117,0.90,4,0.03,109,0.84,39,0.30,34,0.26,73,0.56,4,0.03,33,0.25
5,Beaumont,229,TYLER,Economically Disadvantaged,122,110,0.90,100,0.82,8,0.07,91,0.75,20,0.16,24,0.20,44,0.36,3,0.02,14,0.11
6,Huntsville,8,AUSTIN,Not Economically Disadvantaged,257,249,0.97,232,0.90,8,0.03,224,0.87,68,0.26,110,0.43,178,0.69,9,0.04,91,0.35
6,Huntsville,8,AUSTIN,Economically Disadvantaged,156,152,0.97,141,0.90,7,0.04,130,0.83,12,0.08,46,0.29,58,0.37,2,0.01,17,0.11
6,Huntsville,21,BRAZOS,Not Economically Disadvantaged,863,820,0.95,774,0.90,46,0.05,760,0.88,277,0.32,309,0.36,586,0.68,20,0.02,332,0.38
6,Huntsville,21,BRAZOS,Economically Disadvantaged,864,754,0.87,611,0.71,169,0.20,567,0.66,83,0.10,205,0.24,288,0.33,13,0.02,90,0.10
6,Huntsville,26,BURLESON,Not Economically Disadvantaged,104,102,0.98,96,0.92,5,0.05,98,0.94,21,0.20,47,0.45,68,0.65,1,0.01,33,0.32
6,Huntsville,26,BURLESON,Economically Disadvantaged,87,81,0.93,68,0.78,8,0.09,64,0.74,5,0.06,28,0.32,33,0.38,3,0.03,10,0.11
6,Huntsville,93,GRIMES,Not Economically Disadvantaged,126,121,0.96,103,0.82,14,0.11,103,0.82,36,0.29,44,0.35,80,0.63,3,0.02,36,0.29
6,Huntsville,93,GRIMES,Economically Disadvantaged,157,149,0.95,124,0.79,19,0.12,119,0.76,18,0.11,36,0.23,54,0.34,4,0.03,20,0.13
6,Huntsville,113,HOUSTON,Not Economically Disadvantaged,116,112,0.97,104,0.90,6,0.05,105,0.91,28,0.24,48,0.41,76,0.66,4,0.03,42,0.36
6,Huntsville,113,HOUSTON,Economically Disadvantaged,128,119,0.93,100,0.78,17,0.13,96,0.75,18,0.14,30,0.23,48,0.38,2,0.02,16,0.13
6,Huntsville,145,LEON,Not Economically Disadvantaged,120,119,0.99,115,0.96,2,0.02,107,0.89,27,0.23,52,0.43,79,0.66,3,0.03,34,0.28
6,Huntsville,145,LEON,Economically Disadvantaged,110,102,0.93,98,0.89,5,0.05,83,0.75,8,0.07,31,0.28,39,0.35, -   ,0.00,10,0.09
6,Huntsville,154,MADISON,Not Economically Disadvantaged,73,72,0.99,70,0.96, -   ,0.00,69,0.95,27,0.37,18,0.25,45,0.62, -   ,0.00,19,0.26
6,Huntsville,154,MADISON,Economically Disadvantaged,106,103,0.97,95,0.90,7,0.07,86,0.81,21,0.20,22,0.21,43,0.41,1,0.01,16,0.15
6,Huntsville,166,MILAM,Not Economically Disadvantaged,120,115,0.96,105,0.88,8,0.07,99,0.83,24,0.20,52,0.43,76,0.63,3,0.03,46,0.38
6,Huntsville,166,MILAM,Economically Disadvantaged,173,168,0.97,146,0.84,18,0.10,135,0.78,19,0.11,65,0.38,84,0.49,7,0.04,25,0.14
6,Huntsville,170,MONTGOMERY,Not Economically Disadvantaged,4145,3918,0.95,3660,0.88,195,0.05,3428,0.83,1079,0.26,1426,0.34,2505,0.60,164,0.04,1200,0.29
6,Huntsville,170,MONTGOMERY,Economically Disadvantaged,2070,1895,0.92,1556,0.75,313,0.15,1428,0.69,157,0.08,591,0.29,748,0.36,58,0.03,216,0.10
6,Huntsville,187,POLK,Not Economically Disadvantaged,229,209,0.91,196,0.86,15,0.07,188,0.82,58,0.25,84,0.37,142,0.62,11,0.05,56,0.24
6,Huntsville,187,POLK,Economically Disadvantaged,272,255,0.94,223,0.82,26,0.10,208,0.76,28,0.10,75,0.28,103,0.38,4,0.01,33,0.12
6,Huntsville,198,ROBERTSON,Not Economically Disadvantaged,92,88,0.96,84,0.91,4,0.04,84,0.91,24,0.26,45,0.49,69,0.75,3,0.03,32,0.35
6,Huntsville,198,ROBERTSON,Economically Disadvantaged,129,118,0.91,110,0.85,11,0.09,101,0.78,17,0.13,31,0.24,48,0.37,3,0.02,9,0.07
6,Huntsville,204,SAN JACINTO,Not Economically Disadvantaged,135,129,0.96,120,0.89,5,0.04,111,0.82,21,0.16,39,0.29,60,0.44,2,0.01,24,0.18
6,Huntsville,204,SAN JACINTO,Economically Disadvantaged,137,127,0.93,108,0.79,19,0.14,94,0.69,17,0.12,20,0.15,37,0.27,2,0.01,9,0.07
6,Huntsville,228,TRINITY,Not Economically Disadvantaged,48,46,0.96,42,0.88,2,0.04,38,0.79,10,0.21,16,0.33,26,0.54,1,0.02,10,0.21
6,Huntsville,228,TRINITY,Economically Disadvantaged,95,89,0.94,81,0.85,9,0.09,67,0.71,15,0.16,26,0.27,41,0.43,6,0.06,15,0.16
6,Huntsville,236,WALKER,Not Economically Disadvantaged,249,239,0.96,224,0.90,14,0.06,209,0.84,107,0.43,55,0.22,162,0.65,8,0.03,73,0.29
6,Huntsville,236,WALKER,Economically Disadvantaged,295,271,0.92,230,0.78,46,0.16,225,0.76,49,0.17,70,0.24,119,0.40,6,0.02,37,0.13
6,Huntsville,239,WASHINGTON,Not Economically Disadvantaged,215,209,0.97,200,0.93,5,0.02,191,0.89,50,0.23,112,0.52,162,0.75,8,0.04,103,0.48
6,Huntsville,239,WASHINGTON,Economically Disadvantaged,166,161,0.97,142,0.86,15,0.09,131,0.79,17,0.10,55,0.33,72,0.43,6,0.04,27,0.16
7,Kilgore,1,ANDERSON,Not Economically Disadvantaged,279,266,0.95,248,0.89,15,0.05,237,0.85,42,0.15,119,0.43,161,0.58,8,0.03,86,0.31
7,Kilgore,1,ANDERSON,Economically Disadvantaged,331,324,0.98,274,0.83,31,0.09,233,0.70,19,0.06,99,0.30,118,0.36,10,0.03,33,0.10
7,Kilgore,3,ANGELINA,Not Economically Disadvantaged,565,549,0.97,518,0.92,25,0.04,495,0.88,142,0.25,246,0.44,388,0.69,13,0.02,196,0.35
7,Kilgore,3,ANGELINA,Economically Disadvantaged,618,586,0.95,524,0.85,52,0.08,499,0.81,53,0.09,232,0.38,285,0.46,10,0.02,75,0.12
7,Kilgore,37,CHEROKEE,Not Economically Disadvantaged,223,213,0.96,201,0.90,12,0.05,180,0.81,39,0.17,98,0.44,137,0.61,10,0.04,66,0.30
7,Kilgore,37,CHEROKEE,Economically Disadvantaged,369,334,0.91,303,0.82,34,0.09,273,0.74,20,0.05,114,0.31,134,0.36,4,0.01,54,0.15
7,Kilgore,92,GREGG,Not Economically Disadvantaged,902,867,0.96,825,0.91,28,0.03,776,0.86,190,0.21,415,0.46,605,0.67,27,0.03,322,0.36
7,Kilgore,92,GREGG,Economically Disadvantaged,759,693,0.91,631,0.83,47,0.06,549,0.72,49,0.06,253,0.33,302,0.40,15,0.02,88,0.12
7,Kilgore,102,HARRISON,Not Economically Disadvantaged,465,444,0.95,431,0.93,11,0.02,397,0.85,91,0.20,196,0.42,287,0.62,10,0.02,149,0.32
7,Kilgore,102,HARRISON,Economically Disadvantaged,421,390,0.93,364,0.86,15,0.04,314,0.75,53,0.13,124,0.29,177,0.42,6,0.01,65,0.15
7,Kilgore,107,HENDERSON,Not Economically Disadvantaged,349,337,0.97,324,0.93,6,0.02,299,0.86,73,0.21,159,0.46,232,0.66,11,0.03,106,0.30
7,Kilgore,107,HENDERSON,Economically Disadvantaged,388,368,0.95,334,0.86,23,0.06,296,0.76,29,0.07,131,0.34,160,0.41,6,0.02,56,0.14
7,Kilgore,174,NACOGDOCHES,Not Economically Disadvantaged,341,328,0.96,316,0.93,5,0.01,301,0.88,119,0.35,112,0.33,231,0.68,7,0.02,131,0.38
7,Kilgore,174,NACOGDOCHES,Economically Disadvantaged,460,420,0.91,379,0.82,46,0.10,325,0.71,47,0.10,106,0.23,153,0.33,11,0.02,48,0.10
7,Kilgore,183,PANOLA,Not Economically Disadvantaged,156,149,0.96,141,0.90,7,0.04,131,0.84,23,0.15,85,0.54,108,0.69,4,0.03,61,0.39
7,Kilgore,183,PANOLA,Economically Disadvantaged,100,91,0.91,75,0.75,12,0.12,66,0.66,7,0.07,37,0.37,44,0.44,3,0.03,17,0.17
7,Kilgore,190,RAINS,Not Economically Disadvantaged,93,84,0.90,76,0.82,6,0.06,73,0.78,21,0.23,30,0.32,51,0.55,2,0.02,19,0.20
7,Kilgore,190,RAINS,Economically Disadvantaged,55,53,0.96,49,0.89,2,0.04,43,0.78,9,0.16,18,0.33,27,0.49,1,0.02,10,0.18
7,Kilgore,201,RUSK,Not Economically Disadvantaged,253,247,0.98,231,0.91,8,0.03,210,0.83,31,0.12,132,0.52,163,0.64,10,0.04,67,0.26
7,Kilgore,201,RUSK,Economically Disadvantaged,280,265,0.95,242,0.86,18,0.06,221,0.79,23,0.08,93,0.33,116,0.41,6,0.02,33,0.12
7,Kilgore,202,SABINE,Not Economically Disadvantaged,30,29,0.97,28,0.93,1,0.03,27,0.90,10,0.33,11,0.37,21,0.70, -   ,0.00,12,0.40
7,Kilgore,202,SABINE,Economically Disadvantaged,70,65,0.93,61,0.87,4,0.06,56,0.80,7,0.10,20,0.29,27,0.39, -   ,0.00,7,0.10
7,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,16,16,1.00,16,1.00, -   ,0.00,13,0.81,3,0.19,5,0.31,8,0.50,1,0.06,3,0.19
7,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,81,80,0.99,74,0.91,4,0.05,64,0.79,8,0.10,23,0.28,31,0.38,2,0.02,6,0.07
7,Kilgore,210,SHELBY,Not Economically Disadvantaged,172,161,0.94,147,0.85,9,0.05,143,0.83,37,0.22,65,0.38,102,0.59,4,0.02,58,0.34
7,Kilgore,210,SHELBY,Economically Disadvantaged,174,154,0.89,137,0.79,22,0.13,131,0.75,12,0.07,56,0.32,68,0.39, -   ,0.00,21,0.12
7,Kilgore,212,SMITH,Not Economically Disadvantaged,1201,1147,0.96,1069,0.89,54,0.05,998,0.83,270,0.22,524,0.44,794,0.66,48,0.04,408,0.34
7,Kilgore,212,SMITH,Economically Disadvantaged,1226,1148,0.94,928,0.76,178,0.15,849,0.69,87,0.07,453,0.37,540,0.44,48,0.04,148,0.12
7,Kilgore,230,UPSHUR,Not Economically Disadvantaged,290,282,0.97,269,0.93,7,0.02,259,0.89,63,0.22,141,0.49,204,0.70,8,0.03,95,0.33
7,Kilgore,230,UPSHUR,Economically Disadvantaged,201,193,0.96,176,0.88,11,0.05,156,0.78,27,0.13,57,0.28,84,0.42,4,0.02,32,0.16
7,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,233,224,0.96,212,0.91,7,0.03,207,0.89,48,0.21,95,0.41,143,0.61,6,0.03,78,0.33
7,Kilgore,234,VAN ZANDT,Economically Disadvantaged,163,151,0.93,140,0.86,14,0.09,122,0.75,18,0.11,50,0.31,68,0.42,7,0.04,32,0.20
7,Kilgore,250,WOOD,Not Economically Disadvantaged,244,232,0.95,218,0.89,6,0.02,203,0.83,55,0.23,95,0.39,150,0.61,11,0.05,78,0.32
7,Kilgore,250,WOOD,Economically Disadvantaged,191,166,0.87,152,0.80,13,0.07,136,0.71,13,0.07,56,0.29,69,0.36,6,0.03,21,0.11
8,Mt. Pleasant,19,BOWIE,Not Economically Disadvantaged,697,661,0.95,632,0.91,6,0.01,591,0.85,140,0.20,256,0.37,396,0.57,23,0.03,171,0.25
8,Mt. Pleasant,19,BOWIE,Economically Disadvantaged,632,583,0.92,532,0.84,31,0.05,461,0.73,54,0.09,198,0.31,252,0.40,18,0.03,99,0.16
8,Mt. Pleasant,32,CAMP,Not Economically Disadvantaged,63,59,0.94,58,0.92,3,0.05,54,0.86,12,0.19,34,0.54,46,0.73,4,0.06,23,0.37
8,Mt. Pleasant,32,CAMP,Economically Disadvantaged,127,117,0.92,102,0.80,12,0.09,94,0.74,6,0.05,51,0.40,57,0.45,5,0.04,15,0.12
8,Mt. Pleasant,34,CASS,Not Economically Disadvantaged,204,198,0.97,189,0.93,3,0.01,172,0.84,51,0.25,75,0.37,126,0.62,6,0.03,72,0.35
8,Mt. Pleasant,34,CASS,Economically Disadvantaged,207,191,0.92,184,0.89,2,0.01,156,0.75,30,0.14,63,0.30,93,0.45,6,0.03,27,0.13
8,Mt. Pleasant,60,DELTA,Not Economically Disadvantaged,33,32,0.97,31,0.94,2,0.06,29,0.88,12,0.36,13,0.39,25,0.76,1,0.03,12,0.36
8,Mt. Pleasant,60,DELTA,Economically Disadvantaged,37,33,0.89,32,0.86,2,0.05,29,0.78,3,0.08,17,0.46,20,0.54,1,0.03,7,0.19
8,Mt. Pleasant,80,FRANKLIN,Not Economically Disadvantaged,72,68,0.94,67,0.93,2,0.03,64,0.89,11,0.15,32,0.44,43,0.60, -   ,0.00,21,0.29
8,Mt. Pleasant,80,FRANKLIN,Economically Disadvantaged,44,40,0.91,37,0.84,2,0.05,35,0.80,3,0.07,16,0.36,19,0.43,1,0.02,10,0.23
8,Mt. Pleasant,112,HOPKINS,Not Economically Disadvantaged,226,220,0.97,208,0.92,9,0.04,204,0.90,61,0.27,87,0.39,148,0.65,5,0.02,82,0.36
8,Mt. Pleasant,112,HOPKINS,Economically Disadvantaged,238,225,0.95,189,0.79,29,0.12,169,0.71,18,0.08,80,0.34,98,0.41,5,0.02,36,0.15
