Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_per,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
10,Richardson,,,,50042,46755,0.93,41584,0.83,4733,0.09,39629,0.79,10138,0.2,16392,0.33,0,0,26530,0.53,1368,0.03,11083,0.22
11,Fort Worth,,,,36599,34374,0.94,30381,0.83,3401,0.09,28818,0.79,7871,0.22,12320,0.34,0,0,20191,0.55,1223,0.03,8829,0.24
12,Waco,,,,10442,9557,0.92,8287,0.79,1001,0.1,7875,0.75,1717,0.16,4025,0.39,0,0,5742,0.55,395,0.04,2319,0.22
13,Austin,,,,24343,23103,0.95,20491,0.84,2117,0.09,19488,0.8,6401,0.26,6444,0.26,0,0,12845,0.53,700,0.03,5908,0.24
14,Abilene,,,,3309,3090,0.93,2774,0.84,276,0.08,2595,0.78,767,0.23,1012,0.31,0,0,1779,0.54,92,0.03,848,0.26
15,San Angelo,,,,3396,3221,0.95,2955,0.87,247,0.07,2781,0.82,983,0.29,838,0.25,0,0,1821,0.54,67,0.02,836,0.25
16,Amarillo,,,,5719,5311,0.93,4750,0.83,553,0.1,4525,0.79,1057,0.18,2055,0.36,0,0,3112,0.54,151,0.03,1324,0.23
17,Lubbock,,,,5373,5097,0.95,4738,0.88,283,0.05,4309,0.8,1139,0.21,1634,0.3,0,0,2773,0.52,107,0.02,1199,0.22
18,Midland,,,,5361,5023,0.94,4457,0.83,493,0.09,3887,0.73,850,0.16,1768,0.33,0,0,2618,0.49,169,0.03,1040,0.19
19,El Paso,,,,12771,11846,0.93,9641,0.75,2050,0.16,9966,0.78,2981,0.23,4541,0.36,0,0,7522,0.59,378,0.03,2518,0.2
20,San Antonio,,,,27342,25466,0.93,22056,0.81,3216,0.12,20966,0.77,5533,0.2,8797,0.32,0,0,14330,0.52,762,0.03,6217,0.23
,,,,,332576,311621,0.94,273451,0.82,34012,0.1,260146,0.78,70273,0.21,108919,0.33,0,0,179192,0.54,9813,0.03,75694,0.23
,,Female,,,161721,152079,0.94,136905,0.85,12899,0.08,129940,0.8,38525,0.24,56663,0.35,0,0,95188,0.59,5197,0.03,44078,0.27
,,Male,,,170855,159542,0.93,136546,0.8,21113,0.12,130206,0.76,31748,0.19,52256,0.31,0,0,84004,0.49,4616,0.03,31616,0.19
1,Edinburg,,,Not Economically Disadvantaged,4070,3868,0.95,3571,0.88,266,0.07,3516,0.86,1724,0.42,1306,0.32,0,0,3030,0.74,122,0.03,1578,0.39
1,Edinburg,,,Economically Disadvantaged,22598,21224,0.94,17262,0.76,3694,0.16,17633,0.78,4707,0.21,7085,0.31,0,0,11792,0.52,394,0.02,4348,0.19
2,Corpus Christi,,,Not Economically Disadvantaged,3290,3062,0.93,2797,0.85,236,0.07,2725,0.83,1160,0.35,990,0.3,0,0,2150,0.65,125,0.04,1012,0.31
2,Corpus Christi,,,Economically Disadvantaged,4284,3942,0.92,3293,0.77,664,0.16,3054,0.71,607,0.14,1162,0.27,0,0,1769,0.41,122,0.03,472,0.11
3,Victoria,,,Not Economically Disadvantaged,1896,1789,0.94,1699,0.9,80,0.04,1626,0.86,384,0.2,924,0.49,0,0,1308,0.69,71,0.04,705,0.37
3,Victoria,,,Economically Disadvantaged,1954,1785,0.91,1565,0.8,237,0.12,1385,0.71,135,0.07,604,0.31,0,0,739,0.38,46,0.02,205,0.1
4,Houston,,,Not Economically Disadvantaged,36410,34589,0.95,31740,0.87,2345,0.06,30477,0.84,10380,0.29,13516,0.37,0,0,23896,0.66,1280,0.04,12065,0.33
4,Houston,,,Economically Disadvantaged,37004,34334,0.93,28289,0.76,5564,0.15,26141,0.71,4929,0.13,11284,0.3,0,0,16213,0.44,1179,0.03,4972,0.13
5,Beaumont,,,Not Economically Disadvantaged,3027,2891,0.96,2703,0.89,147,0.05,2514,0.83,972,0.32,932,0.31,0,0,1904,0.63,113,0.04,936,0.31
5,Beaumont,,,Economically Disadvantaged,2952,2721,0.92,2361,0.8,326,0.11,2090,0.71,518,0.18,695,0.24,0,0,1213,0.41,94,0.03,341,0.12
6,Huntsville,,,Not Economically Disadvantaged,6892,6548,0.95,6125,0.89,329,0.05,5814,0.84,1857,0.27,2457,0.36,0,0,4314,0.63,240,0.03,2131,0.31
6,Huntsville,,,Economically Disadvantaged,4945,4544,0.92,3833,0.78,689,0.14,3534,0.71,484,0.1,1331,0.27,0,0,1815,0.37,117,0.02,550,0.11
7,Kilgore,,,Not Economically Disadvantaged,5812,5575,0.96,5270,0.91,207,0.04,4949,0.85,1257,0.22,2528,0.44,0,0,3785,0.65,180,0.03,1935,0.33
7,Kilgore,,,Economically Disadvantaged,5887,5481,0.93,4843,0.82,526,0.09,4333,0.74,481,0.08,1922,0.33,0,0,2403,0.41,139,0.02,746,0.13
8,Mt. Pleasant,,,Not Economically Disadvantaged,1967,1881,0.96,1801,0.92,44,0.02,1695,0.86,408,0.21,839,0.43,0,0,1247,0.63,66,0.03,627,0.32
8,Mt. Pleasant,,,Economically Disadvantaged,2131,1977,0.93,1803,0.85,132,0.06,1579,0.74,165,0.08,774,0.36,0,0,939,0.44,63,0.03,314,0.15
9,Wichita Falls,,,Not Economically Disadvantaged,1527,1450,0.95,1389,0.91,50,0.03,1313,0.86,517,0.34,445,0.29,0,0,962,0.63,27,0.02,514,0.34
9,Wichita Falls,,,Economically Disadvantaged,1233,1117,0.91,993,0.81,106,0.09,929,0.75,151,0.12,299,0.24,0,0,450,0.37,23,0.02,122,0.1
10,Richardson,,,Not Economically Disadvantaged,26198,24778,0.95,23121,0.88,1380,0.05,22249,0.85,7241,0.28,9442,0.36,0,0,16683,0.64,836,0.03,8156,0.31
10,Richardson,,,Economically Disadvantaged,23844,21977,0.92,18463,0.77,3353,0.14,17380,0.73,2897,0.12,6950,0.29,0,0,9847,0.41,532,0.02,2927,0.12
11,Fort Worth,,,Not Economically Disadvantaged,22979,21834,0.95,20081,0.87,1427,0.06,19305,0.84,6458,0.28,8290,0.36,0,0,14748,0.64,802,0.03,7172,0.31
11,Fort Worth,,,Economically Disadvantaged,13620,12540,0.92,10300,0.76,1974,0.14,9513,0.7,1413,0.1,4030,0.3,0,0,5443,0.4,421,0.03,1657,0.12
12,Waco,,,Not Economically Disadvantaged,5185,4796,0.93,4380,0.84,287,0.06,4192,0.81,1244,0.24,2136,0.41,0,0,3380,0.65,190,0.04,1689,0.33
12,Waco,,,Economically Disadvantaged,5257,4761,0.91,3907,0.74,714,0.14,3683,0.7,473,0.09,1889,0.36,0,0,2362,0.45,205,0.04,630,0.12
13,Austin,,,Not Economically Disadvantaged,14484,13872,0.96,12998,0.9,663,0.05,12465,0.86,5216,0.36,4251,0.29,0,0,9467,0.65,458,0.03,5018,0.35
13,Austin,,,Economically Disadvantaged,9859,9231,0.94,7493,0.76,1454,0.15,7023,0.71,1185,0.12,2193,0.22,0,0,3378,0.34,242,0.02,890,0.09
14,Abilene,,,Not Economically Disadvantaged,1691,1615,0.96,1519,0.9,69,0.04,1446,0.86,569,0.34,582,0.34,0,0,1151,0.68,46,0.03,641,0.38
14,Abilene,,,Economically Disadvantaged,1618,1475,0.91,1255,0.78,207,0.13,1149,0.71,198,0.12,430,0.27,0,0,628,0.39,46,0.03,207,0.13
15,San Angelo,,,Not Economically Disadvantaged,1495,1441,0.96,1389,0.93,39,0.03,1332,0.89,687,0.46,348,0.23,0,0,1035,0.69,27,0.02,588,0.39
15,San Angelo,,,Economically Disadvantaged,1901,1780,0.94,1566,0.82,208,0.11,1449,0.76,296,0.16,490,0.26,0,0,786,0.41,40,0.02,248,0.13
16,Amarillo,,,Not Economically Disadvantaged,2791,2660,0.95,2502,0.9,127,0.05,2400,0.86,801,0.29,1047,0.38,0,0,1848,0.66,73,0.03,935,0.34
16,Amarillo,,,Economically Disadvantaged,2928,2651,0.91,2248,0.77,426,0.15,2125,0.73,256,0.09,1008,0.34,0,0,1264,0.43,78,0.03,389,0.13
17,Lubbock,,,Not Economically Disadvantaged,2386,2308,0.97,2211,0.93,50,0.02,2084,0.87,802,0.34,808,0.34,0,0,1610,0.67,48,0.02,877,0.37
17,Lubbock,,,Economically Disadvantaged,2987,2789,0.93,2527,0.85,233,0.08,2225,0.74,337,0.11,826,0.28,0,0,1163,0.39,59,0.02,322,0.11
18,Midland,,,Not Economically Disadvantaged,2880,2744,0.95,2553,0.89,151,0.05,2280,0.79,624,0.22,1076,0.37,0,0,1700,0.59,96,0.03,774,0.27
18,Midland,,,Economically Disadvantaged,2481,2279,0.92,1904,0.77,342,0.14,1607,0.65,226,0.09,692,0.28,0,0,918,0.37,73,0.03,266,0.11
19,El Paso,,,Not Economically Disadvantaged,3276,3031,0.93,2656,0.81,326,0.1,2720,0.83,1150,0.35,1073,0.33,0,0,2223,0.68,115,0.04,935,0.29
19,El Paso,,,Economically Disadvantaged,9495,8815,0.93,6985,0.74,1724,0.18,7246,0.76,1831,0.19,3468,0.37,0,0,5299,0.56,263,0.03,1583,0.17
20,San Antonio,,,Not Economically Disadvantaged,11551,10888,0.94,10087,0.87,668,0.06,9678,0.84,3692,0.32,3879,0.34,0,0,7571,0.66,383,0.03,3993,0.35
20,San Antonio,,,Economically Disadvantaged,15791,14578,0.92,11969,0.76,2548,0.16,11288,0.71,1841,0.12,4918,0.31,0,0,6759,0.43,379,0.02,2224,0.14
1,Edinburg,Female,African American,,29,24,0.83,22,0.76,3,0.1,20,0.69,12,0.41,7,0.24,0,0,19,0.66,2,0.07,11,0.38
1,Edinburg,Female,Hispanic,,12703,11965,0.94,10226,0.81,1563,0.12,10314,0.81,3354,0.26,4183,0.33,0,0,7537,0.59,237,0.02,3341,0.26
1,Edinburg,Female,White,,319,298,0.93,277,0.87,15,0.05,263,0.82,138,0.43,75,0.24,0,0,213,0.67,13,0.04,121,0.38
1,Edinburg,Female,Others,,69,59,0.86,60,0.87,2,0.03,54,0.78,32,0.46,5,0.07,0,0,37,0.54,2,0.03,25,0.36
1,Edinburg,Male,African American,,36,33,0.92,30,0.83,4,0.11,28,0.78,11,0.31,12,0.33,0,0,23,0.64,1,0.03,9,0.25
1,Edinburg,Male,Hispanic,,13062,12294,0.94,9851,0.75,2323,0.18,10108,0.77,2706,0.21,3995,0.31,0,0,6701,0.51,242,0.02,2276,0.17
1,Edinburg,Male,White,,381,354,0.93,305,0.8,48,0.13,302,0.79,140,0.37,106,0.28,0,0,246,0.65,16,0.04,118,0.31
1,Edinburg,Male,Others,,69,65,0.94,62,0.9,2,0.03,60,0.87,38,0.55,8,0.12,0,0,46,0.67,3,0.04,25,0.36
2,Corpus Christi,Female,African American,,132,118,0.89,113,0.86,10,0.08,101,0.77,34,0.26,43,0.33,0,0,77,0.58,5,0.04,25,0.19
2,Corpus Christi,Female,Hispanic,,2504,2330,0.93,2047,0.82,287,0.11,1910,0.76,511,0.2,828,0.33,0,0,1339,0.53,80,0.03,467,0.19
2,Corpus Christi,Female,White,,953,887,0.93,806,0.85,58,0.06,768,0.81,363,0.38,253,0.27,0,0,616,0.65,36,0.04,315,0.33
2,Corpus Christi,Female,Others,,64,59,0.92,57,0.89,2,0.03,56,0.88,31,0.48,14,0.22,0,0,45,0.7,4,0.06,29,0.45
2,Corpus Christi,Male,African American,,159,138,0.87,115,0.72,23,0.14,107,0.67,31,0.2,38,0.24,0,0,69,0.43,6,0.04,12,0.08
2,Corpus Christi,Male,Hispanic,,2620,2416,0.92,2016,0.77,414,0.16,1957,0.75,458,0.17,704,0.27,0,0,1162,0.44,74,0.03,373,0.14
2,Corpus Christi,Male,White,,1084,1004,0.93,890,0.82,102,0.09,835,0.77,321,0.3,259,0.24,0,0,580,0.54,38,0.04,247,0.23
2,Corpus Christi,Male,Others,,58,52,0.9,46,0.79,4,0.07,45,0.78,18,0.31,13,0.22,0,0,31,0.53,4,0.07,16,0.28
3,Victoria,Female,African American,,184,170,0.92,158,0.86,17,0.09,147,0.8,36,0.2,71,0.39,0,0,107,0.58,3,0.02,24,0.13
3,Victoria,Female,Hispanic,,872,800,0.92,730,0.84,77,0.09,649,0.74,63,0.07,342,0.39,0,0,405,0.46,24,0.03,127,0.15
3,Victoria,Female,White,,753,715,0.95,687,0.91,25,0.03,654,0.87,185,0.25,378,0.5,0,0,563,0.75,31,0.04,326,0.43
3,Victoria,Female,Others,,28,25,0.89,24,0.86,1,0.04,24,0.86,9,0.32,10,0.36,0,0,19,0.68,0,0,14,0.5
3,Victoria,Male,African American,,212,196,0.92,174,0.82,27,0.13,167,0.79,26,0.12,77,0.36,0,0,103,0.49,3,0.01,21,0.1
3,Victoria,Male,Hispanic,,938,858,0.91,737,0.79,130,0.14,674,0.72,58,0.06,285,0.3,0,0,343,0.37,20,0.02,113,0.12
3,Victoria,Male,White,,829,782,0.94,729,0.88,39,0.05,677,0.82,128,0.15,361,0.44,0,0,489,0.59,34,0.04,272,0.33
3,Victoria,Male,Others,,34,28,0.82,25,0.74,1,0.03,19,0.56,14,0.41,4,0.12,0,0,18,0.53,2,0.06,13,0.38
4,Houston,Female,African American,,7853,7322,0.93,6352,0.81,909,0.12,6045,0.77,2290,0.29,2648,0.34,0,0,4938,0.63,382,0.05,1564,0.2
4,Houston,Female,Hispanic,,14882,14003,0.94,12143,0.82,1625,0.11,11389,0.77,1921,0.13,5420,0.36,0,0,7341,0.49,408,0.03,2942,0.2
4,Houston,Female,White,,10640,10142,0.95,9550,0.9,418,0.04,8975,0.84,3139,0.3,4174,0.39,0,0,7313,0.69,416,0.04,4196,0.39
4,Houston,Female,Others,,2126,2027,0.95,1962,0.92,49,0.02,1888,0.89,968,0.46,621,0.29,0,0,1589,0.75,59,0.03,1134,0.53
4,Houston,Male,African American,,8488,7810,0.92,6220,0.73,1465,0.17,5913,0.7,1679,0.2,2531,0.3,0,0,4210,0.5,354,0.04,927,0.11
4,Houston,Male,Hispanic,,15720,14640,0.93,11923,0.76,2547,0.16,11088,0.71,1592,0.1,4637,0.3,0,0,6229,0.4,384,0.02,1993,0.13
4,Houston,Male,White,,11317,10704,0.95,9705,0.86,817,0.07,9200,0.81,2732,0.24,4088,0.36,0,0,6820,0.6,396,0.04,3248,0.29
4,Houston,Male,Others,,2388,2275,0.95,2174,0.91,79,0.03,2120,0.89,988,0.41,681,0.29,0,0,1669,0.7,60,0.03,1033,0.43
5,Beaumont,Female,African American,,887,839,0.95,769,0.87,73,0.08,711,0.8,294,0.33,244,0.28,0,0,538,0.61,36,0.04,160,0.18
5,Beaumont,Female,Hispanic,,321,298,0.93,263,0.82,21,0.07,241,0.75,52,0.16,90,0.28,0,0,142,0.44,12,0.04,77,0.24
5,Beaumont,Female,White,,1689,1591,0.94,1466,0.87,91,0.05,1315,0.78,447,0.26,523,0.31,0,0,970,0.57,70,0.04,470,0.28
5,Beaumont,Female,Others,,76,72,0.95,72,0.95,1,0.01,66,0.87,34,0.45,22,0.29,0,0,56,0.74,2,0.03,31,0.41
5,Beaumont,Male,African American,,890,830,0.93,726,0.82,114,0.13,664,0.75,186,0.21,227,0.26,0,0,413,0.46,28,0.03,90,0.1
5,Beaumont,Male,Hispanic,,339,313,0.92,277,0.82,22,0.06,237,0.7,42,0.12,81,0.24,0,0,123,0.36,5,0.01,59,0.17
5,Beaumont,Male,White,,1688,1585,0.94,1413,0.84,145,0.09,1303,0.77,403,0.24,421,0.25,0,0,824,0.49,49,0.03,358,0.21
5,Beaumont,Male,Others,,89,84,0.94,78,0.88,6,0.07,67,0.75,32,0.36,19,0.21,0,0,51,0.57,5,0.06,32,0.36
6,Huntsville,Female,African American,,728,682,0.94,617,0.85,57,0.08,566,0.78,147,0.2,263,0.36,0,0,410,0.56,25,0.03,127,0.17
6,Huntsville,Female,Hispanic,,1354,1243,0.92,1126,0.83,113,0.08,1058,0.78,151,0.11,417,0.31,0,0,568,0.42,29,0.02,244,0.18
6,Huntsville,Female,White,,3613,3424,0.95,3197,0.88,157,0.04,2973,0.82,960,0.27,1305,0.36,0,0,2265,0.63,136,0.04,1176,0.33
6,Huntsville,Female,Others,,134,129,0.96,123,0.92,3,0.02,115,0.86,54,0.4,33,0.25,0,0,87,0.65,5,0.04,62,0.46
6,Huntsville,Male,African American,,775,717,0.93,583,0.75,144,0.19,575,0.74,112,0.14,200,0.26,0,0,312,0.4,15,0.02,75,0.1
6,Huntsville,Male,Hispanic,,1403,1292,0.92,1068,0.76,227,0.16,1009,0.72,126,0.09,380,0.27,0,0,506,0.36,23,0.02,154,0.11
6,Huntsville,Male,White,,3684,3467,0.94,3119,0.85,310,0.08,2934,0.8,753,0.2,1144,0.31,0,0,1897,0.51,118,0.03,800,0.22
6,Huntsville,Male,Others,,146,138,0.95,125,0.86,7,0.05,118,0.81,38,0.26,46,0.32,0,0,84,0.58,6,0.04,43,0.29
7,Kilgore,Female,African American,,1144,1096,0.96,1026,0.9,65,0.06,957,0.84,194,0.17,555,0.49,0,0,749,0.65,32,0.03,248,0.22
7,Kilgore,Female,Hispanic,,1006,941,0.94,853,0.85,67,0.07,803,0.8,65,0.06,360,0.36,0,0,425,0.42,18,0.02,183,0.18
7,Kilgore,Female,White,,3409,3218,0.94,3033,0.89,101,0.03,2738,0.8,682,0.2,1481,0.43,0,0,2163,0.63,139,0.04,1085,0.32
7,Kilgore,Female,Others,,71,65,0.92,66,0.93,2,0.03,61,0.86,26,0.37,26,0.37,0,0,52,0.73,2,0.03,37,0.52
7,Kilgore,Male,African American,,1161,1100,0.95,973,0.84,124,0.11,895,0.77,127,0.11,428,0.37,0,0,555,0.48,20,0.02,132,0.11
7,Kilgore,Male,Hispanic,,1179,1113,0.94,962,0.82,132,0.11,879,0.75,73,0.06,299,0.25,0,0,372,0.32,12,0.01,133,0.11
7,Kilgore,Male,White,,3664,3463,0.95,3142,0.86,241,0.07,2896,0.79,553,0.15,1278,0.35,0,0,1831,0.5,94,0.03,840,0.23
7,Kilgore,Male,Others,,65,60,0.92,58,0.89,1,0.02,53,0.82,18,0.28,23,0.35,0,0,41,0.63,2,0.03,23,0.35
8,Mt. Pleasant,Female,African American,,463,440,0.95,408,0.88,24,0.05,380,0.82,84,0.18,203,0.44,0,0,287,0.62,16,0.03,89,0.19
8,Mt. Pleasant,Female,Hispanic,,275,254,0.92,246,0.89,12,0.04,229,0.83,15,0.05,127,0.46,0,0,142,0.52,8,0.03,63,0.23
8,Mt. Pleasant,Female,White,,1275,1196,0.94,1138,0.89,29,0.02,1016,0.8,214,0.17,581,0.46,0,0,795,0.62,52,0.04,391,0.31
8,Mt. Pleasant,Female,Others,,25,22,0.88,21,0.84,0,0,19,0.76,4,0.16,8,0.32,0,0,12,0.48,1,0.04,7,0.28
8,Mt. Pleasant,Male,African American,,465,442,0.95,412,0.89,25,0.05,370,0.8,62,0.13,165,0.35,0,0,227,0.49,5,0.01,55,0.12
8,Mt. Pleasant,Male,Hispanic,,282,262,0.93,227,0.81,35,0.12,211,0.75,12,0.04,96,0.34,0,0,108,0.38,9,0.03,39,0.14
8,Mt. Pleasant,Male,White,,1289,1220,0.95,1131,0.88,51,0.04,1029,0.8,176,0.14,427,0.33,0,0,603,0.47,38,0.03,292,0.23
8,Mt. Pleasant,Male,Others,,24,22,0.92,21,0.88,0,0,20,0.83,6,0.25,6,0.25,0,0,12,0.5,0,0,5,0.21
9,Wichita Falls,Female,African American,,114,106,0.93,87,0.76,18,0.16,93,0.82,21,0.18,32,0.28,0,0,53,0.46,1,0.01,17,0.15
9,Wichita Falls,Female,Hispanic,,208,190,0.91,173,0.83,20,0.1,167,0.8,26,0.13,75,0.36,0,0,101,0.49,5,0.02,34,0.16
9,Wichita Falls,Female,White,,940,885,0.94,829,0.88,29,0.03,780,0.83,273,0.29,287,0.31,0,0,560,0.6,23,0.02,290,0.31
9,Wichita Falls,Female,Others,,37,34,0.92,31,0.84,1,0.03,32,0.86,11,0.3,10,0.27,0,0,21,0.57,1,0.03,12,0.32
9,Wichita Falls,Male,African American,,113,100,0.89,84,0.74,11,0.1,78,0.69,19,0.17,25,0.22,0,0,44,0.39,2,0.02,8,0.07
9,Wichita Falls,Male,Hispanic,,252,233,0.92,211,0.84,22,0.09,205,0.81,34,0.13,63,0.25,0,0,97,0.38,4,0.02,33,0.13
9,Wichita Falls,Male,White,,1055,982,0.93,930,0.88,53,0.05,853,0.81,269,0.26,249,0.24,0,0,518,0.49,14,0.01,231,0.22
9,Wichita Falls,Male,Others,,41,37,0.9,37,0.9,2,0.05,34,0.83,15,0.37,3,0.07,0,0,18,0.44,0,0,11,0.27
10,Richardson,Female,African American,,5124,4766,0.93,4317,0.84,440,0.09,4067,0.79,1381,0.27,1784,0.35,0,0,3165,0.62,192,0.04,1009,0.2
10,Richardson,Female,Hispanic,,8718,8116,0.93,7155,0.82,892,0.1,6882,0.79,1056,0.12,2787,0.32,0,0,3843,0.44,161,0.02,1504,0.17
10,Richardson,Female,White,,9110,8668,0.95,8181,0.9,303,0.03,7775,0.85,2597,0.29,3456,0.38,0,0,6053,0.66,331,0.04,3308,0.36
10,Richardson,Female,Others,,1286,1215,0.94,1161,0.9,28,0.02,1116,0.87,536,0.42,321,0.25,0,0,857,0.67,45,0.04,577,0.45
10,Richardson,Male,African American,,5375,4909,0.91,4059,0.76,833,0.16,3796,0.71,966,0.18,1678,0.31,0,0,2644,0.49,187,0.03,523,0.1
10,Richardson,Male,Hispanic,,9146,8427,0.92,6918,0.76,1553,0.17,6625,0.72,752,0.08,2532,0.28,0,0,3284,0.36,122,0.01,956,0.1
10,Richardson,Male,White,,9796,9251,0.94,8455,0.86,631,0.06,8097,0.83,2315,0.24,3402,0.35,0,0,5717,0.58,293,0.03,2620,0.27
10,Richardson,Male,Others,,1487,1403,0.94,1338,0.9,53,0.04,1271,0.85,535,0.36,432,0.29,0,0,967,0.65,37,0.02,586,0.39
11,Fort Worth,Female,African American,,2584,2414,0.93,2076,0.8,261,0.1,1934,0.75,608,0.24,959,0.37,0,0,1567,0.61,137,0.05,516,0.2
11,Fort Worth,Female,Hispanic,,4836,4527,0.94,3947,0.82,505,0.1,3727,0.77,650,0.13,1592,0.33,0,0,2242,0.46,117,0.02,927,0.19
11,Fort Worth,Female,White,,9578,9074,0.95,8416,0.88,473,0.05,7983,0.83,2828,0.3,3501,0.37,0,0,6329,0.66,364,0.04,3417,0.36
11,Fort Worth,Female,Others,,842,788,0.94,749,0.89,28,0.03,719,0.85,341,0.41,217,0.26,0,0,558,0.66,26,0.03,356,0.42
11,Fort Worth,Male,African American,,2742,2502,0.91,2015,0.73,446,0.16,1888,0.69,466,0.17,913,0.33,0,0,1379,0.5,141,0.05,314,0.11
11,Fort Worth,Male,Hispanic,,5035,4679,0.93,3793,0.75,840,0.17,3620,0.72,420,0.08,1405,0.28,0,0,1825,0.36,92,0.02,540,0.11
11,Fort Worth,Male,White,,10064,9519,0.95,8581,0.85,791,0.08,8175,0.81,2264,0.23,3444,0.34,0,0,5708,0.57,327,0.03,2439,0.24
11,Fort Worth,Male,Others,,918,871,0.95,804,0.88,57,0.06,772,0.84,294,0.32,289,0.31,0,0,583,0.64,19,0.02,320,0.35
12,Waco,Female,African American,,1215,1089,0.9,937,0.77,131,0.11,896,0.74,235,0.19,513,0.42,0,0,748,0.62,60,0.05,203,0.17
12,Waco,Female,Hispanic,,1224,1142,0.93,994,0.81,115,0.09,935,0.76,113,0.09,497,0.41,0,0,610,0.5,36,0.03,248,0.2
12,Waco,Female,White,,2544,2366,0.93,2156,0.85,140,0.06,1983,0.78,599,0.24,1057,0.42,0,0,1656,0.65,118,0.05,878,0.35
12,Waco,Female,Others,,126,103,0.82,91,0.72,8,0.06,79,0.63,24,0.19,39,0.31,0,0,63,0.5,6,0.05,35,0.28
12,Waco,Male,African American,,1240,1108,0.89,859,0.69,209,0.17,853,0.69,155,0.13,454,0.37,0,0,609,0.49,57,0.05,112,0.09
12,Waco,Male,Hispanic,,1270,1171,0.92,966,0.76,188,0.15,952,0.75,100,0.08,433,0.34,0,0,533,0.42,28,0.02,182,0.14
