Region Code,TEA Region,County Number,County Name,ethnicity,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
2,Corpus Christi,137,KLEBERG,Other Ethnicities,19,15,79%,15,79%,,nan,15,79%,10,53%,,nan,11,58%,,nan,8,42%
2,Corpus Christi,149,LIVE OAK,Hispanic,79,78,99%,68,86%,5,6%,61,77%,16,20%,27,34%,43,54%,,nan,24,30%
2,Corpus Christi,149,LIVE OAK,Other Ethnicities,52,51,98%,46,88%,,nan,42,81%,15,29%,14,27%,29,56%,,nan,15,29%
2,Corpus Christi,162,MCMULLEN,White,10,10,100%,10,100%,,nan,10,100%,6,60%,,nan,10,100%,,nan,6,60%
2,Corpus Christi,162,MCMULLEN,Other Ethnicities,8,8,100%,8,100%,,nan,8,100%,,nan,5,63%,8,100%,,nan,,nan
2,Corpus Christi,178,NUECES,African American,181,171,94%,145,80%,21,12%,132,73%,31,17%,50,28%,81,45%,5,3%,18,10%
2,Corpus Christi,178,NUECES,Hispanic,3461,3303,95%,2879,83%,372,11%,2746,79%,640,18%,1068,31%,1708,49%,55,2%,554,16%
2,Corpus Christi,178,NUECES,White,894,829,93%,746,83%,58,6%,714,80%,269,30%,240,27%,509,57%,23,3%,228,26%
2,Corpus Christi,178,NUECES,Others,127,122,96%,115,91%,,nan,106,83%,54,43%,31,24%,85,67%,5,4%,40,32%
2,Corpus Christi,205,SAN PATRICIO,African American,21,21,100%,19,90%,,nan,19,90%,,nan,7,33%,11,52%,,nan,,nan
2,Corpus Christi,205,SAN PATRICIO,Hispanic,714,689,97%,627,88%,56,8%,603,84%,133,19%,211,30%,344,48%,7,1%,122,17%
2,Corpus Christi,205,SAN PATRICIO,White,324,307,95%,277,85%,18,6%,267,82%,96,30%,78,24%,174,54%,5,2%,82,25%
2,Corpus Christi,205,SAN PATRICIO,Others,19,19,100%,18,95%,,nan,19,100%,7,37%,6,32%,13,68%,,nan,,nan
3,Victoria,29,CALHOUN,Hispanic,187,181,97%,172,92%,8,4%,159,85%,20,11%,55,29%,75,40%,,nan,26,14%
3,Victoria,29,CALHOUN,White,98,95,97%,90,92%,,nan,84,86%,22,22%,32,33%,54,55%,,nan,27,28%
3,Victoria,29,CALHOUN,Other Ethnicities,20,20,100%,20,100%,,nan,19,95%,8,40%,7,35%,15,75%,,nan,8,40%
3,Victoria,45,COLORADO,Hispanic,97,91,94%,78,80%,10,10%,77,79%,6,6%,30,31%,36,37%,,nan,14,14%
3,Victoria,45,COLORADO,White,93,91,98%,86,92%,,nan,82,88%,23,25%,29,31%,52,56%,,nan,25,27%
3,Victoria,45,COLORADO,Other Ethnicities,43,43,100%,38,88%,,nan,35,81%,5,12%,12,28%,17,40%,,nan,7,16%
3,Victoria,62,DE WITT,Hispanic,154,145,94%,118,77%,25,16%,112,73%,9,6%,45,29%,54,35%,5,3%,8,5%
3,Victoria,62,DE WITT,White,155,145,94%,130,84%,7,5%,126,81%,37,24%,49,32%,86,55%,10,6%,51,33%
3,Victoria,62,DE WITT,Other Ethnicities,43,42,98%,34,79%,6,14%,30,70%,12,28%,8,19%,20,47%,,nan,6,14%
3,Victoria,88,GOLIAD,Hispanic,47,47,100%,38,81%,9,19%,37,79%,7,15%,14,30%,21,45%,,nan,9,19%
3,Victoria,88,GOLIAD,White,53,52,98%,50,94%,,nan,48,91%,21,40%,13,25%,34,64%,,nan,17,32%
3,Victoria,88,GOLIAD,Other Ethnicities,11,11,100%,10,91%,,nan,11,100%,5,45%,,nan,9,82%,,nan,,nan
3,Victoria,120,JACKSON,Hispanic,84,83,99%,80,95%,,nan,74,88%,7,8%,31,37%,38,45%,,nan,16,19%
3,Victoria,120,JACKSON,White,147,145,99%,133,90%,7,5%,131,89%,37,25%,56,38%,93,63%,,nan,51,35%
3,Victoria,120,JACKSON,Other Ethnicities,23,23,100%,23,100%,,nan,20,87%,5,22%,7,30%,12,52%,,nan,,nan
3,Victoria,128,KARNES,Hispanic,109,100,92%,94,86%,10,9%,93,85%,23,21%,27,25%,50,46%,,nan,16,15%
3,Victoria,128,KARNES,Other Ethnicities,63,62,98%,61,97%,,nan,58,92%,30,48%,18,29%,48,76%,,nan,37,59%
3,Victoria,143,LAVACA,Hispanic,24,21,88%,21,88%,,nan,19,79%,,nan,8,33%,10,42%,,nan,6,25%
3,Victoria,143,LAVACA,White,131,127,97%,125,95%,,nan,119,91%,23,18%,69,53%,92,70%,,nan,66,50%
3,Victoria,143,LAVACA,Other Ethnicities,15,15,100%,14,93%,,nan,14,93%,,nan,5,33%,8,53%,,nan,,nan
3,Victoria,158,MATAGORDA,African American,66,66,100%,57,86%,8,12%,57,86%,16,24%,18,27%,34,52%,,nan,16,24%
3,Victoria,158,MATAGORDA,Hispanic,289,275,95%,227,79%,41,14%,224,78%,26,9%,88,30%,114,39%,6,2%,43,15%
3,Victoria,158,MATAGORDA,White,165,157,95%,148,90%,7,4%,139,84%,36,22%,65,39%,101,61%,,nan,52,32%
3,Victoria,158,MATAGORDA,Others,23,21,91%,20,87%,,nan,17,74%,7,30%,6,26%,13,57%,,nan,9,39%
3,Victoria,196,REFUGIO,Hispanic,62,60,97%,57,92%,,nan,54,87%,9,15%,25,40%,34,55%,,nan,9,15%
3,Victoria,196,REFUGIO,Other Ethnicities,38,36,95%,34,89%,,nan,32,84%,6,16%,19,50%,25,66%,,nan,11,29%
3,Victoria,235,VICTORIA,African American,96,94,98%,80,83%,11,11%,71,74%,11,11%,31,32%,42,44%,,nan,7,7%
3,Victoria,235,VICTORIA,Hispanic,634,603,95%,479,76%,98,15%,434,68%,41,6%,209,33%,250,39%,24,4%,72,11%
3,Victoria,235,VICTORIA,White,292,279,96%,250,86%,13,4%,219,75%,61,21%,104,36%,165,57%,14,5%,81,28%
3,Victoria,235,VICTORIA,Others,20,19,95%,17,85%,,nan,14,70%,6,30%,5,25%,11,55%,,nan,8,40%
3,Victoria,241,WHARTON,Hispanic,306,290,95%,224,73%,57,19%,246,80%,15,5%,118,39%,133,43%,,nan,54,18%
3,Victoria,241,WHARTON,White,175,171,98%,159,91%,11,6%,155,89%,46,26%,93,53%,139,79%,,nan,90,51%
3,Victoria,241,WHARTON,Other Ethnicities,97,96,99%,75,77%,18,19%,82,85%,11,11%,39,40%,50,52%,,nan,12,12%
4,Houston,20,BRAZORIA,African American,654,637,97%,592,91%,35,5%,579,89%,208,32%,224,34%,432,66%,13,2%,142,22%
4,Houston,20,BRAZORIA,Hispanic,1685,1642,97%,1479,88%,137,8%,1434,85%,226,13%,639,38%,865,51%,24,1%,368,22%
4,Houston,20,BRAZORIA,White,1869,1803,96%,1665,89%,101,5%,1547,83%,434,23%,735,39%,1169,63%,61,3%,598,32%
4,Houston,20,BRAZORIA,Others,326,316,97%,300,92%,9,3%,296,91%,138,42%,95,29%,233,71%,,nan,148,45%
4,Houston,36,CHAMBERS,African American,41,40,98%,37,90%,,nan,36,88%,8,20%,18,44%,26,63%,,nan,8,20%
4,Houston,36,CHAMBERS,Hispanic,128,124,97%,117,91%,7,5%,111,87%,28,22%,56,44%,84,66%,,nan,40,31%
4,Houston,36,CHAMBERS,White,331,314,95%,291,88%,19,6%,287,87%,76,23%,140,42%,216,65%,5,2%,110,33%
4,Houston,36,CHAMBERS,Others,20,18,90%,18,90%,,nan,19,95%,6,30%,8,40%,14,70%,,nan,5,25%
4,Houston,79,FORT BEND,African American,2167,2084,96%,1835,85%,216,10%,1842,85%,717,33%,700,32%,1417,65%,51,2%,470,22%
4,Houston,79,FORT BEND,Hispanic,2299,2216,96%,1860,81%,296,13%,1844,80%,321,14%,810,35%,1131,49%,46,2%,398,17%
4,Houston,79,FORT BEND,White,1649,1562,95%,1470,89%,64,4%,1408,85%,598,36%,546,33%,1144,69%,65,4%,676,41%
4,Houston,79,FORT BEND,Others,1481,1439,97%,1400,95%,31,2%,1381,93%,719,49%,374,25%,1093,74%,18,1%,722,49%
4,Houston,84,GALVESTON,African American,770,747,97%,659,86%,76,10%,603,78%,172,22%,245,32%,417,54%,24,3%,124,16%
4,Houston,84,GALVESTON,Hispanic,1625,1578,97%,1448,89%,118,7%,1353,83%,241,15%,638,39%,879,54%,40,2%,391,24%
4,Houston,84,GALVESTON,White,2912,2821,97%,2620,90%,126,4%,2468,85%,894,31%,998,34%,1892,65%,96,3%,1031,35%
4,Houston,84,GALVESTON,Others,511,491,96%,471,92%,10,2%,452,88%,232,45%,132,26%,364,71%,13,3%,231,45%
4,Houston,101,HARRIS,African American,12118,11512,95%,9902,82%,1305,11%,9190,76%,2886,24%,3285,27%,6171,51%,321,3%,1593,13%
4,Houston,101,HARRIS,Hispanic,30309,29191,96%,25608,84%,2958,10%,24226,80%,3971,13%,9665,32%,13636,45%,455,2%,4923,16%
4,Houston,101,HARRIS,White,12399,11703,94%,10833,87%,592,5%,10258,83%,3519,28%,3878,31%,7397,60%,455,4%,3952,32%
4,Houston,101,HARRIS,Others,4078,3909,96%,3728,91%,122,3%,3565,87%,1636,40%,1046,26%,2682,66%,86,2%,1590,39%
4,Houston,146,LIBERTY,African American,107,104,97%,97,91%,6,6%,91,85%,22,21%,28,26%,50,47%,,nan,11,10%
4,Houston,146,LIBERTY,Hispanic,280,265,95%,251,90%,17,6%,220,79%,29,10%,86,31%,115,41%,,nan,50,18%
4,Houston,146,LIBERTY,White,684,649,95%,595,87%,29,4%,497,73%,80,12%,189,28%,269,39%,19,3%,115,17%
4,Houston,146,LIBERTY,Others,28,28,100%,26,93%,,nan,24,86%,,nan,13,46%,17,61%,,nan,,nan
4,Houston,237,WALLER,African American,101,98,97%,78,77%,18,18%,80,79%,28,28%,21,21%,49,49%,,nan,8,8%
4,Houston,237,WALLER,Hispanic,356,341,96%,289,81%,45,13%,296,83%,45,13%,87,24%,132,37%,7,2%,45,13%
4,Houston,237,WALLER,White,189,182,96%,160,85%,17,9%,154,81%,33,17%,55,29%,88,47%,6,3%,36,19%
4,Houston,237,WALLER,Others,20,20,100%,18,90%,,nan,17,85%,6,30%,5,25%,11,55%,,nan,6,30%
5,Beaumont,84,GALVESTON,All Ethnicities,17,17,100%,17,100%,,nan,17,100%,6,35%,9,53%,15,88%,,nan,10,59%
5,Beaumont,100,HARDIN,African American,68,66,97%,63,93%,,nan,58,85%,14,21%,23,34%,37,54%,,nan,11,16%
5,Beaumont,100,HARDIN,Hispanic,51,51,100%,44,86%,,nan,42,82%,12,24%,13,25%,25,49%,,nan,10,20%
5,Beaumont,100,HARDIN,White,709,681,96%,619,87%,26,4%,557,79%,200,28%,160,23%,360,51%,27,4%,168,24%
5,Beaumont,100,HARDIN,Others,21,18,86%,17,81%,,nan,15,71%,10,48%,,nan,11,52%,,nan,5,24%
5,Beaumont,121,JASPER,African American,103,99,96%,90,87%,9,9%,88,85%,17,17%,26,25%,43,42%,,nan,10,10%
5,Beaumont,121,JASPER,Hispanic,29,27,93%,27,93%,,nan,27,93%,,nan,10,34%,13,45%,,nan,5,17%
5,Beaumont,121,JASPER,White,325,304,94%,281,86%,18,6%,242,74%,68,21%,67,21%,135,42%,12,4%,63,19%
5,Beaumont,121,JASPER,Others,14,12,86%,11,79%,,nan,10,71%,,nan,,nan,7,50%,,nan,,nan
5,Beaumont,123,JEFFERSON,African American,1184,1137,96%,1032,87%,102,9%,900,76%,275,23%,293,25%,568,48%,26,2%,163,14%
5,Beaumont,123,JEFFERSON,Hispanic,663,633,95%,583,88%,25,4%,500,75%,103,16%,179,27%,282,43%,12,2%,129,19%
5,Beaumont,123,JEFFERSON,White,867,823,95%,764,88%,42,5%,702,81%,305,35%,239,28%,544,63%,31,4%,279,32%
5,Beaumont,123,JEFFERSON,Others,181,177,98%,165,91%,7,4%,160,88%,75,41%,57,31%,132,73%,6,3%,68,38%
5,Beaumont,176,NEWTON,All Ethnicities,164,156,95%,138,84%,8,5%,122,74%,17,10%,52,32%,69,42%,,nan,27,16%
5,Beaumont,181,ORANGE,African American,126,119,94%,96,76%,18,14%,92,73%,19,15%,44,35%,63,50%,,nan,12,10%
5,Beaumont,181,ORANGE,Hispanic,101,95,94%,86,85%,7,7%,81,80%,15,15%,29,29%,44,44%,,nan,14,14%
5,Beaumont,181,ORANGE,White,862,823,95%,748,87%,43,5%,691,80%,170,20%,269,31%,439,51%,20,2%,240,28%
5,Beaumont,181,ORANGE,Others,50,47,94%,42,84%,,nan,39,78%,16,32%,13,26%,29,58%,,nan,14,28%
5,Beaumont,229,TYLER,African American,28,27,96%,27,96%,,nan,28,100%,,nan,11,39%,14,50%,,nan,,nan
5,Beaumont,229,TYLER,White,213,207,97%,189,89%,8,4%,168,79%,33,15%,68,32%,101,47%,5,2%,53,25%
5,Beaumont,229,TYLER,Other Ethnicities,17,16,94%,13,76%,,nan,13,76%,,nan,6,35%,8,47%,,nan,,nan
6,Huntsville,8,AUSTIN,African American,47,46,98%,35,74%,7,15%,39,83%,5,11%,20,43%,25,53%,,nan,6,13%
6,Huntsville,8,AUSTIN,Hispanic,167,157,94%,145,87%,14,8%,141,84%,13,8%,66,40%,79,47%,,nan,24,14%
6,Huntsville,8,AUSTIN,White,220,214,97%,201,91%,8,4%,190,86%,49,22%,88,40%,137,62%,5,2%,81,37%
6,Huntsville,8,AUSTIN,Others,7,7,100%,6,86%,,nan,5,71%,,nan,5,71%,5,71%,,nan,,nan
6,Huntsville,21,BRAZOS,African American,359,348,97%,257,72%,78,22%,259,72%,43,12%,100,28%,143,40%,6,2%,26,7%
6,Huntsville,21,BRAZOS,Hispanic,647,620,96%,453,70%,158,24%,502,78%,55,9%,168,26%,223,34%,,nan,88,14%
6,Huntsville,21,BRAZOS,White,707,673,95%,626,89%,41,6%,602,85%,240,34%,205,29%,445,63%,18,3%,274,39%
6,Huntsville,21,BRAZOS,Others,112,107,96%,102,91%,,nan,95,85%,36,32%,21,19%,57,51%,,nan,35,31%
6,Huntsville,26,BURLESON,Hispanic,62,60,97%,58,94%,,nan,48,77%,,nan,20,32%,22,35%,,nan,12,19%
6,Huntsville,26,BURLESON,White,123,119,97%,110,89%,9,7%,101,82%,21,17%,36,29%,57,46%,,nan,36,29%
6,Huntsville,26,BURLESON,Other Ethnicities,35,35,100%,31,89%,,nan,29,83%,,nan,17,49%,19,54%,,nan,,nan
6,Huntsville,93,GRIMES,Hispanic,93,90,97%,83,89%,,nan,77,83%,14,15%,25,27%,39,42%,,nan,10,11%
6,Huntsville,93,GRIMES,White,162,160,99%,149,92%,7,4%,141,87%,41,25%,41,25%,82,51%,,nan,42,26%
6,Huntsville,93,GRIMES,Other Ethnicities,61,59,97%,51,84%,8,13%,49,80%,7,11%,19,31%,26,43%,,nan,5,8%
6,Huntsville,113,HOUSTON,African American,76,70,92%,63,83%,8,11%,64,84%,12,16%,24,32%,36,47%,,nan,8,11%
6,Huntsville,113,HOUSTON,White,141,134,95%,126,89%,5,4%,114,81%,39,28%,36,26%,75,53%,,nan,38,27%
6,Huntsville,113,HOUSTON,Other Ethnicities,46,43,93%,39,85%,5,11%,40,87%,7,15%,15,33%,22,48%,,nan,8,17%
6,Huntsville,145,LEON,Hispanic,43,42,98%,40,93%,,nan,40,93%,,nan,17,40%,20,47%,,nan,10,23%
6,Huntsville,145,LEON,White,179,172,96%,165,92%,7,4%,151,84%,39,22%,68,38%,107,60%,,nan,62,35%
6,Huntsville,145,LEON,Other Ethnicities,24,23,96%,22,92%,,nan,20,83%,5,21%,5,21%,10,42%,,nan,,nan
6,Huntsville,154,MADISON,Hispanic,55,53,96%,51,93%,,nan,45,82%,9,16%,11,20%,20,36%,,nan,7,13%
6,Huntsville,154,MADISON,White,99,95,96%,86,87%,8,8%,75,76%,28,28%,19,19%,47,47%,,nan,27,27%
6,Huntsville,154,MADISON,Other Ethnicities,47,46,98%,45,96%,,nan,40,85%,10,21%,14,30%,24,51%,,nan,9,19%
6,Huntsville,166,MILAM,Hispanic,102,102,100%,92,90%,5,5%,85,83%,10,10%,36,35%,46,45%,,nan,18,18%
6,Huntsville,166,MILAM,White,140,137,98%,123,88%,12,9%,119,85%,30,21%,48,34%,78,56%,,nan,35,25%
6,Huntsville,166,MILAM,Other Ethnicities,42,39,93%,34,81%,,nan,35,83%,7,17%,15,36%,22,52%,,nan,6,14%
6,Huntsville,170,MONTGOMERY,African American,376,352,94%,320,85%,33,9%,290,77%,78,21%,113,30%,191,51%,7,2%,51,14%
6,Huntsville,170,MONTGOMERY,Hispanic,2098,1987,95%,1806,86%,129,6%,1670,80%,237,11%,602,29%,839,40%,42,2%,302,14%
6,Huntsville,170,MONTGOMERY,White,4011,3814,95%,3490,87%,211,5%,3218,80%,997,25%,1181,29%,2178,54%,155,4%,1063,27%
6,Huntsville,170,MONTGOMERY,Others,341,322,94%,296,87%,14,4%,269,79%,81,24%,87,26%,168,49%,10,3%,85,25%
6,Huntsville,187,POLK,African American,63,62,98%,58,92%,5,8%,56,89%,7,11%,17,27%,24,38%,,nan,5,8%
6,Huntsville,187,POLK,Hispanic,111,106,96%,100,90%,7,6%,96,86%,16,14%,29,26%,45,41%,,nan,23,21%
6,Huntsville,187,POLK,White,334,313,94%,267,80%,33,10%,251,75%,55,16%,77,23%,132,40%,5,2%,62,19%
6,Huntsville,187,POLK,Others,27,26,96%,26,96%,,nan,23,85%,9,33%,6,22%,15,56%,,nan,6,22%
6,Huntsville,198,ROBERTSON,African American,52,52,100%,47,90%,5,10%,47,90%,,nan,17,33%,21,40%,,nan,,nan
6,Huntsville,198,ROBERTSON,White,89,87,98%,84,94%,,nan,77,87%,21,24%,28,31%,49,55%,,nan,22,25%
6,Huntsville,198,ROBERTSON,Other Ethnicities,58,56,97%,48,83%,6,10%,51,88%,9,16%,14,24%,23,40%,,nan,6,10%
6,Huntsville,204,SAN JACINTO,African American,52,51,98%,45,87%,6,12%,45,87%,11,21%,13,25%,24,46%,,nan,7,13%
6,Huntsville,204,SAN JACINTO,White,200,191,96%,158,79%,23,12%,148,74%,32,16%,42,21%,74,37%,,nan,31,16%
6,Huntsville,204,SAN JACINTO,Other Ethnicities,54,51,94%,47,87%,,nan,43,80%,6,11%,15,28%,21,39%,,nan,,nan
6,Huntsville,228,TRINITY,Hispanic,22,21,95%,20,91%,,nan,20,91%,6,27%,6,27%,12,55%,,nan,9,41%
6,Huntsville,228,TRINITY,White,119,116,97%,107,90%,8,7%,86,72%,16,13%,24,20%,40,34%,,nan,19,16%
6,Huntsville,228,TRINITY,Other Ethnicities,26,25,96%,24,92%,,nan,22,85%,5,19%,9,35%,14,54%,,nan,,nan
6,Huntsville,236,WALKER,African American,112,109,97%,100,89%,9,8%,98,88%,27,24%,33,29%,60,54%,,nan,15,13%
6,Huntsville,236,WALKER,Hispanic,128,126,98%,111,87%,13,10%,106,83%,25,20%,20,16%,45,35%,,nan,17,13%
6,Huntsville,236,WALKER,White,259,246,95%,226,87%,19,7%,216,83%,76,29%,53,20%,129,50%,5,2%,57,22%
6,Huntsville,236,WALKER,Others,23,23,100%,19,83%,,nan,17,74%,8,35%,,nan,9,39%,,nan,,nan
6,Huntsville,239,WASHINGTON,African American,75,74,99%,69,92%,,nan,57,76%,7,9%,18,24%,25,33%,,nan,10,13%
6,Huntsville,239,WASHINGTON,Hispanic,83,81,98%,75,90%,5,6%,60,72%,,nan,26,31%,28,34%,,nan,13,16%
6,Huntsville,239,WASHINGTON,White,202,195,97%,188,93%,5,2%,173,86%,53,26%,88,44%,141,70%,7,3%,87,43%
6,Huntsville,239,WASHINGTON,Others,14,13,93%,12,86%,,nan,9,64%,5,36%,,nan,7,50%,,nan,,nan
7,Kilgore,1,ANDERSON,African American,101,97,96%,87,86%,11,11%,81,80%,13,13%,29,29%,42,42%,,nan,14,14%
7,Kilgore,1,ANDERSON,Hispanic,118,115,97%,107,91%,10,8%,100,85%,13,11%,43,36%,56,47%,,nan,26,22%
7,Kilgore,1,ANDERSON,White,358,343,96%,318,89%,8,2%,277,77%,51,14%,119,33%,170,47%,6,2%,84,23%
7,Kilgore,1,ANDERSON,Others,24,20,83%,19,79%,,nan,18,75%,,nan,6,25%,10,42%,,nan,7,29%
7,Kilgore,3,ANGELINA,African American,217,209,96%,190,88%,18,8%,189,87%,43,20%,61,28%,104,48%,,nan,29,13%
7,Kilgore,3,ANGELINA,Hispanic,356,345,97%,322,90%,16,4%,316,89%,34,10%,148,42%,182,51%,,nan,59,17%
7,Kilgore,3,ANGELINA,White,645,621,96%,587,91%,26,4%,569,88%,121,19%,233,36%,354,55%,8,1%,167,26%
7,Kilgore,3,ANGELINA,Others,44,40,91%,40,91%,,nan,40,91%,9,20%,15,34%,24,55%,,nan,10,23%
7,Kilgore,37,CHEROKEE,African American,113,109,96%,90,80%,17,15%,85,75%,5,4%,42,37%,47,42%,,nan,17,15%
7,Kilgore,37,CHEROKEE,Hispanic,228,217,95%,192,84%,21,9%,178,78%,13,6%,71,31%,84,37%,,nan,42,18%
7,Kilgore,37,CHEROKEE,White,290,276,95%,249,86%,16,6%,215,74%,35,12%,112,39%,147,51%,11,4%,66,23%
7,Kilgore,37,CHEROKEE,Others,13,13,100%,11,85%,,nan,10,77%,,nan,5,38%,7,54%,,nan,,nan
7,Kilgore,92,GREGG,African American,424,404,95%,384,91%,25,6%,358,84%,68,16%,160,38%,228,54%,5,1%,60,14%
7,Kilgore,92,GREGG,Hispanic,391,378,97%,347,89%,22,6%,330,84%,21,5%,125,32%,146,37%,,nan,67,17%
7,Kilgore,92,GREGG,White,856,805,94%,760,89%,28,3%,696,81%,167,20%,321,38%,488,57%,20,2%,246,29%
7,Kilgore,92,GREGG,Others,71,68,96%,66,93%,,nan,58,82%,16,23%,25,35%,41,58%,,nan,21,30%
7,Kilgore,102,HARRISON,African American,197,189,96%,179,91%,9,5%,170,86%,50,25%,58,29%,108,55%,,nan,30,15%
7,Kilgore,102,HARRISON,Hispanic,145,140,97%,133,92%,,nan,127,88%,22,15%,41,28%,63,43%,,nan,35,24%
7,Kilgore,102,HARRISON,White,593,548,92%,531,90%,11,2%,493,83%,134,23%,178,30%,312,53%,12,2%,140,24%
7,Kilgore,102,HARRISON,Others,22,21,95%,21,95%,,nan,17,77%,8,36%,7,32%,15,68%,,nan,7,32%
7,Kilgore,107,HENDERSON,African American,69,67,97%,65,94%,,nan,61,88%,6,9%,27,39%,33,48%,,nan,8,12%
7,Kilgore,107,HENDERSON,Hispanic,172,166,97%,159,92%,,nan,147,85%,20,12%,46,27%,66,38%,,nan,31,18%
7,Kilgore,107,HENDERSON,White,546,520,95%,490,90%,12,2%,429,79%,86,16%,192,35%,278,51%,14,3%,125,23%
7,Kilgore,107,HENDERSON,Others,25,23,92%,21,84%,,nan,18,72%,6,24%,9,36%,15,60%,,nan,,nan
7,Kilgore,174,NACOGDOCHES,African American,158,155,98%,126,80%,21,13%,111,70%,16,10%,41,26%,57,36%,,nan,12,8%
7,Kilgore,174,NACOGDOCHES,Hispanic,222,215,97%,186,84%,23,10%,177,80%,30,14%,58,26%,88,40%,,nan,44,20%
7,Kilgore,174,NACOGDOCHES,White,399,381,95%,356,89%,18,5%,336,84%,116,29%,117,29%,233,58%,7,2%,110,28%
7,Kilgore,174,NACOGDOCHES,Others,26,21,81%,21,81%,,nan,17,65%,7,27%,5,19%,12,46%,,nan,5,19%
