Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
2,Corpus Christi,149,LIVE OAK,Male,65,63,0.97,55,0.85,5,0.08,48,0.74,11,0.17,17,0.26,28,0.43,2,0.03,13,0.20
2,Corpus Christi,162,MCMULLEN,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,162,MCMULLEN,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
2,Corpus Christi,178,NUECES,Female,2179,2041,0.94,1764,0.81,221,0.10,1653,0.76,520,0.24,741,0.34,1261,0.58,74,0.03,467,0.21
2,Corpus Christi,178,NUECES,Male,2417,2255,0.93,1864,0.77,330,0.14,1739,0.72,491,0.20,662,0.27,1153,0.48,86,0.04,380,0.16
2,Corpus Christi,205,SAN PATRICIO,Female,523,492,0.94,423,0.81,49,0.09,399,0.76,130,0.25,146,0.28,276,0.53,13,0.02,116,0.22
2,Corpus Christi,205,SAN PATRICIO,Male,600,554,0.92,470,0.78,71,0.12,447,0.75,112,0.19,138,0.23,250,0.42,13,0.02,79,0.13
3,Victoria,29,CALHOUN,Female,174,167,0.96,152,0.87,12,0.07,142,0.82,34,0.20,62,0.36,96,0.55,3,0.02,46,0.26
3,Victoria,29,CALHOUN,Male,183,170,0.93,147,0.80,21,0.11,133,0.73,32,0.17,47,0.26,79,0.43,1,0.01,24,0.13
3,Victoria,45,COLORADO,Female,115,111,0.97,101,0.88,9,0.08,101,0.88,31,0.27,50,0.43,81,0.70,4,0.03,43,0.37
3,Victoria,45,COLORADO,Male,127,123,0.97,106,0.83,16,0.13,110,0.87,15,0.12,53,0.42,68,0.54, -   ,0.00,35,0.28
3,Victoria,62,DE WITT,Female,177,171,0.97,152,0.86,11,0.06,140,0.79,34,0.19,64,0.36,98,0.55,3,0.02,44,0.25
3,Victoria,62,DE WITT,Male,168,154,0.92,123,0.73,26,0.15,123,0.73,20,0.12,45,0.27,65,0.39,1,0.01,20,0.12
3,Victoria,88,GOLIAD,Female,57,54,0.95,52,0.91,2,0.04,47,0.82,10,0.18,28,0.49,38,0.67,2,0.04,20,0.35
3,Victoria,88,GOLIAD,Male,46,43,0.93,41,0.89,3,0.07,39,0.85,8,0.17,14,0.30,22,0.48,1,0.02,10,0.22
3,Victoria,120,JACKSON,Female,123,116,0.94,112,0.91,3,0.02,99,0.80,27,0.22,51,0.41,78,0.63,3,0.02,39,0.32
3,Victoria,120,JACKSON,Male,138,133,0.96,118,0.86,12,0.09,111,0.80,24,0.17,58,0.42,82,0.59,2,0.01,34,0.25
3,Victoria,128,KARNES,Female,91,91,1.00,87,0.96,3,0.03,80,0.88,29,0.32,29,0.32,58,0.64,1,0.01,33,0.36
3,Victoria,128,KARNES,Male,101,96,0.95,92,0.91,6,0.06,87,0.86,35,0.35,22,0.22,57,0.56,1,0.01,33,0.33
3,Victoria,143,LAVACA,Female,76,73,0.96,68,0.89,4,0.05,67,0.88,20,0.26,40,0.53,60,0.79,3,0.04,37,0.49
3,Victoria,143,LAVACA,Male,76,72,0.95,67,0.88,3,0.04,63,0.83,14,0.18,23,0.30,37,0.49,1,0.01,18,0.24
3,Victoria,158,MATAGORDA,Female,269,255,0.95,244,0.91,7,0.03,215,0.80,53,0.20,105,0.39,158,0.59,12,0.04,68,0.25
3,Victoria,158,MATAGORDA,Male,313,306,0.98,278,0.89,17,0.05,243,0.78,42,0.13,108,0.35,150,0.48,8,0.03,67,0.21
3,Victoria,196,REFUGIO,Female,52,51,0.98,49,0.94,1,0.02,46,0.88,9,0.17,20,0.38,29,0.56, -   ,0.00,16,0.31
3,Victoria,196,REFUGIO,Male,69,69,1.00,64,0.93,4,0.06,63,0.91,9,0.13,29,0.42,38,0.55,1,0.01,11,0.16
3,Victoria,235,VICTORIA,Female,521,481,0.92,417,0.80,56,0.11,359,0.69,73,0.14,230,0.44,303,0.58,35,0.07,113,0.22
3,Victoria,235,VICTORIA,Male,577,521,0.90,419,0.73,98,0.17,363,0.63,49,0.08,181,0.31,230,0.40,32,0.06,83,0.14
3,Victoria,241,WHARTON,Female,310,300,0.97,267,0.86,22,0.07,260,0.84,40,0.13,150,0.48,190,0.61,6,0.02,101,0.33
3,Victoria,241,WHARTON,Male,346,327,0.95,281,0.81,41,0.12,264,0.76,40,0.12,140,0.40,180,0.52,5,0.01,100,0.29
4,Houston,20,BRAZORIA,Female,2047,1965,0.96,1740,0.85,172,0.08,1664,0.81,414,0.20,879,0.43,1293,0.63,61,0.03,642,0.31
4,Houston,20,BRAZORIA,Male,2278,2188,0.96,1867,0.82,267,0.12,1773,0.78,376,0.17,899,0.39,1275,0.56,87,0.04,502,0.22
4,Houston,36,CHAMBERS,Female,249,239,0.96,233,0.94,3,0.01,214,0.86,84,0.34,92,0.37,176,0.71,8,0.03,86,0.35
4,Houston,36,CHAMBERS,Male,260,253,0.97,238,0.92,8,0.03,213,0.82,55,0.21,99,0.38,154,0.59,6,0.02,56,0.22
4,Houston,79,FORT BEND,Female,3580,3383,0.95,3036,0.85,310,0.09,2916,0.81,1198,0.33,1251,0.35,2449,0.68,154,0.04,1279,0.36
4,Houston,79,FORT BEND,Male,3819,3540,0.93,3017,0.79,511,0.13,2926,0.77,1023,0.27,1288,0.34,2311,0.61,195,0.05,979,0.26
4,Houston,84,GALVESTON,Female,2794,2658,0.95,2315,0.83,269,0.10,2254,0.81,719,0.26,1135,0.41,1854,0.66,120,0.04,983,0.35
4,Houston,84,GALVESTON,Male,2912,2768,0.95,2318,0.80,397,0.14,2252,0.77,659,0.23,1096,0.38,1755,0.60,129,0.04,740,0.25
4,Houston,101,HARRIS,Female,26994,25296,0.94,21804,0.81,2968,0.11,20745,0.77,5777,0.21,9557,0.35,15334,0.57,1125,0.04,6500,0.24
4,Houston,101,HARRIS,Male,27746,25752,0.93,20765,0.75,4431,0.16,19876,0.72,4606,0.17,8872,0.32,13478,0.49,1026,0.04,4470,0.16
4,Houston,146,LIBERTY,Female,546,508,0.93,462,0.85,40,0.07,403,0.74,69,0.13,198,0.36,267,0.49,18,0.03,102,0.19
4,Houston,146,LIBERTY,Male,570,513,0.90,440,0.77,61,0.11,401,0.70,65,0.11,161,0.28,226,0.40,23,0.04,75,0.13
4,Houston,237,WALLER,Female,288,275,0.95,225,0.78,43,0.15,238,0.83,54,0.19,96,0.33,150,0.52,7,0.02,54,0.19
4,Houston,237,WALLER,Male,315,299,0.95,205,0.65,88,0.28,242,0.77,55,0.17,71,0.23,126,0.40,4,0.01,30,0.10
5,Beaumont,84,GALVESTON,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,84,GALVESTON,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,100,HARDIN,Female,365,351,0.96,325,0.89,14,0.04,293,0.80,118,0.32,85,0.23,203,0.56,8,0.02,94,0.26
5,Beaumont,100,HARDIN,Male,427,399,0.93,365,0.85,29,0.07,332,0.78,128,0.30,92,0.22,220,0.52,16,0.04,95,0.22
5,Beaumont,121,JASPER,Female,258,239,0.93,220,0.85,8,0.03,188,0.73,53,0.21,84,0.33,137,0.53,13,0.05,48,0.19
5,Beaumont,121,JASPER,Male,248,239,0.96,226,0.91,11,0.04,202,0.81,43,0.17,65,0.26,108,0.44,4,0.02,35,0.14
5,Beaumont,123,JEFFERSON,Female,1478,1417,0.96,1278,0.86,107,0.07,1173,0.79,524,0.35,398,0.27,922,0.62,47,0.03,382,0.26
5,Beaumont,123,JEFFERSON,Male,1608,1525,0.95,1289,0.80,200,0.12,1166,0.73,364,0.23,387,0.24,751,0.47,51,0.03,245,0.15
5,Beaumont,176,NEWTON,Female, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,176,NEWTON,Male, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
5,Beaumont,181,ORANGE,Female,574,548,0.95,492,0.86,35,0.06,445,0.78,122,0.21,224,0.39,346,0.60,25,0.04,143,0.25
5,Beaumont,181,ORANGE,Male,640,607,0.95,517,0.81,63,0.10,490,0.77,112,0.18,203,0.32,315,0.49,20,0.03,106,0.17
5,Beaumont,229,TYLER,Female,129,126,0.98,114,0.88,4,0.03,105,0.81,34,0.26,40,0.31,74,0.57,4,0.03,28,0.22
5,Beaumont,229,TYLER,Male,138,131,0.95,123,0.89,7,0.05,110,0.80,23,0.17,36,0.26,59,0.43,2,0.01,23,0.17
6,Huntsville,8,AUSTIN,Female,216,207,0.96,192,0.89,16,0.07,182,0.84,41,0.19,81,0.38,122,0.56,4,0.02,63,0.29
6,Huntsville,8,AUSTIN,Male,224,216,0.96,194,0.87,15,0.07,181,0.81,47,0.21,64,0.29,111,0.50,2,0.01,56,0.25
6,Huntsville,21,BRAZOS,Female,848,791,0.93,647,0.76,133,0.16,654,0.77,205,0.24,270,0.32,475,0.56,21,0.02,223,0.26
6,Huntsville,21,BRAZOS,Male,947,886,0.94,658,0.69,216,0.23,701,0.74,146,0.15,292,0.31,438,0.46,21,0.02,170,0.18
6,Huntsville,26,BURLESON,Female,114,111,0.97,100,0.88,8,0.07,94,0.82,20,0.18,48,0.42,68,0.60,3,0.03,24,0.21
6,Huntsville,26,BURLESON,Male,100,97,0.97,86,0.86,10,0.10,83,0.83,10,0.10,41,0.41,51,0.51,3,0.03,18,0.18
6,Huntsville,93,GRIMES,Female,171,168,0.98,152,0.89,11,0.06,137,0.80,35,0.20,55,0.32,90,0.53,4,0.02,37,0.22
6,Huntsville,93,GRIMES,Male,168,158,0.94,138,0.82,14,0.08,116,0.69,12,0.07,45,0.27,57,0.34,6,0.04,18,0.11
6,Huntsville,113,HOUSTON,Female,123,120,0.98,109,0.89,8,0.07,101,0.82,21,0.17,51,0.41,72,0.59,5,0.04,28,0.23
6,Huntsville,113,HOUSTON,Male,140,136,0.97,116,0.83,17,0.12,113,0.81,22,0.16,49,0.35,71,0.51,5,0.04,21,0.15
6,Huntsville,145,LEON,Female,94,89,0.95,77,0.82,5,0.05,74,0.79,11,0.12,39,0.41,50,0.53,2,0.02,29,0.31
6,Huntsville,145,LEON,Male,129,124,0.96,109,0.85,8,0.06,96,0.74,16,0.12,41,0.32,57,0.44,4,0.03,31,0.24
6,Huntsville,154,MADISON,Female,92,88,0.96,82,0.89,3,0.03,75,0.82,19,0.21,30,0.33,49,0.53,3,0.03,15,0.16
6,Huntsville,154,MADISON,Male,98,94,0.96,86,0.88,4,0.04,78,0.80,14,0.14,22,0.22,36,0.37,2,0.02,14,0.14
6,Huntsville,166,MILAM,Female,181,169,0.93,152,0.84,12,0.07,137,0.76,40,0.22,72,0.40,112,0.62,9,0.05,45,0.25
6,Huntsville,166,MILAM,Male,177,168,0.95,151,0.85,17,0.10,137,0.77,23,0.13,56,0.32,79,0.45,3,0.02,36,0.20
6,Huntsville,170,MONTGOMERY,Female,2869,2697,0.94,2328,0.81,264,0.09,2224,0.78,581,0.20,1106,0.39,1687,0.59,130,0.05,740,0.26
6,Huntsville,170,MONTGOMERY,Male,2957,2781,0.94,2252,0.76,434,0.15,2190,0.74,458,0.15,918,0.31,1376,0.47,102,0.03,521,0.18
6,Huntsville,187,POLK,Female,261,248,0.95,219,0.84,21,0.08,205,0.79,54,0.21,97,0.37,151,0.58,9,0.03,66,0.25
6,Huntsville,187,POLK,Male,282,259,0.92,218,0.77,27,0.10,208,0.74,31,0.11,81,0.29,112,0.40,4,0.01,34,0.12
6,Huntsville,198,ROBERTSON,Female,124,121,0.98,100,0.81,15,0.12,100,0.81,23,0.19,43,0.35,66,0.53,2,0.02,26,0.21
6,Huntsville,198,ROBERTSON,Male,127,125,0.98,106,0.83,14,0.11,108,0.85,21,0.17,37,0.29,58,0.46,1,0.01,24,0.19
6,Huntsville,204,SAN JACINTO,Female,117,106,0.91,92,0.79,11,0.09,81,0.69,24,0.21,34,0.29,58,0.50,3,0.03,28,0.24
6,Huntsville,204,SAN JACINTO,Male,139,130,0.94,111,0.80,19,0.14,100,0.72,18,0.13,32,0.23,50,0.36,2,0.01,13,0.09
6,Huntsville,228,TRINITY,Female,86,80,0.93,77,0.90,4,0.05,69,0.80,16,0.19,26,0.30,42,0.49,3,0.03,17,0.20
6,Huntsville,228,TRINITY,Male,85,82,0.96,75,0.88,5,0.06,64,0.75,9,0.11,21,0.25,30,0.35,3,0.04,12,0.14
6,Huntsville,236,WALKER,Female,265,254,0.96,220,0.83,31,0.12,210,0.79,75,0.28,62,0.23,137,0.52,9,0.03,56,0.21
6,Huntsville,236,WALKER,Male,289,276,0.96,233,0.81,39,0.13,220,0.76,58,0.20,71,0.25,129,0.45,7,0.02,42,0.15
6,Huntsville,239,WASHINGTON,Female,205,202,0.99,173,0.84,23,0.11,161,0.79,34,0.17,94,0.46,128,0.62,6,0.03,73,0.36
6,Huntsville,239,WASHINGTON,Male,195,189,0.97,159,0.82,23,0.12,155,0.79,38,0.19,73,0.37,111,0.57,5,0.03,61,0.31
7,Kilgore,1,ANDERSON,Female,279,267,0.96,239,0.86,18,0.06,228,0.82,44,0.16,117,0.42,161,0.58,8,0.03,70,0.25
7,Kilgore,1,ANDERSON,Male,318,300,0.94,264,0.83,29,0.09,251,0.79,37,0.12,99,0.31,136,0.43,5,0.02,51,0.16
7,Kilgore,3,ANGELINA,Female,616,590,0.96,538,0.87,43,0.07,509,0.83,105,0.17,284,0.46,389,0.63,20,0.03,150,0.24
7,Kilgore,3,ANGELINA,Male,628,599,0.95,537,0.86,47,0.07,507,0.81,76,0.12,247,0.39,323,0.51,15,0.02,98,0.16
7,Kilgore,37,CHEROKEE,Female,303,287,0.95,251,0.83,20,0.07,223,0.74,25,0.08,133,0.44,158,0.52,7,0.02,52,0.17
7,Kilgore,37,CHEROKEE,Male,291,278,0.96,235,0.81,29,0.10,212,0.73,25,0.09,83,0.29,108,0.37,4,0.01,32,0.11
7,Kilgore,92,GREGG,Female,878,838,0.95,773,0.88,33,0.04,701,0.80,157,0.18,401,0.46,558,0.64,33,0.04,271,0.31
7,Kilgore,92,GREGG,Male,857,809,0.94,730,0.85,61,0.07,666,0.78,108,0.13,331,0.39,439,0.51,12,0.01,176,0.21
7,Kilgore,102,HARRISON,Female,452,438,0.97,410,0.91,14,0.03,372,0.82,89,0.20,200,0.44,289,0.64,20,0.04,111,0.25
7,Kilgore,102,HARRISON,Male,520,492,0.95,442,0.85,31,0.06,394,0.76,80,0.15,174,0.33,254,0.49,15,0.03,113,0.22
7,Kilgore,107,HENDERSON,Female,402,380,0.95,352,0.88,19,0.05,320,0.80,43,0.11,199,0.50,242,0.60,20,0.05,111,0.28
7,Kilgore,107,HENDERSON,Male,400,381,0.95,349,0.87,26,0.07,308,0.77,36,0.09,149,0.37,185,0.46,15,0.04,68,0.17
7,Kilgore,174,NACOGDOCHES,Female,389,373,0.96,331,0.85,27,0.07,314,0.81,91,0.23,143,0.37,234,0.60,12,0.03,100,0.26
7,Kilgore,174,NACOGDOCHES,Male,386,366,0.95,304,0.79,50,0.13,280,0.73,78,0.20,89,0.23,167,0.43,8,0.02,75,0.19
7,Kilgore,183,PANOLA,Female,147,137,0.93,131,0.89,9,0.06,117,0.80,13,0.09,84,0.57,97,0.66,6,0.04,44,0.30
7,Kilgore,183,PANOLA,Male,159,152,0.96,138,0.87,14,0.09,126,0.79,8,0.05,71,0.45,79,0.50,2,0.01,32,0.20
7,Kilgore,190,RAINS,Female,74,68,0.92,61,0.82,3,0.04,55,0.74,10,0.14,24,0.32,34,0.46,1,0.01,15,0.20
7,Kilgore,190,RAINS,Male,49,45,0.92,42,0.86,2,0.04,36,0.73,4,0.08,9,0.18,13,0.27, -   ,0.00,3,0.06
7,Kilgore,201,RUSK,Female,285,272,0.95,250,0.88,14,0.05,223,0.78,42,0.15,123,0.43,165,0.58,11,0.04,77,0.27
7,Kilgore,201,RUSK,Male,317,306,0.97,273,0.86,21,0.07,249,0.79,45,0.14,107,0.34,152,0.48,10,0.03,68,0.21
7,Kilgore,202,SABINE,Female,66,63,0.95,57,0.86,4,0.06,49,0.74,20,0.30,17,0.26,37,0.56,4,0.06,18,0.27
7,Kilgore,202,SABINE,Male,74,68,0.92,58,0.78,10,0.14,53,0.72,8,0.11,18,0.24,26,0.35, -   ,0.00,5,0.07
7,Kilgore,203,SAN AUGUSTINE,Female,52,51,0.98,50,0.96, -   ,0.00,42,0.81,13,0.25,8,0.15,21,0.40, -   ,0.00,10,0.19
7,Kilgore,203,SAN AUGUSTINE,Male,57,56,0.98,48,0.84,7,0.12,44,0.77,6,0.11,10,0.18,16,0.28, -   ,0.00,8,0.14
7,Kilgore,210,SHELBY,Female,179,172,0.96,153,0.85,10,0.06,134,0.75,24,0.13,77,0.43,101,0.56,7,0.04,45,0.25
7,Kilgore,210,SHELBY,Male,191,181,0.95,160,0.84,14,0.07,151,0.79,22,0.12,61,0.32,83,0.43,1,0.01,30,0.16
7,Kilgore,212,SMITH,Female,1206,1148,0.95,959,0.80,145,0.12,908,0.75,176,0.15,538,0.45,714,0.59,60,0.05,323,0.27
7,Kilgore,212,SMITH,Male,1295,1221,0.94,931,0.72,232,0.18,915,0.71,129,0.10,482,0.37,611,0.47,41,0.03,223,0.17
7,Kilgore,230,UPSHUR,Female,269,254,0.94,239,0.89,10,0.04,210,0.78,49,0.18,120,0.45,169,0.63,14,0.05,78,0.29
7,Kilgore,230,UPSHUR,Male,299,276,0.92,241,0.81,27,0.09,231,0.77,33,0.11,112,0.37,145,0.48,6,0.02,52,0.17
7,Kilgore,234,VAN ZANDT,Female,177,169,0.95,154,0.87,6,0.03,138,0.78,28,0.16,81,0.46,109,0.62,8,0.05,45,0.25
7,Kilgore,234,VAN ZANDT,Male,201,187,0.93,173,0.86,11,0.05,158,0.79,20,0.10,82,0.41,102,0.51,5,0.02,35,0.17
7,Kilgore,250,WOOD,Female,207,199,0.96,186,0.90,10,0.05,174,0.84,35,0.17,87,0.42,122,0.59,5,0.02,61,0.29
7,Kilgore,250,WOOD,Male,240,225,0.94,206,0.86,13,0.05,194,0.81,40,0.17,71,0.30,111,0.46,4,0.02,38,0.16
8,Mt. Pleasant,19,BOWIE,Female,638,605,0.95,566,0.89,11,0.02,507,0.79,116,0.18,253,0.40,369,0.58,17,0.03,139,0.22
8,Mt. Pleasant,19,BOWIE,Male,648,592,0.91,556,0.86,23,0.04,496,0.77,101,0.16,197,0.30,298,0.46,26,0.04,106,0.16
8,Mt. Pleasant,32,CAMP,Female,95,90,0.95,79,0.83,9,0.09,75,0.79,5,0.05,58,0.61,63,0.66,5,0.05,26,0.27
8,Mt. Pleasant,32,CAMP,Male,93,89,0.96,73,0.78,11,0.12,69,0.74,5,0.05,42,0.45,47,0.51,2,0.02,12,0.13
8,Mt. Pleasant,34,CASS,Female,223,215,0.96,201,0.90,5,0.02,186,0.83,36,0.16,91,0.41,127,0.57,4,0.02,49,0.22
8,Mt. Pleasant,34,CASS,Male,224,215,0.96,192,0.86,17,0.08,182,0.81,22,0.10,79,0.35,101,0.45,7,0.03,42,0.19
8,Mt. Pleasant,60,DELTA,Female,39,37,0.95,34,0.87,2,0.05,32,0.82,8,0.21,19,0.49,27,0.69,1,0.03,11,0.28
8,Mt. Pleasant,60,DELTA,Male,51,50,0.98,47,0.92,2,0.04,42,0.82,9,0.18,22,0.43,31,0.61,2,0.04,16,0.31
8,Mt. Pleasant,80,FRANKLIN,Female,74,69,0.93,69,0.93,2,0.03,59,0.80,10,0.14,42,0.57,52,0.70,6,0.08,27,0.36
8,Mt. Pleasant,80,FRANKLIN,Male,62,60,0.97,55,0.89,4,0.06,48,0.77,10,0.16,26,0.42,36,0.58,2,0.03,9,0.15
8,Mt. Pleasant,112,HOPKINS,Female,228,213,0.93,208,0.91,4,0.02,188,0.82,46,0.20,105,0.46,151,0.66,8,0.04,67,0.29
8,Mt. Pleasant,112,HOPKINS,Male,247,235,0.95,207,0.84,23,0.09,195,0.79,28,0.11,80,0.32,108,0.44,6,0.02,35,0.14
8,Mt. Pleasant,139,LAMAR,Female,310,291,0.94,257,0.83,19,0.06,237,0.76,30,0.10,172,0.55,202,0.65,20,0.06,83,0.27
8,Mt. Pleasant,139,LAMAR,Male,339,312,0.92,280,0.83,26,0.08,263,0.78,36,0.11,145,0.43,181,0.53,13,0.04,88,0.26
8,Mt. Pleasant,155,MARION,Female,47,45,0.96,37,0.79,5,0.11,36,0.77,9,0.19,16,0.34,25,0.53,2,0.04,11,0.23
8,Mt. Pleasant,155,MARION,Male,56,55,0.98,42,0.75,8,0.14,43,0.77,8,0.14,23,0.41,31,0.55,3,0.05,10,0.18
8,Mt. Pleasant,172,MORRIS,Female,81,74,0.91,72,0.89,1,0.01,65,0.80,15,0.19,38,0.47,53,0.65,3,0.04,23,0.28
8,Mt. Pleasant,172,MORRIS,Male,87,82,0.94,77,0.89,5,0.06,65,0.75,10,0.11,30,0.34,40,0.46,1,0.01,11,0.13
8,Mt. Pleasant,194,RED RIVER,Female,98,96,0.98,86,0.88,4,0.04,80,0.82,6,0.06,57,0.58,63,0.64,3,0.03,24,0.24
8,Mt. Pleasant,194,RED RIVER,Male,85,84,0.99,79,0.93,1,0.01,71,0.84,8,0.09,37,0.44,45,0.53,1,0.01,21,0.25
8,Mt. Pleasant,225,TITUS,Female,247,231,0.94,206,0.83,17,0.07,193,0.78,30,0.12,119,0.48,149,0.60,13,0.05,72,0.29
8,Mt. Pleasant,225,TITUS,Male,253,229,0.91,210,0.83,24,0.09,200,0.79,17,0.07,123,0.49,140,0.55,10,0.04,52,0.21
9,Wichita Falls,5,ARCHER,Female,50,46,0.92,44,0.88,1,0.02,42,0.84,20,0.40,16,0.32,36,0.72,1,0.02,21,0.42
9,Wichita Falls,5,ARCHER,Male,75,72,0.96,68,0.91,3,0.04,67,0.89,26,0.35,16,0.21,42,0.56,1,0.01,19,0.25
9,Wichita Falls,12,BAYLOR,Female,19,17,0.89,14,0.74, -   ,0.00,13,0.68,3,0.16,7,0.37,10,0.53,1,0.05,6,0.32
9,Wichita Falls,12,BAYLOR,Male,21,21,1.00,20,0.95, -   ,0.00,18,0.86,10,0.48,5,0.24,15,0.71, -   ,0.00,8,0.38
9,Wichita Falls,39,CLAY,Female,70,70,1.00,68,0.97,1,0.01,62,0.89,21,0.30,21,0.30,42,0.60,2,0.03,22,0.31
9,Wichita Falls,39,CLAY,Male,82,77,0.94,68,0.83,7,0.09,66,0.80,12,0.15,18,0.22,30,0.37,2,0.02,13,0.16
9,Wichita Falls,78,FOARD,Female,12,12,1.00,12,1.00, -   ,0.00,10,0.83,3,0.25,5,0.42,8,0.67,1,0.08,4,0.33
9,Wichita Falls,78,FOARD,Male,13,13,1.00,13,1.00, -   ,0.00,12,0.92,2,0.15,4,0.31,6,0.46, -   ,0.00,2,0.15
