Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
7,Kilgore,183,PANOLA,Not Economically Disadvantaged,172,161,0.94,146,0.85,11,0.06,133,0.77,13,0.08,99,0.58,0,0,112,0.65,9,0.05,54,0.31
7,Kilgore,183,PANOLA,Economically Disadvantaged,118,103,0.87,91,0.77,14,0.12,74,0.63,10,0.08,41,0.35,0,0,51,0.43,6,0.05,10,0.08
7,Kilgore,190,RAINS,Not Economically Disadvantaged,64,63,0.98,58,0.91,3,0.05,53,0.83,10,0.16,26,0.41,0,0,36,0.56,1,0.02,11,0.17
7,Kilgore,190,RAINS,Economically Disadvantaged,50,47,0.94,42,0.84,3,0.06,37,0.74,3,0.06,21,0.42,0,0,24,0.48,3,0.06,4,0.08
7,Kilgore,201,RUSK,Not Economically Disadvantaged,301,284,0.94,262,0.87,22,0.07,245,0.81,47,0.16,159,0.53,0,0,206,0.68,13,0.04,107,0.36
7,Kilgore,201,RUSK,Economically Disadvantaged,258,234,0.91,196,0.76,35,0.14,179,0.69,12,0.05,101,0.39,0,0,113,0.44,7,0.03,24,0.09
7,Kilgore,202,SABINE,Not Economically Disadvantaged,49,43,0.88,42,0.86,5,0.10,41,0.84,13,0.27,15,0.31,0,0,28,0.57,1,0.02,14,0.29
7,Kilgore,202,SABINE,Economically Disadvantaged,68,59,0.87,54,0.79,3,0.04,45,0.66,7,0.10,24,0.35,0,0,31,0.46,3,0.04,8,0.12
7,Kilgore,203,SAN AUGUSTINE,Not Economically Disadvantaged,27,27,1.00,24,0.89,3,0.11,21,0.78,5,0.19,11,0.41,0,0,16,0.59,2,0.07,7,0.26
7,Kilgore,203,SAN AUGUSTINE,Economically Disadvantaged,80,76,0.95,70,0.88,5,0.06,57,0.71,5,0.06,19,0.24,0,0,24,0.30,2,0.03,4,0.05
7,Kilgore,210,SHELBY,Not Economically Disadvantaged,183,175,0.96,155,0.85,17,0.09,144,0.79,39,0.21,71,0.39,0,0,110,0.60,6,0.03,55,0.30
7,Kilgore,210,SHELBY,Economically Disadvantaged,199,187,0.94,146,0.73,33,0.17,118,0.59,10,0.05,46,0.23,0,0,56,0.28,2,0.01,17,0.09
7,Kilgore,212,SMITH,Not Economically Disadvantaged,1332,1263,0.95,1151,0.86,83,0.06,1049,0.79,281,0.21,603,0.45,0,0,884,0.66,73,0.05,392,0.29
7,Kilgore,212,SMITH,Economically Disadvantaged,1123,1051,0.94,801,0.71,217,0.19,651,0.58,50,0.04,364,0.32,0,0,414,0.37,62,0.06,93,0.08
7,Kilgore,230,UPSHUR,Not Economically Disadvantaged,325,309,0.95,279,0.86,22,0.07,264,0.81,60,0.19,157,0.48,0,0,217,0.67,13,0.04,89,0.27
7,Kilgore,230,UPSHUR,Economically Disadvantaged,244,220,0.90,186,0.76,21,0.09,160,0.66,21,0.09,77,0.32,0,0,98,0.40,9,0.04,24,0.10
7,Kilgore,234,VAN ZANDT,Not Economically Disadvantaged,261,251,0.96,232,0.89,13,0.05,205,0.79,45,0.17,112,0.43,0,0,157,0.60,9,0.03,68,0.26
7,Kilgore,234,VAN ZANDT,Economically Disadvantaged,156,151,0.97,127,0.81,14,0.09,91,0.58,4,0.03,37,0.24,0,0,41,0.26,5,0.03,10,0.06
7,Kilgore,250,WOOD,Not Economically Disadvantaged,277,264,0.95,243,0.88,15,0.05,214,0.77,48,0.17,103,0.37,0,0,151,0.55,8,0.03,71,0.26
7,Kilgore,250,WOOD,Economically Disadvantaged,181,165,0.91,142,0.79,16,0.09,121,0.67,10,0.06,49,0.27,0,0,59,0.33,5,0.03,16,0.09
8,Mt. Pleasant,19,BOWIE,Not Economically Disadvantaged,710,671,0.95,630,0.89,24,0.03,573,0.81,82,0.12,359,0.51,0,0,441,0.62,32,0.05,175,0.25
8,Mt. Pleasant,19,BOWIE,Economically Disadvantaged,550,501,0.91,440,0.80,36,0.07,350,0.64,27,0.05,203,0.37,0,0,230,0.42,22,0.04,46,0.08
8,Mt. Pleasant,32,CAMP,Not Economically Disadvantaged,68,64,0.94,62,0.91,1,0.01,59,0.87,12,0.18,43,0.63,0,0,55,0.81,6,0.09,24,0.35
8,Mt. Pleasant,32,CAMP,Economically Disadvantaged,107,100,0.94,98,0.92,1,0.01,81,0.76,9,0.08,48,0.45,0,0,57,0.53,6,0.06,21,0.20
8,Mt. Pleasant,34,CASS,Not Economically Disadvantaged,247,240,0.97,228,0.92,5,0.02,214,0.87,39,0.16,111,0.45,0,0,150,0.61,6,0.02,64,0.26
8,Mt. Pleasant,34,CASS,Economically Disadvantaged,229,212,0.93,191,0.83,12,0.05,169,0.74,8,0.03,90,0.39,0,0,98,0.43,4,0.02,30,0.13
