Region Code,TEA Region,gender,ethnicity,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,enrolled_out_of_state,enrolled_out_of_state_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
7,Kilgore,,,,12384,11692,0.94,10141,0.82,1250,0.1,8988,0.73,1712,0.14,4831,0.39,0,0,6543,0.53,551,0.04,2551,0.21
8,Mt. Pleasant,,,,4294,4050,0.94,3689,0.86,237,0.06,3136,0.73,451,0.11,1957,0.46,0,0,2408,0.56,264,0.06,885,0.21
9,Wichita Falls,,,,3164,2968,0.94,2647,0.84,240,0.08,2308,0.73,729,0.23,843,0.27,0,0,1572,0.5,100,0.03,678,0.21
10,Richardson,,,,48671,45324,0.93,38171,0.78,6217,0.13,33808,0.7,8490,0.17,16575,0.34,0,0,25065,0.52,2563,0.05,9502,0.2
11,Fort Worth,,,,35041,32801,0.94,27713,0.79,4333,0.12,24583,0.7,7064,0.2,12088,0.35,0,0,19152,0.55,1911,0.05,7535,0.22
12,Waco,,,,10583,9671,0.91,8142,0.77,1231,0.12,7269,0.69,1633,0.15,4426,0.42,0,0,6059,0.57,709,0.07,2189,0.21
13,Austin,,,,22477,21105,0.94,18090,0.81,2548,0.11,16362,0.73,5694,0.25,6471,0.29,0,0,12165,0.54,1050,0.05,4947,0.22
14,Abilene,,,,3509,3269,0.93,2834,0.81,348,0.1,2500,0.71,823,0.24,1042,0.3,0,0,1865,0.53,119,0.03,840,0.24
15,San Angelo,,,,3829,3594,0.94,3242,0.85,304,0.08,2691,0.7,1003,0.26,915,0.24,0,0,1918,0.5,120,0.03,777,0.2
16,Amarillo,,,,5950,5592,0.94,5036,0.85,416,0.07,4357,0.73,1207,0.2,2044,0.34,0,0,3251,0.55,291,0.05,1382,0.23
17,Lubbock,,,,5874,5586,0.95,5155,0.88,309,0.05,4379,0.75,1145,0.2,1794,0.31,0,0,2939,0.5,151,0.03,1189,0.2
18,Midland,,,,5900,5558,0.94,4821,0.82,615,0.1,3853,0.65,916,0.16,1942,0.33,0,0,2858,0.48,271,0.05,1070,0.18
19,El Paso,,,,12460,11614,0.93,9218,0.74,2141,0.17,8452,0.68,2369,0.19,4479,0.36,0,0,6848,0.55,794,0.06,2077,0.17
20,San Antonio,,,,26202,24371,0.93,19263,0.74,4575,0.18,17339,0.66,4923,0.19,8763,0.33,0,0,13686,0.52,1429,0.05,4735,0.18
,,,,,324316,303292,0.94,253361,0.78,43277,0.13,224863,0.69,63481,0.2,109074,0.34,0,0,172555,0.53,17473,0.05,65920,0.2
,,Female,,,159004,149471,0.94,128589,0.81,17178,0.11,113344,0.71,34418,0.22,56916,0.36,0,0,91334,0.57,9220,0.06,38707,0.24
,,Male,,,165312,153821,0.93,124772,0.76,26099,0.16,111519,0.68,29063,0.18,52158,0.32,0,0,81221,0.49,8253,0.05,27213,0.17
1,Edinburg,,,Not Economically Disadvantaged,3738,3543,0.95,3081,0.82,384,0.1,3001,0.8,1463,0.39,1202,0.32,0,0,2665,0.71,133,0.04,1245,0.33
1,Edinburg,,,Economically Disadvantaged,20340,18927,0.93,14439,0.71,4174,0.21,13370,0.66,3344,0.16,6730,0.33,0,0,10074,0.5,893,0.04,3354,0.17
2,Corpus Christi,,,Not Economically Disadvantaged,3684,3440,0.93,3062,0.83,329,0.09,2786,0.76,1128,0.31,1292,0.35,0,0,2420,0.66,228,0.06,1009,0.27
2,Corpus Christi,,,Economically Disadvantaged,4407,4044,0.92,3170,0.72,848,0.19,2582,0.59,513,0.12,1271,0.29,0,0,1784,0.41,233,0.05,425,0.1
3,Victoria,,,Not Economically Disadvantaged,2159,2055,0.95,1887,0.87,142,0.07,1745,0.81,520,0.24,989,0.46,0,0,1509,0.7,112,0.05,751,0.35
3,Victoria,,,Economically Disadvantaged,2120,1998,0.94,1541,0.73,401,0.19,1268,0.6,106,0.05,628,0.3,0,0,734,0.35,94,0.04,191,0.09
4,Houston,,,Not Economically Disadvantaged,37182,35298,0.95,31396,0.84,3256,0.09,29008,0.78,10867,0.29,14115,0.38,0,0,24982,0.67,2410,0.06,11582,0.31
4,Houston,,,Economically Disadvantaged,32665,30213,0.93,22333,0.68,7104,0.22,18531,0.57,3681,0.11,9143,0.28,0,0,12824,0.39,2187,0.07,3363,0.1
5,Beaumont,,,Not Economically Disadvantaged,3372,3223,0.96,2868,0.85,250,0.07,2580,0.77,1090,0.32,1020,0.3,0,0,2110,0.63,189,0.06,961,0.29
5,Beaumont,,,Economically Disadvantaged,2992,2792,0.93,2262,0.76,411,0.14,1808,0.6,405,0.14,765,0.26,0,0,1170,0.39,166,0.06,271,0.09
6,Huntsville,,,Not Economically Disadvantaged,6854,6459,0.94,5930,0.87,426,0.06,5466,0.8,1832,0.27,2622,0.38,0,0,4454,0.65,331,0.05,2092,0.31
6,Huntsville,,,Economically Disadvantaged,4465,4105,0.92,3230,0.72,788,0.18,2693,0.6,373,0.08,1127,0.25,0,0,1500,0.34,174,0.04,319,0.07
7,Kilgore,,,Not Economically Disadvantaged,6578,6279,0.96,5753,0.88,385,0.06,5307,0.81,1347,0.21,2986,0.45,0,0,4333,0.66,287,0.04,2016,0.31
7,Kilgore,,,Economically Disadvantaged,5806,5413,0.93,4388,0.76,865,0.15,3681,0.63,365,0.06,1845,0.32,0,0,2210,0.38,264,0.05,535,0.09
8,Mt. Pleasant,,,Not Economically Disadvantaged,2236,2144,0.96,2006,0.9,84,0.04,1783,0.8,343,0.15,1133,0.51,0,0,1476,0.66,136,0.06,643,0.29
8,Mt. Pleasant,,,Economically Disadvantaged,2058,1906,0.93,1683,0.82,153,0.07,1353,0.66,108,0.05,824,0.4,0,0,932,0.45,128,0.06,242,0.12
9,Wichita Falls,,,Not Economically Disadvantaged,1885,1797,0.95,1661,0.88,84,0.04,1511,0.8,600,0.32,551,0.29,0,0,1151,0.61,59,0.03,558,0.3
9,Wichita Falls,,,Economically Disadvantaged,1279,1171,0.92,986,0.77,156,0.12,797,0.62,129,0.1,292,0.23,0,0,421,0.33,41,0.03,120,0.09
10,Richardson,,,Not Economically Disadvantaged,28109,26520,0.94,23950,0.85,2083,0.07,21867,0.78,6904,0.25,10879,0.39,0,0,17783,0.63,1572,0.06,7731,0.28
10,Richardson,,,Economically Disadvantaged,20562,18804,0.92,14221,0.69,4134,0.2,11941,0.58,1586,0.08,5696,0.28,0,0,7282,0.35,991,0.05,1771,0.09
11,Fort Worth,,,Not Economically Disadvantaged,23009,21765,0.95,19395,0.84,1977,0.09,17829,0.78,6069,0.26,8784,0.38,0,0,14853,0.65,1259,0.05,6479,0.28
11,Fort Worth,,,Economically Disadvantaged,12032,11036,0.92,8318,0.69,2356,0.2,6754,0.56,995,0.08,3304,0.28,0,0,4299,0.36,652,0.05,1056,0.09
12,Waco,,,Not Economically Disadvantaged,5732,5308,0.93,4714,0.82,431,0.08,4413,0.77,1307,0.23,2546,0.44,0,0,3853,0.67,326,0.06,1687,0.29
12,Waco,,,Economically Disadvantaged,4851,4363,0.9,3428,0.71,800,0.17,2856,0.59,326,0.07,1880,0.39,0,0,2206,0.46,383,0.08,502,0.1
13,Austin,,,Not Economically Disadvantaged,14156,13460,0.95,12341,0.87,885,0.06,11602,0.82,4886,0.35,4619,0.33,0,0,9505,0.67,682,0.05,4421,0.31
13,Austin,,,Economically Disadvantaged,8321,7645,0.92,5749,0.69,1663,0.2,4760,0.57,808,0.1,1852,0.22,0,0,2660,0.32,368,0.04,526,0.06
14,Abilene,,,Not Economically Disadvantaged,1836,1744,0.95,1600,0.87,105,0.06,1491,0.81,653,0.36,610,0.33,0,0,1263,0.69,61,0.03,662,0.36
14,Abilene,,,Economically Disadvantaged,1673,1525,0.91,1234,0.74,243,0.15,1009,0.6,170,0.1,432,0.26,0,0,602,0.36,58,0.03,178,0.11
15,San Angelo,,,Not Economically Disadvantaged,1752,1660,0.95,1571,0.9,67,0.04,1421,0.81,735,0.42,417,0.24,0,0,1152,0.66,51,0.03,573,0.33
15,San Angelo,,,Economically Disadvantaged,2077,1934,0.93,1671,0.81,237,0.11,1270,0.61,268,0.13,498,0.24,0,0,766,0.37,69,0.03,204,0.1
16,Amarillo,,,Not Economically Disadvantaged,3103,2979,0.96,2829,0.91,104,0.03,2572,0.83,936,0.3,1178,0.38,0,0,2114,0.68,138,0.04,1047,0.34
16,Amarillo,,,Economically Disadvantaged,2847,2613,0.92,2207,0.78,312,0.11,1785,0.63,271,0.1,866,0.3,0,0,1137,0.4,153,0.05,335,0.12
17,Lubbock,,,Not Economically Disadvantaged,2715,2613,0.96,2504,0.92,72,0.03,2297,0.85,876,0.32,977,0.36,0,0,1853,0.68,83,0.03,929,0.34
17,Lubbock,,,Economically Disadvantaged,3159,2973,0.94,2651,0.84,237,0.08,2082,0.66,269,0.09,817,0.26,0,0,1086,0.34,68,0.02,260,0.08
18,Midland,,,Not Economically Disadvantaged,2893,2764,0.96,2545,0.88,178,0.06,2181,0.75,691,0.24,1099,0.38,0,0,1790,0.62,135,0.05,823,0.28
18,Midland,,,Economically Disadvantaged,3007,2794,0.93,2276,0.76,437,0.15,1672,0.56,225,0.07,843,0.28,0,0,1068,0.36,136,0.05,247,0.08
19,El Paso,,,Not Economically Disadvantaged,3358,3109,0.93,2654,0.79,379,0.11,2508,0.75,1017,0.3,1180,0.35,0,0,2197,0.65,229,0.07,854,0.25
19,El Paso,,,Economically Disadvantaged,9102,8505,0.93,6564,0.72,1762,0.19,5944,0.65,1352,0.15,3299,0.36,0,0,4651,0.51,565,0.06,1223,0.13
20,San Antonio,,,Not Economically Disadvantaged,10718,10000,0.93,8650,0.81,1163,0.11,8279,0.77,3447,0.32,3765,0.35,0,0,7212,0.67,598,0.06,3234,0.3
20,San Antonio,,,Economically Disadvantaged,15484,14371,0.93,10613,0.69,3412,0.22,9060,0.59,1476,0.1,4998,0.32,0,0,6474,0.42,831,0.05,1501,0.1
1,Edinburg,Female,African American,,29,27,0.93,22,0.76,3,0.1,22,0.76,7,0.24,7,0.24,0,0,14,0.48,0,0,6,0.21
1,Edinburg,Female,Hispanic,,11307,10560,0.93,8540,0.76,1832,0.16,7792,0.69,2387,0.21,3911,0.35,0,0,6298,0.56,524,0.05,2545,0.23
1,Edinburg,Female,White,,419,382,0.91,332,0.79,41,0.1,320,0.76,172,0.41,123,0.29,0,0,295,0.7,21,0.05,147,0.35
1,Edinburg,Female,Others,,47,47,1,43,0.92,2,0.04,42,0.89,23,0.49,10,0.21,0,0,33,0.7,1,0.02,24,0.51
1,Edinburg,Male,African American,,33,33,1,26,0.79,4,0.12,26,0.79,9,0.27,11,0.33,0,0,20,0.61,2,0.06,2,0.06
1,Edinburg,Male,Hispanic,,11752,10956,0.93,8174,0.7,2620,0.22,7802,0.66,2024,0.17,3727,0.32,0,0,5751,0.49,448,0.04,1752,0.15
1,Edinburg,Male,White,,440,417,0.95,341,0.78,54,0.12,329,0.75,160,0.36,138,0.31,0,0,298,0.68,27,0.06,101,0.23
1,Edinburg,Male,Others,,51,48,0.94,42,0.82,2,0.04,38,0.75,25,0.49,5,0.1,0,0,30,0.59,3,0.06,22,0.43
2,Corpus Christi,Female,African American,,146,131,0.9,110,0.75,17,0.12,82,0.56,26,0.18,58,0.4,0,0,84,0.58,18,0.12,17,0.12
2,Corpus Christi,Female,Hispanic,,2645,2453,0.93,2056,0.78,392,0.15,1702,0.64,448,0.17,950,0.36,0,0,1398,0.53,166,0.06,431,0.16
2,Corpus Christi,Female,White,,1146,1063,0.93,955,0.83,81,0.07,868,0.76,375,0.33,368,0.32,0,0,743,0.65,66,0.06,367,0.32
2,Corpus Christi,Female,Others,,58,51,0.88,42,0.72,3,0.05,42,0.72,18,0.31,13,0.22,0,0,31,0.53,2,0.03,11,0.19
2,Corpus Christi,Male,African American,,121,114,0.94,83,0.69,22,0.18,65,0.54,16,0.13,30,0.25,0,0,46,0.38,3,0.02,7,0.06
2,Corpus Christi,Male,Hispanic,,2744,2535,0.92,2012,0.73,535,0.2,1735,0.63,399,0.15,802,0.29,0,0,1201,0.44,141,0.05,314,0.11
2,Corpus Christi,Male,White,,1179,1086,0.92,929,0.79,124,0.11,834,0.71,341,0.29,334,0.28,0,0,675,0.57,62,0.05,273,0.23
2,Corpus Christi,Male,Others,,52,51,0.98,45,0.87,3,0.06,40,0.77,18,0.35,8,0.15,0,0,26,0.5,3,0.06,14,0.27
3,Victoria,Female,African American,,231,223,0.97,191,0.83,28,0.12,160,0.69,35,0.15,86,0.37,0,0,121,0.52,11,0.05,33,0.14
3,Victoria,Female,Hispanic,,877,832,0.95,669,0.76,139,0.16,550,0.63,58,0.07,294,0.34,0,0,352,0.4,45,0.05,115,0.13
3,Victoria,Female,White,,943,906,0.96,832,0.88,59,0.06,754,0.8,244,0.26,442,0.47,0,0,686,0.73,51,0.05,377,0.4
3,Victoria,Female,Others,,33,31,0.94,28,0.85,2,0.06,28,0.85,11,0.33,12,0.36,0,0,23,0.7,1,0.03,16,0.49
3,Victoria,Male,African American,,242,234,0.97,182,0.75,43,0.18,162,0.67,37,0.15,83,0.34,0,0,120,0.5,11,0.05,28,0.12
3,Victoria,Male,Hispanic,,959,893,0.93,675,0.7,201,0.21,575,0.6,51,0.05,288,0.3,0,0,339,0.35,36,0.04,83,0.09
3,Victoria,Male,White,,972,914,0.94,832,0.86,70,0.07,769,0.79,182,0.19,405,0.42,0,0,587,0.6,48,0.05,282,0.29
3,Victoria,Male,Others,,22,20,0.91,19,0.86,1,0.05,15,0.68,8,0.36,7,0.32,0,0,15,0.68,3,0.14,8,0.36
4,Houston,Female,African American,,7489,7079,0.95,5956,0.8,1027,0.14,4988,0.67,2118,0.28,2456,0.33,0,0,4574,0.61,788,0.11,1352,0.18
4,Houston,Female,Hispanic,,12618,11868,0.94,9265,0.73,2227,0.18,7890,0.63,1343,0.11,4199,0.33,0,0,5542,0.44,790,0.06,1928,0.15
4,Houston,Female,White,,12397,11771,0.95,10709,0.86,770,0.06,9837,0.79,3685,0.3,4962,0.4,0,0,8647,0.7,773,0.06,4704,0.38
4,Houston,Female,Others,,1845,1758,0.95,1659,0.9,68,0.04,1591,0.86,845,0.46,507,0.28,0,0,1352,0.73,78,0.04,905,0.49
4,Houston,Male,African American,,7831,7216,0.92,5444,0.7,1691,0.22,4615,0.59,1544,0.2,2113,0.27,0,0,3657,0.47,624,0.08,737,0.09
4,Houston,Male,Hispanic,,13009,12050,0.93,8583,0.66,3175,0.24,7409,0.57,1045,0.08,3704,0.29,0,0,4749,0.37,660,0.05,1193,0.09
4,Houston,Male,White,,12699,11905,0.94,10393,0.82,1286,0.1,9547,0.75,3149,0.25,4756,0.38,0,0,7905,0.62,799,0.06,3377,0.27
4,Houston,Male,Others,,1959,1864,0.95,1720,0.88,116,0.06,1662,0.85,819,0.42,561,0.29,0,0,1380,0.7,85,0.04,749,0.38
5,Beaumont,Female,African American,,939,898,0.96,755,0.8,115,0.12,622,0.66,260,0.28,275,0.29,0,0,535,0.57,91,0.1,132,0.14
5,Beaumont,Female,Hispanic,,219,208,0.95,181,0.83,13,0.06,131,0.6,21,0.1,68,0.31,0,0,89,0.41,12,0.05,37,0.17
5,Beaumont,Female,White,,1821,1732,0.95,1516,0.83,134,0.07,1317,0.72,494,0.27,547,0.3,0,0,1041,0.57,100,0.05,509,0.28
5,Beaumont,Female,Others,,75,70,0.93,67,0.89,3,0.04,60,0.8,29,0.39,30,0.4,0,0,59,0.79,4,0.05,34,0.45
5,Beaumont,Male,African American,,976,918,0.94,751,0.77,158,0.16,612,0.63,181,0.19,278,0.29,0,0,459,0.47,60,0.06,83,0.09
5,Beaumont,Male,Hispanic,,272,260,0.96,216,0.79,19,0.07,159,0.59,34,0.13,50,0.18,0,0,84,0.31,6,0.02,29,0.11
5,Beaumont,Male,White,,1975,1848,0.94,1572,0.8,216,0.11,1420,0.72,448,0.23,507,0.26,0,0,955,0.48,78,0.04,381,0.19
5,Beaumont,Male,Others,,87,81,0.93,72,0.83,3,0.03,67,0.77,28,0.32,30,0.35,0,0,58,0.67,4,0.05,27,0.31
6,Huntsville,Female,African American,,769,740,0.96,625,0.81,109,0.14,535,0.7,148,0.19,245,0.32,0,0,393,0.51,40,0.05,104,0.14
6,Huntsville,Female,Hispanic,,1027,951,0.93,796,0.78,127,0.12,696,0.68,105,0.1,322,0.31,0,0,427,0.42,28,0.03,139,0.14
6,Huntsville,Female,White,,3633,3398,0.94,3098,0.85,239,0.07,2759,0.76,897,0.25,1371,0.38,0,0,2268,0.62,197,0.05,1110,0.31
6,Huntsville,Female,Others,,98,86,0.88,78,0.8,7,0.07,75,0.77,36,0.37,14,0.14,0,0,50,0.51,2,0.02,34,0.35
6,Huntsville,Male,African American,,747,701,0.94,552,0.74,151,0.2,486,0.65,111,0.15,198,0.27,0,0,309,0.41,32,0.04,53,0.07
6,Huntsville,Male,Hispanic,,1057,980,0.93,771,0.73,175,0.17,660,0.62,68,0.06,263,0.25,0,0,331,0.31,27,0.03,91,0.09
6,Huntsville,Male,White,,3870,3605,0.93,3146,0.81,400,0.1,2859,0.74,810,0.21,1299,0.34,0,0,2109,0.55,169,0.04,846,0.22
6,Huntsville,Male,Others,,118,103,0.87,94,0.8,6,0.05,89,0.75,30,0.25,37,0.31,0,0,67,0.57,10,0.08,34,0.29
7,Kilgore,Female,African American,,1238,1185,0.96,1019,0.82,151,0.12,904,0.73,164,0.13,547,0.44,0,0,711,0.57,68,0.05,170,0.14
7,Kilgore,Female,Hispanic,,884,833,0.94,676,0.77,129,0.15,594,0.67,44,0.05,284,0.32,0,0,328,0.37,34,0.04,119,0.14
7,Kilgore,Female,White,,3828,3611,0.94,3288,0.86,199,0.05,2886,0.75,677,0.18,1775,0.46,0,0,2452,0.64,207,0.05,1140,0.3
7,Kilgore,Female,Others,,42,39,0.93,34,0.81,3,0.07,34,0.81,9,0.21,18,0.43,0,0,27,0.64,0,0,18,0.43
7,Kilgore,Male,African American,,1310,1247,0.95,1036,0.79,210,0.16,900,0.69,148,0.11,474,0.36,0,0,622,0.48,64,0.05,125,0.1
7,Kilgore,Male,Hispanic,,938,885,0.94,657,0.7,198,0.21,552,0.59,31,0.03,221,0.24,0,0,252,0.27,27,0.03,82,0.09
7,Kilgore,Male,White,,4082,3834,0.94,3379,0.83,358,0.09,3071,0.75,623,0.15,1488,0.37,0,0,2111,0.52,147,0.04,878,0.22
7,Kilgore,Male,Others,,62,58,0.94,52,0.84,2,0.03,47,0.76,16,0.26,24,0.39,0,0,40,0.65,4,0.06,19,0.31
8,Mt. Pleasant,Female,African American,,469,447,0.95,413,0.88,26,0.06,345,0.74,48,0.1,242,0.52,0,0,290,0.62,31,0.07,69,0.15
8,Mt. Pleasant,Female,Hispanic,,207,193,0.93,177,0.86,10,0.05,154,0.74,6,0.03,103,0.5,0,0,109,0.53,9,0.04,41,0.2
8,Mt. Pleasant,Female,White,,1403,1326,0.95,1228,0.88,57,0.04,1053,0.75,198,0.14,745,0.53,0,0,943,0.67,114,0.08,417,0.3
8,Mt. Pleasant,Female,Others,,29,29,1,27,0.93,1,0.03,24,0.83,3,0.1,11,0.38,0,0,14,0.48,1,0.03,6,0.21
8,Mt. Pleasant,Male,African American,,474,450,0.95,385,0.81,49,0.1,309,0.65,40,0.08,180,0.38,0,0,220,0.46,26,0.05,51,0.11
8,Mt. Pleasant,Male,Hispanic,,203,188,0.93,173,0.85,11,0.05,138,0.68,5,0.02,81,0.4,0,0,86,0.42,10,0.05,20,0.1
8,Mt. Pleasant,Male,White,,1484,1394,0.94,1266,0.85,83,0.06,1096,0.74,147,0.1,586,0.4,0,0,733,0.49,73,0.05,274,0.19
8,Mt. Pleasant,Male,Others,,25,23,0.92,20,0.8,0,0,17,0.68,4,0.16,9,0.36,0,0,13,0.52,0,0,7,0.28
9,Wichita Falls,Female,African American,,123,118,0.96,102,0.83,12,0.1,86,0.7,17,0.14,31,0.25,0,0,48,0.39,3,0.02,14,0.11
9,Wichita Falls,Female,Hispanic,,252,240,0.95,209,0.83,28,0.11,172,0.68,37,0.15,75,0.3,0,0,112,0.44,7,0.03,44,0.18
9,Wichita Falls,Female,White,,1124,1061,0.94,981,0.87,46,0.04,855,0.76,313,0.28,380,0.34,0,0,693,0.62,47,0.04,332,0.3
9,Wichita Falls,Female,Others,,40,39,0.98,37,0.93,2,0.05,30,0.75,18,0.45,6,0.15,0,0,24,0.6,2,0.05,17,0.43
9,Wichita Falls,Male,African American,,131,121,0.92,102,0.78,15,0.12,85,0.65,21,0.16,25,0.19,0,0,46,0.35,4,0.03,9,0.07
9,Wichita Falls,Male,Hispanic,,275,257,0.94,201,0.73,44,0.16,171,0.62,23,0.08,50,0.18,0,0,73,0.27,6,0.02,18,0.07
9,Wichita Falls,Male,White,,1179,1098,0.93,985,0.84,88,0.07,878,0.75,283,0.24,272,0.23,0,0,555,0.47,31,0.03,233,0.2
9,Wichita Falls,Male,Others,,40,34,0.85,30,0.75,5,0.13,31,0.78,17,0.43,4,0.1,0,0,21,0.53,0,0,11,0.28
10,Richardson,Female,African American,,5288,4987,0.94,4220,0.8,685,0.13,3590,0.68,1077,0.2,1987,0.38,0,0,3064,0.58,418,0.08,830,0.16
10,Richardson,Female,Hispanic,,7432,6858,0.92,5460,0.74,1221,0.16,4761,0.64,531,0.07,2253,0.3,0,0,2784,0.38,285,0.04,878,0.12
10,Richardson,Female,White,,10221,9641,0.94,8956,0.88,426,0.04,8173,0.8,2648,0.26,4154,0.41,0,0,6802,0.67,556,0.05,3404,0.33
10,Richardson,Female,Others,,1117,1065,0.95,998,0.89,31,0.03,928,0.83,394,0.35,336,0.3,0,0,730,0.65,46,0.04,459,0.41
10,Richardson,Male,African American,,5276,4843,0.92,3712,0.7,1104,0.21,3067,0.58,754,0.14,1628,0.31,0,0,2382,0.45,400,0.08,459,0.09
10,Richardson,Male,Hispanic,,7612,6916,0.91,4897,0.64,1905,0.25,4316,0.57,381,0.05,1869,0.25,0,0,2250,0.3,224,0.03,531,0.07
10,Richardson,Male,White,,10550,9898,0.94,8888,0.84,788,0.07,8014,0.76,2315,0.22,3985,0.38,0,0,6300,0.6,583,0.06,2521,0.24
10,Richardson,Male,Others,,1175,1116,0.95,1040,0.89,57,0.05,959,0.82,390,0.33,363,0.31,0,0,753,0.64,51,0.04,420,0.36
11,Fort Worth,Female,African American,,2329,2175,0.93,1836,0.79,300,0.13,1562,0.67,521,0.22,822,0.35,0,0,1343,0.58,192,0.08,377,0.16
11,Fort Worth,Female,Hispanic,,3921,3624,0.92,2904,0.74,619,0.16,2472,0.63,373,0.1,1198,0.31,0,0,1571,0.4,168,0.04,518,0.13
11,Fort Worth,Female,White,,10285,9737,0.95,8727,0.85,743,0.07,7817,0.76,2765,0.27,3925,0.38,0,0,6690,0.65,585,0.06,3285,0.32
11,Fort Worth,Female,Others,,704,665,0.95,607,0.86,40,0.06,557,0.79,250,0.36,221,0.31,0,0,471,0.67,44,0.06,289,0.41
11,Fort Worth,Male,African American,,2357,2181,0.93,1621,0.69,504,0.21,1376,0.58,352,0.15,759,0.32,0,0,1111,0.47,186,0.08,208,0.09
11,Fort Worth,Male,Hispanic,,4024,3750,0.93,2734,0.68,876,0.22,2368,0.59,287,0.07,1079,0.27,0,0,1366,0.34,167,0.04,324,0.08
11,Fort Worth,Male,White,,10692,9984,0.93,8665,0.81,1197,0.11,7859,0.74,2289,0.21,3831,0.36,0,0,6120,0.57,529,0.05,2319,0.22
11,Fort Worth,Male,Others,,729,685,0.94,619,0.85,54,0.07,572,0.79,227,0.31,253,0.35,0,0,480,0.66,40,0.05,215,0.3
12,Waco,Female,African American,,1165,1067,0.92,873,0.75,140,0.12,741,0.64,184,0.16,546,0.47,0,0,730,0.63,119,0.1,190,0.16
12,Waco,Female,Hispanic,,1073,1009,0.94,822,0.77,138,0.13,705,0.66,99,0.09,459,0.43,0,0,558,0.52,85,0.08,193,0.18
12,Waco,Female,White,,2751,2529,0.92,2254,0.82,194,0.07,2031,0.74,582,0.21,1247,0.45,0,0,1829,0.67,179,0.07,854,0.31
12,Waco,Female,Others,,96,85,0.89,75,0.78,7,0.07,64,0.67,20,0.21,37,0.39,0,0,57,0.59,4,0.04,22,0.23
12,Waco,Male,African American,,1297,1171,0.9,877,0.68,258,0.2,767,0.59,153,0.12,513,0.4,0,0,666,0.51,118,0.09,113,0.09
12,Waco,Male,Hispanic,,1162,1040,0.9,833,0.72,202,0.17,737,0.63,84,0.07,412,0.36,0,0,496,0.43,45,0.04,152,0.13
